State,NAICS Code,NAICS Description,Total Employment
Delaware,22,Utilities,2187.0
Delaware,23,Construction,20653.0
Delaware,31-33,Manufacturing,27814.0
Delaware,42,Wholesale Trade,16849.0
Delaware,44-45,Retail Trade,57729.0
Delaware,48-49,Transportation and Warehousing,11726.0
Delaware,51,Information,6702.0
Delaware,52,Finance and Insurance,44414.0
Delaware,53,Real Estate and Rental and Leasing,5950.0
Delaware,54,"Professional, Scientific, and Technical Services",29487.0
Delaware,55,Management of Companies and Enterprises,6974.0
Delaware,56,Administrative and Support and Waste Management and Remediation Services,29290.0
Delaware,61,Educational Services,7085.0
Delaware,62,Health Care and Social Assistance,68583.0
Delaware,71,"Arts, Entertainment, and Recreation",7121.0
Delaware,72,Accommodation and Food Services,41685.0
Delaware,81,Other Services (except Public Administration),16171.0
Delaware,99,Industries not classified,43.0
District of Columbia,--,Total,527004.0
District of Columbia,22,Utilities,1857.0
District of Columbia,23,Construction,10066.0
District of Columbia,31-33,Manufacturing,1095.0
District of Columbia,42,Wholesale Trade,4062.0
District of Columbia,44-45,Retail Trade,22304.0
District of Columbia,48-49,Transportation and Warehousing,3533.0
District of Columbia,51,Information,22338.0
District of Columbia,52,Finance and Insurance,16921.0
District of Columbia,53,Real Estate and Rental and Leasing,10670.0
District of Columbia,54,"Professional, Scientific, and Technical Services",101146.0
District of Columbia,55,Management of Companies and Enterprises,7879.0
District of Columbia,56,Administrative and Support and Waste Management and Remediation Services,34541.0
District of Columbia,61,Educational Services,51722.0
District of Columbia,62,Health Care and Social Assistance,72997.0
District of Columbia,71,"Arts, Entertainment, and Recreation",9756.0
District of Columbia,72,Accommodation and Food Services,74758.0
District of Columbia,81,Other Services (except Public Administration),81338.0
District of Columbia,99,Industries not classified,18.0
Florida,--,Total,8385577.0
Florida,11,"Agriculture, Forestry, Fishing and Hunting",8546.0
Florida,21,"Mining, Quarrying, and Oil and Gas Extraction",3411.0
Florida,22,Utilities,26834.0
Florida,23,Construction,427537.0
Florida,31-33,Manufacturing,312032.0
Florida,42,Wholesale Trade,318752.0
Florida,44-45,Retail Trade,1081082.0
Florida,48-49,Transportation and Warehousing,259830.0
Florida,51,Information,168766.0
Florida,52,Finance and Insurance,365226.0
Florida,53,Real Estate and Rental and Leasing,173183.0
Florida,54,"Professional, Scientific, and Technical Services",514282.0
Florida,55,Management of Companies and Enterprises,156960.0
Florida,56,Administrative and Support and Waste Management and Remediation Services,1749950.0
Florida,61,Educational Services,173085.0
Florida,62,Health Care and Social Assistance,1134627.0
Florida,71,"Arts, Entertainment, and Recreation",212772.0
Florida,72,Accommodation and Food Services,969544.0
Florida,81,Other Services (except Public Administration),328642.0
Florida,99,Industries not classified,516.0
Georgia,--,Total,3888928.0
Georgia,11,"Agriculture, Forestry, Fishing and Hunting",7445.0
Georgia,21,"Mining, Quarrying, and Oil and Gas Extraction",5694.0
Georgia,22,Utilities,26026.0
Georgia,23,Construction,178527.0
Georgia,31-33,Manufacturing,377455.0
Georgia,42,Wholesale Trade,205772.0
Georgia,44-45,Retail Trade,475516.0
Georgia,48-49,Transportation and Warehousing,187562.0
Georgia,51,Information,129157.0
Georgia,52,Finance and Insurance,180689.0
Georgia,53,Real Estate and Rental and Leasing,66863.0
Georgia,54,"Professional, Scientific, and Technical Services",270919.0
Georgia,55,Management of Companies and Enterprises,138833.0
Georgia,56,Administrative and Support and Waste Management and Remediation Services,393875.0
Georgia,61,Educational Services,86658.0
Georgia,62,Health Care and Social Assistance,509188.0
Georgia,71,"Arts, Entertainment, and Recreation",50572.0
Georgia,72,Accommodation and Food Services,437863.0
Georgia,81,Other Services (except Public Administration),159971.0
Georgia,99,Industries not classified,343.0
Hawaii,--,Total,544056.0
Hawaii,11,"Agriculture, Forestry, Fishing and Hunting",171.0
Hawaii,21,"Mining, Quarrying, and Oil and Gas Extraction",173.0
Hawaii,22,Utilities,3679.0
Hawaii,23,Construction,31783.0
Hawaii,31-33,Manufacturing,12711.0
Hawaii,42,Wholesale Trade,19026.0
Hawaii,44-45,Retail Trade,70256.0
Hawaii,48-49,Transportation and Warehousing,31655.0
Hawaii,51,Information,8416.0
Hawaii,52,Finance and Insurance,20010.0
Hawaii,53,Real Estate and Rental and Leasing,12836.0
Hawaii,54,"Professional, Scientific, and Technical Services",22922.0
Hawaii,55,Management of Companies and Enterprises,7124.0
Hawaii,56,Administrative and Support and Waste Management and Remediation Services,62015.0
Hawaii,61,Educational Services,18547.0
Hawaii,62,Health Care and Social Assistance,71950.0
Hawaii,71,"Arts, Entertainment, and Recreation",11512.0
Hawaii,72,Accommodation and Food Services,113250.0
Hawaii,81,Other Services (except Public Administration),25975.0
Hawaii,99,Industries not classified,45.0
Idaho,--,Total,578134.0
Idaho,11,"Agriculture, Forestry, Fishing and Hunting",3715.0
Idaho,21,"Mining, Quarrying, and Oil and Gas Extraction",2592.0
Idaho,22,Utilities,3961.0
Idaho,23,Construction,40583.0
Idaho,31-33,Manufacturing,59993.0
Idaho,42,Wholesale Trade,32657.0
Idaho,44-45,Retail Trade,82262.0
Idaho,48-49,Transportation and Warehousing,19282.0
Idaho,51,Information,13354.0
Idaho,52,Finance and Insurance,22650.0
Idaho,53,Real Estate and Rental and Leasing,7569.0
Idaho,54,"Professional, Scientific, and Technical Services",33084.0
Idaho,55,Management of Companies and Enterprises,8460.0
Idaho,56,Administrative and Support and Waste Management and Remediation Services,42842.0
Idaho,61,Educational Services,14782.0
Idaho,62,Health Care and Social Assistance,96205.0
Idaho,71,"Arts, Entertainment, and Recreation",8654.0
Idaho,72,Accommodation and Food Services,65028.0
Idaho,81,Other Services (except Public Administration),20379.0
Idaho,99,Industries not classified,82.0
Illinois,--,Total,5497629.0
Illinois,11,"Agriculture, Forestry, Fishing and Hunting",2097.0
Illinois,21,"Mining, Quarrying, and Oil and Gas Extraction",7631.0
Illinois,22,Utilities,29309.0
Illinois,23,Construction,208103.0
Illinois,31-33,Manufacturing,534047.0
Illinois,42,Wholesale Trade,328247.0
Illinois,44-45,Retail Trade,611277.0
Illinois,48-49,Transportation and Warehousing,255727.0
Illinois,51,Information,125797.0
Illinois,52,Finance and Insurance,339305.0
Illinois,53,Real Estate and Rental and Leasing,81267.0
Illinois,54,"Professional, Scientific, and Technical Services",390595.0
Illinois,55,Management of Companies and Enterprises,206250.0
Illinois,56,Administrative and Support and Waste Management and Remediation Services,524433.0
Illinois,61,Educational Services,168411.0
Illinois,62,Health Care and Social Assistance,807541.0
Illinois,71,"Arts, Entertainment, and Recreation",89093.0
Illinois,72,Accommodation and Food Services,540039.0
Illinois,81,Other Services (except Public Administration),248179.0
Illinois,99,Industries not classified,281.0
Indiana,--,Total,2779124.0
Indiana,11,"Agriculture, Forestry, Fishing and Hunting",1608.0
Indiana,21,"Mining, Quarrying, and Oil and Gas Extraction",6140.0
Indiana,22,Utilities,15611.0
Indiana,23,Construction,131897.0
Indiana,31-33,Manufacturing,512254.0
Indiana,42,Wholesale Trade,121412.0
Indiana,44-45,Retail Trade,332029.0
Indiana,48-49,Transportation and Warehousing,126203.0
Indiana,51,Information,46524.0
Indiana,52,Finance and Insurance,105647.0
Indiana,53,Real Estate and Rental and Leasing,34058.0
Indiana,54,"Professional, Scientific, and Technical Services",124820.0
Indiana,55,Management of Companies and Enterprises,53742.0
Indiana,56,Administrative and Support and Waste Management and Remediation Services,219495.0
Indiana,61,Educational Services,68197.0
Indiana,62,Health Care and Social Assistance,432565.0
Indiana,71,"Arts, Entertainment, and Recreation",35841.0
Indiana,72,Accommodation and Food Services,283269.0
Indiana,81,Other Services (except Public Administration),127688.0
Indiana,99,Industries not classified,124.0
Iowa,--,Total,1353681.0
Iowa,11,"Agriculture, Forestry, Fishing and Hunting",2726.0
Iowa,21,"Mining, Quarrying, and Oil and Gas Extraction",2148.0
Iowa,22,Utilities,7884.0
Iowa,23,Construction,67984.0
Iowa,31-33,Manufacturing,210737.0
Iowa,42,Wholesale Trade,69807.0
Iowa,44-45,Retail Trade,179727.0
Iowa,48-49,Transportation and Warehousing,59286.0
Iowa,51,Information,29798.0
Iowa,52,Finance and Insurance,96037.0
Iowa,53,Real Estate and Rental and Leasing,14202.0
Iowa,54,"Professional, Scientific, and Technical Services",55478.0
Iowa,55,Management of Companies and Enterprises,26222.0
Iowa,56,Administrative and Support and Waste Management and Remediation Services,84423.0
Iowa,61,Educational Services,35179.0
Iowa,62,Health Care and Social Assistance,217484.0
Iowa,71,"Arts, Entertainment, and Recreation",19108.0
Iowa,72,Accommodation and Food Services,123676.0
Iowa,81,Other Services (except Public Administration),51695.0
Iowa,99,Industries not classified,80.0
Kansas,--,Total,1199162.0
Kansas,11,"Agriculture, Forestry, Fishing and Hunting",859.0
Kansas,21,"Mining, Quarrying, and Oil and Gas Extraction",6889.0
Kansas,22,Utilities,7119.0
Kansas,23,Construction,66066.0
Kansas,31-33,Manufacturing,159506.0
Kansas,42,Wholesale Trade,63396.0
Kansas,44-45,Retail Trade,148253.0
Kansas,48-49,Transportation and Warehousing,58357.0
Kansas,51,Information,29913.0
Kansas,52,Finance and Insurance,60542.0
Kansas,53,Real Estate and Rental and Leasing,14560.0
Kansas,54,"Professional, Scientific, and Technical Services",65817.0
Kansas,55,Management of Companies and Enterprises,24547.0
Kansas,56,Administrative and Support and Waste Management and Remediation Services,89830.0
Kansas,61,Educational Services,21111.0
Kansas,62,Health Care and Social Assistance,193428.0
Kansas,71,"Arts, Entertainment, and Recreation",17513.0
Kansas,72,Accommodation and Food Services,121061.0
Kansas,81,Other Services (except Public Administration),50325.0
Kansas,99,Industries not classified,70.0
Kentucky,--,Total,1625006.0
Kentucky,11,"Agriculture, Forestry, Fishing and Hunting",1437.0
Kentucky,21,"Mining, Quarrying, and Oil and Gas Extraction",9663.0
Kentucky,22,Utilities,8629.0
Kentucky,23,Construction,71951.0
Kentucky,31-33,Manufacturing,245475.0
Kentucky,42,Wholesale Trade,71509.0
Kentucky,44-45,Retail Trade,216977.0
Kentucky,48-49,Transportation and Warehousing,93337.0
Kentucky,51,Information,32110.0
Kentucky,52,Finance and Insurance,75712.0
Kentucky,53,Real Estate and Rental and Leasing,18217.0
Kentucky,54,"Professional, Scientific, and Technical Services",72077.0
Kentucky,55,Management of Companies and Enterprises,37537.0
Kentucky,56,Administrative and Support and Waste Management and Remediation Services,118339.0
Kentucky,61,Educational Services,28893.0
Kentucky,62,Health Care and Social Assistance,260461.0
Kentucky,71,"Arts, Entertainment, and Recreation",18477.0
Kentucky,72,Accommodation and Food Services,178475.0
Kentucky,81,Other Services (except Public Administration),65585.0
Kentucky,99,Industries not classified,145.0
Louisiana,--,Total,1688674.0
Louisiana,11,"Agriculture, Forestry, Fishing and Hunting",4006.0
Louisiana,21,"Mining, Quarrying, and Oil and Gas Extraction",39050.0
Louisiana,22,Utilities,11147.0
Louisiana,23,Construction,136172.0
Louisiana,31-33,Manufacturing,116856.0
Louisiana,42,Wholesale Trade,73801.0
Louisiana,44-45,Retail Trade,231181.0
Louisiana,48-49,Transportation and Warehousing,66303.0
Louisiana,51,Information,24286.0
Louisiana,52,Finance and Insurance,65454.0
Louisiana,53,Real Estate and Rental and Leasing,29501.0
Louisiana,54,"Professional, Scientific, and Technical Services",95230.0
Louisiana,55,Management of Companies and Enterprises,29051.0
Louisiana,56,Administrative and Support and Waste Management and Remediation Services,104173.0
Louisiana,61,Educational Services,44460.0
Louisiana,62,Health Care and Social Assistance,298483.0
Louisiana,71,"Arts, Entertainment, and Recreation",25423.0
Louisiana,72,Accommodation and Food Services,217928.0
Louisiana,81,Other Services (except Public Administration),76061.0
Louisiana,99,Industries not classified,108.0
Maine,--,Total,513745.0
Maine,11,"Agriculture, Forestry, Fishing and Hunting",3152.0
Maine,21,"Mining, Quarrying, and Oil and Gas Extraction",59.0
Maine,22,Utilities,2440.0
Maine,23,Construction,26119.0
Maine,31-33,Manufacturing,49789.0
Maine,42,Wholesale Trade,18807.0
Maine,44-45,Retail Trade,81441.0
Maine,48-49,Transportation and Warehousing,16898.0
Maine,51,Information,11596.0
Maine,52,Finance and Insurance,28005.0
Maine,53,Real Estate and Rental and Leasing,7354.0
Maine,54,"Professional, Scientific, and Technical Services",22872.0
Maine,55,Management of Companies and Enterprises,9549.0
Maine,56,Administrative and Support and Waste Management and Remediation Services,23691.0
Maine,61,Educational Services,18235.0
Maine,62,Health Care and Social Assistance,112277.0
Maine,71,"Arts, Entertainment, and Recreation",7646.0
Maine,72,Accommodation and Food Services,54820.0
Maine,81,Other Services (except Public Administration),18951.0
Maine,99,Industries not classified,44.0
Maryland,--,Total,2335479.0
Maryland,11,"Agriculture, Forestry, Fishing and Hunting",1122.0
Maryland,21,"Mining, Quarrying, and Oil and Gas Extraction",1014.0
Maryland,22,Utilities,9888.0
Maryland,23,Construction,152184.0
Maryland,31-33,Manufacturing,98646.0
Maryland,42,Wholesale Trade,88913.0
Maryland,44-45,Retail Trade,291897.0
Maryland,48-49,Transportation and Warehousing,72691.0
Maryland,51,Information,53537.0
Maryland,52,Finance and Insurance,102316.0
Maryland,53,Real Estate and Rental and Leasing,46521.0
Maryland,54,"Professional, Scientific, and Technical Services",283162.0
Maryland,55,Management of Companies and Enterprises,59448.0
Maryland,56,Administrative and Support and Waste Management and Remediation Services,209742.0
Maryland,61,Educational Services,83377.0
Maryland,62,Health Care and Social Assistance,380827.0
Maryland,71,"Arts, Entertainment, and Recreation",42464.0
Maryland,72,Accommodation and Food Services,241782.0
Maryland,81,Other Services (except Public Administration),115764.0
Maryland,99,Industries not classified,184.0
Massachusetts,--,Total,3316716.0
Massachusetts,11,"Agriculture, Forestry, Fishing and Hunting",1207.0
Massachusetts,21,"Mining, Quarrying, and Oil and Gas Extraction",836.0
Massachusetts,22,Utilities,12617.0
Massachusetts,23,Construction,135470.0
Massachusetts,31-33,Manufacturing,223386.0
Massachusetts,42,Wholesale Trade,145897.0
Massachusetts,44-45,Retail Trade,372079.0
Massachusetts,48-49,Transportation and Warehousing,90978.0
Massachusetts,51,Information,124720.0
Massachusetts,52,Finance and Insurance,192251.0
Massachusetts,53,Real Estate and Rental and Leasing,49307.0
Massachusetts,54,"Professional, Scientific, and Technical Services",296367.0
Massachusetts,55,Management of Companies and Enterprises,101040.0
Massachusetts,56,Administrative and Support and Waste Management and Remediation Services,207979.0
Massachusetts,61,Educational Services,221624.0
Massachusetts,62,Health Care and Social Assistance,641269.0
Massachusetts,71,"Arts, Entertainment, and Recreation",62020.0
Massachusetts,72,Accommodation and Food Services,310206.0
Massachusetts,81,Other Services (except Public Administration),126924.0
Massachusetts,99,Industries not classified,539.0
Michigan,--,Total,3859949.0
Michigan,11,"Agriculture, Forestry, Fishing and Hunting",3868.0
Michigan,21,"Mining, Quarrying, and Oil and Gas Extraction",4190.0
Michigan,22,Utilities,23110.0
Michigan,23,Construction,148071.0
Michigan,31-33,Manufacturing,593951.0
Michigan,42,Wholesale Trade,183536.0
Michigan,44-45,Retail Trade,460257.0
Michigan,48-49,Transportation and Warehousing,116051.0
Michigan,51,Information,69295.0
Michigan,52,Finance and Insurance,166262.0
Michigan,53,Real Estate and Rental and Leasing,52505.0
Michigan,54,"Professional, Scientific, and Technical Services",272094.0
Michigan,55,Management of Companies and Enterprises,121297.0
Michigan,56,Administrative and Support and Waste Management and Remediation Services,346616.0
Michigan,61,Educational Services,71495.0
Michigan,62,Health Care and Social Assistance,616371.0
Michigan,71,"Arts, Entertainment, and Recreation",50051.0
Michigan,72,Accommodation and Food Services,399366.0
Michigan,81,Other Services (except Public Administration),161255.0
Michigan,99,Industries not classified,308.0
Minnesota,--,Total,2685047.0
Minnesota,11,"Agriculture, Forestry, Fishing and Hunting",2586.0
Minnesota,21,"Mining, Quarrying, and Oil and Gas Extraction",5155.0
Minnesota,22,Utilities,13222.0
Minnesota,23,Construction,122007.0
Minnesota,31-33,Manufacturing,309323.0
Minnesota,42,Wholesale Trade,140155.0
Minnesota,44-45,Retail Trade,304141.0
Minnesota,48-49,Transportation and Warehousing,84449.0
Minnesota,51,Information,62832.0
Minnesota,52,Finance and Insurance,159880.0
Minnesota,53,Real Estate and Rental and Leasing,38737.0
Minnesota,54,"Professional, Scientific, and Technical Services",187998.0
Minnesota,55,Management of Companies and Enterprises,127496.0
Minnesota,56,Administrative and Support and Waste Management and Remediation Services,172232.0
Minnesota,61,Educational Services,73506.0
Minnesota,62,Health Care and Social Assistance,471360.0
Minnesota,71,"Arts, Entertainment, and Recreation",49580.0
Minnesota,72,Accommodation and Food Services,243473.0
Minnesota,81,Other Services (except Public Administration),116747.0
Minnesota,99,Industries not classified,168.0
Mississippi,--,Total,939485.0
Mississippi,11,"Agriculture, Forestry, Fishing and Hunting",4629.0
Mississippi,21,"Mining, Quarrying, and Oil and Gas Extraction",4199.0
Mississippi,22,Utilities,9382.0
Mississippi,23,Construction,43454.0
Mississippi,31-33,Manufacturing,146479.0
Mississippi,42,Wholesale Trade,37351.0
Mississippi,44-45,Retail Trade,141149.0
Mississippi,48-49,Transportation and Warehousing,39444.0
Mississippi,51,Information,14188.0
Mississippi,52,Finance and Insurance,32504.0
Mississippi,53,Real Estate and Rental and Leasing,9793.0
Mississippi,54,"Professional, Scientific, and Technical Services",30508.0
Mississippi,55,Management of Companies and Enterprises,8745.0
Mississippi,56,Administrative and Support and Waste Management and Remediation Services,55422.0
Mississippi,61,Educational Services,16100.0
Mississippi,62,Health Care and Social Assistance,168501.0
Mississippi,71,"Arts, Entertainment, and Recreation",8623.0
Mississippi,72,Accommodation and Food Services,130522.0
Mississippi,81,Other Services (except Public Administration),38394.0
Mississippi,99,Industries not classified,98.0
Missouri,--,Total,2517204.0
Missouri,11,"Agriculture, Forestry, Fishing and Hunting",1710.0
Missouri,21,"Mining, Quarrying, and Oil and Gas Extraction",3562.0
Missouri,22,Utilities,15561.0
Missouri,23,Construction,130272.0
Missouri,31-33,Manufacturing,264899.0
Missouri,42,Wholesale Trade,124869.0
Missouri,44-45,Retail Trade,310636.0
Missouri,48-49,Transportation and Warehousing,88261.0
Missouri,51,Information,56645.0
Missouri,52,Finance and Insurance,140332.0
Missouri,53,Real Estate and Rental and Leasing,36853.0
Missouri,54,"Professional, Scientific, and Technical Services",160009.0
Missouri,55,Management of Companies and Enterprises,92749.0
Missouri,56,Administrative and Support and Waste Management and Remediation Services,177770.0
Missouri,61,Educational Services,74744.0
Missouri,62,Health Care and Social Assistance,413376.0
Missouri,71,"Arts, Entertainment, and Recreation",41745.0
Missouri,72,Accommodation and Food Services,268499.0
Missouri,81,Other Services (except Public Administration),114125.0
Missouri,99,Industries not classified,587.0
Montana,--,Total,376565.0
Montana,11,"Agriculture, Forestry, Fishing and Hunting",1019.0
Montana,21,"Mining, Quarrying, and Oil and Gas Extraction",5487.0
Montana,22,Utilities,3058.0
Montana,23,Construction,25575.0
Montana,31-33,Manufacturing,18996.0
Montana,42,Wholesale Trade,15720.0
Montana,44-45,Retail Trade,58233.0
Montana,48-49,Transportation and Warehousing,11779.0
Montana,51,Information,8722.0
Montana,52,Finance and Insurance,16077.0
Montana,53,Real Estate and Rental and Leasing,5928.0
Montana,54,"Professional, Scientific, and Technical Services",18223.0
Montana,55,Management of Companies and Enterprises,2635.0
Montana,56,Administrative and Support and Waste Management and Remediation Services,27889.0
Montana,61,Educational Services,6440.0
Montana,62,Health Care and Social Assistance,72425.0
Montana,71,"Arts, Entertainment, and Recreation",9927.0
Montana,72,Accommodation and Food Services,51697.0
Montana,81,Other Services (except Public Administration),16699.0
Montana,99,Industries not classified,36.0
Nebraska,--,Total,833472.0
Nebraska,11,"Agriculture, Forestry, Fishing and Hunting",1330.0
Nebraska,21,"Mining, Quarrying, and Oil and Gas Extraction",1057.0
Nebraska,22,Utilities,1141.0
Nebraska,23,Construction,48084.0
Nebraska,31-33,Manufacturing,96270.0
