NAICS Code,Total Employment - 2003,MSA
--,57108.0,"Abilene, TX MSA"
21,875.0,"Abilene, TX MSA"
23,3670.0,"Abilene, TX MSA"
31-33,3487.0,"Abilene, TX MSA"
44-45,8472.0,"Abilene, TX MSA"
48-49,1475.0,"Abilene, TX MSA"
52,2909.0,"Abilene, TX MSA"
62,12808.0,"Abilene, TX MSA"
72,5509.0,"Abilene, TX MSA"
81,3585.0,"Abilene, TX MSA"
--,299324.0,"Akron, OH MSA"
23,17862.0,"Akron, OH MSA"
31-33,47574.0,"Akron, OH MSA"
42,16552.0,"Akron, OH MSA"
44-45,38666.0,"Akron, OH MSA"
48-49,8844.0,"Akron, OH MSA"
51,6023.0,"Akron, OH MSA"
52,12026.0,"Akron, OH MSA"
53,3826.0,"Akron, OH MSA"
54,17145.0,"Akron, OH MSA"
55,15979.0,"Akron, OH MSA"
56,18563.0,"Akron, OH MSA"
61,4699.0,"Akron, OH MSA"
62,42853.0,"Akron, OH MSA"
72,26446.0,"Akron, OH MSA"
81,14549.0,"Akron, OH MSA"
--,285741.0,"Albuquerque, NM MSA"
23,23763.0,"Albuquerque, NM MSA"
31-33,20753.0,"Albuquerque, NM MSA"
42,13218.0,"Albuquerque, NM MSA"
44-45,40463.0,"Albuquerque, NM MSA"
48-49,8402.0,"Albuquerque, NM MSA"
52,14888.0,"Albuquerque, NM MSA"
54,19432.0,"Albuquerque, NM MSA"
56,22938.0,"Albuquerque, NM MSA"
62,42027.0,"Albuquerque, NM MSA"
72,31852.0,"Albuquerque, NM MSA"
81,12565.0,"Albuquerque, NM MSA"
--,48203.0,"Alexandria, LA MSA"
11,301.0,"Alexandria, LA MSA"
23,4696.0,"Alexandria, LA MSA"
31-33,3266.0,"Alexandria, LA MSA"
44-45,7776.0,"Alexandria, LA MSA"
48-49,1008.0,"Alexandria, LA MSA"
52,1855.0,"Alexandria, LA MSA"
55,84.0,"Alexandria, LA MSA"
62,12948.0,"Alexandria, LA MSA"
--,285323.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
23,12575.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
31-33,38798.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
42,14471.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
44-45,40018.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
48-49,10324.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
52,14410.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
54,13423.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
56,18017.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
62,45661.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
72,21308.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
81,14596.0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
--,50054.0,"Altoona, PA MSA"
11,10.0,"Altoona, PA MSA"
22,200.0,"Altoona, PA MSA"
23,2490.0,"Altoona, PA MSA"
31-33,7565.0,"Altoona, PA MSA"
