State,NAICS Code,NAICS Description,Total Employment
Arizona,71,"Arts, entertainment, & recreation",31440
Arizona,72,Accommodation & foodservices,187763
Arizona,81,Other services (except public administration),73580
Arizona,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",11464
Arizona,99,Unclassified,[g]
Arkansas,--,Total,944935
Arkansas,11,"Agriculture, forestry, fishing, & hunting",6527
Arkansas,21,Mining,[h]
Arkansas,22,Utilities,7783
Arkansas,23,Construction,43486
Arkansas,31-33,Manufacturing,232671
Arkansas,42,Wholesale trade,42470
Arkansas,44-45,Retail Trade,134135
Arkansas,48-49,Transportation & Warehousing,39317
Arkansas,51,Information,20125
Arkansas,52,Finance & insurance,32335
Arkansas,53,Real estate & rental & leasing,9866
Arkansas,54,"Professional, scientific, & technical services",27689
Arkansas,55,Management of companies & enterprises,21784
Arkansas,56,Administrative & support & waste management & remediation serv,51428
Arkansas,61,Educational services,10004
Arkansas,62,Health care & social assistance,130131
Arkansas,71,"Arts, entertainment, & recreation",7210
Arkansas,72,Accommodation & foodservices,73562
Arkansas,81,Other services (except public administration),39817
Arkansas,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",11105
Arkansas,99,Unclassified,[e]
California,--,Total,12026989
California,11,"Agriculture, forestry, fishing, & hunting",26153
California,21,Mining,21841
California,22,Utilities,51983
California,23,Construction,621816
California,31-33,Manufacturing,1827418
California,42,Wholesale trade,769717
California,44-45,Retail Trade,1382643
California,48-49,Transportation & Warehousing,386096
California,51,Information,474931
California,52,Finance & insurance,599878
California,53,Real estate & rental & leasing,257644
California,54,"Professional, scientific, & technical services",923236
California,55,Management of companies & enterprises,277174
California,56,Administrative & support & waste management & remediation serv,992288
California,61,Educational services,239451
California,62,Health care & social assistance,1269961
California,71,"Arts, entertainment, & recreation",230128
California,72,Accommodation & foodservices,1052168
California,81,Other services (except public administration),517498
California,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",93019
California,99,Unclassified,11946
Colorado,--,Total,1757628
Colorado,11,"Agriculture, forestry, fishing, & hunting",1148
Colorado,21,Mining,11810
Colorado,22,Utilities,9850
Colorado,23,Construction,132931
Colorado,31-33,Manufacturing,173403
Colorado,42,Wholesale trade,92992
Colorado,44-45,Retail Trade,232599
Colorado,48-49,Transportation & Warehousing,51306
Colorado,51,Information,80254
Colorado,52,Finance & insurance,97680
Colorado,53,Real estate & rental & leasing,38642
Colorado,54,"Professional, scientific, & technical services",117745
Colorado,55,Management of companies & enterprises,37410
Colorado,56,Administrative & support & waste management & remediation serv,150780
Colorado,61,Educational services,23700
Colorado,62,Health care & social assistance,180801
Colorado,71,"Arts, entertainment, & recreation",35928
Colorado,72,Accommodation & foodservices,192634
Colorado,81,Other services (except public administration),83165
Colorado,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",11942
Colorado,99,Unclassified,908
Connecticut,--,Total,1493964
Connecticut,11,"Agriculture, forestry, fishing, & hunting",318
Connecticut,21,Mining,[f]
Connecticut,22,Utilities,11353
Connecticut,23,Construction,60041
Connecticut,31-33,Manufacturing,246125
Connecticut,42,Wholesale trade,73085
Connecticut,44-45,Retail Trade,189957
Connecticut,48-49,Transportation & Warehousing,29848
Connecticut,51,Information,46666
Connecticut,52,Finance & insurance,122463
Connecticut,53,Real estate & rental & leasing,21177
Connecticut,54,"Professional, scientific, & technical services",78066
Connecticut,55,Management of companies & enterprises,46524
Connecticut,56,Administrative & support & waste management & remediation serv,98890
Connecticut,61,Educational services,48791
Connecticut,62,Health care & social assistance,211360
Connecticut,71,"Arts, entertainment, & recreation",34846
Connecticut,72,Accommodation & foodservices,95867
Connecticut,81,Other services (except public administration),61579
Connecticut,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",15661
Connecticut,99,Unclassified,[f]
Delaware,--,Total,354643
Delaware,11,"Agriculture, forestry, fishing, & hunting",[e]
Delaware,21,Mining,[c]
Delaware,22,Utilities,[g]
Delaware,23,Construction,20372
Delaware,31-33,Manufacturing,43511
Delaware,42,Wholesale trade,14839
Delaware,44-45,Retail Trade,47633
Delaware,48-49,Transportation & Warehousing,7392
Delaware,51,Information,8394
Delaware,52,Finance & insurance,41611
Delaware,53,Real estate & rental & leasing,4890
Delaware,54,"Professional, scientific, & technical services",17047
Delaware,55,Management of companies & enterprises,20243
Delaware,56,Administrative & support & waste management & remediation serv,26117
Delaware,61,Educational services,5244
Delaware,62,Health care & social assistance,41202
Delaware,71,"Arts, entertainment, & recreation",6293
Delaware,72,Accommodation & foodservices,25867
Delaware,81,Other services (except public administration),15412
Delaware,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",5513
Delaware,99,Unclassified,[c]
District of Columbia,--,Total,402070
District of Columbia,11,"Agriculture, forestry, fishing, & hunting",[a]
District of Columbia,21,Mining,[a]
District of Columbia,22,Utilities,2880
District of Columbia,23,Construction,7189
District of Columbia,31-33,Manufacturing,2996
District of Columbia,42,Wholesale trade,5029
District of Columbia,44-45,Retail Trade,18727
District of Columbia,48-49,Transportation & Warehousing,3759
District of Columbia,51,Information,23766
District of Columbia,52,Finance & insurance,16671
District of Columbia,53,Real estate & rental & leasing,9720
District of Columbia,54,"Professional, scientific, & technical services",71142
District of Columbia,55,Management of companies & enterprises,4140
District of Columbia,56,Administrative & support & waste management & remediation serv,30071
District of Columbia,61,Educational services,39732
District of Columbia,62,Health care & social assistance,58820
District of Columbia,71,"Arts, entertainment, & recreation",[h]
District of Columbia,72,Accommodation & foodservices,40921
District of Columbia,81,Other services (except public administration),56798
District of Columbia,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",5629
District of Columbia,99,Unclassified,[e]
Florida,--,Total,5756353
Florida,11,"Agriculture, forestry, fishing, & hunting",13951
Florida,21,Mining,8223
Florida,22,Utilities,27969
Florida,23,Construction,341712
Florida,31-33,Manufacturing,428658
Florida,42,Wholesale trade,298562
Florida,44-45,Retail Trade,872452
Florida,48-49,Transportation & Warehousing,182835
Florida,51,Information,147343
Florida,52,Finance & insurance,302728
Florida,53,Real estate & rental & leasing,123890
Florida,54,"Professional, scientific, & technical services",318849
Florida,55,Management of companies & enterprises,106631
Florida,56,Administrative & support & waste management & remediation serv,705904
Florida,61,Educational services,79115
Florida,62,Health care & social assistance,740889
Florida,71,"Arts, entertainment, & recreation",129315
Florida,72,Accommodation & foodservices,596527
Florida,81,Other services (except public administration),288828
Florida,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",36187
Florida,99,Unclassified,5785
Georgia,--,Total,3198950
Georgia,11,"Agriculture, forestry, fishing, & hunting",[i]
Georgia,21,Mining,[i]
Georgia,22,Utilities,22402
Georgia,23,Construction,174785
Georgia,31-33,Manufacturing,535051
Georgia,42,Wholesale trade,193117
Georgia,44-45,Retail Trade,431835
Georgia,48-49,Transportation & Warehousing,117456
Georgia,51,Information,106316
Georgia,52,Finance & insurance,154804
Georgia,53,Real estate & rental & leasing,51223
Georgia,54,"Professional, scientific, & technical services",166546
Georgia,55,Management of companies & enterprises,90936
Georgia,56,Administrative & support & waste management & remediation serv,261555
Georgia,61,Educational services,55860
Georgia,62,Health care & social assistance,331913
Georgia,71,"Arts, entertainment, & recreation",33402
Georgia,72,Accommodation & foodservices,273418
Georgia,81,Other services (except public administration),135548
Georgia,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",45260
Georgia,99,Unclassified,[g]
Hawaii,--,Total,416571
Hawaii,11,"Agriculture, forestry, fishing, & hunting",[e]
Hawaii,21,Mining,[c]
Hawaii,22,Utilities,2601
Hawaii,23,Construction,21265
Hawaii,31-33,Manufacturing,14535
Hawaii,42,Wholesale trade,18442
Hawaii,44-45,Retail Trade,60620
Hawaii,48-49,Transportation & Warehousing,23635
Hawaii,51,Information,8241
Hawaii,52,Finance & insurance,20054
Hawaii,53,Real estate & rental & leasing,13011
Hawaii,54,"Professional, scientific, & technical services",17143
Hawaii,55,Management of companies & enterprises,5320
Hawaii,56,Administrative & support & waste management & remediation serv,31342
Hawaii,61,Educational services,11909
Hawaii,62,Health care & social assistance,47389
Hawaii,71,"Arts, entertainment, & recreation",10495
Hawaii,72,Accommodation & foodservices,83265
Hawaii,81,Other services (except public administration),22802
Hawaii,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",3721
Hawaii,99,Unclassified,[c]
Idaho,--,Total,423615
Idaho,11,"Agriculture, forestry, fishing, & hunting",4415
Idaho,21,Mining,2621
Idaho,22,Utilities,3283
Idaho,23,Construction,35453
Idaho,31-33,Manufacturing,66719
Idaho,42,Wholesale trade,23488
Idaho,44-45,Retail Trade,65665
Idaho,48-49,Transportation & Warehousing,11704
Idaho,51,Information,9299
Idaho,52,Finance & insurance,16285
Idaho,53,Real estate & rental & leasing,4848
Idaho,54,"Professional, scientific, & technical services",22341
Idaho,55,Management of companies & enterprises,6893
Idaho,56,Administrative & support & waste management & remediation serv,25398
Idaho,61,Educational services,5642
Idaho,62,Health care & social assistance,50675
Idaho,71,"Arts, entertainment, & recreation",[i]
Idaho,72,Accommodation & foodservices,44106
Idaho,81,Other services (except public administration),16899
Idaho,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",2260
Idaho,99,Unclassified,[e]
Illinois,--,Total,5221782
Illinois,11,"Agriculture, forestry, fishing, & hunting",[h]
Illinois,21,Mining,9391
Illinois,22,Utilities,33676
Illinois,23,Construction,225310
Illinois,31-33,Manufacturing,883476
Illinois,42,Wholesale trade,330809
Illinois,44-45,Retail Trade,632653
Illinois,48-49,Transportation & Warehousing,192968
Illinois,51,Information,131167
Illinois,52,Finance & insurance,338057
Illinois,53,Real estate & rental & leasing,84604
Illinois,54,"Professional, scientific, & technical services",311755
Illinois,55,Management of companies & enterprises,161319
Illinois,56,Administrative & support & waste management & remediation serv,407562
Illinois,61,Educational services,112260
Illinois,62,Health care & social assistance,612860
Illinois,71,"Arts, entertainment, & recreation",64617
Illinois,72,Accommodation & foodservices,395372
Illinois,81,Other services (except public administration),247457
Illinois,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",41170
Illinois,99,Unclassified,[g]
Indiana,--,Total,2540866
Indiana,11,"Agriculture, forestry, fishing, & hunting",1666
Indiana,21,Mining,6314
Indiana,22,Utilities,17736
Indiana,23,Construction,138327
Indiana,31-33,Manufacturing,635668
Indiana,42,Wholesale trade,115519
Indiana,44-45,Retail Trade,344448
Indiana,48-49,Transportation & Warehousing,81361
Indiana,51,Information,45647
Indiana,52,Finance & insurance,110993
Indiana,53,Real estate & rental & leasing,31904
Indiana,54,"Professional, scientific, & technical services",81705
Indiana,55,Management of companies & enterprises,41060
Indiana,56,Administrative & support & waste management & remediation serv,136136
Indiana,61,Educational services,42076
Indiana,62,Health care & social assistance,313870
Indiana,71,"Arts, entertainment, & recreation",35515
Indiana,72,Accommodation & foodservices,216578
Indiana,81,Other services (except public administration),124836
Indiana,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",18871
Indiana,99,Unclassified,636
Iowa,--,Total,1213285
Iowa,11,"Agriculture, forestry, fishing, & hunting",1831
Iowa,21,Mining,[g]
Iowa,22,Utilities,8251
Iowa,23,Construction,58561
Iowa,31-33,Manufacturing,245282
Iowa,42,Wholesale trade,64101
Iowa,44-45,Retail Trade,177724
Iowa,48-49,Transportation & Warehousing,37381
Iowa,51,Information,35788
Iowa,52,Finance & insurance,73746
Iowa,53,Real estate & rental & leasing,13744
Iowa,54,"Professional, scientific, & technical services",37298
Iowa,55,Management of companies & enterprises,15712
Iowa,56,Administrative & support & waste management & remediation serv,58307
Iowa,61,Educational services,29809
Iowa,62,Health care & social assistance,172799
Iowa,71,"Arts, entertainment, & recreation",17843
Iowa,72,Accommodation & foodservices,103642
Iowa,81,Other services (except public administration),52881
Iowa,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",6352
Iowa,99,Unclassified,[e]
Kansas,--,Total,1081941
Kansas,11,"Agriculture, forestry, fishing, & hunting",[f]
Kansas,21,Mining,7032
Kansas,22,Utilities,8187
Kansas,23,Construction,60899
Kansas,31-33,Manufacturing,196519
Kansas,42,Wholesale trade,63953
Kansas,44-45,Retail Trade,149276
Kansas,48-49,Transportation & Warehousing,33748
Kansas,51,Information,33132
Kansas,52,Finance & insurance,52839
Kansas,53,Real estate & rental & leasing,13755
Kansas,54,"Professional, scientific, & technical services",49420
Kansas,55,Management of companies & enterprises,24329
Kansas,56,Administrative & support & waste management & remediation serv,54086
Kansas,61,Educational services,15094
Kansas,62,Health care & social assistance,154002
Kansas,71,"Arts, entertainment, & recreation",12691
Kansas,72,Accommodation & foodservices,90431
Kansas,81,Other services (except public administration),51828
Kansas,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",9634
Kansas,99,Unclassified,[e]
Kentucky,--,Total,1443015
Kentucky,11,"Agriculture, forestry, fishing, & hunting",[g]
Kentucky,21,Mining,21374
Kentucky,22,Utilities,11216
Kentucky,23,Construction,77192
Kentucky,31-33,Manufacturing,290665
Kentucky,42,Wholesale trade,69869
Kentucky,44-45,Retail Trade,221580
Kentucky,48-49,Transportation & Warehousing,60183
Kentucky,51,Information,27037
Kentucky,52,Finance & insurance,61079
Kentucky,53,Real estate & rental & leasing,17505
Kentucky,54,"Professional, scientific, & technical services",48538
Kentucky,55,Management of companies & enterprises,29494
Kentucky,56,Administrative & support & waste management & remediation serv,70020
Kentucky,61,Educational services,22859
Kentucky,62,Health care & social assistance,194306
Kentucky,71,"Arts, entertainment, & recreation",14635
Kentucky,72,Accommodation & foodservices,127565
Kentucky,81,Other services (except public administration),62969
Kentucky,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",11968
Kentucky,99,Unclassified,[f]
Louisiana,--,Total,1577220
Louisiana,11,"Agriculture, forestry, fishing, & hunting",5240
Louisiana,21,Mining,53742
Louisiana,22,Utilities,13370
Louisiana,23,Construction,124855
Louisiana,31-33,Manufacturing,171553
Louisiana,42,Wholesale trade,79877
Louisiana,44-45,Retail Trade,226587
Louisiana,48-49,Transportation & Warehousing,66701
Louisiana,51,Information,27124
Louisiana,52,Finance & insurance,68112
Louisiana,53,Real estate & rental & leasing,29658
Louisiana,54,"Professional, scientific, & technical services",74833
Louisiana,55,Management of companies & enterprises,15060
Louisiana,56,Administrative & support & waste management & remediation serv,90251
Louisiana,61,Educational services,29413
Louisiana,62,Health care & social assistance,234874
Louisiana,71,"Arts, entertainment, & recreation",24288
Louisiana,72,Accommodation & foodservices,157131
Louisiana,81,Other services (except public administration),78098
Louisiana,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",5371
Louisiana,99,Unclassified,1082
Maine,--,Total,456715
Maine,11,"Agriculture, forestry, fishing, & hunting",[h]
Maine,21,Mining,[b]
Maine,22,Utilities,3259
Maine,23,Construction,23767
Maine,31-33,Manufacturing,80640
Maine,42,Wholesale trade,20932
Maine,44-45,Retail Trade,74220
Maine,48-49,Transportation & Warehousing,9860
Maine,51,Information,10125
Maine,52,Finance & insurance,21374
Maine,53,Real estate & rental & leasing,5445
Maine,54,"Professional, scientific, & technical services",16710
Maine,55,Management of companies & enterprises,5029
Maine,56,Administrative & support & waste management & remediation serv,23318
Maine,61,Educational services,9660
Maine,62,Health care & social assistance,79828
Maine,71,"Arts, entertainment, & recreation",5853
Maine,72,Accommodation & foodservices,41273
Maine,81,Other services (except public administration),17445
Maine,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",3843
Maine,99,Unclassified,[c]
Maryland,--,Total,1938727
Maryland,11,"Agriculture, forestry, fishing, & hunting",[g]
Maryland,21,Mining,1923
Maryland,22,Utilities,11442
Maryland,23,Construction,142696
Maryland,31-33,Manufacturing,163124
Maryland,42,Wholesale trade,91990
Maryland,44-45,Retail Trade,273036
Maryland,48-49,Transportation & Warehousing,50147
Maryland,51,Information,58601
Maryland,52,Finance & insurance,104336
Maryland,53,Real estate & rental & leasing,42919
Maryland,54,"Professional, scientific, & technical services",172676
Maryland,55,Management of companies & enterprises,45845
Maryland,56,Administrative & support & waste management & remediation serv,160365
Maryland,61,Educational services,49772
Maryland,62,Health care & social assistance,258904
Maryland,71,"Arts, entertainment, & recreation",27699
Maryland,72,Accommodation & foodservices,160316
Maryland,81,Other services (except public administration),105483
Maryland,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",14461
Maryland,99,Unclassified,[g]
Massachusetts,--,Total,2924913
Massachusetts,11,"Agriculture, forestry, fishing, & hunting",1038
Massachusetts,21,Mining,[g]
Massachusetts,22,Utilities,15424
Massachusetts,23,Construction,106193
Massachusetts,31-33,Manufacturing,409938
Massachusetts,42,Wholesale trade,147663
Massachusetts,44-45,Retail Trade,340552
Massachusetts,48-49,Transportation & Warehousing,65150
Massachusetts,51,Information,112938
Massachusetts,52,Finance & insurance,214807
Massachusetts,53,Real estate & rental & leasing,44190
Massachusetts,54,"Professional, scientific, & technical services",201093
Massachusetts,55,Management of companies & enterprises,73809
Massachusetts,56,Administrative & support & waste management & remediation serv,179602
Massachusetts,61,Educational services,152799
Massachusetts,62,Health care & social assistance,452467
Massachusetts,71,"Arts, entertainment, & recreation",36755
Massachusetts,72,Accommodation & foodservices,232608
Massachusetts,81,Other services (except public administration),114982
Massachusetts,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",20904
Massachusetts,99,Unclassified,[f]
Michigan,--,Total,3919567
Michigan,11,"Agriculture, forestry, fishing, & hunting",3753
Michigan,21,Mining,6825
Michigan,22,Utilities,25366
Michigan,23,Construction,179220
Michigan,31-33,Manufacturing,828809
Michigan,42,Wholesale trade,191476
Michigan,44-45,Retail Trade,537991
Michigan,48-49,Transportation & Warehousing,92668
Michigan,51,Information,93069
Michigan,52,Finance & insurance,165003
Michigan,53,Real estate & rental & leasing,57689
Michigan,54,"Professional, scientific, & technical services",192285
Michigan,55,Management of companies & enterprises,124042
Michigan,56,Administrative & support & waste management & remediation serv,271969
Michigan,61,Educational services,53535
Michigan,62,Health care & social assistance,487075
Michigan,71,"Arts, entertainment, & recreation",44341
Michigan,72,Accommodation & foodservices,320863
Michigan,81,Other services (except public administration),178369
Michigan,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",60572
Michigan,99,Unclassified,4647
Minnesota,--,Total,2271671
Minnesota,11,"Agriculture, forestry, fishing, & hunting",1894
Minnesota,21,Mining,[i]
Minnesota,22,Utilities,12944
Minnesota,23,Construction,98542
Minnesota,31-33,Manufacturing,378398
Minnesota,42,Wholesale trade,133597
Minnesota,44-45,Retail Trade,295681
Minnesota,48-49,Transportation & Warehousing,74009
Minnesota,51,Information,57912
Minnesota,52,Finance & insurance,129835
Minnesota,53,Real estate & rental & leasing,31599
Minnesota,54,"Professional, scientific, & technical services",110702
Minnesota,55,Management of companies & enterprises,103770
Minnesota,56,Administrative & support & waste management & remediation serv,140088
Minnesota,61,Educational services,42710
Minnesota,62,Health care & social assistance,304552
Minnesota,71,"Arts, entertainment, & recreation",36248
Minnesota,72,Accommodation & foodservices,181104
Minnesota,81,Other services (except public administration),115706
Minnesota,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",14639
Minnesota,99,Unclassified,[f]
Mississippi,--,Total,937023
Mississippi,11,"Agriculture, forestry, fishing, & hunting",6169
Mississippi,21,Mining,4320
Mississippi,22,Utilities,8099
Mississippi,23,Construction,49854
Mississippi,31-33,Manufacturing,230175
Mississippi,42,Wholesale trade,39464
Mississippi,44-45,Retail Trade,138422
Mississippi,48-49,Transportation & Warehousing,25871
Mississippi,51,Information,15677
Mississippi,52,Finance & insurance,34053
Mississippi,53,Real estate & rental & leasing,8811
Mississippi,54,"Professional, scientific, & technical services",24891
Mississippi,55,Management of companies & enterprises,10271
Mississippi,56,Administrative & support & waste management & remediation serv,43815
Mississippi,61,Educational services,14221
Mississippi,62,Health care & social assistance,126613
Mississippi,71,"Arts, entertainment, & recreation",17601
Mississippi,72,Accommodation & foodservices,93396
Mississippi,81,Other services (except public administration),39513
Mississippi,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",5190
Mississippi,99,Unclassified,597
Missouri,--,Total,2310122
Missouri,11,"Agriculture, forestry, fishing, & hunting",[g]
Missouri,21,Mining,[h]
Missouri,22,Utilities,16816
Missouri,23,Construction,120864
Missouri,31-33,Manufacturing,382003
Missouri,42,Wholesale trade,126722
Missouri,44-45,Retail Trade,304013
Missouri,48-49,Transportation & Warehousing,82383
Missouri,51,Information,77339
Missouri,52,Finance & insurance,123925
Missouri,53,Real estate & rental & leasing,33957
Missouri,54,"Professional, scientific, & technical services",108914
Missouri,55,Management of companies & enterprises,61523
Missouri,56,Administrative & support & waste management & remediation serv,126562
Missouri,61,Educational services,55760
Missouri,62,Health care & social assistance,320300
Missouri,71,"Arts, entertainment, & recreation",34608
Missouri,72,Accommodation & foodservices,203313
Missouri,81,Other services (except public administration),112336
Missouri,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",12089
Missouri,99,Unclassified,[f]
Montana,--,Total,277144
Montana,11,"Agriculture, forestry, fishing, & hunting",1695
Montana,21,Mining,4878
Montana,22,Utilities,3331
Montana,23,Construction,16767
Montana,31-33,Manufacturing,20686
Montana,42,Wholesale trade,15025
Montana,44-45,Retail Trade,48285
Montana,48-49,Transportation & Warehousing,9127
Montana,51,Information,7170
Montana,52,Finance & insurance,12780
Montana,53,Real estate & rental & leasing,4177
Montana,54,"Professional, scientific, & technical services",12362
Montana,55,Management of companies & enterprises,1690
Montana,56,Administrative & support & waste management & remediation serv,11000
Montana,61,Educational services,4726
Montana,62,Health care & social assistance,45242
Montana,71,"Arts, entertainment, & recreation",6910
Montana,72,Accommodation & foodservices,37393
Montana,81,Other services (except public administration),13316
Montana,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[e]
Montana,99,Unclassified,[c]
Nebraska,--,Total,720252
Nebraska,11,"Agriculture, forestry, fishing, & hunting",[f]
Nebraska,21,Mining,976
Nebraska,22,Utilities,1670
Nebraska,23,Construction,38299
Nebraska,31-33,Manufacturing,109645
Nebraska,42,Wholesale trade,40357
Nebraska,44-45,Retail Trade,104867
Nebraska,48-49,Transportation & Warehousing,25959
Nebraska,51,Information,30353
Nebraska,52,Finance & insurance,47979
Nebraska,53,Real estate & rental & leasing,8793
Nebraska,54,"Professional, scientific, & technical services",30406
Nebraska,55,Management of companies & enterprises,12727
Nebraska,56,Administrative & support & waste management & remediation serv,52512
Nebraska,61,Educational services,13929
Nebraska,62,Health care & social assistance,95015
Nebraska,71,"Arts, entertainment, & recreation",8307
Nebraska,72,Accommodation & foodservices,60089
Nebraska,81,Other services (except public administration),33786
Nebraska,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",3682
Nebraska,99,Unclassified,[c]
Nevada,--,Total,800861
Nevada,11,"Agriculture, forestry, fishing, & hunting",[c]
Nevada,21,Mining,12630
Nevada,22,Utilities,5219
Nevada,23,Construction,77694
Nevada,31-33,Manufacturing,39029
Nevada,42,Wholesale trade,29929
Nevada,44-45,Retail Trade,95508
Nevada,48-49,Transportation & Warehousing,25120
Nevada,51,Information,11990
Nevada,52,Finance & insurance,27360
Nevada,53,Real estate & rental & leasing,17233
Nevada,54,"Professional, scientific, & technical services",33351
Nevada,55,Management of companies & enterprises,6837
Nevada,56,Administrative & support & waste management & remediation serv,53122
Nevada,61,Educational services,3311
Nevada,62,Health care & social assistance,60534
Nevada,71,"Arts, entertainment, & recreation",25518
Nevada,72,Accommodation & foodservices,246538
Nevada,81,Other services (except public administration),25629
Nevada,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",3461
Nevada,99,Unclassified,[f]
New Hampshire,--,Total,518526
New Hampshire,11,"Agriculture, forestry, fishing, & hunting",[f]
New Hampshire,21,Mining,[e]
New Hampshire,22,Utilities,3293
New Hampshire,23,Construction,22752
New Hampshire,31-33,Manufacturing,101513
New Hampshire,42,Wholesale trade,22912
New Hampshire,44-45,Retail Trade,85813
New Hampshire,48-49,Transportation & Warehousing,12157
New Hampshire,51,Information,12458
New Hampshire,52,Finance & insurance,24936
New Hampshire,53,Real estate & rental & leasing,7358
New Hampshire,54,"Professional, scientific, & technical services",22050
New Hampshire,55,Management of companies & enterprises,7668
New Hampshire,56,Administrative & support & waste management & remediation serv,30307
New Hampshire,61,Educational services,20869
New Hampshire,62,Health care & social assistance,68223
New Hampshire,71,"Arts, entertainment, & recreation",7311
New Hampshire,72,Accommodation & foodservices,46141
New Hampshire,81,Other services (except public administration),19529
New Hampshire,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",1686
New Hampshire,99,Unclassified,[c]
