NAICS Code,Total Employment - 1998,MSA
--,48503.0,"Abilene, TX MSA"
21,1042.0,"Abilene, TX MSA"
22,536.0,"Abilene, TX MSA"
23,2396.0,"Abilene, TX MSA"
31-33,3462.0,"Abilene, TX MSA"
42,2150.0,"Abilene, TX MSA"
44-45,7342.0,"Abilene, TX MSA"
48-49,1277.0,"Abilene, TX MSA"
51,1348.0,"Abilene, TX MSA"
52,1877.0,"Abilene, TX MSA"
53,796.0,"Abilene, TX MSA"
55,544.0,"Abilene, TX MSA"
56,2911.0,"Abilene, TX MSA"
61,2456.0,"Abilene, TX MSA"
62,9720.0,"Abilene, TX MSA"
71,575.0,"Abilene, TX MSA"
72,5596.0,"Abilene, TX MSA"
81,3181.0,"Abilene, TX MSA"
95,62.0,"Abilene, TX MSA"
--,287987.0,"Akron, OH MSA"
22,1978.0,"Akron, OH MSA"
23,15731.0,"Akron, OH MSA"
31-33,54680.0,"Akron, OH MSA"
42,16495.0,"Akron, OH MSA"
44-45,38400.0,"Akron, OH MSA"
48-49,7799.0,"Akron, OH MSA"
51,4439.0,"Akron, OH MSA"
52,10143.0,"Akron, OH MSA"
53,3954.0,"Akron, OH MSA"
54,11818.0,"Akron, OH MSA"
55,16134.0,"Akron, OH MSA"
56,19448.0,"Akron, OH MSA"
61,3319.0,"Akron, OH MSA"
62,36198.0,"Akron, OH MSA"
71,4090.0,"Akron, OH MSA"
72,25278.0,"Akron, OH MSA"
81,14281.0,"Akron, OH MSA"
95,3269.0,"Akron, OH MSA"
--,276365.0,"Albuquerque, NM MSA"
21,1009.0,"Albuquerque, NM MSA"
22,2202.0,"Albuquerque, NM MSA"
23,21528.0,"Albuquerque, NM MSA"
31-33,26064.0,"Albuquerque, NM MSA"
42,13184.0,"Albuquerque, NM MSA"
44-45,39534.0,"Albuquerque, NM MSA"
48-49,7453.0,"Albuquerque, NM MSA"
51,7897.0,"Albuquerque, NM MSA"
52,12341.0,"Albuquerque, NM MSA"
53,4759.0,"Albuquerque, NM MSA"
54,25582.0,"Albuquerque, NM MSA"
55,6239.0,"Albuquerque, NM MSA"
56,21072.0,"Albuquerque, NM MSA"
61,3639.0,"Albuquerque, NM MSA"
62,36809.0,"Albuquerque, NM MSA"
71,5537.0,"Albuquerque, NM MSA"
72,27551.0,"Albuquerque, NM MSA"
81,12773.0,"Albuquerque, NM MSA"
--,45683.0,"Alexandria, LA MSA"
11,298.0,"Alexandria, LA MSA"
23,3445.0,"Alexandria, LA MSA"
31-33,3272.0,"Alexandria, LA MSA"
42,1880.0,"Alexandria, LA MSA"
44-45,7490.0,"Alexandria, LA MSA"
48-49,993.0,"Alexandria, LA MSA"
51,1019.0,"Alexandria, LA MSA"
52,1741.0,"Alexandria, LA MSA"
53,799.0,"Alexandria, LA MSA"
54,1657.0,"Alexandria, LA MSA"
55,70.0,"Alexandria, LA MSA"
56,1939.0,"Alexandria, LA MSA"
61,741.0,"Alexandria, LA MSA"
62,12419.0,"Alexandria, LA MSA"
72,4158.0,"Alexandria, LA MSA"
81,2656.0,"Alexandria, LA MSA"
--,49527.0,"Altoona, PA MSA"
23,2363.0,"Altoona, PA MSA"
42,2911.0,"Altoona, PA MSA"
44-45,8207.0,"Altoona, PA MSA"
48-49,1270.0,"Altoona, PA MSA"
51,1616.0,"Altoona, PA MSA"
52,1819.0,"Altoona, PA MSA"
53,398.0,"Altoona, PA MSA"
54,2098.0,"Altoona, PA MSA"
55,605.0,"Altoona, PA MSA"
56,2429.0,"Altoona, PA MSA"
62,8526.0,"Altoona, PA MSA"
72,3994.0,"Altoona, PA MSA"
81,2421.0,"Altoona, PA MSA"
95,402.0,"Altoona, PA MSA"
--,79684.0,"Amarillo, TX MSA"
