NAICS Code,Total Employment - 2005,State
31-33,185259.0,Connecticut
42,80024.0,Connecticut
44-45,198459.0,Connecticut
48-49,38157.0,Connecticut
51,41534.0,Connecticut
52,133285.0,Connecticut
53,22750.0,Connecticut
54,99651.0,Connecticut
55,40783.0,Connecticut
56,102454.0,Connecticut
61,58583.0,Connecticut
62,238784.0,Connecticut
71,23250.0,Connecticut
72,128777.0,Connecticut
81,63487.0,Connecticut
--,392840.0,Delaware
22,2593.0,Delaware
23,23925.0,Delaware
31-33,35624.0,Delaware
42,20040.0,Delaware
44-45,54524.0,Delaware
48-49,15054.0,Delaware
51,9510.0,Delaware
52,40894.0,Delaware
53,6680.0,Delaware
54,27202.0,Delaware
55,18164.0,Delaware
56,24941.0,Delaware
61,6426.0,Delaware
62,51444.0,Delaware
71,6702.0,Delaware
72,31094.0,Delaware
81,17531.0,Delaware
--,439610.0,District of Columbia
22,1164.0,District of Columbia
23,5798.0,District of Columbia
31-33,1739.0,District of Columbia
42,6431.0,District of Columbia
44-45,20049.0,District of Columbia
48-49,3597.0,District of Columbia
51,24445.0,District of Columbia
52,18548.0,District of Columbia
53,9697.0,District of Columbia
54,88139.0,District of Columbia
55,3935.0,District of Columbia
56,30490.0,District of Columbia
61,47816.0,District of Columbia
62,60171.0,District of Columbia
71,6081.0,District of Columbia
72,49273.0,District of Columbia
81,62030.0,District of Columbia
--,7107378.0,Florida
11,16165.0,Florida
21,5588.0,Florida
22,32240.0,Florida
23,477670.0,Florida
31-33,371432.0,Florida
42,311270.0,Florida
44-45,987307.0,Florida
48-49,216297.0,Florida
51,174999.0,Florida
52,370990.0,Florida
53,168266.0,Florida
54,422953.0,Florida
55,126363.0,Florida
56,1239827.0,Florida
61,119169.0,Florida
62,866420.0,Florida
71,166236.0,Florida
72,724791.0,Florida
81,308134.0,Florida
99,1261.0,Florida
--,3489046.0,Georgia
11,8178.0,Georgia
21,6494.0,Georgia
22,27291.0,Georgia
23,201496.0,Georgia
31-33,428467.0,Georgia
42,200693.0,Georgia
44-45,474458.0,Georgia
48-49,152508.0,Georgia
51,121905.0,Georgia
52,174282.0,Georgia
53,62813.0,Georgia
54,209548.0,Georgia
55,106540.0,Georgia
56,318109.0,Georgia
61,67298.0,Georgia
62,398607.0,Georgia
71,40022.0,Georgia
72,336804.0,Georgia
81,152895.0,Georgia
99,638.0,Georgia
--,490682.0,Hawaii
11,350.0,Hawaii
22,2730.0,Hawaii
23,29480.0,Hawaii
31-33,14923.0,Hawaii
42,19978.0,Hawaii
44-45,69323.0,Hawaii
48-49,26490.0,Hawaii
51,10291.0,Hawaii
52,19707.0,Hawaii
53,15047.0,Hawaii
54,24724.0,Hawaii
55,5542.0,Hawaii
56,38021.0,Hawaii
61,16801.0,Hawaii
62,61005.0,Hawaii
71,11854.0,Hawaii
72,99886.0,Hawaii
81,24304.0,Hawaii
--,519319.0,Idaho
11,3742.0,Idaho
21,2071.0,Idaho
22,3451.0,Idaho
23,44658.0,Idaho
31-33,61167.0,Idaho
42,23602.0,Idaho
44-45,75716.0,Idaho
48-49,15533.0,Idaho
51,12575.0,Idaho
52,20924.0,Idaho
53,7287.0,Idaho
54,35126.0,Idaho
55,11622.0,Idaho
56,47096.0,Idaho
61,8349.0,Idaho
62,68820.0,Idaho
71,7326.0,Idaho
72,51670.0,Idaho
81,18503.0,Idaho
99,81.0,Idaho
--,5235866.0,Illinois
11,1598.0,Illinois
21,9934.0,Illinois
22,27688.0,Illinois
23,250157.0,Illinois
31-33,676298.0,Illinois
42,322342.0,Illinois
44-45,629286.0,Illinois
48-49,218771.0,Illinois
51,133241.0,Illinois
52,341884.0,Illinois
53,84839.0,Illinois
54,350082.0,Illinois
55,160090.0,Illinois
56,442999.0,Illinois
61,132528.0,Illinois
62,677927.0,Illinois
71,71638.0,Illinois
72,446724.0,Illinois
81,257238.0,Illinois
99,602.0,Illinois
--,2610899.0,Indiana
11,1408.0,Indiana
21,5591.0,Indiana
22,14401.0,Indiana
23,139661.0,Indiana
31-33,554273.0,Indiana
42,117305.0,Indiana
44-45,346073.0,Indiana
48-49,106149.0,Indiana
51,47493.0,Indiana
52,107628.0,Indiana
53,35169.0,Indiana
54,110046.0,Indiana
55,44821.0,Indiana
56,165704.0,Indiana
61,49491.0,Indiana
62,354481.0,Indiana
71,33431.0,Indiana
72,245467.0,Indiana
81,132061.0,Indiana
99,246.0,Indiana
--,1261108.0,Iowa
11,1501.0,Iowa
21,1942.0,Iowa
22,7963.0,Iowa
23,62855.0,Iowa
31-33,225567.0,Iowa
42,63167.0,Iowa
44-45,178216.0,Iowa
48-49,49876.0,Iowa
51,36695.0,Iowa
52,91727.0,Iowa
53,14006.0,Iowa
54,42486.0,Iowa
55,16318.0,Iowa
56,62829.0,Iowa
61,33121.0,Iowa
62,188242.0,Iowa
71,21811.0,Iowa
72,108439.0,Iowa
81,54175.0,Iowa
99,172.0,Iowa
--,1116216.0,Kansas
11,670.0,Kansas
21,8004.0,Kansas
22,6545.0,Kansas
23,62331.0,Kansas
31-33,177170.0,Kansas
42,54461.0,Kansas
44-45,148988.0,Kansas
48-49,42533.0,Kansas
51,43002.0,Kansas
52,58675.0,Kansas
53,15558.0,Kansas
54,56793.0,Kansas
55,20163.0,Kansas
56,65957.0,Kansas
61,18026.0,Kansas
62,169777.0,Kansas
71,13536.0,Kansas
72,101824.0,Kansas
81,52010.0,Kansas
99,193.0,Kansas
--,1514199.0,Kentucky
11,1680.0,Kentucky
21,20198.0,Kentucky
22,8179.0,Kentucky
23,82815.0,Kentucky
31-33,253804.0,Kentucky
42,69769.0,Kentucky
44-45,223666.0,Kentucky
48-49,75975.0,Kentucky
51,31102.0,Kentucky
52,66124.0,Kentucky
53,19162.0,Kentucky
54,60829.0,Kentucky
55,24527.0,Kentucky
56,89259.0,Kentucky
61,28076.0,Kentucky
62,224193.0,Kentucky
71,17294.0,Kentucky
72,147371.0,Kentucky
81,69897.0,Kentucky
99,279.0,Kentucky
--,1617507.0,Louisiana
11,4448.0,Louisiana
21,44247.0,Louisiana
22,11382.0,Louisiana
23,117564.0,Louisiana
31-33,145173.0,Louisiana
42,72586.0,Louisiana
44-45,227856.0,Louisiana
48-49,62936.0,Louisiana
51,32639.0,Louisiana
52,67802.0,Louisiana
53,31196.0,Louisiana
54,85308.0,Louisiana
55,14267.0,Louisiana
56,107110.0,Louisiana
61,36448.0,Louisiana
62,264664.0,Louisiana
71,33279.0,Louisiana
72,180353.0,Louisiana
81,77819.0,Louisiana
99,430.0,Louisiana
--,497387.0,Maine
22,2345.0,Maine
23,27065.0,Maine
31-33,60995.0,Maine
42,19456.0,Maine
44-45,85352.0,Maine
48-49,14071.0,Maine
51,11729.0,Maine
52,29421.0,Maine
53,6807.0,Maine
54,22199.0,Maine
55,6067.0,Maine
56,25282.0,Maine
61,12501.0,Maine
62,97973.0,Maine
71,6783.0,Maine
72,45484.0,Maine
81,19968.0,Maine
--,2167999.0,Maryland
11,991.0,Maryland
21,1999.0,Maryland
22,10181.0,Maryland
23,181735.0,Maryland
31-33,135120.0,Maryland
42,97350.0,Maryland
44-45,299658.0,Maryland
48-49,62663.0,Maryland
51,66195.0,Maryland
52,121374.0,Maryland
53,49532.0,Maryland
54,221269.0,Maryland
55,52357.0,Maryland
56,164841.0,Maryland
61,63413.0,Maryland
62,300272.0,Maryland
71,35698.0,Maryland
72,188835.0,Maryland
81,114255.0,Maryland
99,261.0,Maryland
--,2996347.0,Massachusetts
11,1115.0,Massachusetts
21,1400.0,Massachusetts
22,11601.0,Massachusetts
23,126481.0,Massachusetts
31-33,285916.0,Massachusetts
42,149283.0,Massachusetts
44-45,369290.0,Massachusetts
48-49,77335.0,Massachusetts
51,118772.0,Massachusetts
52,206327.0,Massachusetts
53,48932.0,Massachusetts
54,243889.0,Massachusetts
55,85521.0,Massachusetts
56,186902.0,Massachusetts
61,185539.0,Massachusetts
62,485617.0,Massachusetts
71,47509.0,Massachusetts
72,241077.0,Massachusetts
81,122241.0,Massachusetts
99,1600.0,Massachusetts
--,3796876.0,Michigan
11,3103.0,Michigan
21,5464.0,Michigan
22,23935.0,Michigan
23,160493.0,Michigan
31-33,635234.0,Michigan
42,172853.0,Michigan
44-45,499121.0,Michigan
48-49,99822.0,Michigan
51,84575.0,Michigan
52,163807.0,Michigan
53,59018.0,Michigan
54,291171.0,Michigan
55,123212.0,Michigan
56,319299.0,Michigan
61,64882.0,Michigan
62,528673.0,Michigan
71,55389.0,Michigan
72,331065.0,Michigan
81,173470.0,Michigan
99,2290.0,Michigan
--,2430853.0,Minnesota
11,2211.0,Minnesota
21,5372.0,Minnesota
22,11988.0,Minnesota
23,123782.0,Minnesota
31-33,336311.0,Minnesota
42,141320.0,Minnesota
44-45,308231.0,Minnesota
48-49,78428.0,Minnesota
51,64407.0,Minnesota
52,150673.0,Minnesota
53,37646.0,Minnesota
54,127953.0,Minnesota
55,101110.0,Minnesota
56,137410.0,Minnesota
61,56757.0,Minnesota
62,377267.0,Minnesota
71,38352.0,Minnesota
72,214543.0,Minnesota
81,116696.0,Minnesota
99,396.0,Minnesota
--,926952.0,Mississippi
11,5276.0,Mississippi
21,4246.0,Mississippi
22,8693.0,Mississippi
23,49735.0,Mississippi
31-33,176767.0,Mississippi
42,35256.0,Mississippi
44-45,140119.0,Mississippi
48-49,33548.0,Mississippi
51,17519.0,Mississippi
52,35616.0,Mississippi
53,10396.0,Mississippi
54,31689.0,Mississippi
55,9924.0,Mississippi
56,44528.0,Mississippi
61,16435.0,Mississippi
62,141936.0,Mississippi
71,10021.0,Mississippi
72,114571.0,Mississippi
81,40534.0,Mississippi
99,143.0,Mississippi
--,2425403.0,Missouri
11,1386.0,Missouri
21,4257.0,Missouri
22,15112.0,Missouri
23,148881.0,Missouri
31-33,298117.0,Missouri
42,130004.0,Missouri
44-45,321615.0,Missouri
48-49,87366.0,Missouri
51,74233.0,Missouri
52,136316.0,Missouri
53,41101.0,Missouri
54,133171.0,Missouri
55,71941.0,Missouri
56,145378.0,Missouri
61,66197.0,Missouri
62,355301.0,Missouri
71,36856.0,Missouri
72,234662.0,Missouri
81,120543.0,Missouri
99,2966.0,Missouri
--,326887.0,Montana
11,1602.0,Montana
21,5552.0,Montana
22,2645.0,Montana
23,23795.0,Montana
31-33,19470.0,Montana
42,13931.0,Montana
44-45,56287.0,Montana
48-49,10647.0,Montana
51,7915.0,Montana
52,16096.0,Montana
53,5933.0,Montana
54,21555.0,Montana
55,2255.0,Montana
56,12884.0,Montana
61,5342.0,Montana
62,54114.0,Montana
71,9723.0,Montana
72,42447.0,Montana
81,14560.0,Montana
99,134.0,Montana
--,773082.0,Nebraska
21,943.0,Nebraska
22,1172.0,Nebraska
23,43088.0,Nebraska
31-33,102367.0,Nebraska
42,37932.0,Nebraska
44-45,107366.0,Nebraska
48-49,30150.0,Nebraska
51,19818.0,Nebraska
52,59858.0,Nebraska
53,10049.0,Nebraska
54,44813.0,Nebraska
55,14422.0,Nebraska
56,61663.0,Nebraska
61,16136.0,Nebraska
62,109104.0,Nebraska
71,10528.0,Nebraska
72,66768.0,Nebraska
81,36065.0,Nebraska
--,1089422.0,Nevada
11,210.0,Nevada
21,9483.0,Nevada
22,5324.0,Nevada
23,122231.0,Nevada
31-33,45068.0,Nevada
42,36417.0,Nevada
44-45,135522.0,Nevada
48-49,39281.0,Nevada
51,15689.0,Nevada
52,38672.0,Nevada
53,28812.0,Nevada
54,53317.0,Nevada
55,14433.0,Nevada
56,97088.0,Nevada
61,6649.0,Nevada
62,88200.0,Nevada
71,28290.0,Nevada
72,290919.0,Nevada
81,33390.0,Nevada
99,427.0,Nevada
--,562398.0,New Hampshire
11,691.0,New Hampshire
21,326.0,New Hampshire
22,3434.0,New Hampshire
23,27877.0,New Hampshire
31-33,75837.0,New Hampshire
42,24728.0,New Hampshire
44-45,99693.0,New Hampshire
48-49,12244.0,New Hampshire
51,13392.0,New Hampshire
52,28136.0,New Hampshire
53,7943.0,New Hampshire
54,29619.0,New Hampshire
55,9112.0,New Hampshire
56,39544.0,New Hampshire
61,21659.0,New Hampshire
62,79240.0,New Hampshire
71,10530.0,New Hampshire
72,56070.0,New Hampshire
81,22272.0,New Hampshire
99,51.0,New Hampshire
--,3594862.0,New Jersey
11,751.0,New Jersey
21,2305.0,New Jersey
22,18164.0,New Jersey
23,175322.0,New Jersey
31-33,304976.0,New Jersey
42,274063.0,New Jersey
44-45,454878.0,New Jersey
48-49,169118.0,New Jersey
51,122177.0,New Jersey
52,216384.0,New Jersey
53,61965.0,New Jersey
54,304803.0,New Jersey
55,156917.0,New Jersey
56,293105.0,New Jersey
61,84880.0,New Jersey
62,479536.0,New Jersey
71,46240.0,New Jersey
72,274639.0,New Jersey
81,153820.0,New Jersey
99,819.0,New Jersey
--,595249.0,New Mexico
11,378.0,New Mexico
21,15516.0,New Mexico
22,4134.0,New Mexico
23,50027.0,New Mexico
31-33,34520.0,New Mexico
42,20589.0,New Mexico
44-45,95043.0,New Mexico
48-49,15710.0,New Mexico
51,13054.0,New Mexico
52,24666.0,New Mexico
53,10216.0,New Mexico
54,35769.0,New Mexico
55,13368.0,New Mexico
56,38474.0,New Mexico
61,9445.0,New Mexico
62,95623.0,New Mexico
71,14445.0,New Mexico
72,77487.0,New Mexico
81,26661.0,New Mexico
99,124.0,New Mexico
--,7417463.0,New York
11,4983.0,New York
21,4095.0,New York
22,40341.0,New York
23,308934.0,New York
31-33,571986.0,New York
42,409023.0,New York
44-45,877803.0,New York
48-49,228585.0,New York
51,287231.0,New York
52,579827.0,New York
53,170820.0,New York
54,578103.0,New York
55,179512.0,New York
56,484601.0,New York
61,340497.0,New York
62,1297637.0,New York
71,138313.0,New York
72,558057.0,New York
81,355095.0,New York
99,2020.0,New York
--,3409968.0,North Carolina
21,3518.0,North Carolina
22,19722.0,North Carolina
23,221783.0,North Carolina
31-33,554442.0,North Carolina
42,163867.0,North Carolina
44-45,449870.0,North Carolina
48-49,115901.0,North Carolina
51,74729.0,North Carolina
52,178306.0,North Carolina
53,50364.0,North Carolina
54,174892.0,North Carolina
55,77191.0,North Carolina
56,262070.0,North Carolina
61,75013.0,North Carolina
62,470820.0,North Carolina
71,48713.0,North Carolina
72,315212.0,North Carolina
81,147579.0,North Carolina
--,270479.0,North Dakota
21,4368.0,North Dakota
22,3250.0,North Dakota
23,15128.0,North Dakota
31-33,24604.0,North Dakota
42,17233.0,North Dakota
44-45,43548.0,North Dakota
48-49,9473.0,North Dakota
51,7409.0,North Dakota
52,14990.0,North Dakota
53,3664.0,North Dakota
54,11561.0,North Dakota
55,2341.0,North Dakota
56,10837.0,North Dakota
61,4659.0,North Dakota
62,50372.0,North Dakota
72,28662.0,North Dakota
81,13601.0,North Dakota
--,4762618.0,Ohio
21,10051.0,Ohio
22,27291.0,Ohio
23,214948.0,Ohio
31-33,792783.0,Ohio
42,237889.0,Ohio
44-45,620869.0,Ohio
48-49,166815.0,Ohio
51,99458.0,Ohio
52,263129.0,Ohio
53,68081.0,Ohio
54,244577.0,Ohio
55,142894.0,Ohio
56,335702.0,Ohio
61,103175.0,Ohio
62,715021.0,Ohio
71,59680.0,Ohio
72,430134.0,Ohio
81,227947.0,Ohio
--,1220285.0,Oklahoma
11,1025.0,Oklahoma
21,31155.0,Oklahoma
22,8833.0,Oklahoma
23,61415.0,Oklahoma
31-33,140428.0,Oklahoma
42,55771.0,Oklahoma
44-45,168914.0,Oklahoma
48-49,36737.0,Oklahoma
51,34298.0,Oklahoma
52,58568.0,Oklahoma
53,21343.0,Oklahoma
54,65621.0,Oklahoma
55,33283.0,Oklahoma
56,98357.0,Oklahoma
61,17960.0,Oklahoma
62,187899.0,Oklahoma
71,15758.0,Oklahoma
72,121362.0,Oklahoma
81,61305.0,Oklahoma
99,253.0,Oklahoma
--,1409576.0,Oregon
11,13106.0,Oregon
22,8051.0,Oregon
23,85319.0,Oregon
31-33,184708.0,Oregon
42,75899.0,Oregon
44-45,199261.0,Oregon
48-49,55229.0,Oregon
51,35185.0,Oregon
52,68114.0,Oregon
53,31269.0,Oregon
54,75596.0,Oregon
55,39115.0,Oregon
56,92640.0,Oregon
61,36795.0,Oregon
62,180291.0,Oregon
71,23234.0,Oregon
72,140934.0,Oregon
81,62299.0,Oregon
--,5082630.0,Pennsylvania
11,2538.0,Pennsylvania
21,17451.0,Pennsylvania
22,33510.0,Pennsylvania
23,242100.0,Pennsylvania
31-33,663605.0,Pennsylvania
42,238710.0,Pennsylvania
44-45,668973.0,Pennsylvania
48-49,195581.0,Pennsylvania
51,133519.0,Pennsylvania
52,295538.0,Pennsylvania
53,69248.0,Pennsylvania
54,304291.0,Pennsylvania
55,133429.0,Pennsylvania
56,295723.0,Pennsylvania
61,220531.0,Pennsylvania
62,837643.0,Pennsylvania
71,74435.0,Pennsylvania
72,404683.0,Pennsylvania
81,250423.0,Pennsylvania
99,699.0,Pennsylvania
--,442291.0,Rhode Island
22,1444.0,Rhode Island
23,20041.0,Rhode Island
31-33,58738.0,Rhode Island
42,18260.0,Rhode Island
44-45,54724.0,Rhode Island
48-49,11531.0,Rhode Island
51,8164.0,Rhode Island
52,33032.0,Rhode Island
53,6866.0,Rhode Island
54,22718.0,Rhode Island
55,9684.0,Rhode Island
56,22929.0,Rhode Island
61,22070.0,Rhode Island
62,82286.0,Rhode Island
71,6909.0,Rhode Island
72,42638.0,Rhode Island
81,19741.0,Rhode Island
--,1584914.0,South Carolina
11,4971.0,South Carolina
21,1266.0,South Carolina
22,11279.0,South Carolina
23,108276.0,South Carolina
31-33,271326.0,South Carolina
42,63718.0,South Carolina
44-45,220737.0,South Carolina
48-49,51146.0,South Carolina
51,29044.0,South Carolina
52,65591.0,South Carolina
53,27204.0,South Carolina
54,76896.0,South Carolina
55,29032.0,South Carolina
56,129611.0,South Carolina
61,24797.0,South Carolina
62,196457.0,South Carolina
71,22115.0,South Carolina
72,173653.0,South Carolina
81,77373.0,South Carolina
99,422.0,South Carolina
--,310802.0,South Dakota
22,2018.0,South Dakota
23,17683.0,South Dakota
31-33,39397.0,South Dakota
42,14318.0,South Dakota
44-45,49526.0,South Dakota
48-49,8110.0,South Dakota
51,6868.0,South Dakota
52,23964.0,South Dakota
53,4057.0,South Dakota
54,9716.0,South Dakota
55,5409.0,South Dakota
56,9566.0,South Dakota
61,8024.0,South Dakota
62,55631.0,South Dakota
71,6245.0,South Dakota
72,34689.0,South Dakota
81,14059.0,South Dakota
--,2378754.0,Tennessee
11,1345.0,Tennessee
21,2768.0,Tennessee
22,3183.0,Tennessee
23,112611.0,Tennessee
31-33,396245.0,Tennessee
42,116259.0,Tennessee
44-45,320100.0,Tennessee
48-49,121632.0,Tennessee
51,55151.0,Tennessee
52,116540.0,Tennessee
53,37642.0,Tennessee
54,110585.0,Tennessee
55,65272.0,Tennessee
56,180064.0,Tennessee
61,44848.0,Tennessee
62,332418.0,Tennessee
71,29339.0,Tennessee
72,219970.0,Tennessee
81,112464.0,Tennessee
99,318.0,Tennessee
--,8305102.0,Texas
11,8020.0,Texas
21,126966.0,Texas
22,41610.0,Texas
23,501694.0,Texas
31-33,816221.0,Texas
42,450206.0,Texas
44-45,1080932.0,Texas
48-49,336526.0,Texas
51,251496.0,Texas
52,441384.0,Texas
53,160838.0,Texas
54,519075.0,Texas
55,243924.0,Texas
56,786867.0,Texas
61,129348.0,Texas
62,1097308.0,Texas
71,105477.0,Texas
72,800903.0,Texas
81,404458.0,Texas
99,1849.0,Texas
--,974686.0,Utah
21,7753.0,Utah
22,4725.0,Utah
23,70587.0,Utah
31-33,116003.0,Utah
42,45994.0,Utah
44-45,130073.0,Utah
48-49,42063.0,Utah
51,31089.0,Utah
52,48763.0,Utah
53,17266.0,Utah
54,64467.0,Utah
55,15582.0,Utah
56,93585.0,Utah
61,29845.0,Utah
62,108171.0,Utah
71,15433.0,Utah
72,87672.0,Utah
81,45166.0,Utah
--,261656.0,Vermont
22,1885.0,Vermont
23,15083.0,Vermont
31-33,37170.0,Vermont
42,10482.0,Vermont
44-45,41385.0,Vermont
48-49,6255.0,Vermont
51,6737.0,Vermont
52,9632.0,Vermont
53,3370.0,Vermont
54,15821.0,Vermont
55,3689.0,Vermont
56,8246.0,Vermont
61,13692.0,Vermont
62,39298.0,Vermont
71,8619.0,Vermont
72,29634.0,Vermont
81,9604.0,Vermont
--,3060127.0,Virginia
11,3783.0,Virginia
21,10088.0,Virginia
22,15625.0,Virginia
23,229405.0,Virginia
31-33,290052.0,Virginia
42,110990.0,Virginia
44-45,424451.0,Virginia
48-49,104237.0,Virginia
51,105410.0,Virginia
52,163718.0,Virginia
53,60741.0,Virginia
54,355406.0,Virginia
55,56695.0,Virginia
56,230060.0,Virginia
61,57642.0,Virginia
62,346082.0,Virginia
71,47078.0,Virginia
72,284857.0,Virginia
81,163099.0,Virginia
99,708.0,Virginia
--,2316296.0,Washington
11,13651.0,Washington
21,2983.0,Washington
22,5637.0,Washington
23,164391.0,Washington
31-33,256563.0,Washington
42,128315.0,Washington
44-45,321048.0,Washington
48-49,84341.0,Washington
51,105314.0,Washington
52,108834.0,Washington
53,50588.0,Washington
54,147540.0,Washington
55,53877.0,Washington
56,130772.0,Washington
61,44690.0,Washington
62,317975.0,Washington
71,57737.0,Washington
72,214805.0,Washington
81,106632.0,Washington
99,603.0,Washington
--,565499.0,West Virginia
11,1253.0,West Virginia
21,23040.0,West Virginia
22,6251.0,West Virginia
23,29842.0,West Virginia
31-33,62972.0,West Virginia
42,21134.0,West Virginia
44-45,92369.0,West Virginia
48-49,15944.0,West Virginia
51,12673.0,West Virginia
52,20338.0,West Virginia
53,6975.0,West Virginia
54,23323.0,West Virginia
55,4213.0,West Virginia
56,29472.0,West Virginia
61,7598.0,West Virginia
62,112764.0,West Virginia
71,10558.0,West Virginia
72,58510.0,West Virginia
81,26151.0,West Virginia
99,119.0,West Virginia
--,2449114.0,Wisconsin
11,3169.0,Wisconsin
21,3555.0,Wisconsin
22,14874.0,Wisconsin
23,119663.0,Wisconsin
31-33,493661.0,Wisconsin
42,124033.0,Wisconsin
44-45,317423.0,Wisconsin
48-49,95390.0,Wisconsin
51,55957.0,Wisconsin
52,135409.0,Wisconsin
53,27250.0,Wisconsin
54,96891.0,Wisconsin
55,58565.0,Wisconsin
56,132266.0,Wisconsin
61,48148.0,Wisconsin
62,348275.0,Wisconsin
71,39109.0,Wisconsin
72,220168.0,Wisconsin
81,114835.0,Wisconsin
99,473.0,Wisconsin
--,191934.0,Wyoming
21,19443.0,Wyoming
22,2391.0,Wyoming
23,16372.0,Wyoming
31-33,10465.0,Wyoming
42,6710.0,Wyoming
44-45,30186.0,Wyoming
48-49,8057.0,Wyoming
51,4038.0,Wyoming
52,7108.0,Wyoming
53,3340.0,Wyoming
54,7951.0,Wyoming
55,752.0,Wyoming
56,6626.0,Wyoming
61,1730.0,Wyoming
62,28269.0,Wyoming
72,25765.0,Wyoming
81,8618.0,Wyoming
