State,NAICS Code,NAICS Description,Total Employment
Florida,42,Wholesale Trade,310776.0
Florida,44-45,Retail Trade,1026295.0
Florida,48-49,Transportation and Warehousing,213677.0
Florida,51,Information,168244.0
Florida,52,Finance and Insurance,343371.0
Florida,53,Real Estate and Rental and Leasing,157285.0
Florida,54,"Professional, Scientific, and Technical Services",469687.0
Florida,55,Management of Companies and Enterprises,138780.0
Florida,56,Administrative and Support and Waste Management and Remediation Services,1405377.0
Florida,61,Educational Services,157870.0
Florida,62,Health Care and Social Assistance,1026665.0
Florida,71,"Arts, Entertainment, and Recreation",184054.0
Florida,72,Accommodation and Food Services,864137.0
Florida,81,Other Services (except Public Administration),306951.0
Florida,99,Industries not classified,0.0
Georgia,--,Total,3551163.0
Georgia,11,"Agriculture, Forestry, Fishing and Hunting",7625.0
Georgia,21,"Mining, Quarrying, and Oil and Gas Extraction",4845.0
Georgia,22,Utilities,23042.0
Georgia,23,Construction,154932.0
Georgia,31-33,Manufacturing,352455.0
Georgia,42,Wholesale Trade,199360.0
Georgia,44-45,Retail Trade,453396.0
Georgia,48-49,Transportation and Warehousing,167898.0
Georgia,51,Information,117588.0
Georgia,52,Finance and Insurance,167775.0
Georgia,53,Real Estate and Rental and Leasing,58814.0
Georgia,54,"Professional, Scientific, and Technical Services",247331.0
Georgia,55,Management of Companies and Enterprises,119770.0
Georgia,56,Administrative and Support and Waste Management and Remediation Services,341747.0
Georgia,61,Educational Services,81980.0
Georgia,62,Health Care and Social Assistance,462968.0
Georgia,71,"Arts, Entertainment, and Recreation",44990.0
Georgia,72,Accommodation and Food Services,390371.0
Georgia,81,Other Services (except Public Administration),153866.0
Georgia,99,Industries not classified,410.0
Hawaii,--,Total,519130.0
Hawaii,11,"Agriculture, Forestry, Fishing and Hunting",143.0
Hawaii,21,"Mining, Quarrying, and Oil and Gas Extraction",152.0
Hawaii,22,Utilities,3648.0
Hawaii,23,Construction,27802.0
Hawaii,31-33,Manufacturing,11958.0
Hawaii,42,Wholesale Trade,19068.0
Hawaii,44-45,Retail Trade,70860.0
Hawaii,48-49,Transportation and Warehousing,29238.0
Hawaii,51,Information,8228.0
Hawaii,52,Finance and Insurance,19244.0
Hawaii,53,Real Estate and Rental and Leasing,12186.0
Hawaii,54,"Professional, Scientific, and Technical Services",23499.0
Hawaii,55,Management of Companies and Enterprises,6348.0
Hawaii,56,Administrative and Support and Waste Management and Remediation Services,57775.0
Hawaii,61,Educational Services,18687.0
Hawaii,62,Health Care and Social Assistance,68461.0
Hawaii,71,"Arts, Entertainment, and Recreation",11344.0
Hawaii,72,Accommodation and Food Services,104888.0
Hawaii,81,Other Services (except Public Administration),25549.0
Hawaii,99,Industries not classified,52.0
Idaho,--,Total,530490.0
Idaho,11,"Agriculture, Forestry, Fishing and Hunting",3019.0
Idaho,21,"Mining, Quarrying, and Oil and Gas Extraction",2978.0
Idaho,22,Utilities,0.0
Idaho,23,Construction,32405.0
Idaho,31-33,Manufacturing,55281.0
Idaho,42,Wholesale Trade,29464.0
Idaho,44-45,Retail Trade,79518.0
Idaho,48-49,Transportation and Warehousing,17500.0
Idaho,51,Information,11994.0
Idaho,52,Finance and Insurance,22628.0
Idaho,53,Real Estate and Rental and Leasing,6926.0
Idaho,54,"Professional, Scientific, and Technical Services",34193.0
Idaho,55,Management of Companies and Enterprises,7902.0
Idaho,56,Administrative and Support and Waste Management and Remediation Services,36605.0
Idaho,61,Educational Services,12851.0
Idaho,62,Health Care and Social Assistance,87810.0
Idaho,71,"Arts, Entertainment, and Recreation",8973.0
Idaho,72,Accommodation and Food Services,57533.0
Idaho,81,Other Services (except Public Administration),18959.0
Idaho,99,Industries not classified,0.0
Illinois,--,Total,5312290.0
Illinois,11,"Agriculture, Forestry, Fishing and Hunting",2020.0
Illinois,21,"Mining, Quarrying, and Oil and Gas Extraction",9089.0
Illinois,22,Utilities,28412.0
Illinois,23,Construction,182749.0
Illinois,31-33,Manufacturing,544488.0
Illinois,42,Wholesale Trade,314398.0
Illinois,44-45,Retail Trade,605655.0
Illinois,48-49,Transportation and Warehousing,231473.0
Illinois,51,Information,124909.0
Illinois,52,Finance and Insurance,328292.0
Illinois,53,Real Estate and Rental and Leasing,76466.0
Illinois,54,"Professional, Scientific, and Technical Services",419062.0
Illinois,55,Management of Companies and Enterprises,199481.0
Illinois,56,Administrative and Support and Waste Management and Remediation Services,471702.0
Illinois,61,Educational Services,164407.0
Illinois,62,Health Care and Social Assistance,787928.0
Illinois,71,"Arts, Entertainment, and Recreation",78114.0
Illinois,72,Accommodation and Food Services,498190.0
Illinois,81,Other Services (except Public Administration),244981.0
Illinois,99,Industries not classified,0.0
Indiana,--,Total,2602895.0
Indiana,11,"Agriculture, Forestry, Fishing and Hunting",1469.0
Indiana,21,"Mining, Quarrying, and Oil and Gas Extraction",6008.0
Indiana,22,Utilities,14853.0
Indiana,23,Construction,115070.0
Indiana,31-33,Manufacturing,475831.0
Indiana,42,Wholesale Trade,116315.0
Indiana,44-45,Retail Trade,314603.0
Indiana,48-49,Transportation and Warehousing,119402.0
Indiana,51,Information,43512.0
Indiana,52,Finance and Insurance,98648.0
Indiana,53,Real Estate and Rental and Leasing,31845.0
Indiana,54,"Professional, Scientific, and Technical Services",110540.0
Indiana,55,Management of Companies and Enterprises,58492.0
Indiana,56,Administrative and Support and Waste Management and Remediation Services,197122.0
Indiana,61,Educational Services,67208.0
Indiana,62,Health Care and Social Assistance,403393.0
Indiana,71,"Arts, Entertainment, and Recreation",34015.0
Indiana,72,Accommodation and Food Services,268596.0
Indiana,81,Other Services (except Public Administration),125785.0
Indiana,99,Industries not classified,0.0
Iowa,--,Total,1316447.0
Iowa,11,"Agriculture, Forestry, Fishing and Hunting",2581.0
Iowa,21,"Mining, Quarrying, and Oil and Gas Extraction",2056.0
Iowa,22,Utilities,7964.0
Iowa,23,Construction,59784.0
Iowa,31-33,Manufacturing,209256.0
Iowa,42,Wholesale Trade,66512.0
Iowa,44-45,Retail Trade,180421.0
Iowa,48-49,Transportation and Warehousing,55733.0
Iowa,51,Information,30883.0
Iowa,52,Finance and Insurance,90882.0
Iowa,53,Real Estate and Rental and Leasing,12403.0
Iowa,54,"Professional, Scientific, and Technical Services",51433.0
Iowa,55,Management of Companies and Enterprises,22191.0
Iowa,56,Administrative and Support and Waste Management and Remediation Services,74073.0
Iowa,61,Educational Services,45058.0
Iowa,62,Health Care and Social Assistance,216134.0
Iowa,71,"Arts, Entertainment, and Recreation",21366.0
Iowa,72,Accommodation and Food Services,116374.0
Iowa,81,Other Services (except Public Administration),51213.0
Iowa,99,Industries not classified,130.0
Kansas,--,Total,1178062.0
Kansas,11,"Agriculture, Forestry, Fishing and Hunting",954.0
Kansas,21,"Mining, Quarrying, and Oil and Gas Extraction",10988.0
Kansas,22,Utilities,7117.0
Kansas,23,Construction,62086.0
Kansas,31-33,Manufacturing,164749.0
Kansas,42,Wholesale Trade,64845.0
Kansas,44-45,Retail Trade,150237.0
Kansas,48-49,Transportation and Warehousing,50389.0
Kansas,51,Information,34552.0
Kansas,52,Finance and Insurance,62642.0
Kansas,53,Real Estate and Rental and Leasing,14874.0
Kansas,54,"Professional, Scientific, and Technical Services",63836.0
Kansas,55,Management of Companies and Enterprises,22235.0
Kansas,56,Administrative and Support and Waste Management and Remediation Services,74392.0
Kansas,61,Educational Services,21388.0
Kansas,62,Health Care and Social Assistance,195155.0
Kansas,71,"Arts, Entertainment, and Recreation",15264.0
Kansas,72,Accommodation and Food Services,110809.0
Kansas,81,Other Services (except Public Administration),51378.0
Kansas,99,Industries not classified,0.0
Kentucky,--,Total,1535417.0
Kentucky,11,"Agriculture, Forestry, Fishing and Hunting",1362.0
Kentucky,21,"Mining, Quarrying, and Oil and Gas Extraction",15950.0
Kentucky,22,Utilities,8301.0
Kentucky,23,Construction,63470.0
Kentucky,31-33,Manufacturing,226808.0
Kentucky,42,Wholesale Trade,69522.0
Kentucky,44-45,Retail Trade,203584.0
Kentucky,48-49,Transportation and Warehousing,87263.0
Kentucky,51,Information,36085.0
Kentucky,52,Finance and Insurance,71574.0
Kentucky,53,Real Estate and Rental and Leasing,17747.0
Kentucky,54,"Professional, Scientific, and Technical Services",71029.0
Kentucky,55,Management of Companies and Enterprises,28619.0
Kentucky,56,Administrative and Support and Waste Management and Remediation Services,108726.0
Kentucky,61,Educational Services,29317.0
Kentucky,62,Health Care and Social Assistance,247078.0
Kentucky,71,"Arts, Entertainment, and Recreation",17009.0
Kentucky,72,Accommodation and Food Services,165482.0
Kentucky,81,Other Services (except Public Administration),65840.0
Kentucky,99,Industries not classified,0.0
Louisiana,--,Total,1717797.0
Louisiana,11,"Agriculture, Forestry, Fishing and Hunting",3917.0
Louisiana,21,"Mining, Quarrying, and Oil and Gas Extraction",57820.0
Louisiana,22,Utilities,0.0
Louisiana,23,Construction,144186.0
Louisiana,31-33,Manufacturing,129832.0
Louisiana,42,Wholesale Trade,76689.0
Louisiana,44-45,Retail Trade,229419.0
Louisiana,48-49,Transportation and Warehousing,72693.0
Louisiana,51,Information,25896.0
Louisiana,52,Finance and Insurance,64362.0
Louisiana,53,Real Estate and Rental and Leasing,33920.0
Louisiana,54,"Professional, Scientific, and Technical Services",100652.0
Louisiana,55,Management of Companies and Enterprises,23154.0
Louisiana,56,Administrative and Support and Waste Management and Remediation Services,105423.0
Louisiana,61,Educational Services,42532.0
Louisiana,62,Health Care and Social Assistance,287898.0
Louisiana,71,"Arts, Entertainment, and Recreation",24342.0
Louisiana,72,Accommodation and Food Services,205689.0
Louisiana,81,Other Services (except Public Administration),77852.0
Louisiana,99,Industries not classified,0.0
Maine,--,Total,492690.0
Maine,11,"Agriculture, Forestry, Fishing and Hunting",3308.0
Maine,21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
Maine,22,Utilities,2121.0
Maine,23,Construction,22816.0
Maine,31-33,Manufacturing,48760.0
Maine,42,Wholesale Trade,17863.0
Maine,44-45,Retail Trade,81554.0
Maine,48-49,Transportation and Warehousing,15383.0
Maine,51,Information,11440.0
Maine,52,Finance and Insurance,26294.0
Maine,53,Real Estate and Rental and Leasing,6210.0
Maine,54,"Professional, Scientific, and Technical Services",23627.0
Maine,55,Management of Companies and Enterprises,8447.0
Maine,56,Administrative and Support and Waste Management and Remediation Services,22711.0
Maine,61,Educational Services,18171.0
Maine,62,Health Care and Social Assistance,107476.0
Maine,71,"Arts, Entertainment, and Recreation",8026.0
Maine,72,Accommodation and Food Services,50032.0
Maine,81,Other Services (except Public Administration),18287.0
Maine,99,Industries not classified,0.0
Maryland,--,Total,2216867.0
Maryland,11,"Agriculture, Forestry, Fishing and Hunting",1267.0
Maryland,21,"Mining, Quarrying, and Oil and Gas Extraction",1098.0
Maryland,22,Utilities,9687.0
Maryland,23,Construction,144248.0
Maryland,31-33,Manufacturing,96939.0
Maryland,42,Wholesale Trade,87035.0
Maryland,44-45,Retail Trade,291866.0
Maryland,48-49,Transportation and Warehousing,66051.0
Maryland,51,Information,54379.0
Maryland,52,Finance and Insurance,99391.0
Maryland,53,Real Estate and Rental and Leasing,43658.0
Maryland,54,"Professional, Scientific, and Technical Services",280028.0
Maryland,55,Management of Companies and Enterprises,51881.0
Maryland,56,Administrative and Support and Waste Management and Remediation Services,180658.0
Maryland,61,Educational Services,81421.0
Maryland,62,Health Care and Social Assistance,360751.0
Maryland,71,"Arts, Entertainment, and Recreation",40796.0
Maryland,72,Accommodation and Food Services,212153.0
Maryland,81,Other Services (except Public Administration),113241.0
Maryland,99,Industries not classified,0.0
Massachusetts,--,Total,3087030.0
Massachusetts,11,"Agriculture, Forestry, Fishing and Hunting",1071.0
Massachusetts,21,"Mining, Quarrying, and Oil and Gas Extraction",848.0
Massachusetts,22,Utilities,12366.0
Massachusetts,23,Construction,115726.0
Massachusetts,31-33,Manufacturing,221793.0
Massachusetts,42,Wholesale Trade,136774.0
Massachusetts,44-45,Retail Trade,359700.0
Massachusetts,48-49,Transportation and Warehousing,79649.0
Massachusetts,51,Information,112591.0
Massachusetts,52,Finance and Insurance,178707.0
Massachusetts,53,Real Estate and Rental and Leasing,44909.0
Massachusetts,54,"Professional, Scientific, and Technical Services",261703.0
Massachusetts,55,Management of Companies and Enterprises,87436.0
Massachusetts,56,Administrative and Support and Waste Management and Remediation Services,189571.0
Massachusetts,61,Educational Services,214445.0
Massachusetts,62,Health Care and Social Assistance,607944.0
Massachusetts,71,"Arts, Entertainment, and Recreation",54980.0
Massachusetts,72,Accommodation and Food Services,282955.0
Massachusetts,81,Other Services (except Public Administration),123108.0
Massachusetts,99,Industries not classified,754.0
Michigan,--,Total,3610530.0
Michigan,11,"Agriculture, Forestry, Fishing and Hunting",3559.0
Michigan,21,"Mining, Quarrying, and Oil and Gas Extraction",5877.0
Michigan,22,Utilities,21823.0
Michigan,23,Construction,121143.0
Michigan,31-33,Manufacturing,538840.0
Michigan,42,Wholesale Trade,171645.0
Michigan,44-45,Retail Trade,457164.0
Michigan,48-49,Transportation and Warehousing,105265.0
Michigan,51,Information,69994.0
Michigan,52,Finance and Insurance,152273.0
Michigan,53,Real Estate and Rental and Leasing,50996.0
Michigan,54,"Professional, Scientific, and Technical Services",249224.0
Michigan,55,Management of Companies and Enterprises,112294.0
Michigan,56,Administrative and Support and Waste Management and Remediation Services,320662.0
Michigan,61,Educational Services,73766.0
Michigan,62,Health Care and Social Assistance,593335.0
Michigan,71,"Arts, Entertainment, and Recreation",45038.0
Michigan,72,Accommodation and Food Services,362597.0
Michigan,81,Other Services (except Public Administration),154478.0
Michigan,99,Industries not classified,0.0
Minnesota,--,Total,2566086.0
Minnesota,11,"Agriculture, Forestry, Fishing and Hunting",2480.0
Minnesota,21,"Mining, Quarrying, and Oil and Gas Extraction",6223.0
Minnesota,22,Utilities,0.0
Minnesota,23,Construction,106485.0
Minnesota,31-33,Manufacturing,298024.0
Minnesota,42,Wholesale Trade,132737.0
Minnesota,44-45,Retail Trade,296383.0
Minnesota,48-49,Transportation and Warehousing,76845.0
Minnesota,51,Information,61478.0
Minnesota,52,Finance and Insurance,151068.0
Minnesota,53,Real Estate and Rental and Leasing,36878.0
Minnesota,54,"Professional, Scientific, and Technical Services",166364.0
Minnesota,55,Management of Companies and Enterprises,142955.0
Minnesota,56,Administrative and Support and Waste Management and Remediation Services,165381.0
Minnesota,61,Educational Services,71699.0
Minnesota,62,Health Care and Social Assistance,444786.0
Minnesota,71,"Arts, Entertainment, and Recreation",45169.0
Minnesota,72,Accommodation and Food Services,230754.0
Minnesota,81,Other Services (except Public Administration),116102.0
Minnesota,99,Industries not classified,0.0
Mississippi,--,Total,912014.0
Mississippi,11,"Agriculture, Forestry, Fishing and Hunting",4482.0
Mississippi,21,"Mining, Quarrying, and Oil and Gas Extraction",6198.0
Mississippi,22,Utilities,9908.0
Mississippi,23,Construction,42688.0
Mississippi,31-33,Manufacturing,140188.0
Mississippi,42,Wholesale Trade,35450.0
Mississippi,44-45,Retail Trade,140778.0
Mississippi,48-49,Transportation and Warehousing,35383.0
Mississippi,51,Information,13402.0
Mississippi,52,Finance and Insurance,33377.0
Mississippi,53,Real Estate and Rental and Leasing,10144.0
Mississippi,54,"Professional, Scientific, and Technical Services",30661.0
Mississippi,55,Management of Companies and Enterprises,7904.0
Mississippi,56,Administrative and Support and Waste Management and Remediation Services,52736.0
Mississippi,61,Educational Services,18255.0
Mississippi,62,Health Care and Social Assistance,163145.0
Mississippi,71,"Arts, Entertainment, and Recreation",8967.0
Mississippi,72,Accommodation and Food Services,119304.0
Mississippi,81,Other Services (except Public Administration),38871.0
Mississippi,99,Industries not classified,173.0
Missouri,--,Total,2404701.0
Missouri,11,"Agriculture, Forestry, Fishing and Hunting",1639.0
Missouri,21,"Mining, Quarrying, and Oil and Gas Extraction",3400.0
Missouri,22,Utilities,15724.0
Missouri,23,Construction,108362.0
Missouri,31-33,Manufacturing,248347.0
Missouri,42,Wholesale Trade,125946.0
Missouri,44-45,Retail Trade,310453.0
Missouri,48-49,Transportation and Warehousing,82969.0
Missouri,51,Information,56586.0
Missouri,52,Finance and Insurance,130790.0
Missouri,53,Real Estate and Rental and Leasing,34788.0
Missouri,54,"Professional, Scientific, and Technical Services",159837.0
Missouri,55,Management of Companies and Enterprises,83714.0
Missouri,56,Administrative and Support and Waste Management and Remediation Services,165288.0
Missouri,61,Educational Services,73510.0
Missouri,62,Health Care and Social Assistance,404916.0
Missouri,71,"Arts, Entertainment, and Recreation",39622.0
Missouri,72,Accommodation and Food Services,248672.0
Missouri,81,Other Services (except Public Administration),109040.0
Missouri,99,Industries not classified,0.0
Montana,--,Total,363650.0
Montana,11,"Agriculture, Forestry, Fishing and Hunting",1016.0
Montana,21,"Mining, Quarrying, and Oil and Gas Extraction",7647.0
Montana,22,Utilities,3007.0
Montana,23,Construction,23173.0
Montana,31-33,Manufacturing,17579.0
Montana,42,Wholesale Trade,15515.0
Montana,44-45,Retail Trade,58857.0
Montana,48-49,Transportation and Warehousing,13073.0
Montana,51,Information,9384.0
Montana,52,Finance and Insurance,16071.0
Montana,53,Real Estate and Rental and Leasing,5575.0
Montana,54,"Professional, Scientific, and Technical Services",17951.0
Montana,55,Management of Companies and Enterprises,3559.0
Montana,56,Administrative and Support and Waste Management and Remediation Services,22139.0
Montana,61,Educational Services,6057.0
Montana,62,Health Care and Social Assistance,68523.0
Montana,71,"Arts, Entertainment, and Recreation",10658.0
Montana,72,Accommodation and Food Services,47949.0
Montana,81,Other Services (except Public Administration),15848.0
Montana,99,Industries not classified,0.0
Nebraska,--,Total,851128.0
Nebraska,11,"Agriculture, Forestry, Fishing and Hunting",1136.0
Nebraska,21,"Mining, Quarrying, and Oil and Gas Extraction",1168.0
