NAICS Code,Total Employment - 2006,State
--,119917165.0,United States
11,165661.0,United States
21,554333.0,United States
22,614427.0,United States
23,7338799.0,United States
31-33,13631683.0,United States
42,6030647.0,United States
44-45,15767866.0,United States
48-49,4306405.0,United States
51,3396246.0,United States
52,6647098.0,United States
53,2216803.0,United States
54,8054094.0,United States
55,2915644.0,United States
56,10003626.0,United States
61,2979514.0,United States
62,16451361.0,United States
71,1973655.0,United States
72,11381226.0,United States
81,5458558.0,United States
99,29519.0,United States
--,1713399.0,Alabama
11,6730.0,Alabama
21,7975.0,Alabama
22,14440.0,Alabama
23,111115.0,Alabama
31-33,291239.0,Alabama
42,79498.0,Alabama
44-45,247237.0,Alabama
48-49,59189.0,Alabama
51,39400.0,Alabama
52,70709.0,Alabama
53,25082.0,Alabama
54,97540.0,Alabama
55,19128.0,Alabama
56,128781.0,Alabama
61,26935.0,Alabama
62,233220.0,Alabama
71,17252.0,Alabama
72,152471.0,Alabama
81,85151.0,Alabama
99,307.0,Alabama
--,241621.0,Alaska
11,980.0,Alaska
21,7583.0,Alaska
22,1790.0,Alaska
23,20770.0,Alaska
31-33,10221.0,Alaska
42,8587.0,Alaska
44-45,35344.0,Alaska
48-49,18999.0,Alaska
51,7308.0,Alaska
52,7759.0,Alaska
53,4667.0,Alaska
54,14099.0,Alaska
55,3436.0,Alaska
56,18828.0,Alaska
61,2626.0,Alaska
62,39455.0,Alaska
71,4325.0,Alaska
72,24236.0,Alaska
81,10536.0,Alaska
99,72.0,Alaska
--,2335098.0,Arizona
11,1354.0,Arizona
21,10030.0,Arizona
22,10373.0,Arizona
23,249417.0,Arizona
31-33,179122.0,Arizona
42,97006.0,Arizona
44-45,331427.0,Arizona
48-49,78135.0,Arizona
51,53780.0,Arizona
52,143883.0,Arizona
53,51126.0,Arizona
54,134051.0,Arizona
55,56947.0,Arizona
56,240054.0,Arizona
61,43977.0,Arizona
62,265751.0,Arizona
71,46832.0,Arizona
72,254041.0,Arizona
81,87230.0,Arizona
99,562.0,Arizona
--,1041998.0,Arkansas
11,5525.0,Arkansas
21,5017.0,Arkansas
22,7095.0,Arkansas
23,53920.0,Arkansas
31-33,200622.0,Arkansas
42,48821.0,Arkansas
44-45,145047.0,Arkansas
48-49,62967.0,Arkansas
51,23592.0,Arkansas
52,37851.0,Arkansas
53,14266.0,Arkansas
54,38186.0,Arkansas
55,29796.0,Arkansas
56,52561.0,Arkansas
61,12921.0,Arkansas
62,159017.0,Arkansas
71,9201.0,Arkansas
72,90235.0,Arkansas
81,45151.0,Arkansas
99,207.0,Arkansas
--,13834264.0,California
