FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
10100.0,"Aberdeen, SD Micro Area",--,Total,19533.0
10100.0,"Aberdeen, SD Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",20.0
10100.0,"Aberdeen, SD Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",24.0
10100.0,"Aberdeen, SD Micro Area",22,Utilities,134.0
10100.0,"Aberdeen, SD Micro Area",23,Construction,856.0
10100.0,"Aberdeen, SD Micro Area",31-33,Manufacturing,3322.0
10100.0,"Aberdeen, SD Micro Area",42,Wholesale Trade,1472.0
10100.0,"Aberdeen, SD Micro Area",44-45,Retail Trade,3173.0
10100.0,"Aberdeen, SD Micro Area",48-49,Transportation and Warehousing,381.0
10100.0,"Aberdeen, SD Micro Area",51,Information,345.0
10100.0,"Aberdeen, SD Micro Area",52,Finance and Insurance,1065.0
10100.0,"Aberdeen, SD Micro Area",53,Real Estate and Rental and Leasing,331.0
10100.0,"Aberdeen, SD Micro Area",54,"Professional, Scientific, and Technical Services",499.0
10100.0,"Aberdeen, SD Micro Area",55,Management of Companies and Enterprises,182.0
10100.0,"Aberdeen, SD Micro Area",56,Administrative and Support and Waste Management and Remediation Services,425.0
10100.0,"Aberdeen, SD Micro Area",61,Educational Services,462.0
10100.0,"Aberdeen, SD Micro Area",62,Health Care and Social Assistance,3481.0
10100.0,"Aberdeen, SD Micro Area",71,"Arts, Entertainment, and Recreation",412.0
10100.0,"Aberdeen, SD Micro Area",72,Accommodation and Food Services,2176.0
10100.0,"Aberdeen, SD Micro Area",81,Other Services (except Public Administration),773.0
10100.0,"Aberdeen, SD Micro Area",99,Industries not classified,0.0
10140.0,"Aberdeen, WA Micro Area",--,Total,15540.0
10140.0,"Aberdeen, WA Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",426.0
10140.0,"Aberdeen, WA Micro Area",22,Utilities,0.0
10140.0,"Aberdeen, WA Micro Area",23,Construction,1126.0
10140.0,"Aberdeen, WA Micro Area",31-33,Manufacturing,1945.0
10140.0,"Aberdeen, WA Micro Area",42,Wholesale Trade,569.0
10140.0,"Aberdeen, WA Micro Area",44-45,Retail Trade,2947.0
10140.0,"Aberdeen, WA Micro Area",48-49,Transportation and Warehousing,387.0
10140.0,"Aberdeen, WA Micro Area",51,Information,172.0
10140.0,"Aberdeen, WA Micro Area",52,Finance and Insurance,557.0
10140.0,"Aberdeen, WA Micro Area",53,Real Estate and Rental and Leasing,309.0
10140.0,"Aberdeen, WA Micro Area",54,"Professional, Scientific, and Technical Services",395.0
10140.0,"Aberdeen, WA Micro Area",55,Management of Companies and Enterprises,25.0
10140.0,"Aberdeen, WA Micro Area",56,Administrative and Support and Waste Management and Remediation Services,580.0
10140.0,"Aberdeen, WA Micro Area",61,Educational Services,14.0
10140.0,"Aberdeen, WA Micro Area",62,Health Care and Social Assistance,2808.0
10140.0,"Aberdeen, WA Micro Area",71,"Arts, Entertainment, and Recreation",216.0
10140.0,"Aberdeen, WA Micro Area",72,Accommodation and Food Services,2167.0
10140.0,"Aberdeen, WA Micro Area",81,Other Services (except Public Administration),853.0
10140.0,"Aberdeen, WA Micro Area",99,Industries not classified,7.0
10180.0,"Abilene, TX Metro Area",--,Total,59299.0
10180.0,"Abilene, TX Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",20.0
10180.0,"Abilene, TX Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",960.0
10180.0,"Abilene, TX Metro Area",22,Utilities,467.0
10180.0,"Abilene, TX Metro Area",23,Construction,4041.0
10180.0,"Abilene, TX Metro Area",31-33,Manufacturing,2840.0
10180.0,"Abilene, TX Metro Area",42,Wholesale Trade,2633.0
10180.0,"Abilene, TX Metro Area",44-45,Retail Trade,8977.0
10180.0,"Abilene, TX Metro Area",48-49,Transportation and Warehousing,2090.0
10180.0,"Abilene, TX Metro Area",51,Information,1130.0
10180.0,"Abilene, TX Metro Area",52,Finance and Insurance,2601.0
10180.0,"Abilene, TX Metro Area",53,Real Estate and Rental and Leasing,926.0
10180.0,"Abilene, TX Metro Area",54,"Professional, Scientific, and Technical Services",1885.0
10180.0,"Abilene, TX Metro Area",55,Management of Companies and Enterprises,631.0
10180.0,"Abilene, TX Metro Area",56,Administrative and Support and Waste Management and Remediation Services,2267.0
10180.0,"Abilene, TX Metro Area",61,Educational Services,3591.0
10180.0,"Abilene, TX Metro Area",62,Health Care and Social Assistance,13053.0
10180.0,"Abilene, TX Metro Area",71,"Arts, Entertainment, and Recreation",767.0
10180.0,"Abilene, TX Metro Area",72,Accommodation and Food Services,7151.0
10180.0,"Abilene, TX Metro Area",81,Other Services (except Public Administration),3259.0
10180.0,"Abilene, TX Metro Area",99,Industries not classified,10.0
10220.0,"Ada, OK Micro Area",--,Total,12525.0
10220.0,"Ada, OK Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",257.0
10220.0,"Ada, OK Micro Area",22,Utilities,155.0
10220.0,"Ada, OK Micro Area",23,Construction,551.0
10220.0,"Ada, OK Micro Area",31-33,Manufacturing,1240.0
10220.0,"Ada, OK Micro Area",42,Wholesale Trade,437.0
10220.0,"Ada, OK Micro Area",44-45,Retail Trade,1700.0
10220.0,"Ada, OK Micro Area",48-49,Transportation and Warehousing,357.0
10220.0,"Ada, OK Micro Area",51,Information,121.0
10220.0,"Ada, OK Micro Area",52,Finance and Insurance,465.0
10220.0,"Ada, OK Micro Area",53,Real Estate and Rental and Leasing,156.0
10220.0,"Ada, OK Micro Area",54,"Professional, Scientific, and Technical Services",856.0
10220.0,"Ada, OK Micro Area",55,Management of Companies and Enterprises,0.0
10220.0,"Ada, OK Micro Area",56,Administrative and Support and Waste Management and Remediation Services,644.0
10220.0,"Ada, OK Micro Area",61,Educational Services,30.0
10220.0,"Ada, OK Micro Area",62,Health Care and Social Assistance,3445.0
10220.0,"Ada, OK Micro Area",71,"Arts, Entertainment, and Recreation",192.0
10220.0,"Ada, OK Micro Area",72,Accommodation and Food Services,1289.0
10220.0,"Ada, OK Micro Area",81,Other Services (except Public Administration),558.0
10220.0,"Ada, OK Micro Area",99,Industries not classified,2.0
10300.0,"Adrian, MI Micro Area",--,Total,23382.0
10300.0,"Adrian, MI Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",0.0
10300.0,"Adrian, MI Micro Area",22,Utilities,103.0
10300.0,"Adrian, MI Micro Area",23,Construction,758.0
10300.0,"Adrian, MI Micro Area",31-33,Manufacturing,5219.0
10300.0,"Adrian, MI Micro Area",42,Wholesale Trade,540.0
10300.0,"Adrian, MI Micro Area",44-45,Retail Trade,3825.0
10300.0,"Adrian, MI Micro Area",48-49,Transportation and Warehousing,628.0
10300.0,"Adrian, MI Micro Area",51,Information,309.0
10300.0,"Adrian, MI Micro Area",52,Finance and Insurance,824.0
10300.0,"Adrian, MI Micro Area",53,Real Estate and Rental and Leasing,187.0
10300.0,"Adrian, MI Micro Area",54,"Professional, Scientific, and Technical Services",454.0
10300.0,"Adrian, MI Micro Area",55,Management of Companies and Enterprises,113.0
10300.0,"Adrian, MI Micro Area",56,Administrative and Support and Waste Management and Remediation Services,717.0
10300.0,"Adrian, MI Micro Area",61,Educational Services,1786.0
10300.0,"Adrian, MI Micro Area",62,Health Care and Social Assistance,2997.0
10300.0,"Adrian, MI Micro Area",71,"Arts, Entertainment, and Recreation",397.0
10300.0,"Adrian, MI Micro Area",72,Accommodation and Food Services,2882.0
10300.0,"Adrian, MI Micro Area",81,Other Services (except Public Administration),1587.0
10300.0,"Adrian, MI Micro Area",99,Industries not classified,2.0
10420.0,"Akron, OH Metro Area",--,Total,298043.0
10420.0,"Akron, OH Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",57.0
10420.0,"Akron, OH Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",224.0
10420.0,"Akron, OH Metro Area",22,Utilities,0.0
10420.0,"Akron, OH Metro Area",23,Construction,13426.0
10420.0,"Akron, OH Metro Area",31-33,Manufacturing,39067.0
10420.0,"Akron, OH Metro Area",42,Wholesale Trade,19122.0
10420.0,"Akron, OH Metro Area",44-45,Retail Trade,39404.0
10420.0,"Akron, OH Metro Area",48-49,Transportation and Warehousing,10156.0
10420.0,"Akron, OH Metro Area",51,Information,5387.0
10420.0,"Akron, OH Metro Area",52,Finance and Insurance,11815.0
10420.0,"Akron, OH Metro Area",53,Real Estate and Rental and Leasing,3467.0
10420.0,"Akron, OH Metro Area",54,"Professional, Scientific, and Technical Services",16004.0
10420.0,"Akron, OH Metro Area",55,Management of Companies and Enterprises,15374.0
10420.0,"Akron, OH Metro Area",56,Administrative and Support and Waste Management and Remediation Services,15712.0
10420.0,"Akron, OH Metro Area",61,Educational Services,5512.0
10420.0,"Akron, OH Metro Area",62,Health Care and Social Assistance,53577.0
10420.0,"Akron, OH Metro Area",71,"Arts, Entertainment, and Recreation",4532.0
10420.0,"Akron, OH Metro Area",72,Accommodation and Food Services,29426.0
10420.0,"Akron, OH Metro Area",81,Other Services (except Public Administration),12961.0
10420.0,"Akron, OH Metro Area",99,Industries not classified,18.0
10460.0,"Alamogordo, NM Micro Area",--,Total,12243.0
10460.0,"Alamogordo, NM Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",0.0
10460.0,"Alamogordo, NM Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",68.0
10460.0,"Alamogordo, NM Micro Area",22,Utilities,99.0
10460.0,"Alamogordo, NM Micro Area",23,Construction,904.0
10460.0,"Alamogordo, NM Micro Area",31-33,Manufacturing,139.0
10460.0,"Alamogordo, NM Micro Area",42,Wholesale Trade,95.0
10460.0,"Alamogordo, NM Micro Area",44-45,Retail Trade,2471.0
10460.0,"Alamogordo, NM Micro Area",48-49,Transportation and Warehousing,215.0
10460.0,"Alamogordo, NM Micro Area",51,Information,461.0
10460.0,"Alamogordo, NM Micro Area",52,Finance and Insurance,312.0
10460.0,"Alamogordo, NM Micro Area",53,Real Estate and Rental and Leasing,170.0
10460.0,"Alamogordo, NM Micro Area",54,"Professional, Scientific, and Technical Services",567.0
10460.0,"Alamogordo, NM Micro Area",55,Management of Companies and Enterprises,0.0
10460.0,"Alamogordo, NM Micro Area",56,Administrative and Support and Waste Management and Remediation Services,405.0
10460.0,"Alamogordo, NM Micro Area",61,Educational Services,72.0
10460.0,"Alamogordo, NM Micro Area",62,Health Care and Social Assistance,2565.0
10460.0,"Alamogordo, NM Micro Area",71,"Arts, Entertainment, and Recreation",572.0
10460.0,"Alamogordo, NM Micro Area",72,Accommodation and Food Services,2431.0
10460.0,"Alamogordo, NM Micro Area",81,Other Services (except Public Administration),645.0
10500.0,"Albany, GA Metro Area",--,Total,45414.0
10500.0,"Albany, GA Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",363.0
10500.0,"Albany, GA Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
10500.0,"Albany, GA Metro Area",22,Utilities,111.0
10500.0,"Albany, GA Metro Area",23,Construction,2111.0
10500.0,"Albany, GA Metro Area",31-33,Manufacturing,4005.0
10500.0,"Albany, GA Metro Area",42,Wholesale Trade,2484.0
10500.0,"Albany, GA Metro Area",44-45,Retail Trade,8072.0
10500.0,"Albany, GA Metro Area",48-49,Transportation and Warehousing,1749.0
10500.0,"Albany, GA Metro Area",51,Information,834.0
10500.0,"Albany, GA Metro Area",52,Finance and Insurance,1463.0
10500.0,"Albany, GA Metro Area",53,Real Estate and Rental and Leasing,606.0
10500.0,"Albany, GA Metro Area",54,"Professional, Scientific, and Technical Services",2735.0
10500.0,"Albany, GA Metro Area",55,Management of Companies and Enterprises,308.0
10500.0,"Albany, GA Metro Area",56,Administrative and Support and Waste Management and Remediation Services,3944.0
10500.0,"Albany, GA Metro Area",61,Educational Services,265.0
10500.0,"Albany, GA Metro Area",62,Health Care and Social Assistance,9179.0
10500.0,"Albany, GA Metro Area",71,"Arts, Entertainment, and Recreation",338.0
10500.0,"Albany, GA Metro Area",72,Accommodation and Food Services,4819.0
10500.0,"Albany, GA Metro Area",81,Other Services (except Public Administration),1999.0
10500.0,"Albany, GA Metro Area",99,Industries not classified,25.0
10540.0,"Albany, OR Metro Area",--,Total,36488.0
10540.0,"Albany, OR Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",763.0
10540.0,"Albany, OR Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",45.0
10540.0,"Albany, OR Metro Area",22,Utilities,0.0
10540.0,"Albany, OR Metro Area",23,Construction,2290.0
10540.0,"Albany, OR Metro Area",31-33,Manufacturing,7367.0
10540.0,"Albany, OR Metro Area",42,Wholesale Trade,1680.0
10540.0,"Albany, OR Metro Area",44-45,Retail Trade,5427.0
10540.0,"Albany, OR Metro Area",48-49,Transportation and Warehousing,2807.0
10540.0,"Albany, OR Metro Area",51,Information,335.0
10540.0,"Albany, OR Metro Area",52,Finance and Insurance,941.0
10540.0,"Albany, OR Metro Area",53,Real Estate and Rental and Leasing,436.0
10540.0,"Albany, OR Metro Area",54,"Professional, Scientific, and Technical Services",909.0
10540.0,"Albany, OR Metro Area",55,Management of Companies and Enterprises,228.0
10540.0,"Albany, OR Metro Area",56,Administrative and Support and Waste Management and Remediation Services,1912.0
10540.0,"Albany, OR Metro Area",61,Educational Services,282.0
10540.0,"Albany, OR Metro Area",62,Health Care and Social Assistance,5526.0
10540.0,"Albany, OR Metro Area",71,"Arts, Entertainment, and Recreation",196.0
10540.0,"Albany, OR Metro Area",72,Accommodation and Food Services,3415.0
10540.0,"Albany, OR Metro Area",81,Other Services (except Public Administration),1793.0
10540.0,"Albany, OR Metro Area",99,Industries not classified,10.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",--,Total,352322.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",227.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",504.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",22,Utilities,1461.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",23,Construction,17017.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",31-33,Manufacturing,22643.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",42,Wholesale Trade,14620.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",44-45,Retail Trade,48674.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",48-49,Transportation and Warehousing,9947.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",51,Information,9183.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",52,Finance and Insurance,20136.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",53,Real Estate and Rental and Leasing,5057.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",54,"Professional, Scientific, and Technical Services",29863.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",55,Management of Companies and Enterprises,9647.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",56,Administrative and Support and Waste Management and Remediation Services,15810.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",61,Educational Services,20521.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",62,Health Care and Social Assistance,68306.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",71,"Arts, Entertainment, and Recreation",7781.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",72,Accommodation and Food Services,35420.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",81,Other Services (except Public Administration),15446.0
10580.0,"Albany-Schenectady-Troy, NY Metro Area",99,Industries not classified,59.0
10620.0,"Albemarle, NC Micro Area",--,Total,16036.0
10620.0,"Albemarle, NC Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",64.0
10620.0,"Albemarle, NC Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
10620.0,"Albemarle, NC Micro Area",22,Utilities,33.0
10620.0,"Albemarle, NC Micro Area",23,Construction,1110.0
10620.0,"Albemarle, NC Micro Area",31-33,Manufacturing,3503.0
10620.0,"Albemarle, NC Micro Area",42,Wholesale Trade,547.0
10620.0,"Albemarle, NC Micro Area",44-45,Retail Trade,2772.0
10620.0,"Albemarle, NC Micro Area",48-49,Transportation and Warehousing,82.0
10620.0,"Albemarle, NC Micro Area",51,Information,103.0
10620.0,"Albemarle, NC Micro Area",52,Finance and Insurance,353.0
10620.0,"Albemarle, NC Micro Area",53,Real Estate and Rental and Leasing,183.0
10620.0,"Albemarle, NC Micro Area",54,"Professional, Scientific, and Technical Services",297.0
10620.0,"Albemarle, NC Micro Area",55,Management of Companies and Enterprises,112.0
10620.0,"Albemarle, NC Micro Area",56,Administrative and Support and Waste Management and Remediation Services,580.0
10620.0,"Albemarle, NC Micro Area",61,Educational Services,579.0
10620.0,"Albemarle, NC Micro Area",62,Health Care and Social Assistance,2856.0
10620.0,"Albemarle, NC Micro Area",71,"Arts, Entertainment, and Recreation",318.0
10620.0,"Albemarle, NC Micro Area",72,Accommodation and Food Services,1799.0
10620.0,"Albemarle, NC Micro Area",81,Other Services (except Public Administration),728.0
10620.0,"Albemarle, NC Micro Area",99,Industries not classified,0.0
10660.0,"Albert Lea, MN Micro Area",--,Total,11569.0
10660.0,"Albert Lea, MN Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",11.0
10660.0,"Albert Lea, MN Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
10660.0,"Albert Lea, MN Micro Area",22,Utilities,0.0
10660.0,"Albert Lea, MN Micro Area",23,Construction,399.0
10660.0,"Albert Lea, MN Micro Area",31-33,Manufacturing,2739.0
10660.0,"Albert Lea, MN Micro Area",42,Wholesale Trade,589.0
10660.0,"Albert Lea, MN Micro Area",44-45,Retail Trade,1999.0
10660.0,"Albert Lea, MN Micro Area",48-49,Transportation and Warehousing,313.0
10660.0,"Albert Lea, MN Micro Area",51,Information,107.0
10660.0,"Albert Lea, MN Micro Area",52,Finance and Insurance,522.0
10660.0,"Albert Lea, MN Micro Area",53,Real Estate and Rental and Leasing,67.0
10660.0,"Albert Lea, MN Micro Area",54,"Professional, Scientific, and Technical Services",192.0
10660.0,"Albert Lea, MN Micro Area",55,Management of Companies and Enterprises,0.0
10660.0,"Albert Lea, MN Micro Area",56,Administrative and Support and Waste Management and Remediation Services,407.0
10660.0,"Albert Lea, MN Micro Area",61,Educational Services,41.0
10660.0,"Albert Lea, MN Micro Area",62,Health Care and Social Assistance,2498.0
10660.0,"Albert Lea, MN Micro Area",71,"Arts, Entertainment, and Recreation",91.0
10660.0,"Albert Lea, MN Micro Area",72,Accommodation and Food Services,852.0
10660.0,"Albert Lea, MN Micro Area",81,Other Services (except Public Administration),608.0
10660.0,"Albert Lea, MN Micro Area",99,Industries not classified,0.0
10700.0,"Albertville, AL Micro Area",--,Total,30833.0
10700.0,"Albertville, AL Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",0.0
10700.0,"Albertville, AL Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
10700.0,"Albertville, AL Micro Area",22,Utilities,0.0
10700.0,"Albertville, AL Micro Area",23,Construction,934.0
10700.0,"Albertville, AL Micro Area",31-33,Manufacturing,10569.0
10700.0,"Albertville, AL Micro Area",42,Wholesale Trade,1366.0
10700.0,"Albertville, AL Micro Area",44-45,Retail Trade,5037.0
10700.0,"Albertville, AL Micro Area",48-49,Transportation and Warehousing,746.0
10700.0,"Albertville, AL Micro Area",51,Information,471.0
10700.0,"Albertville, AL Micro Area",52,Finance and Insurance,789.0
10700.0,"Albertville, AL Micro Area",53,Real Estate and Rental and Leasing,523.0
10700.0,"Albertville, AL Micro Area",54,"Professional, Scientific, and Technical Services",636.0
10700.0,"Albertville, AL Micro Area",55,Management of Companies and Enterprises,440.0
10700.0,"Albertville, AL Micro Area",56,Administrative and Support and Waste Management and Remediation Services,1113.0
10700.0,"Albertville, AL Micro Area",61,Educational Services,49.0
10700.0,"Albertville, AL Micro Area",62,Health Care and Social Assistance,3723.0
10700.0,"Albertville, AL Micro Area",71,"Arts, Entertainment, and Recreation",137.0
10700.0,"Albertville, AL Micro Area",72,Accommodation and Food Services,3175.0
10700.0,"Albertville, AL Micro Area",81,Other Services (except Public Administration),963.0
10700.0,"Albertville, AL Micro Area",99,Industries not classified,12.0
10740.0,"Albuquerque, NM Metro Area",--,Total,307102.0
10740.0,"Albuquerque, NM Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",63.0
10740.0,"Albuquerque, NM Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",292.0
10740.0,"Albuquerque, NM Metro Area",22,Utilities,1609.0
10740.0,"Albuquerque, NM Metro Area",23,Construction,19786.0
10740.0,"Albuquerque, NM Metro Area",31-33,Manufacturing,15624.0
10740.0,"Albuquerque, NM Metro Area",42,Wholesale Trade,12181.0
10740.0,"Albuquerque, NM Metro Area",44-45,Retail Trade,43131.0
