State,NAICS Code,Total Employment - 2015
Massachusetts,31-33,221773
Massachusetts,42,140387
Massachusetts,44-45,366046
Massachusetts,48-49,82451
Massachusetts,51,113375
Massachusetts,52,182925
Massachusetts,53,46623
Massachusetts,54,276712
Massachusetts,55,91357
Massachusetts,56,199815
Massachusetts,61,216515
Massachusetts,62,620843
Massachusetts,71,56464
Massachusetts,72,288078
Massachusetts,81,124628
Massachusetts,99,863
Michigan,--,3725280
Michigan,11,3803
Michigan,21,5298
Michigan,22,22078
Michigan,23,132230
Michigan,31-33,566793
Michigan,42,176798
Michigan,44-45,465941
Michigan,48-49,112260
Michigan,51,69379
Michigan,52,151233
Michigan,53,51755
Michigan,54,263238
Michigan,55,120315
Michigan,56,334014
Michigan,61,72957
Michigan,62,601090
Michigan,71,46486
Michigan,72,371152
Michigan,81,157538
Michigan,99,922
Minnesota,--,2612314
Minnesota,11,2525
Minnesota,21,5968
Minnesota,22,14207
Minnesota,23,113779
Minnesota,31-33,304497
Minnesota,42,134535
Minnesota,44-45,300197
Minnesota,48-49,80299
Minnesota,51,57814
Minnesota,52,152797
Minnesota,53,38106
Minnesota,54,179196
Minnesota,55,137964
Minnesota,56,163693
Minnesota,61,73523
Minnesota,62,452260
Minnesota,71,47068
Minnesota,72,236077
Minnesota,81,117495
Minnesota,99,314
Mississippi,--,926391
Mississippi,11,4975
Mississippi,21,5939
Mississippi,22,9346
Mississippi,23,43531
Mississippi,31-33,141189
Mississippi,42,36738
Mississippi,44-45,142817
Mississippi,48-49,37193
Mississippi,51,13773
Mississippi,52,33059
Mississippi,53,10289
Mississippi,54,30736
Mississippi,55,8256
Mississippi,56,56761
Mississippi,61,17857
Mississippi,62,162749
Mississippi,71,8770
Mississippi,72,123946
Mississippi,81,38186
Mississippi,99,281
Missouri,--,2442316
Missouri,11,1653
Missouri,21,3682
Missouri,22,15717
Missouri,23,114231
Missouri,31-33,259969
Missouri,42,125652
Missouri,44-45,315657
Missouri,48-49,81944
Missouri,51,56075
Missouri,52,128444
Missouri,53,36180
Missouri,54,157455
Missouri,55,84174
Missouri,56,168313
Missouri,61,75205
Missouri,62,411306
Missouri,71,40745
Missouri,72,254254
Missouri,81,109894
Missouri,99,1766
Montana,--,375041
Montana,11,1061
Montana,21,7141
Montana,22,3094
Montana,23,24836
Montana,31-33,17937
Montana,42,16366
Montana,44-45,59901
Montana,48-49,13838
Montana,51,8724
Montana,52,16728
Montana,53,5755
Montana,54,19801
Montana,55,3686
Montana,56,24787
Montana,61,6151
Montana,62,67806
Montana,71,11352
Montana,72,49771
Montana,81,16232
Montana,99,74
Nebraska,--,870279
Nebraska,11,1215
Nebraska,21,1171
Nebraska,22,957
Nebraska,23,44765
Nebraska,31-33,93149
Nebraska,42,42341
Nebraska,44-45,112829
Nebraska,48-49,29602
Nebraska,51,20980
Nebraska,52,62428
Nebraska,53,10778
Nebraska,54,98940
Nebraska,55,20409
Nebraska,56,60906
Nebraska,61,18838
Nebraska,62,125501
Nebraska,71,14166
Nebraska,72,74336
Nebraska,81,36823
Nebraska,99,145
Nevada,--,1129965
Nevada,11,131
Nevada,21,12994
Nevada,22,4656
Nevada,23,65511
Nevada,31-33,42374
Nevada,42,34681
Nevada,44-45,147131
Nevada,48-49,51562
Nevada,51,16658
Nevada,52,34818
Nevada,53,28833
Nevada,54,58330
Nevada,55,17538
Nevada,56,111715
Nevada,61,11214
Nevada,62,112938
Nevada,71,28384
Nevada,72,318033
Nevada,81,32291
Nevada,99,173
New Hampshire,--,576424
New Hampshire,11,622
New Hampshire,21,229
New Hampshire,22,3004
New Hampshire,23,24356
New Hampshire,31-33,67441
New Hampshire,42,24583
New Hampshire,44-45,98903
New Hampshire,48-49,12825
New Hampshire,51,13880
New Hampshire,52,27592
New Hampshire,53,7176
New Hampshire,54,30511
New Hampshire,55,9196
New Hampshire,56,50788
New Hampshire,61,24782
New Hampshire,62,90039
New Hampshire,71,12339
New Hampshire,72,55685
New Hampshire,81,22369
New Hampshire,99,104
New Jersey,--,3558619
New Jersey,11,900
New Jersey,21,1246
New Jersey,22,19746
New Jersey,23,146153
New Jersey,31-33,218549
New Jersey,42,255379
New Jersey,44-45,460856
New Jersey,48-49,165343
New Jersey,51,87708
New Jersey,52,192320
New Jersey,53,56523
New Jersey,54,321642
New Jersey,55,126898
New Jersey,56,316537
New Jersey,61,110934
New Jersey,62,568289
New Jersey,71,60001
New Jersey,72,296362
New Jersey,81,152771
New Jersey,99,462
New Mexico,--,626284
New Mexico,11,421
New Mexico,21,23641
New Mexico,22,4611
New Mexico,23,38310
New Mexico,31-33,26145
New Mexico,42,21283
New Mexico,44-45,96659
New Mexico,48-49,18516
New Mexico,51,11413
New Mexico,52,22777
New Mexico,53,10283
New Mexico,54,0
New Mexico,55,6755
New Mexico,56,32280
New Mexico,61,8993
New Mexico,62,119731
New Mexico,71,12871
New Mexico,72,86494
New Mexico,81,26292
New Mexico,99,78
New York,--,7998994
New York,11,2884
New York,21,4004
New York,22,41193
New York,23,332748
New York,31-33,422940
New York,42,370892
New York,44-45,937328
New York,48-49,238524
New York,51,283737
New York,52,532836
New York,53,175898
New York,54,643955
New York,55,187954
New York,56,581106
New York,61,427145
New York,62,1498808
New York,71,176145
New York,72,760701
New York,81,378667
New York,99,1529
North Carolina,--,3670284
North Carolina,11,4710
North Carolina,21,2738
North Carolina,22,19598
North Carolina,23,175757
North Carolina,31-33,423987
North Carolina,42,179558
North Carolina,44-45,481681
North Carolina,48-49,119570
North Carolina,51,79884
North Carolina,52,177411
North Carolina,53,49709
North Carolina,54,211232
North Carolina,55,95942
North Carolina,56,374491
North Carolina,61,98681
North Carolina,62,568180
North Carolina,71,62066
North Carolina,72,393180
North Carolina,81,151208
North Carolina,99,701
North Dakota,--,365893
North Dakota,11,451
North Dakota,21,25054
North Dakota,22,3598
North Dakota,23,25725
North Dakota,31-33,25361
North Dakota,42,23980
North Dakota,44-45,52005
North Dakota,48-49,19664
North Dakota,51,6798
North Dakota,52,18128
North Dakota,53,6028
North Dakota,54,16113
North Dakota,55,4697
North Dakota,56,14826
North Dakota,61,4817
North Dakota,62,59272
North Dakota,71,5463
North Dakota,72,39787
North Dakota,81,14048
North Dakota,99,78
Ohio,--,4719985
Ohio,11,1204
Ohio,21,12932
Ohio,22,23839
Ohio,23,179883
Ohio,31-33,663884
Ohio,42,235573
Ohio,44-45,565140
Ohio,48-49,171286
Ohio,51,84415
Ohio,52,241764
Ohio,53,65324
Ohio,54,250042
Ohio,55,150099
Ohio,56,397326
Ohio,61,120934
Ohio,62,824772
Ohio,71,67047
Ohio,72,461895
Ohio,81,202085
Ohio,99,541
Oklahoma,--,1370988
Oklahoma,11,741
Oklahoma,21,55629
Oklahoma,22,8540
Oklahoma,23,71747
Oklahoma,31-33,140997
Oklahoma,42,60627
Oklahoma,44-45,183726
Oklahoma,48-49,49395
Oklahoma,51,29302
Oklahoma,52,58894
Oklahoma,53,23353
Oklahoma,54,70888
Oklahoma,55,37708
Oklahoma,56,103724
Oklahoma,61,21451
Oklahoma,62,214372
Oklahoma,71,28494
Oklahoma,72,148676
Oklahoma,81,62533
Oklahoma,99,191
Oregon,--,1498727
Oregon,11,12143
Oregon,21,1360
Oregon,22,7987
Oregon,23,79992
Oregon,31-33,159648
Oregon,42,82223
Oregon,44-45,202996
Oregon,48-49,56730
Oregon,51,36436
Oregon,52,59584
Oregon,53,27910
Oregon,54,90894
Oregon,55,45943
Oregon,56,98828
Oregon,61,38167
Oregon,62,234608
Oregon,71,26256
Oregon,72,170380
Oregon,81,66204
Oregon,99,438
Pennsylvania,--,5306896
Pennsylvania,11,2498
Pennsylvania,21,32551
Pennsylvania,22,28757
Pennsylvania,23,230019
Pennsylvania,31-33,551797
Pennsylvania,42,249011
Pennsylvania,44-45,664898
Pennsylvania,48-49,218687
Pennsylvania,51,113699
Pennsylvania,52,266704
Pennsylvania,53,65244
Pennsylvania,54,323826
Pennsylvania,55,171739
Pennsylvania,56,332164
Pennsylvania,61,263477
Pennsylvania,62,985243
Pennsylvania,71,105267
Pennsylvania,72,457860
Pennsylvania,81,242714
Pennsylvania,99,741
Rhode Island,--,425748
Rhode Island,11,138
Rhode Island,21,164
Rhode Island,22,1056
Rhode Island,23,16470
Rhode Island,31-33,39160
Rhode Island,42,21006
Rhode Island,44-45,49837
Rhode Island,48-49,10524
Rhode Island,51,6733
Rhode Island,52,25582
Rhode Island,53,5391
Rhode Island,54,22850
Rhode Island,55,11535
Rhode Island,56,24082
Rhode Island,61,29710
Rhode Island,62,86655
Rhode Island,71,10615
Rhode Island,72,47105
Rhode Island,81,17063
Rhode Island,99,72
South Carolina,--,1662251
South Carolina,11,3900
South Carolina,21,993
South Carolina,22,11836
South Carolina,23,75682
South Carolina,31-33,224665
South Carolina,42,73764
South Carolina,44-45,236944
South Carolina,48-49,57916
South Carolina,51,33880
South Carolina,52,67755
South Carolina,53,24990
South Carolina,54,82841
South Carolina,55,24483
South Carolina,56,172442
South Carolina,61,32229
South Carolina,62,224365
South Carolina,71,26284
South Carolina,72,207690
South Carolina,81,79254
South Carolina,99,338
South Dakota,--,353540
South Dakota,11,378
South Dakota,21,1183
South Dakota,22,2242
South Dakota,23,19464
South Dakota,31-33,45363
South Dakota,42,19019
South Dakota,44-45,53311
South Dakota,48-49,10861
South Dakota,51,6877
South Dakota,52,25870
South Dakota,53,3978
South Dakota,54,12019
South Dakota,55,6913
South Dakota,56,10579
South Dakota,61,8029
South Dakota,62,65468
South Dakota,71,6289
South Dakota,72,40971
South Dakota,81,14668
South Dakota,99,58
Tennessee,--,2507205
Tennessee,11,2019
Tennessee,21,3139
Tennessee,22,3232
Tennessee,23,102872
Tennessee,31-33,315835
Tennessee,42,114367
Tennessee,44-45,317075
Tennessee,48-49,135090
Tennessee,51,48149
Tennessee,52,117783
Tennessee,53,33265
Tennessee,54,113402
Tennessee,55,86498
Tennessee,56,244525
Tennessee,61,58750
Tennessee,62,400693
Tennessee,71,33702
Tennessee,72,267581
Tennessee,81,108829
Tennessee,99,399
Texas,--,10239710
Texas,11,7674
Texas,21,255258
Texas,22,53906
Texas,23,659179
Texas,31-33,811053
Texas,42,523740
Texas,44-45,1279651
Texas,48-49,432156
Texas,51,238809
Texas,52,508715
Texas,53,190674
Texas,54,684780
Texas,55,326955
Texas,56,950248
Texas,61,183617
Texas,62,1449547
Texas,71,133714
Texas,72,1110892
Texas,81,437504
Texas,99,1638
Utah,--,1203954
Utah,11,502
Utah,21,10441
Utah,22,4322
Utah,23,72958
Utah,31-33,118196
Utah,42,55320
Utah,44-45,150671
Utah,48-49,58453
Utah,51,44211
Utah,52,62207
Utah,53,21404
Utah,54,93945
Utah,55,23922
Utah,56,125719
Utah,61,46306
Utah,62,133442
Utah,71,21402
Utah,72,111570
Utah,81,48847
Utah,99,116
Vermont,--,266363
Vermont,11,506
Vermont,21,467
Vermont,22,1943
Vermont,23,13911
Vermont,31-33,29786
Vermont,42,11605
Vermont,44-45,40006
Vermont,48-49,5744
Vermont,51,6839
Vermont,52,9103
Vermont,53,3401
Vermont,54,18840
Vermont,55,2825
Vermont,56,7877
Vermont,61,15899
Vermont,62,48095
Vermont,71,7165
Vermont,72,32985
Vermont,81,9310
Vermont,99,56
Virginia,--,3198718
Virginia,11,4169
Virginia,21,8583
Virginia,22,14470
Virginia,23,172653
Virginia,31-33,236645
Virginia,42,103178
Virginia,44-45,423864
Virginia,48-49,102124
Virginia,51,94665
Virginia,52,157892
Virginia,53,53455
Virginia,54,437548
Virginia,55,67733
Virginia,56,245379
Virginia,61,79198
Virginia,62,435558
Virginia,71,58065
Virginia,72,340122
Virginia,81,162852
Virginia,99,565
Washington,--,2602408
Washington,11,13954
Washington,21,2584
Washington,22,8815
Washington,23,164222
Washington,31-33,262314
Washington,42,130798
Washington,44-45,330705
Washington,48-49,97081
Washington,51,127377
Washington,52,96389
Washington,53,46038
Washington,54,193065
Washington,55,87296
Washington,56,151766
Washington,61,55107
Washington,62,392857
Washington,71,59908
Washington,72,268482
Washington,81,112917
Washington,99,733
West Virginia,--,565435
West Virginia,11,934
West Virginia,21,25252
West Virginia,22,6394
West Virginia,23,24183
West Virginia,31-33,48347
West Virginia,42,22128
West Virginia,44-45,85720
West Virginia,48-49,14144
West Virginia,51,10517
West Virginia,52,17458
West Virginia,53,5894
West Virginia,54,26802
West Virginia,55,5482
West Virginia,56,32234
West Virginia,61,10010
West Virginia,62,130862
West Virginia,71,7406
West Virginia,72,67254
West Virginia,81,24306
West Virginia,99,108
Wisconsin,--,2503532
Wisconsin,11,3179
Wisconsin,21,3149
Wisconsin,22,13914
Wisconsin,23,101661
Wisconsin,31-33,450924
Wisconsin,42,117053
Wisconsin,44-45,309366
Wisconsin,48-49,101754
Wisconsin,51,56824
Wisconsin,52,137219
Wisconsin,53,25150
Wisconsin,54,107911
Wisconsin,55,83803
Wisconsin,56,158083
Wisconsin,61,55556
Wisconsin,62,394420
Wisconsin,71,42824
Wisconsin,72,233532
Wisconsin,81,106860
Wisconsin,99,350
Wyoming,--,219881
Wyoming,11,235
Wyoming,21,24594
Wyoming,22,2679
Wyoming,23,20246
Wyoming,31-33,9904
Wyoming,42,8586
Wyoming,44-45,32372
Wyoming,48-49,11147
Wyoming,51,4024
Wyoming,52,6677
Wyoming,53,4857
Wyoming,54,10113
Wyoming,55,1074
Wyoming,56,6506
Wyoming,61,2115
Wyoming,62,32521
Wyoming,71,4483
Wyoming,72,29305
Wyoming,81,8326
Wyoming,99,117
