FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
10140.0,"Aberdeen, WA Micropolitan Statistical Area",99,Unclassified,[a]
10180.0,"Abilene, TX Metropolitan Statistical Area",--,Total,53961
10180.0,"Abilene, TX Metropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[b]
10180.0,"Abilene, TX Metropolitan Statistical Area",21,Mining,1038
10180.0,"Abilene, TX Metropolitan Statistical Area",22,Utilities,[e]
10180.0,"Abilene, TX Metropolitan Statistical Area",23,Construction,2909
10180.0,"Abilene, TX Metropolitan Statistical Area",31-33,Manufacturing,2792
10180.0,"Abilene, TX Metropolitan Statistical Area",42,Wholesale Trade,2102
10180.0,"Abilene, TX Metropolitan Statistical Area",44-45,Retail Trade,8586
10180.0,"Abilene, TX Metropolitan Statistical Area",48-49,Transportation and Warehousing,1561
10180.0,"Abilene, TX Metropolitan Statistical Area",51,Information,[g]
10180.0,"Abilene, TX Metropolitan Statistical Area",52,Finance and Insurance,2970
10180.0,"Abilene, TX Metropolitan Statistical Area",53,Real Estate and Rental and Leasing,924
10180.0,"Abilene, TX Metropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",1566
10180.0,"Abilene, TX Metropolitan Statistical Area",55,Management of Companies and Enterprises,[f]
10180.0,"Abilene, TX Metropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,2318
10180.0,"Abilene, TX Metropolitan Statistical Area",61,Educational Services,[h]
10180.0,"Abilene, TX Metropolitan Statistical Area",62,Health Care and Social Assistance,11505
10180.0,"Abilene, TX Metropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",[f]
10180.0,"Abilene, TX Metropolitan Statistical Area",72,Accommodation and Food Services,[i]
10180.0,"Abilene, TX Metropolitan Statistical Area",81,Other Services (except Public Administration),3490
10180.0,"Abilene, TX Metropolitan Statistical Area",99,Unclassified,16
10220.0,"Ada, OK Micropolitan Statistical Area",--,Total,12113
10220.0,"Ada, OK Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[a]
10220.0,"Ada, OK Micropolitan Statistical Area",21,Mining,200
10220.0,"Ada, OK Micropolitan Statistical Area",22,Utilities,136
10220.0,"Ada, OK Micropolitan Statistical Area",23,Construction,314
10220.0,"Ada, OK Micropolitan Statistical Area",31-33,Manufacturing,1640
10220.0,"Ada, OK Micropolitan Statistical Area",42,Wholesale Trade,473
10220.0,"Ada, OK Micropolitan Statistical Area",44-45,Retail Trade,1917
10220.0,"Ada, OK Micropolitan Statistical Area",48-49,Transportation and Warehousing,238
10220.0,"Ada, OK Micropolitan Statistical Area",51,Information,131
10220.0,"Ada, OK Micropolitan Statistical Area",52,Finance and Insurance,393
10220.0,"Ada, OK Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,[b]
10220.0,"Ada, OK Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",1138
10220.0,"Ada, OK Micropolitan Statistical Area",55,Management of Companies and Enterprises,[a]
10220.0,"Ada, OK Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,257
10220.0,"Ada, OK Micropolitan Statistical Area",61,Educational Services,[a]
10220.0,"Ada, OK Micropolitan Statistical Area",62,Health Care and Social Assistance,3494
10220.0,"Ada, OK Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",[b]
10220.0,"Ada, OK Micropolitan Statistical Area",72,Accommodation and Food Services,1085
10220.0,"Ada, OK Micropolitan Statistical Area",81,Other Services (except Public Administration),482
10300.0,"Adrian, MI Micropolitan Statistical Area",--,Total,28968
10300.0,"Adrian, MI Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",4
10300.0,"Adrian, MI Micropolitan Statistical Area",21,Mining,[a]
10300.0,"Adrian, MI Micropolitan Statistical Area",22,Utilities,[c]
10300.0,"Adrian, MI Micropolitan Statistical Area",23,Construction,1270
10300.0,"Adrian, MI Micropolitan Statistical Area",31-33,Manufacturing,8199
10300.0,"Adrian, MI Micropolitan Statistical Area",42,Wholesale Trade,613
10300.0,"Adrian, MI Micropolitan Statistical Area",44-45,Retail Trade,4409
10300.0,"Adrian, MI Micropolitan Statistical Area",48-49,Transportation and Warehousing,436
10300.0,"Adrian, MI Micropolitan Statistical Area",51,Information,370
10300.0,"Adrian, MI Micropolitan Statistical Area",52,Finance and Insurance,961
10300.0,"Adrian, MI Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,255
10300.0,"Adrian, MI Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",523
10300.0,"Adrian, MI Micropolitan Statistical Area",55,Management of Companies and Enterprises,764
10300.0,"Adrian, MI Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,1424
10300.0,"Adrian, MI Micropolitan Statistical Area",61,Educational Services,1478
10300.0,"Adrian, MI Micropolitan Statistical Area",62,Health Care and Social Assistance,3396
10300.0,"Adrian, MI Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",225
10300.0,"Adrian, MI Micropolitan Statistical Area",72,Accommodation and Food Services,2770
10300.0,"Adrian, MI Micropolitan Statistical Area",81,Other Services (except Public Administration),1593
10300.0,"Adrian, MI Micropolitan Statistical Area",99,Unclassified,19
10420.0,"Akron, OH Metropolitan Statistical Area",--,Total,297757
10420.0,"Akron, OH Metropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[a]
10420.0,"Akron, OH Metropolitan Statistical Area",21,Mining,[f]
10420.0,"Akron, OH Metropolitan Statistical Area",22,Utilities,[h]
10420.0,"Akron, OH Metropolitan Statistical Area",23,Construction,14156
10420.0,"Akron, OH Metropolitan Statistical Area",31-33,Manufacturing,47284
10420.0,"Akron, OH Metropolitan Statistical Area",42,Wholesale Trade,18040
10420.0,"Akron, OH Metropolitan Statistical Area",44-45,Retail Trade,37689
10420.0,"Akron, OH Metropolitan Statistical Area",48-49,Transportation and Warehousing,9547
10420.0,"Akron, OH Metropolitan Statistical Area",51,Information,5481
10420.0,"Akron, OH Metropolitan Statistical Area",52,Finance and Insurance,12019
10420.0,"Akron, OH Metropolitan Statistical Area",53,Real Estate and Rental and Leasing,3593
10420.0,"Akron, OH Metropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",15682
10420.0,"Akron, OH Metropolitan Statistical Area",55,Management of Companies and Enterprises,16575
10420.0,"Akron, OH Metropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,20080
10420.0,"Akron, OH Metropolitan Statistical Area",61,Educational Services,4733
10420.0,"Akron, OH Metropolitan Statistical Area",62,Health Care and Social Assistance,43357
10420.0,"Akron, OH Metropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",4148
10420.0,"Akron, OH Metropolitan Statistical Area",72,Accommodation and Food Services,27240
10420.0,"Akron, OH Metropolitan Statistical Area",81,Other Services (except Public Administration),14419
10420.0,"Akron, OH Metropolitan Statistical Area",99,Unclassified,[b]
10460.0,"Alamogordo, NM Micropolitan Statistical Area",--,Total,11299
10460.0,"Alamogordo, NM Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[b]
10460.0,"Alamogordo, NM Micropolitan Statistical Area",21,Mining,[a]
10460.0,"Alamogordo, NM Micropolitan Statistical Area",22,Utilities,121
10460.0,"Alamogordo, NM Micropolitan Statistical Area",23,Construction,1129
10460.0,"Alamogordo, NM Micropolitan Statistical Area",31-33,Manufacturing,135
10460.0,"Alamogordo, NM Micropolitan Statistical Area",42,Wholesale Trade,204
10460.0,"Alamogordo, NM Micropolitan Statistical Area",44-45,Retail Trade,2270
10460.0,"Alamogordo, NM Micropolitan Statistical Area",48-49,Transportation and Warehousing,301
10460.0,"Alamogordo, NM Micropolitan Statistical Area",51,Information,194
10460.0,"Alamogordo, NM Micropolitan Statistical Area",52,Finance and Insurance,461
10460.0,"Alamogordo, NM Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,243
10460.0,"Alamogordo, NM Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",649
10460.0,"Alamogordo, NM Micropolitan Statistical Area",55,Management of Companies and Enterprises,[a]
10460.0,"Alamogordo, NM Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,410
10460.0,"Alamogordo, NM Micropolitan Statistical Area",61,Educational Services,157
10460.0,"Alamogordo, NM Micropolitan Statistical Area",62,Health Care and Social Assistance,1984
10460.0,"Alamogordo, NM Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",481
10460.0,"Alamogordo, NM Micropolitan Statistical Area",72,Accommodation and Food Services,1912
10460.0,"Alamogordo, NM Micropolitan Statistical Area",81,Other Services (except Public Administration),592
10460.0,"Alamogordo, NM Micropolitan Statistical Area",99,Unclassified,[a]
10500.0,"Albany, GA Metropolitan Statistical Area",--,Total,50698
10500.0,"Albany, GA Metropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[e]
10500.0,"Albany, GA Metropolitan Statistical Area",21,Mining,[b]
10500.0,"Albany, GA Metropolitan Statistical Area",22,Utilities,270
10500.0,"Albany, GA Metropolitan Statistical Area",23,Construction,[h]
10500.0,"Albany, GA Metropolitan Statistical Area",31-33,Manufacturing,7113
10500.0,"Albany, GA Metropolitan Statistical Area",42,Wholesale Trade,[h]
10500.0,"Albany, GA Metropolitan Statistical Area",44-45,Retail Trade,8206
10500.0,"Albany, GA Metropolitan Statistical Area",48-49,Transportation and Warehousing,[g]
10500.0,"Albany, GA Metropolitan Statistical Area",51,Information,[f]
10500.0,"Albany, GA Metropolitan Statistical Area",52,Finance and Insurance,[g]
10500.0,"Albany, GA Metropolitan Statistical Area",53,Real Estate and Rental and Leasing,[f]
10500.0,"Albany, GA Metropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",[g]
10500.0,"Albany, GA Metropolitan Statistical Area",55,Management of Companies and Enterprises,246
10500.0,"Albany, GA Metropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,[h]
10500.0,"Albany, GA Metropolitan Statistical Area",61,Educational Services,[f]
10500.0,"Albany, GA Metropolitan Statistical Area",62,Health Care and Social Assistance,[i]
10500.0,"Albany, GA Metropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",[e]
10500.0,"Albany, GA Metropolitan Statistical Area",72,Accommodation and Food Services,[h]
10500.0,"Albany, GA Metropolitan Statistical Area",81,Other Services (except Public Administration),[h]
10500.0,"Albany, GA Metropolitan Statistical Area",99,Unclassified,[a]
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",--,Total,34103
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",687
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",21,Mining,[b]
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",22,Utilities,[c]
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",23,Construction,2517
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",31-33,Manufacturing,8457
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",42,Wholesale Trade,1444
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",44-45,Retail Trade,4977
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",48-49,Transportation and Warehousing,1976
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",51,Information,276
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",52,Finance and Insurance,1032
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,583
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",997
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",55,Management of Companies and Enterprises,119
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,2344
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",61,Educational Services,237
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",62,Health Care and Social Assistance,3520
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",329
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",72,Accommodation and Food Services,2665
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",81,Other Services (except Public Administration),1648
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",99,Unclassified,[b]
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",--,Total,336099
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[b]
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",21,Mining,[e]
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",22,Utilities,[g]
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",23,Construction,16665
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",31-33,Manufacturing,[j]
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",42,Wholesale Trade,14863
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",44-45,Retail Trade,50092
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",48-49,Transportation and Warehousing,[j]
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",51,Information,10035
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",52,Finance and Insurance,26472
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",53,Real Estate and Rental and Leasing,[h]
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",26867
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",55,Management of Companies and Enterprises,[i]
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,18694
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",61,Educational Services,[j]
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",62,Health Care and Social Assistance,57312
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",4904
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",72,Accommodation and Food Services,28696
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",81,Other Services (except Public Administration),18086
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",99,Unclassified,[b]
10620.0,"Albemarle, NC Micropolitan Statistical Area",--,Total,17283
10620.0,"Albemarle, NC Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[b]
10620.0,"Albemarle, NC Micropolitan Statistical Area",21,Mining,[a]
10620.0,"Albemarle, NC Micropolitan Statistical Area",22,Utilities,[b]
10620.0,"Albemarle, NC Micropolitan Statistical Area",23,Construction,1129
10620.0,"Albemarle, NC Micropolitan Statistical Area",31-33,Manufacturing,5062
10620.0,"Albemarle, NC Micropolitan Statistical Area",42,Wholesale Trade,823
10620.0,"Albemarle, NC Micropolitan Statistical Area",44-45,Retail Trade,2462
10620.0,"Albemarle, NC Micropolitan Statistical Area",48-49,Transportation and Warehousing,104
10620.0,"Albemarle, NC Micropolitan Statistical Area",51,Information,95
10620.0,"Albemarle, NC Micropolitan Statistical Area",52,Finance and Insurance,406
10620.0,"Albemarle, NC Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,107
10620.0,"Albemarle, NC Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",328
10620.0,"Albemarle, NC Micropolitan Statistical Area",55,Management of Companies and Enterprises,59
10620.0,"Albemarle, NC Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,537
10620.0,"Albemarle, NC Micropolitan Statistical Area",61,Educational Services,377
10620.0,"Albemarle, NC Micropolitan Statistical Area",62,Health Care and Social Assistance,2842
10620.0,"Albemarle, NC Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",382
10620.0,"Albemarle, NC Micropolitan Statistical Area",72,Accommodation and Food Services,1637
10620.0,"Albemarle, NC Micropolitan Statistical Area",81,Other Services (except Public Administration),858
10620.0,"Albemarle, NC Micropolitan Statistical Area",99,Unclassified,[a]
10660.0,"Albert Lea, MN Micropolitan Statistical Area",--,Total,11510
10660.0,"Albert Lea, MN Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",2
10660.0,"Albert Lea, MN Micropolitan Statistical Area",21,Mining,[a]
10660.0,"Albert Lea, MN Micropolitan Statistical Area",22,Utilities,[c]
10660.0,"Albert Lea, MN Micropolitan Statistical Area",23,Construction,437
10660.0,"Albert Lea, MN Micropolitan Statistical Area",31-33,Manufacturing,2673
10660.0,"Albert Lea, MN Micropolitan Statistical Area",42,Wholesale Trade,471
10660.0,"Albert Lea, MN Micropolitan Statistical Area",44-45,Retail Trade,2154
10660.0,"Albert Lea, MN Micropolitan Statistical Area",48-49,Transportation and Warehousing,253
10660.0,"Albert Lea, MN Micropolitan Statistical Area",51,Information,126
10660.0,"Albert Lea, MN Micropolitan Statistical Area",52,Finance and Insurance,409
10660.0,"Albert Lea, MN Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,74
10660.0,"Albert Lea, MN Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",269
10660.0,"Albert Lea, MN Micropolitan Statistical Area",55,Management of Companies and Enterprises,[a]
10660.0,"Albert Lea, MN Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,343
10660.0,"Albert Lea, MN Micropolitan Statistical Area",61,Educational Services,[b]
10660.0,"Albert Lea, MN Micropolitan Statistical Area",62,Health Care and Social Assistance,2373
10660.0,"Albert Lea, MN Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",[b]
10660.0,"Albert Lea, MN Micropolitan Statistical Area",72,Accommodation and Food Services,943
10660.0,"Albert Lea, MN Micropolitan Statistical Area",81,Other Services (except Public Administration),775
10660.0,"Albert Lea, MN Micropolitan Statistical Area",99,Unclassified,0
10700.0,"Albertville, AL Micropolitan Statistical Area",--,Total,32144
10700.0,"Albertville, AL Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[a]
10700.0,"Albertville, AL Micropolitan Statistical Area",21,Mining,[b]
10700.0,"Albertville, AL Micropolitan Statistical Area",22,Utilities,101
10700.0,"Albertville, AL Micropolitan Statistical Area",23,Construction,1071
10700.0,"Albertville, AL Micropolitan Statistical Area",31-33,Manufacturing,11723
10700.0,"Albertville, AL Micropolitan Statistical Area",42,Wholesale Trade,2089
10700.0,"Albertville, AL Micropolitan Statistical Area",44-45,Retail Trade,5475
10700.0,"Albertville, AL Micropolitan Statistical Area",48-49,Transportation and Warehousing,532
10700.0,"Albertville, AL Micropolitan Statistical Area",51,Information,528
10700.0,"Albertville, AL Micropolitan Statistical Area",52,Finance and Insurance,950
10700.0,"Albertville, AL Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,561
10700.0,"Albertville, AL Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",545
10700.0,"Albertville, AL Micropolitan Statistical Area",55,Management of Companies and Enterprises,379
10700.0,"Albertville, AL Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,990
10700.0,"Albertville, AL Micropolitan Statistical Area",61,Educational Services,61
10700.0,"Albertville, AL Micropolitan Statistical Area",62,Health Care and Social Assistance,3441
10700.0,"Albertville, AL Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",[c]
10700.0,"Albertville, AL Micropolitan Statistical Area",72,Accommodation and Food Services,2506
10700.0,"Albertville, AL Micropolitan Statistical Area",81,Other Services (except Public Administration),993
10700.0,"Albertville, AL Micropolitan Statistical Area",99,Unclassified,5
10740.0,"Albuquerque, NM Metropolitan Statistical Area",--,Total,291769
10740.0,"Albuquerque, NM Metropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[b]
10740.0,"Albuquerque, NM Metropolitan Statistical Area",21,Mining,[c]
10740.0,"Albuquerque, NM Metropolitan Statistical Area",22,Utilities,[g]
10740.0,"Albuquerque, NM Metropolitan Statistical Area",23,Construction,27344
10740.0,"Albuquerque, NM Metropolitan Statistical Area",31-33,Manufacturing,[j]
10740.0,"Albuquerque, NM Metropolitan Statistical Area",42,Wholesale Trade,13102
10740.0,"Albuquerque, NM Metropolitan Statistical Area",44-45,Retail Trade,41155
10740.0,"Albuquerque, NM Metropolitan Statistical Area",48-49,Transportation and Warehousing,8052
10740.0,"Albuquerque, NM Metropolitan Statistical Area",51,Information,[i]
10740.0,"Albuquerque, NM Metropolitan Statistical Area",52,Finance and Insurance,14248
10740.0,"Albuquerque, NM Metropolitan Statistical Area",53,Real Estate and Rental and Leasing,[i]
10740.0,"Albuquerque, NM Metropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",[j]
10740.0,"Albuquerque, NM Metropolitan Statistical Area",55,Management of Companies and Enterprises,[j]
10740.0,"Albuquerque, NM Metropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,19462
10740.0,"Albuquerque, NM Metropolitan Statistical Area",61,Educational Services,3928
10740.0,"Albuquerque, NM Metropolitan Statistical Area",62,Health Care and Social Assistance,41840
10740.0,"Albuquerque, NM Metropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",[i]
10740.0,"Albuquerque, NM Metropolitan Statistical Area",72,Accommodation and Food Services,33153
10740.0,"Albuquerque, NM Metropolitan Statistical Area",81,Other Services (except Public Administration),12666
10740.0,"Albuquerque, NM Metropolitan Statistical Area",99,Unclassified,[b]
10780.0,"Alexandria, LA Metropolitan Statistical Area",--,Total,49923
10780.0,"Alexandria, LA Metropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",438
10780.0,"Alexandria, LA Metropolitan Statistical Area",21,Mining,[a]
10780.0,"Alexandria, LA Metropolitan Statistical Area",22,Utilities,[f]
10780.0,"Alexandria, LA Metropolitan Statistical Area",23,Construction,4511
10780.0,"Alexandria, LA Metropolitan Statistical Area",31-33,Manufacturing,4226
10780.0,"Alexandria, LA Metropolitan Statistical Area",42,Wholesale Trade,[g]
10780.0,"Alexandria, LA Metropolitan Statistical Area",44-45,Retail Trade,8172
10780.0,"Alexandria, LA Metropolitan Statistical Area",48-49,Transportation and Warehousing,[f]
10780.0,"Alexandria, LA Metropolitan Statistical Area",51,Information,1017
