NAICS Code,Total Employment - 2015,MSA
--,59998,"Abilene, TX MSA"
11,20,"Abilene, TX MSA"
21,1825,"Abilene, TX MSA"
22,451,"Abilene, TX MSA"
23,4415,"Abilene, TX MSA"
31-33,2903,"Abilene, TX MSA"
42,2565,"Abilene, TX MSA"
44-45,8764,"Abilene, TX MSA"
48-49,1686,"Abilene, TX MSA"
51,1138,"Abilene, TX MSA"
52,2668,"Abilene, TX MSA"
53,884,"Abilene, TX MSA"
54,1923,"Abilene, TX MSA"
55,724,"Abilene, TX MSA"
56,2181,"Abilene, TX MSA"
61,3454,"Abilene, TX MSA"
62,13052,"Abilene, TX MSA"
71,737,"Abilene, TX MSA"
72,7529,"Abilene, TX MSA"
81,3071,"Abilene, TX MSA"
99,8,"Abilene, TX MSA"
--,294127,"Akron, OH MSA"
11,42,"Akron, OH MSA"
21,217,"Akron, OH MSA"
22,0,"Akron, OH MSA"
23,12124,"Akron, OH MSA"
31-33,39977,"Akron, OH MSA"
42,19650,"Akron, OH MSA"
44-45,38811,"Akron, OH MSA"
48-49,9761,"Akron, OH MSA"
51,5599,"Akron, OH MSA"
52,11133,"Akron, OH MSA"
53,3407,"Akron, OH MSA"
54,15871,"Akron, OH MSA"
55,13661,"Akron, OH MSA"
56,17250,"Akron, OH MSA"
61,5528,"Akron, OH MSA"
62,51990,"Akron, OH MSA"
71,4535,"Akron, OH MSA"
72,28143,"Akron, OH MSA"
81,13612,"Akron, OH MSA"
99,16,"Akron, OH MSA"
--,35251,"Albany-Lebanon, OR MSA"
11,820,"Albany-Lebanon, OR MSA"
21,31,"Albany-Lebanon, OR MSA"
22,0,"Albany-Lebanon, OR MSA"
23,2359,"Albany-Lebanon, OR MSA"
31-33,7300,"Albany-Lebanon, OR MSA"
42,1630,"Albany-Lebanon, OR MSA"
44-45,5029,"Albany-Lebanon, OR MSA"
48-49,2596,"Albany-Lebanon, OR MSA"
51,341,"Albany-Lebanon, OR MSA"
52,1023,"Albany-Lebanon, OR MSA"
53,409,"Albany-Lebanon, OR MSA"
54,916,"Albany-Lebanon, OR MSA"
55,181,"Albany-Lebanon, OR MSA"
56,1837,"Albany-Lebanon, OR MSA"
61,274,"Albany-Lebanon, OR MSA"
62,5284,"Albany-Lebanon, OR MSA"
71,234,"Albany-Lebanon, OR MSA"
72,3157,"Albany-Lebanon, OR MSA"
81,1687,"Albany-Lebanon, OR MSA"
99,5,"Albany-Lebanon, OR MSA"
--,293984,"Albuquerque, NM MSA"
11,87,"Albuquerque, NM MSA"
21,304,"Albuquerque, NM MSA"
22,1688,"Albuquerque, NM MSA"
23,18893,"Albuquerque, NM MSA"
31-33,15476,"Albuquerque, NM MSA"
42,11860,"Albuquerque, NM MSA"
44-45,42372,"Albuquerque, NM MSA"
48-49,8044,"Albuquerque, NM MSA"
51,7212,"Albuquerque, NM MSA"
52,12235,"Albuquerque, NM MSA"
53,4568,"Albuquerque, NM MSA"
54,0,"Albuquerque, NM MSA"
55,4671,"Albuquerque, NM MSA"
56,17805,"Albuquerque, NM MSA"
61,4184,"Albuquerque, NM MSA"
62,55656,"Albuquerque, NM MSA"
71,5593,"Albuquerque, NM MSA"
72,39330,"Albuquerque, NM MSA"
81,12171,"Albuquerque, NM MSA"
99,31,"Albuquerque, NM MSA"
--,49098,"Alexandria, LA MSA"
11,223,"Alexandria, LA MSA"
21,77,"Alexandria, LA MSA"
22,0,"Alexandria, LA MSA"
23,2872,"Alexandria, LA MSA"
31-33,4136,"Alexandria, LA MSA"
42,1877,"Alexandria, LA MSA"
44-45,8278,"Alexandria, LA MSA"
48-49,972,"Alexandria, LA MSA"
51,602,"Alexandria, LA MSA"
52,1457,"Alexandria, LA MSA"
53,565,"Alexandria, LA MSA"
54,1957,"Alexandria, LA MSA"
55,224,"Alexandria, LA MSA"
56,1654,"Alexandria, LA MSA"
61,1146,"Alexandria, LA MSA"
62,14114,"Alexandria, LA MSA"
71,489,"Alexandria, LA MSA"
72,5156,"Alexandria, LA MSA"
81,2545,"Alexandria, LA MSA"
99,7,"Alexandria, LA MSA"
--,313182,"Allentown-Bethlehem-Easton, PA-NJ MSA"
11,33,"Allentown-Bethlehem-Easton, PA-NJ MSA"
21,147,"Allentown-Bethlehem-Easton, PA-NJ MSA"
22,2686,"Allentown-Bethlehem-Easton, PA-NJ MSA"
23,11256,"Allentown-Bethlehem-Easton, PA-NJ MSA"
31-33,35238,"Allentown-Bethlehem-Easton, PA-NJ MSA"
42,20250,"Allentown-Bethlehem-Easton, PA-NJ MSA"
44-45,44098,"Allentown-Bethlehem-Easton, PA-NJ MSA"
48-49,14354,"Allentown-Bethlehem-Easton, PA-NJ MSA"
51,5520,"Allentown-Bethlehem-Easton, PA-NJ MSA"
52,11109,"Allentown-Bethlehem-Easton, PA-NJ MSA"
53,2948,"Allentown-Bethlehem-Easton, PA-NJ MSA"
54,11932,"Allentown-Bethlehem-Easton, PA-NJ MSA"
55,10958,"Allentown-Bethlehem-Easton, PA-NJ MSA"
