State,NAICS Code,Total Employment - 2017
Colorado,23,160782
Colorado,31-33,123930
Colorado,42,101149
Colorado,44-45,275646
Colorado,48-49,70453
Colorado,51,93608
Colorado,52,116168
Colorado,53,47250
Colorado,54,192813
Colorado,55,64170
Colorado,56,266583
Colorado,61,51522
Colorado,62,315864
Colorado,71,56769
Colorado,72,291025
Colorado,81,110236
Colorado,99,197
Connecticut,--,1536858
Connecticut,11,317
Connecticut,21,675
Connecticut,22,7779
Connecticut,23,54529
Connecticut,31-33,155755
Connecticut,42,75741
Connecticut,44-45,185669
Connecticut,48-49,43254
Connecticut,51,41564
Connecticut,52,119604
Connecticut,53,20311
Connecticut,54,103642
Connecticut,55,32675
Connecticut,56,88478
Connecticut,61,79171
Connecticut,62,290886
Connecticut,71,29438
Connecticut,72,146518
Connecticut,81,60751
Connecticut,99,101
Delaware,--,400714
Delaware,11,146
Delaware,21,105
Delaware,22,2187
Delaware,23,20653
Delaware,31-33,27814
Delaware,42,16849
Delaware,44-45,57729
Delaware,48-49,11726
Delaware,51,6702
Delaware,52,44414
Delaware,53,5950
Delaware,54,29487
Delaware,55,6974
Delaware,56,29290
Delaware,61,7085
Delaware,62,68583
Delaware,71,7121
Delaware,72,41685
Delaware,81,16171
Delaware,99,43
District of Columbia,--,527004
District of Columbia,22,1857
District of Columbia,23,10066
District of Columbia,31-33,1095
District of Columbia,42,4062
District of Columbia,44-45,22304
District of Columbia,48-49,3533
District of Columbia,51,22338
District of Columbia,52,16921
District of Columbia,53,10670
District of Columbia,54,101146
District of Columbia,55,7879
District of Columbia,56,34541
District of Columbia,61,51722
District of Columbia,62,72997
District of Columbia,71,9756
District of Columbia,72,74758
District of Columbia,81,81338
District of Columbia,99,18
Florida,--,8385577
Florida,11,8546
Florida,21,3411
Florida,22,26834
Florida,23,427537
Florida,31-33,312032
Florida,42,318752
Florida,44-45,1081082
Florida,48-49,259830
Florida,51,168766
Florida,52,365226
Florida,53,173183
Florida,54,514282
Florida,55,156960
Florida,56,1749950
Florida,61,173085
Florida,62,1134627
Florida,71,212772
Florida,72,969544
Florida,81,328642
Florida,99,516
Georgia,--,3888928
Georgia,11,7445
Georgia,21,5694
Georgia,22,26026
Georgia,23,178527
Georgia,31-33,377455
Georgia,42,205772
Georgia,44-45,475516
Georgia,48-49,187562
Georgia,51,129157
Georgia,52,180689
Georgia,53,66863
Georgia,54,270919
Georgia,55,138833
Georgia,56,393875
Georgia,61,86658
Georgia,62,509188
Georgia,71,50572
Georgia,72,437863
Georgia,81,159971
Georgia,99,343
Hawaii,--,544056
Hawaii,11,171
Hawaii,21,173
Hawaii,22,3679
Hawaii,23,31783
Hawaii,31-33,12711
Hawaii,42,19026
Hawaii,44-45,70256
Hawaii,48-49,31655
Hawaii,51,8416
Hawaii,52,20010
Hawaii,53,12836
Hawaii,54,22922
Hawaii,55,7124
Hawaii,56,62015
Hawaii,61,18547
Hawaii,62,71950
Hawaii,71,11512
Hawaii,72,113250
Hawaii,81,25975
Hawaii,99,45
Idaho,--,578134
Idaho,11,3715
Idaho,21,2592
Idaho,22,3961
Idaho,23,40583
Idaho,31-33,59993
Idaho,42,32657
Idaho,44-45,82262
Idaho,48-49,19282
Idaho,51,13354
Idaho,52,22650
Idaho,53,7569
Idaho,54,33084
Idaho,55,8460
Idaho,56,42842
Idaho,61,14782
Idaho,62,96205
Idaho,71,8654
Idaho,72,65028
Idaho,81,20379
Idaho,99,82
Illinois,--,5497629
Illinois,11,2097
Illinois,21,7631
Illinois,22,29309
Illinois,23,208103
Illinois,31-33,534047
Illinois,42,328247
Illinois,44-45,611277
Illinois,48-49,255727
Illinois,51,125797
Illinois,52,339305
Illinois,53,81267
Illinois,54,390595
Illinois,55,206250
Illinois,56,524433
Illinois,61,168411
Illinois,62,807541
Illinois,71,89093
Illinois,72,540039
Illinois,81,248179
Illinois,99,281
Indiana,--,2779124
Indiana,11,1608
Indiana,21,6140
Indiana,22,15611
Indiana,23,131897
Indiana,31-33,512254
Indiana,42,121412
Indiana,44-45,332029
Indiana,48-49,126203
Indiana,51,46524
Indiana,52,105647
Indiana,53,34058
Indiana,54,124820
Indiana,55,53742
Indiana,56,219495
Indiana,61,68197
Indiana,62,432565
Indiana,71,35841
Indiana,72,283269
Indiana,81,127688
Indiana,99,124
Iowa,--,1353681
Iowa,11,2726
Iowa,21,2148
Iowa,22,7884
Iowa,23,67984
Iowa,31-33,210737
Iowa,42,69807
Iowa,44-45,179727
Iowa,48-49,59286
Iowa,51,29798
Iowa,52,96037
Iowa,53,14202
Iowa,54,55478
Iowa,55,26222
Iowa,56,84423
Iowa,61,35179
Iowa,62,217484
Iowa,71,19108
Iowa,72,123676
Iowa,81,51695
Iowa,99,80
Kansas,--,1199162
Kansas,11,859
Kansas,21,6889
Kansas,22,7119
Kansas,23,66066
Kansas,31-33,159506
Kansas,42,63396
Kansas,44-45,148253
Kansas,48-49,58357
Kansas,51,29913
Kansas,52,60542
Kansas,53,14560
Kansas,54,65817
Kansas,55,24547
Kansas,56,89830
Kansas,61,21111
Kansas,62,193428
Kansas,71,17513
Kansas,72,121061
Kansas,81,50325
Kansas,99,70
Kentucky,--,1625006
Kentucky,11,1437
Kentucky,21,9663
Kentucky,22,8629
Kentucky,23,71951
Kentucky,31-33,245475
Kentucky,42,71509
Kentucky,44-45,216977
Kentucky,48-49,93337
Kentucky,51,32110
Kentucky,52,75712
Kentucky,53,18217
Kentucky,54,72077
Kentucky,55,37537
Kentucky,56,118339
Kentucky,61,28893
Kentucky,62,260461
Kentucky,71,18477
Kentucky,72,178475
Kentucky,81,65585
Kentucky,99,145
Louisiana,--,1688674
Louisiana,11,4006
Louisiana,21,39050
Louisiana,22,11147
Louisiana,23,136172
Louisiana,31-33,116856
Louisiana,42,73801
Louisiana,44-45,231181
Louisiana,48-49,66303
Louisiana,51,24286
Louisiana,52,65454
Louisiana,53,29501
Louisiana,54,95230
Louisiana,55,29051
Louisiana,56,104173
Louisiana,61,44460
Louisiana,62,298483
Louisiana,71,25423
Louisiana,72,217928
Louisiana,81,76061
Louisiana,99,108
Maine,--,513745
Maine,11,3152
Maine,21,59
Maine,22,2440
Maine,23,26119
Maine,31-33,49789
Maine,42,18807
Maine,44-45,81441
Maine,48-49,16898
Maine,51,11596
Maine,52,28005
Maine,53,7354
Maine,54,22872
Maine,55,9549
Maine,56,23691
Maine,61,18235
Maine,62,112277
Maine,71,7646
Maine,72,54820
Maine,81,18951
Maine,99,44
Maryland,--,2335479
Maryland,11,1122
Maryland,21,1014
Maryland,22,9888
Maryland,23,152184
Maryland,31-33,98646
Maryland,42,88913
Maryland,44-45,291897
Maryland,48-49,72691
Maryland,51,53537
Maryland,52,102316
Maryland,53,46521
Maryland,54,283162
Maryland,55,59448
Maryland,56,209742
Maryland,61,83377
Maryland,62,380827
Maryland,71,42464
Maryland,72,241782
Maryland,81,115764
Maryland,99,184
Massachusetts,--,3316716
Massachusetts,11,1207
Massachusetts,21,836
Massachusetts,22,12617
Massachusetts,23,135470
Massachusetts,31-33,223386
Massachusetts,42,145897
Massachusetts,44-45,372079
Massachusetts,48-49,90978
Massachusetts,51,124720
Massachusetts,52,192251
Massachusetts,53,49307
Massachusetts,54,296367
Massachusetts,55,101040
Massachusetts,56,207979
Massachusetts,61,221624
Massachusetts,62,641269
Massachusetts,71,62020
Massachusetts,72,310206
Massachusetts,81,126924
Massachusetts,99,539
Michigan,--,3859949
Michigan,11,3868
Michigan,21,4190
Michigan,22,23110
Michigan,23,148071
Michigan,31-33,593951
Michigan,42,183536
Michigan,44-45,460257
Michigan,48-49,116051
Michigan,51,69295
Michigan,52,166262
Michigan,53,52505
Michigan,54,272094
Michigan,55,121297
Michigan,56,346616
Michigan,61,71495
Michigan,62,616371
Michigan,71,50051
Michigan,72,399366
Michigan,81,161255
Michigan,99,308
Minnesota,--,2685047
Minnesota,11,2586
Minnesota,21,5155
Minnesota,22,13222
Minnesota,23,122007
Minnesota,31-33,309323
Minnesota,42,140155
Minnesota,44-45,304141
Minnesota,48-49,84449
Minnesota,51,62832
Minnesota,52,159880
Minnesota,53,38737
Minnesota,54,187998
Minnesota,55,127496
Minnesota,56,172232
Minnesota,61,73506
Minnesota,62,471360
Minnesota,71,49580
Minnesota,72,243473
Minnesota,81,116747
Minnesota,99,168
Mississippi,--,939485
Mississippi,11,4629
Mississippi,21,4199
Mississippi,22,9382
Mississippi,23,43454
Mississippi,31-33,146479
Mississippi,42,37351
Mississippi,44-45,141149
Mississippi,48-49,39444
Mississippi,51,14188
Mississippi,52,32504
Mississippi,53,9793
Mississippi,54,30508
Mississippi,55,8745
Mississippi,56,55422
Mississippi,61,16100
Mississippi,62,168501
Mississippi,71,8623
Mississippi,72,130522
Mississippi,81,38394
Mississippi,99,98
Missouri,--,2517204
Missouri,11,1710
Missouri,21,3562
Missouri,22,15561
Missouri,23,130272
Missouri,31-33,264899
Missouri,42,124869
Missouri,44-45,310636
Missouri,48-49,88261
Missouri,51,56645
Missouri,52,140332
Missouri,53,36853
Missouri,54,160009
Missouri,55,92749
Missouri,56,177770
Missouri,61,74744
Missouri,62,413376
Missouri,71,41745
Missouri,72,268499
Missouri,81,114125
Missouri,99,587
Montana,--,376565
Montana,11,1019
Montana,21,5487
Montana,22,3058
Montana,23,25575
Montana,31-33,18996
Montana,42,15720
Montana,44-45,58233
Montana,48-49,11779
Montana,51,8722
Montana,52,16077
Montana,53,5928
Montana,54,18223
Montana,55,2635
Montana,56,27889
Montana,61,6440
Montana,62,72425
Montana,71,9927
Montana,72,51697
Montana,81,16699
Montana,99,36
Nebraska,--,833472
Nebraska,11,1330
Nebraska,21,1057
Nebraska,22,1141
Nebraska,23,48084
Nebraska,31-33,96270
Nebraska,42,41006
Nebraska,44-45,109010
Nebraska,48-49,30707
Nebraska,51,21232
Nebraska,52,65382
Nebraska,53,11282
Nebraska,54,39047
Nebraska,55,22233
Nebraska,56,64726
Nebraska,61,19039
Nebraska,62,133276
Nebraska,71,14765
Nebraska,72,77822
Nebraska,81,35983
Nebraska,99,80
Nevada,--,1191625
Nevada,11,287
Nevada,21,12935
Nevada,22,4757
Nevada,23,75417
Nevada,31-33,44895
Nevada,42,37565
Nevada,44-45,143438
Nevada,48-49,54589
Nevada,51,18161
Nevada,52,34908
Nevada,53,29489
Nevada,54,58679
Nevada,55,22970
Nevada,56,124890
Nevada,61,12199
Nevada,62,130170
Nevada,71,31249
Nevada,72,319214
Nevada,81,35741
Nevada,99,72
New Hampshire,--,603923
New Hampshire,11,619
New Hampshire,21,243
New Hampshire,22,3256
New Hampshire,23,27661
New Hampshire,31-33,70366
New Hampshire,42,24622
New Hampshire,44-45,96785
New Hampshire,48-49,13972
New Hampshire,51,16552
New Hampshire,52,28580
New Hampshire,53,7329
New Hampshire,54,31926
New Hampshire,55,9292
New Hampshire,56,55828
New Hampshire,61,27063
New Hampshire,62,94601
New Hampshire,71,12060
New Hampshire,72,59561
New Hampshire,81,23543
New Hampshire,99,64
New Jersey,--,3679443
New Jersey,11,1078
New Jersey,21,1144
New Jersey,22,20117
New Jersey,23,157678
New Jersey,31-33,222454
New Jersey,42,271598
New Jersey,44-45,462415
New Jersey,48-49,174563
New Jersey,51,90309
New Jersey,52,193659
New Jersey,53,60005
New Jersey,54,319455
New Jersey,55,118747
New Jersey,56,337135
New Jersey,61,105893
New Jersey,62,598540
New Jersey,71,65563
New Jersey,72,322693
New Jersey,81,156103
New Jersey,99,294
New Mexico,--,626466
New Mexico,11,366
New Mexico,21,17189
New Mexico,22,4506
New Mexico,23,39101
New Mexico,31-33,25357
New Mexico,42,19484
New Mexico,44-45,91678
New Mexico,48-49,17674
New Mexico,51,12316
New Mexico,52,24675
New Mexico,53,9190
New Mexico,54,57612
New Mexico,55,6934
New Mexico,56,33722
New Mexico,61,9045
New Mexico,62,126231
New Mexico,71,12964
New Mexico,72,91618
New Mexico,81,26770
New Mexico,99,34
New York,--,8261269
New York,11,2878
New York,21,3691
New York,22,41706
New York,23,364956
New York,31-33,410579
New York,42,356952
New York,44-45,925381
New York,48-49,248505
New York,51,292355
New York,52,542326
New York,53,181035
New York,54,644951
New York,55,186487
New York,56,626832
New York,61,413597
New York,62,1628655
New York,71,180337
New York,72,816114
New York,81,393194
New York,99,738
North Carolina,--,3774377
North Carolina,11,5053
North Carolina,21,3020
North Carolina,22,21327
North Carolina,23,196503
North Carolina,31-33,439141
North Carolina,42,192151
North Carolina,44-45,491408
North Carolina,48-49,125854
North Carolina,51,89137
North Carolina,52,184794
North Carolina,53,54841
North Carolina,54,222731
North Carolina,55,95670
North Carolina,56,289033
North Carolina,61,103634
North Carolina,62,598661
North Carolina,71,66617
North Carolina,72,434293
North Carolina,81,160140
North Carolina,99,369
North Dakota,--,340521
North Dakota,11,443
North Dakota,21,15377
North Dakota,22,4229
North Dakota,23,22544
North Dakota,31-33,24486
North Dakota,42,21619
North Dakota,44-45,48538
North Dakota,48-49,16485
North Dakota,51,7008
North Dakota,52,18000
North Dakota,53,5507
North Dakota,54,15321
North Dakota,55,4418
North Dakota,56,14075
North Dakota,61,4006
North Dakota,62,61364
North Dakota,71,5945
North Dakota,72,37205
North Dakota,81,13912
North Dakota,99,39
Ohio,--,4815946
Ohio,11,1221
Ohio,21,10621
Ohio,22,23380
Ohio,23,192295
Ohio,31-33,666886
Ohio,42,233719
Ohio,44-45,562851
Ohio,48-49,187936
Ohio,51,99186
Ohio,52,257609
Ohio,53,62749
Ohio,54,254878
Ohio,55,157150
Ohio,56,390027
Ohio,61,116737
Ohio,62,845432
Ohio,71,76581
Ohio,72,476575
Ohio,81,199968
Ohio,99,145
Oklahoma,--,1360720
Oklahoma,11,869
Oklahoma,21,41214
Oklahoma,22,9806
Oklahoma,23,72182
Oklahoma,31-33,126362
Oklahoma,42,58016
Oklahoma,44-45,178774
Oklahoma,48-49,49724
Oklahoma,51,28834
Oklahoma,52,60485
Oklahoma,53,22522
Oklahoma,54,73087
Oklahoma,55,38894
Oklahoma,56,104651
Oklahoma,61,21865
Oklahoma,62,221928
Oklahoma,71,25866
Oklahoma,72,162360
Oklahoma,81,63176
Oklahoma,99,105
Oregon,--,1596637
Oregon,11,12773
Oregon,21,1254
Oregon,22,8034
Oregon,23,94574
Oregon,31-33,174693
Oregon,42,77547
Oregon,44-45,207345
Oregon,48-49,58815
Oregon,51,40096
Oregon,52,62100
Oregon,53,29703
Oregon,54,93164
Oregon,55,53538
Oregon,56,105483
Oregon,61,37424
Oregon,62,261317
Oregon,71,28306
Oregon,72,182550
Oregon,81,67755
Oregon,99,166
Pennsylvania,--,5433660
Pennsylvania,11,2769
Pennsylvania,21,24074
Pennsylvania,22,29868
Pennsylvania,23,236522
Pennsylvania,31-33,542823
Pennsylvania,42,253810
Pennsylvania,44-45,660206
Pennsylvania,48-49,227874
Pennsylvania,51,113339
Pennsylvania,52,282003
Pennsylvania,53,65887
Pennsylvania,54,335128
Pennsylvania,55,181240
Pennsylvania,56,336825
Pennsylvania,61,268467
Pennsylvania,62,1032307
Pennsylvania,71,111307
Pennsylvania,72,485966
Pennsylvania,81,242956
Pennsylvania,99,289
Rhode Island,--,435978
Rhode Island,11,162
Rhode Island,21,137
Rhode Island,22,1278
Rhode Island,23,18492
Rhode Island,31-33,38800
Rhode Island,42,21623
Rhode Island,44-45,49329
Rhode Island,48-49,11021
Rhode Island,51,6921
Rhode Island,52,25885
Rhode Island,53,5386
Rhode Island,54,24187
Rhode Island,55,13425
Rhode Island,56,24057
Rhode Island,61,30100
Rhode Island,62,87348
Rhode Island,71,8823
Rhode Island,72,51332
Rhode Island,81,17641
Rhode Island,99,31
South Carolina,--,1866451
South Carolina,11,4075
South Carolina,21,1628
South Carolina,22,12413
South Carolina,23,84217
South Carolina,31-33,231872
South Carolina,42,72284
South Carolina,44-45,247322
South Carolina,48-49,61960
South Carolina,51,41439
South Carolina,52,72413
South Carolina,53,25932
South Carolina,54,96033
South Carolina,55,27418
South Carolina,56,275912
South Carolina,61,32415
South Carolina,62,242039
South Carolina,71,28105
South Carolina,72,225634
South Carolina,81,83204
South Carolina,99,136
South Dakota,--,359643
South Dakota,11,447
South Dakota,21,1055
South Dakota,22,2206
South Dakota,23,20354
South Dakota,31-33,44301
South Dakota,42,18735
South Dakota,44-45,52593
South Dakota,48-49,10427
South Dakota,51,7874
South Dakota,52,26889
South Dakota,53,4273
South Dakota,54,12749
South Dakota,55,7546
South Dakota,56,11295
South Dakota,61,7856
South Dakota,62,69814
South Dakota,71,6778
South Dakota,72,40009
South Dakota,81,14421
South Dakota,99,21
Tennessee,--,2650007
Tennessee,11,1571
Tennessee,21,2936
Tennessee,22,3191
Tennessee,23,116530
Tennessee,31-33,326320
Tennessee,42,117012
Tennessee,44-45,317676
Tennessee,48-49,145477
Tennessee,51,49414
Tennessee,52,124120
Tennessee,53,35681
Tennessee,54,121940
Tennessee,55,96001
Tennessee,56,264698
Tennessee,61,65145
Tennessee,62,420766
Tennessee,71,37307
Tennessee,72,291639
Tennessee,81,112342
Tennessee,99,241
Texas,--,10580160
Texas,11,7360
Texas,21,203066
Texas,22,55550
Texas,23,704666
Texas,31-33,773920
Texas,42,516404
Texas,44-45,1294394
Texas,48-49,468857
Texas,51,248484
Texas,52,539597
Texas,53,199470
Texas,54,724464
Texas,55,323961
Texas,56,978622
Texas,61,197024
Texas,62,1527228
Texas,71,152605
Texas,72,1208331
Texas,81,455311
Texas,99,846
Utah,--,1282455
Utah,11,423
Utah,21,7763
Utah,22,3704
Utah,23,83686
Utah,31-33,123163
Utah,42,54134
Utah,44-45,154937
Utah,48-49,57290
Utah,51,52550
Utah,52,67369
Utah,53,19405
Utah,54,91999
Utah,55,26154
Utah,56,145464
Utah,61,53037
Utah,62,144016
Utah,71,23360
Utah,72,119533
Utah,81,54373
Utah,99,95
Vermont,--,258876
Vermont,11,503
Vermont,21,447
Vermont,22,1282
Vermont,23,14506
Vermont,31-33,28569
Vermont,42,10985
Vermont,44-45,38063
Vermont,48-49,6111
Vermont,51,7971
Vermont,52,8927
Vermont,53,3247
Vermont,54,12733
Vermont,55,2102
Vermont,56,8962
Vermont,61,15414
Vermont,62,48633
Vermont,71,7767
Vermont,72,33179
Vermont,81,9460
Vermont,99,15
Virginia,--,3310542
Virginia,11,4354
Virginia,21,6106
Virginia,22,15112
Virginia,23,183294
Virginia,31-33,236287
Virginia,42,104516
Virginia,44-45,424559
Virginia,48-49,103520
Virginia,51,97995
Virginia,52,154996
Virginia,53,55152
Virginia,54,465821
Virginia,55,74784
Virginia,56,258441
Virginia,61,81212
Virginia,62,452188
Virginia,71,61389
Virginia,72,362593
Virginia,81,168010
Virginia,99,213
Washington,--,2768660
Washington,11,14211
Washington,21,2099
Washington,22,9716
Washington,23,190419
Washington,31-33,262967
Washington,42,135563
Washington,44-45,338081
Washington,48-49,98405
Washington,51,140677
Washington,52,102192
Washington,53,50377
Washington,54,207890
Washington,55,103905
Washington,56,157069
Washington,61,54213
Washington,62,428500
Washington,71,64016
Washington,72,289701
Washington,81,118390
Washington,99,269
West Virginia,--,549413
West Virginia,11,864
West Virginia,21,18452
West Virginia,22,6222
West Virginia,23,23523
West Virginia,31-33,48815
West Virginia,42,17973
West Virginia,44-45,82055
West Virginia,48-49,14556
West Virginia,51,10048
West Virginia,52,16936
West Virginia,53,6321
West Virginia,54,24345
West Virginia,55,5466
West Virginia,56,32792
West Virginia,61,8997
West Virginia,62,133216
West Virginia,71,7157
West Virginia,72,68056
West Virginia,81,23586
West Virginia,99,33
Wisconsin,--,2561381
Wisconsin,11,3391
Wisconsin,21,7186
Wisconsin,22,12699
Wisconsin,23,108611
Wisconsin,31-33,457963
Wisconsin,42,122524
Wisconsin,44-45,310858
Wisconsin,48-49,103395
Wisconsin,51,58036
Wisconsin,52,142961
Wisconsin,53,27316
Wisconsin,54,108015
Wisconsin,55,80800
Wisconsin,56,156030
Wisconsin,61,55939
Wisconsin,62,408348
Wisconsin,71,47534
Wisconsin,72,243908
Wisconsin,81,105763
Wisconsin,99,104
Wyoming,--,201864
Wyoming,11,216
Wyoming,21,17757
Wyoming,22,2634
Wyoming,23,17365
Wyoming,31-33,9483
Wyoming,42,7152
Wyoming,44-45,29298
Wyoming,48-49,9692
Wyoming,51,4047
Wyoming,52,6698
Wyoming,53,4222
Wyoming,54,9312
Wyoming,55,1033
Wyoming,56,6680
Wyoming,61,2045
Wyoming,62,32917
Wyoming,71,5094
Wyoming,72,27770
Wyoming,81,8385
Wyoming,99,64
