NAICS Code,Total Employment - 2010,MSA
52,12416,"Allentown-Bethlehem-Easton, PA-NJ MSA"
53,2745,"Allentown-Bethlehem-Easton, PA-NJ MSA"
54,11630,"Allentown-Bethlehem-Easton, PA-NJ MSA"
55,9187,"Allentown-Bethlehem-Easton, PA-NJ MSA"
56,16227,"Allentown-Bethlehem-Easton, PA-NJ MSA"
61,11266,"Allentown-Bethlehem-Easton, PA-NJ MSA"
62,55139,"Allentown-Bethlehem-Easton, PA-NJ MSA"
71,4436,"Allentown-Bethlehem-Easton, PA-NJ MSA"
72,24727,"Allentown-Bethlehem-Easton, PA-NJ MSA"
81,13683,"Allentown-Bethlehem-Easton, PA-NJ MSA"
99,0,"Allentown-Bethlehem-Easton, PA-NJ MSA"
--,50470,"Altoona, PA MSA"
11,0,"Altoona, PA MSA"
21,0,"Altoona, PA MSA"
22,0,"Altoona, PA MSA"
23,2178,"Altoona, PA MSA"
31-33,6699,"Altoona, PA MSA"
42,1775,"Altoona, PA MSA"
44-45,9064,"Altoona, PA MSA"
48-49,3342,"Altoona, PA MSA"
51,1311,"Altoona, PA MSA"
52,1414,"Altoona, PA MSA"
53,334,"Altoona, PA MSA"
54,1917,"Altoona, PA MSA"
55,583,"Altoona, PA MSA"
56,1965,"Altoona, PA MSA"
61,324,"Altoona, PA MSA"
62,11570,"Altoona, PA MSA"
71,541,"Altoona, PA MSA"
72,4718,"Altoona, PA MSA"
81,2502,"Altoona, PA MSA"
99,0,"Altoona, PA MSA"
--,88609,"Amarillo, TX MSA"
11,45,"Amarillo, TX MSA"
21,266,"Amarillo, TX MSA"
22,0,"Amarillo, TX MSA"
23,5491,"Amarillo, TX MSA"
31-33,7575,"Amarillo, TX MSA"
42,4957,"Amarillo, TX MSA"
44-45,13677,"Amarillo, TX MSA"
48-49,2845,"Amarillo, TX MSA"
51,1646,"Amarillo, TX MSA"
52,5474,"Amarillo, TX MSA"
53,1383,"Amarillo, TX MSA"
54,2789,"Amarillo, TX MSA"
55,1362,"Amarillo, TX MSA"
56,6456,"Amarillo, TX MSA"
61,783,"Amarillo, TX MSA"
62,16161,"Amarillo, TX MSA"
71,1040,"Amarillo, TX MSA"
72,10203,"Amarillo, TX MSA"
81,5106,"Amarillo, TX MSA"
99,0,"Amarillo, TX MSA"
--,28112,"Ames, IA MSA"
11,150,"Ames, IA MSA"
21,0,"Ames, IA MSA"
22,36,"Ames, IA MSA"
23,1667,"Ames, IA MSA"
31-33,4197,"Ames, IA MSA"
42,872,"Ames, IA MSA"
44-45,4732,"Ames, IA MSA"
48-49,383,"Ames, IA MSA"
51,734,"Ames, IA MSA"
52,906,"Ames, IA MSA"
53,409,"Ames, IA MSA"
54,1110,"Ames, IA MSA"
55,280,"Ames, IA MSA"
56,1237,"Ames, IA MSA"
61,163,"Ames, IA MSA"
62,4934,"Ames, IA MSA"
71,420,"Ames, IA MSA"
72,4182,"Ames, IA MSA"
81,1657,"Ames, IA MSA"
99,2,"Ames, IA MSA"
--,160120,"Anchorage, AK MSA"
11,0,"Anchorage, AK MSA"
21,7918,"Anchorage, AK MSA"
22,847,"Anchorage, AK MSA"
23,12817,"Anchorage, AK MSA"
31-33,2939,"Anchorage, AK MSA"
42,6030,"Anchorage, AK MSA"
44-45,18308,"Anchorage, AK MSA"
48-49,10544,"Anchorage, AK MSA"
51,4967,"Anchorage, AK MSA"
52,5407,"Anchorage, AK MSA"
53,3115,"Anchorage, AK MSA"
54,13134,"Anchorage, AK MSA"
55,5388,"Anchorage, AK MSA"
56,16765,"Anchorage, AK MSA"
61,1683,"Anchorage, AK MSA"
62,24918,"Anchorage, AK MSA"
71,2887,"Anchorage, AK MSA"
72,16449,"Anchorage, AK MSA"
81,5863,"Anchorage, AK MSA"
99,0,"Anchorage, AK MSA"
--,132543,"Ann Arbor, MI MSA"
11,49,"Ann Arbor, MI MSA"
21,0,"Ann Arbor, MI MSA"
22,0,"Ann Arbor, MI MSA"
23,3291,"Ann Arbor, MI MSA"
31-33,12324,"Ann Arbor, MI MSA"
42,3694,"Ann Arbor, MI MSA"
44-45,15526,"Ann Arbor, MI MSA"
48-49,2796,"Ann Arbor, MI MSA"
51,4900,"Ann Arbor, MI MSA"
52,3867,"Ann Arbor, MI MSA"
53,2668,"Ann Arbor, MI MSA"
54,11576,"Ann Arbor, MI MSA"
55,3708,"Ann Arbor, MI MSA"
56,9281,"Ann Arbor, MI MSA"
61,1968,"Ann Arbor, MI MSA"
62,34254,"Ann Arbor, MI MSA"
71,2219,"Ann Arbor, MI MSA"
72,13865,"Ann Arbor, MI MSA"
81,5909,"Ann Arbor, MI MSA"
99,0,"Ann Arbor, MI MSA"
--,36951,"Anniston-Oxford, AL MSA"
11,51,"Anniston-Oxford, AL MSA"
21,0,"Anniston-Oxford, AL MSA"
22,0,"Anniston-Oxford, AL MSA"
23,1060,"Anniston-Oxford, AL MSA"
31-33,5993,"Anniston-Oxford, AL MSA"
42,1648,"Anniston-Oxford, AL MSA"
44-45,6498,"Anniston-Oxford, AL MSA"
48-49,2036,"Anniston-Oxford, AL MSA"
51,796,"Anniston-Oxford, AL MSA"
52,910,"Anniston-Oxford, AL MSA"
53,322,"Anniston-Oxford, AL MSA"
54,1665,"Anniston-Oxford, AL MSA"
55,135,"Anniston-Oxford, AL MSA"
56,2735,"Anniston-Oxford, AL MSA"
61,362,"Anniston-Oxford, AL MSA"
62,6206,"Anniston-Oxford, AL MSA"
71,209,"Anniston-Oxford, AL MSA"
72,4254,"Anniston-Oxford, AL MSA"
81,1838,"Anniston-Oxford, AL MSA"
99,0,"Anniston-Oxford, AL MSA"
--,101841,"Appleton, WI MSA"
11,26,"Appleton, WI MSA"
21,130,"Appleton, WI MSA"
22,0,"Appleton, WI MSA"
23,6191,"Appleton, WI MSA"
31-33,19203,"Appleton, WI MSA"
42,5866,"Appleton, WI MSA"
44-45,14121,"Appleton, WI MSA"
48-49,3947,"Appleton, WI MSA"
51,2058,"Appleton, WI MSA"
52,6322,"Appleton, WI MSA"
53,731,"Appleton, WI MSA"
54,4424,"Appleton, WI MSA"
55,2125,"Appleton, WI MSA"
56,6056,"Appleton, WI MSA"
61,1912,"Appleton, WI MSA"
62,12353,"Appleton, WI MSA"
71,2097,"Appleton, WI MSA"
72,9465,"Appleton, WI MSA"
81,4640,"Appleton, WI MSA"
99,0,"Appleton, WI MSA"
--,141838,"Asheville, NC MSA"
11,0,"Asheville, NC MSA"
21,125,"Asheville, NC MSA"
22,464,"Asheville, NC MSA"
23,7642,"Asheville, NC MSA"
31-33,16905,"Asheville, NC MSA"
42,4793,"Asheville, NC MSA"
44-45,23133,"Asheville, NC MSA"
48-49,3688,"Asheville, NC MSA"
51,2053,"Asheville, NC MSA"
52,4044,"Asheville, NC MSA"
53,2203,"Asheville, NC MSA"
54,5251,"Asheville, NC MSA"
55,1043,"Asheville, NC MSA"
56,7020,"Asheville, NC MSA"
61,4120,"Asheville, NC MSA"
62,30542,"Asheville, NC MSA"
71,2927,"Asheville, NC MSA"
72,18263,"Asheville, NC MSA"
81,7564,"Asheville, NC MSA"
99,27,"Asheville, NC MSA"
--,53718,"Athens-Clarke County, GA MSA"
11,0,"Athens-Clarke County, GA MSA"
21,194,"Athens-Clarke County, GA MSA"
22,268,"Athens-Clarke County, GA MSA"
23,1993,"Athens-Clarke County, GA MSA"
31-33,6002,"Athens-Clarke County, GA MSA"
42,2225,"Athens-Clarke County, GA MSA"
44-45,9280,"Athens-Clarke County, GA MSA"
48-49,915,"Athens-Clarke County, GA MSA"
51,958,"Athens-Clarke County, GA MSA"
52,1766,"Athens-Clarke County, GA MSA"
53,1046,"Athens-Clarke County, GA MSA"
54,2447,"Athens-Clarke County, GA MSA"
55,407,"Athens-Clarke County, GA MSA"
56,2964,"Athens-Clarke County, GA MSA"
61,875,"Athens-Clarke County, GA MSA"
62,11020,"Athens-Clarke County, GA MSA"
71,668,"Athens-Clarke County, GA MSA"
72,7531,"Athens-Clarke County, GA MSA"
81,3092,"Athens-Clarke County, GA MSA"
99,0,"Athens-Clarke County, GA MSA"
--,2003047,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
11,416,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
21,1025,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
22,0,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
23,94993,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
31-33,124031,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
42,134405,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
44-45,238189,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
48-49,103362,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
51,99043,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
52,106978,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
53,39884,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
54,174484,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
55,97821,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
56,170823,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
61,55430,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
62,225921,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
71,28143,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
72,200873,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
81,92629,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
99,162,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
--,113533,"Atlantic City-Hammonton, NJ MSA"
11,0,"Atlantic City-Hammonton, NJ MSA"
21,0,"Atlantic City-Hammonton, NJ MSA"
22,741,"Atlantic City-Hammonton, NJ MSA"
23,4295,"Atlantic City-Hammonton, NJ MSA"
31-33,1500,"Atlantic City-Hammonton, NJ MSA"
42,2859,"Atlantic City-Hammonton, NJ MSA"
44-45,16108,"Atlantic City-Hammonton, NJ MSA"
48-49,1766,"Atlantic City-Hammonton, NJ MSA"
51,1057,"Atlantic City-Hammonton, NJ MSA"
52,3695,"Atlantic City-Hammonton, NJ MSA"
53,1388,"Atlantic City-Hammonton, NJ MSA"
54,4946,"Atlantic City-Hammonton, NJ MSA"
55,922,"Atlantic City-Hammonton, NJ MSA"
56,3449,"Atlantic City-Hammonton, NJ MSA"
61,943,"Atlantic City-Hammonton, NJ MSA"
62,17307,"Atlantic City-Hammonton, NJ MSA"
71,1234,"Atlantic City-Hammonton, NJ MSA"
72,46659,"Atlantic City-Hammonton, NJ MSA"
81,4599,"Atlantic City-Hammonton, NJ MSA"
99,5,"Atlantic City-Hammonton, NJ MSA"
--,34910,"Auburn-Opelika, AL MSA"
11,0,"Auburn-Opelika, AL MSA"
21,83,"Auburn-Opelika, AL MSA"
22,0,"Auburn-Opelika, AL MSA"
23,1951,"Auburn-Opelika, AL MSA"
31-33,4787,"Auburn-Opelika, AL MSA"
42,990,"Auburn-Opelika, AL MSA"
44-45,6175,"Auburn-Opelika, AL MSA"
48-49,1806,"Auburn-Opelika, AL MSA"
51,613,"Auburn-Opelika, AL MSA"
52,865,"Auburn-Opelika, AL MSA"
53,607,"Auburn-Opelika, AL MSA"
54,1021,"Auburn-Opelika, AL MSA"
55,0,"Auburn-Opelika, AL MSA"
56,2705,"Auburn-Opelika, AL MSA"
61,212,"Auburn-Opelika, AL MSA"
62,5416,"Auburn-Opelika, AL MSA"
71,374,"Auburn-Opelika, AL MSA"
72,5383,"Auburn-Opelika, AL MSA"
81,1700,"Auburn-Opelika, AL MSA"
99,0,"Auburn-Opelika, AL MSA"
--,170333,"Augusta-Richmond County, GA-SC MSA"
11,558,"Augusta-Richmond County, GA-SC MSA"
21,231,"Augusta-Richmond County, GA-SC MSA"
22,0,"Augusta-Richmond County, GA-SC MSA"
23,14903,"Augusta-Richmond County, GA-SC MSA"
31-33,21018,"Augusta-Richmond County, GA-SC MSA"
42,4471,"Augusta-Richmond County, GA-SC MSA"
44-45,24596,"Augusta-Richmond County, GA-SC MSA"
48-49,4853,"Augusta-Richmond County, GA-SC MSA"
51,3807,"Augusta-Richmond County, GA-SC MSA"
52,4421,"Augusta-Richmond County, GA-SC MSA"
53,2094,"Augusta-Richmond County, GA-SC MSA"
54,7705,"Augusta-Richmond County, GA-SC MSA"
55,1094,"Augusta-Richmond County, GA-SC MSA"
56,15084,"Augusta-Richmond County, GA-SC MSA"
61,2850,"Augusta-Richmond County, GA-SC MSA"
62,32777,"Augusta-Richmond County, GA-SC MSA"
71,2159,"Augusta-Richmond County, GA-SC MSA"
72,17969,"Augusta-Richmond County, GA-SC MSA"
81,7565,"Augusta-Richmond County, GA-SC MSA"
99,0,"Augusta-Richmond County, GA-SC MSA"
--,640563,"Austin-Round Rock-Georgetown, TX MSA"
11,109,"Austin-Round Rock-Georgetown, TX MSA"
21,1769,"Austin-Round Rock-Georgetown, TX MSA"
22,2105,"Austin-Round Rock-Georgetown, TX MSA"
23,39950,"Austin-Round Rock-Georgetown, TX MSA"
31-33,34928,"Austin-Round Rock-Georgetown, TX MSA"
42,40578,"Austin-Round Rock-Georgetown, TX MSA"
44-45,86119,"Austin-Round Rock-Georgetown, TX MSA"
48-49,10548,"Austin-Round Rock-Georgetown, TX MSA"
51,24245,"Austin-Round Rock-Georgetown, TX MSA"
52,33102,"Austin-Round Rock-Georgetown, TX MSA"
53,14672,"Austin-Round Rock-Georgetown, TX MSA"
54,64243,"Austin-Round Rock-Georgetown, TX MSA"
55,22115,"Austin-Round Rock-Georgetown, TX MSA"
56,51980,"Austin-Round Rock-Georgetown, TX MSA"
61,12896,"Austin-Round Rock-Georgetown, TX MSA"
62,78088,"Austin-Round Rock-Georgetown, TX MSA"
71,10433,"Austin-Round Rock-Georgetown, TX MSA"
72,79020,"Austin-Round Rock-Georgetown, TX MSA"
81,33518,"Austin-Round Rock-Georgetown, TX MSA"
99,0,"Austin-Round Rock-Georgetown, TX MSA"
--,174924,"Bakersfield, CA MSA"
11,5137,"Bakersfield, CA MSA"
21,6651,"Bakersfield, CA MSA"
22,0,"Bakersfield, CA MSA"
23,12317,"Bakersfield, CA MSA"
31-33,11513,"Bakersfield, CA MSA"
42,8964,"Bakersfield, CA MSA"
44-45,27662,"Bakersfield, CA MSA"
48-49,6576,"Bakersfield, CA MSA"
51,3409,"Bakersfield, CA MSA"
52,5865,"Bakersfield, CA MSA"
53,2964,"Bakersfield, CA MSA"
54,10883,"Bakersfield, CA MSA"
55,2193,"Bakersfield, CA MSA"
56,10616,"Bakersfield, CA MSA"
61,2302,"Bakersfield, CA MSA"
62,26909,"Bakersfield, CA MSA"
71,3931,"Bakersfield, CA MSA"
72,18389,"Bakersfield, CA MSA"
81,7368,"Bakersfield, CA MSA"
99,20,"Bakersfield, CA MSA"
--,1059610,"Baltimore-Columbia-Towson, MD MSA"
11,307,"Baltimore-Columbia-Towson, MD MSA"
21,354,"Baltimore-Columbia-Towson, MD MSA"
22,0,"Baltimore-Columbia-Towson, MD MSA"
23,65303,"Baltimore-Columbia-Towson, MD MSA"
31-33,57956,"Baltimore-Columbia-Towson, MD MSA"
42,51170,"Baltimore-Columbia-Towson, MD MSA"
44-45,130666,"Baltimore-Columbia-Towson, MD MSA"
48-49,35670,"Baltimore-Columbia-Towson, MD MSA"
51,24893,"Baltimore-Columbia-Towson, MD MSA"
52,55162,"Baltimore-Columbia-Towson, MD MSA"
53,19546,"Baltimore-Columbia-Towson, MD MSA"
54,109369,"Baltimore-Columbia-Towson, MD MSA"
55,26228,"Baltimore-Columbia-Towson, MD MSA"
56,73540,"Baltimore-Columbia-Towson, MD MSA"
61,54313,"Baltimore-Columbia-Towson, MD MSA"
62,182103,"Baltimore-Columbia-Towson, MD MSA"
71,18603,"Baltimore-Columbia-Towson, MD MSA"
72,96287,"Baltimore-Columbia-Towson, MD MSA"
81,52028,"Baltimore-Columbia-Towson, MD MSA"
99,0,"Baltimore-Columbia-Towson, MD MSA"
--,57599,"Bangor, ME MSA"
11,824,"Bangor, ME MSA"
21,0,"Bangor, ME MSA"
22,429,"Bangor, ME MSA"
23,2160,"Bangor, ME MSA"
31-33,4138,"Bangor, ME MSA"
42,2213,"Bangor, ME MSA"
44-45,10681,"Bangor, ME MSA"
48-49,2814,"Bangor, ME MSA"
51,1238,"Bangor, ME MSA"
52,1996,"Bangor, ME MSA"
53,730,"Bangor, ME MSA"
54,1889,"Bangor, ME MSA"
55,0,"Bangor, ME MSA"
56,3326,"Bangor, ME MSA"
61,1242,"Bangor, ME MSA"
62,13962,"Bangor, ME MSA"
71,1017,"Bangor, ME MSA"
72,5454,"Bangor, ME MSA"
81,2152,"Bangor, ME MSA"
99,2,"Bangor, ME MSA"
--,68819,"Barnstable Town, MA MSA"
11,58,"Barnstable Town, MA MSA"
21,0,"Barnstable Town, MA MSA"
22,336,"Barnstable Town, MA MSA"
23,3827,"Barnstable Town, MA MSA"
31-33,2065,"Barnstable Town, MA MSA"
42,1260,"Barnstable Town, MA MSA"
44-45,14131,"Barnstable Town, MA MSA"
48-49,1596,"Barnstable Town, MA MSA"
51,1451,"Barnstable Town, MA MSA"
52,2321,"Barnstable Town, MA MSA"
53,1191,"Barnstable Town, MA MSA"
54,4624,"Barnstable Town, MA MSA"
55,532,"Barnstable Town, MA MSA"
56,2534,"Barnstable Town, MA MSA"
61,1196,"Barnstable Town, MA MSA"
62,15519,"Barnstable Town, MA MSA"
71,1688,"Barnstable Town, MA MSA"
72,10593,"Barnstable Town, MA MSA"
81,3822,"Barnstable Town, MA MSA"
99,33,"Barnstable Town, MA MSA"
--,309320,"Baton Rouge, LA MSA"
11,358,"Baton Rouge, LA MSA"
21,827,"Baton Rouge, LA MSA"
22,0,"Baton Rouge, LA MSA"
23,52847,"Baton Rouge, LA MSA"
31-33,22116,"Baton Rouge, LA MSA"
42,13136,"Baton Rouge, LA MSA"
44-45,41433,"Baton Rouge, LA MSA"
48-49,8074,"Baton Rouge, LA MSA"
51,5004,"Baton Rouge, LA MSA"
52,14626,"Baton Rouge, LA MSA"
53,4198,"Baton Rouge, LA MSA"
54,20436,"Baton Rouge, LA MSA"
55,3846,"Baton Rouge, LA MSA"
56,18508,"Baton Rouge, LA MSA"
61,5444,"Baton Rouge, LA MSA"
62,46342,"Baton Rouge, LA MSA"
71,4131,"Baton Rouge, LA MSA"
72,29866,"Baton Rouge, LA MSA"
81,15464,"Baton Rouge, LA MSA"
99,33,"Baton Rouge, LA MSA"
--,47280,"Battle Creek, MI MSA"
11,2,"Battle Creek, MI MSA"
21,0,"Battle Creek, MI MSA"
22,0,"Battle Creek, MI MSA"
23,925,"Battle Creek, MI MSA"
31-33,10657,"Battle Creek, MI MSA"
42,1052,"Battle Creek, MI MSA"
44-45,6038,"Battle Creek, MI MSA"
48-49,1505,"Battle Creek, MI MSA"
51,387,"Battle Creek, MI MSA"
52,968,"Battle Creek, MI MSA"
53,370,"Battle Creek, MI MSA"
54,1119,"Battle Creek, MI MSA"
55,1715,"Battle Creek, MI MSA"
56,3117,"Battle Creek, MI MSA"
61,0,"Battle Creek, MI MSA"
62,9521,"Battle Creek, MI MSA"
71,554,"Battle Creek, MI MSA"
72,5816,"Battle Creek, MI MSA"
81,1897,"Battle Creek, MI MSA"
99,15,"Battle Creek, MI MSA"
--,29340,"Bay City, MI MSA"
11,0,"Bay City, MI MSA"
21,0,"Bay City, MI MSA"
22,0,"Bay City, MI MSA"
23,1173,"Bay City, MI MSA"
31-33,2741,"Bay City, MI MSA"
42,1345,"Bay City, MI MSA"
44-45,5348,"Bay City, MI MSA"
48-49,302,"Bay City, MI MSA"
51,524,"Bay City, MI MSA"
52,1057,"Bay City, MI MSA"
53,264,"Bay City, MI MSA"
54,1251,"Bay City, MI MSA"
55,0,"Bay City, MI MSA"
56,1332,"Bay City, MI MSA"
61,275,"Bay City, MI MSA"
62,6443,"Bay City, MI MSA"
71,246,"Bay City, MI MSA"
72,3705,"Bay City, MI MSA"
81,1525,"Bay City, MI MSA"
99,0,"Bay City, MI MSA"
--,126414,"Beaumont-Port Arthur, TX MSA"
11,0,"Beaumont-Port Arthur, TX MSA"
21,553,"Beaumont-Port Arthur, TX MSA"
22,0,"Beaumont-Port Arthur, TX MSA"
23,14599,"Beaumont-Port Arthur, TX MSA"
31-33,19938,"Beaumont-Port Arthur, TX MSA"
42,4460,"Beaumont-Port Arthur, TX MSA"
44-45,19136,"Beaumont-Port Arthur, TX MSA"
48-49,3452,"Beaumont-Port Arthur, TX MSA"
51,1572,"Beaumont-Port Arthur, TX MSA"
52,3347,"Beaumont-Port Arthur, TX MSA"
53,2048,"Beaumont-Port Arthur, TX MSA"
54,6055,"Beaumont-Port Arthur, TX MSA"
55,1916,"Beaumont-Port Arthur, TX MSA"
56,7235,"Beaumont-Port Arthur, TX MSA"
61,937,"Beaumont-Port Arthur, TX MSA"
62,19899,"Beaumont-Port Arthur, TX MSA"
71,1091,"Beaumont-Port Arthur, TX MSA"
72,12428,"Beaumont-Port Arthur, TX MSA"
81,7065,"Beaumont-Port Arthur, TX MSA"
99,0,"Beaumont-Port Arthur, TX MSA"
--,67421,"Bellingham, WA MSA"
11,331,"Bellingham, WA MSA"
21,111,"Bellingham, WA MSA"
22,0,"Bellingham, WA MSA"
23,5937,"Bellingham, WA MSA"
31-33,8233,"Bellingham, WA MSA"
42,3324,"Bellingham, WA MSA"
44-45,10289,"Bellingham, WA MSA"
48-49,1963,"Bellingham, WA MSA"
51,1363,"Bellingham, WA MSA"
52,2088,"Bellingham, WA MSA"
53,1229,"Bellingham, WA MSA"
54,3309,"Bellingham, WA MSA"
55,1341,"Bellingham, WA MSA"
56,2667,"Bellingham, WA MSA"
61,1241,"Bellingham, WA MSA"
62,10533,"Bellingham, WA MSA"
71,1522,"Bellingham, WA MSA"
72,8303,"Bellingham, WA MSA"
81,3468,"Bellingham, WA MSA"
99,0,"Bellingham, WA MSA"
--,51489,"Bend, OR MSA"
11,178,"Bend, OR MSA"
21,0,"Bend, OR MSA"
22,340,"Bend, OR MSA"
23,3404,"Bend, OR MSA"
31-33,3968,"Bend, OR MSA"
42,1411,"Bend, OR MSA"
44-45,9138,"Bend, OR MSA"
48-49,1296,"Bend, OR MSA"
51,2047,"Bend, OR MSA"
52,2055,"Bend, OR MSA"
53,1365,"Bend, OR MSA"
54,2641,"Bend, OR MSA"
55,291,"Bend, OR MSA"
56,2968,"Bend, OR MSA"
61,559,"Bend, OR MSA"
62,8606,"Bend, OR MSA"
71,1911,"Bend, OR MSA"
72,7138,"Bend, OR MSA"
81,2105,"Bend, OR MSA"
99,0,"Bend, OR MSA"
--,69312,"Billings, MT MSA"
11,52,"Billings, MT MSA"
21,445,"Billings, MT MSA"
22,327,"Billings, MT MSA"
23,4347,"Billings, MT MSA"
31-33,3619,"Billings, MT MSA"
42,4978,"Billings, MT MSA"
44-45,10762,"Billings, MT MSA"
48-49,2660,"Billings, MT MSA"
51,1688,"Billings, MT MSA"
52,3811,"Billings, MT MSA"
53,1014,"Billings, MT MSA"
54,3773,"Billings, MT MSA"
55,703,"Billings, MT MSA"
56,3739,"Billings, MT MSA"
61,836,"Billings, MT MSA"
62,12942,"Billings, MT MSA"
71,2046,"Billings, MT MSA"
72,8470,"Billings, MT MSA"
81,3086,"Billings, MT MSA"
99,0,"Billings, MT MSA"
--,84260,"Binghamton, NY MSA"
11,11,"Binghamton, NY MSA"
21,156,"Binghamton, NY MSA"
22,0,"Binghamton, NY MSA"
23,3585,"Binghamton, NY MSA"
31-33,10390,"Binghamton, NY MSA"
42,4151,"Binghamton, NY MSA"
44-45,12573,"Binghamton, NY MSA"
48-49,1989,"Binghamton, NY MSA"
51,2665,"Binghamton, NY MSA"
52,2814,"Binghamton, NY MSA"
53,887,"Binghamton, NY MSA"
54,8547,"Binghamton, NY MSA"
55,346,"Binghamton, NY MSA"
56,4383,"Binghamton, NY MSA"
61,882,"Binghamton, NY MSA"
62,16511,"Binghamton, NY MSA"
71,1271,"Binghamton, NY MSA"
