NAICS Code,Total Employment - 2007,MSA
55,1442,"Amarillo, TX MSA"
56,3551,"Amarillo, TX MSA"
61,625,"Amarillo, TX MSA"
62,15081,"Amarillo, TX MSA"
71,1041,"Amarillo, TX MSA"
72,10692,"Amarillo, TX MSA"
81,5065,"Amarillo, TX MSA"
99,0,"Amarillo, TX MSA"
--,29859,"Ames, IA MSA"
11,124,"Ames, IA MSA"
21,0,"Ames, IA MSA"
22,0,"Ames, IA MSA"
23,1850,"Ames, IA MSA"
31-33,4663,"Ames, IA MSA"
42,1024,"Ames, IA MSA"
44-45,4742,"Ames, IA MSA"
48-49,439,"Ames, IA MSA"
51,590,"Ames, IA MSA"
52,967,"Ames, IA MSA"
53,345,"Ames, IA MSA"
54,1278,"Ames, IA MSA"
55,281,"Ames, IA MSA"
56,1334,"Ames, IA MSA"
61,144,"Ames, IA MSA"
62,4926,"Ames, IA MSA"
71,733,"Ames, IA MSA"
72,4683,"Ames, IA MSA"
81,1639,"Ames, IA MSA"
99,0,"Ames, IA MSA"
--,152420,"Anchorage, AK MSA"
11,0,"Anchorage, AK MSA"
21,6339,"Anchorage, AK MSA"
22,682,"Anchorage, AK MSA"
23,11565,"Anchorage, AK MSA"
31-33,1967,"Anchorage, AK MSA"
42,6613,"Anchorage, AK MSA"
44-45,19723,"Anchorage, AK MSA"
48-49,11551,"Anchorage, AK MSA"
51,4837,"Anchorage, AK MSA"
52,5646,"Anchorage, AK MSA"
53,2742,"Anchorage, AK MSA"
54,10956,"Anchorage, AK MSA"
55,2623,"Anchorage, AK MSA"
56,19380,"Anchorage, AK MSA"
61,1644,"Anchorage, AK MSA"
62,21378,"Anchorage, AK MSA"
71,2581,"Anchorage, AK MSA"
72,15849,"Anchorage, AK MSA"
81,6282,"Anchorage, AK MSA"
99,0,"Anchorage, AK MSA"
--,145096,"Ann Arbor, MI MSA"
11,0,"Ann Arbor, MI MSA"
21,45,"Ann Arbor, MI MSA"
22,928,"Ann Arbor, MI MSA"
23,4675,"Ann Arbor, MI MSA"
31-33,15098,"Ann Arbor, MI MSA"
42,3969,"Ann Arbor, MI MSA"
44-45,16958,"Ann Arbor, MI MSA"
48-49,2846,"Ann Arbor, MI MSA"
51,5988,"Ann Arbor, MI MSA"
52,4666,"Ann Arbor, MI MSA"
53,2647,"Ann Arbor, MI MSA"
54,15381,"Ann Arbor, MI MSA"
55,0,"Ann Arbor, MI MSA"
56,11794,"Ann Arbor, MI MSA"
61,2068,"Ann Arbor, MI MSA"
62,33691,"Ann Arbor, MI MSA"
71,2122,"Ann Arbor, MI MSA"
72,13285,"Ann Arbor, MI MSA"
81,5288,"Ann Arbor, MI MSA"
99,0,"Ann Arbor, MI MSA"
--,40922,"Anniston-Oxford, AL MSA"
11,41,"Anniston-Oxford, AL MSA"
21,0,"Anniston-Oxford, AL MSA"
22,0,"Anniston-Oxford, AL MSA"
23,1561,"Anniston-Oxford, AL MSA"
31-33,6929,"Anniston-Oxford, AL MSA"
42,2105,"Anniston-Oxford, AL MSA"
44-45,7031,"Anniston-Oxford, AL MSA"
48-49,1593,"Anniston-Oxford, AL MSA"
51,867,"Anniston-Oxford, AL MSA"
52,889,"Anniston-Oxford, AL MSA"
53,363,"Anniston-Oxford, AL MSA"
54,2025,"Anniston-Oxford, AL MSA"
55,129,"Anniston-Oxford, AL MSA"
56,2724,"Anniston-Oxford, AL MSA"
61,605,"Anniston-Oxford, AL MSA"
62,6650,"Anniston-Oxford, AL MSA"
71,331,"Anniston-Oxford, AL MSA"
72,4690,"Anniston-Oxford, AL MSA"
81,2055,"Anniston-Oxford, AL MSA"
--,108920,"Appleton, WI MSA"
11,26,"Appleton, WI MSA"
21,253,"Appleton, WI MSA"
22,0,"Appleton, WI MSA"
23,7339,"Appleton, WI MSA"
31-33,23960,"Appleton, WI MSA"
42,5624,"Appleton, WI MSA"
44-45,15806,"Appleton, WI MSA"
48-49,3262,"Appleton, WI MSA"
51,1951,"Appleton, WI MSA"
52,6423,"Appleton, WI MSA"
53,796,"Appleton, WI MSA"
54,3721,"Appleton, WI MSA"
55,2028,"Appleton, WI MSA"
56,8037,"Appleton, WI MSA"
61,2090,"Appleton, WI MSA"
62,11679,"Appleton, WI MSA"
71,959,"Appleton, WI MSA"
72,9184,"Appleton, WI MSA"
81,5571,"Appleton, WI MSA"
99,0,"Appleton, WI MSA"
--,155833,"Asheville, NC MSA"
11,43,"Asheville, NC MSA"
21,147,"Asheville, NC MSA"
22,478,"Asheville, NC MSA"
23,11708,"Asheville, NC MSA"
31-33,20852,"Asheville, NC MSA"
42,5253,"Asheville, NC MSA"
44-45,24980,"Asheville, NC MSA"
48-49,2835,"Asheville, NC MSA"
51,2110,"Asheville, NC MSA"
52,4242,"Asheville, NC MSA"
53,2087,"Asheville, NC MSA"
54,6421,"Asheville, NC MSA"
55,1906,"Asheville, NC MSA"
56,8519,"Asheville, NC MSA"
61,4201,"Asheville, NC MSA"
62,29248,"Asheville, NC MSA"
71,2851,"Asheville, NC MSA"
72,19806,"Asheville, NC MSA"
81,8124,"Asheville, NC MSA"
99,0,"Asheville, NC MSA"
--,58831,"Athens-Clarke County, GA MSA"
11,0,"Athens-Clarke County, GA MSA"
21,221,"Athens-Clarke County, GA MSA"
22,264,"Athens-Clarke County, GA MSA"
23,2793,"Athens-Clarke County, GA MSA"
31-33,8345,"Athens-Clarke County, GA MSA"
42,2645,"Athens-Clarke County, GA MSA"
44-45,10102,"Athens-Clarke County, GA MSA"
48-49,1114,"Athens-Clarke County, GA MSA"
51,956,"Athens-Clarke County, GA MSA"
52,1686,"Athens-Clarke County, GA MSA"
53,1240,"Athens-Clarke County, GA MSA"
54,2333,"Athens-Clarke County, GA MSA"
55,971,"Athens-Clarke County, GA MSA"
56,3062,"Athens-Clarke County, GA MSA"
61,800,"Athens-Clarke County, GA MSA"
62,9833,"Athens-Clarke County, GA MSA"
71,733,"Athens-Clarke County, GA MSA"
72,8163,"Athens-Clarke County, GA MSA"
81,3506,"Athens-Clarke County, GA MSA"
99,0,"Athens-Clarke County, GA MSA"
--,2214833,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
11,538,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
21,1894,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
22,0,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
23,146701,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
31-33,155799,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
42,148245,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
44-45,274930,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
48-49,117023,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
51,97746,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
52,124640,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
53,45852,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
54,180882,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
55,98987,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
56,205973,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
61,50958,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
62,210548,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
71,30169,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
72,212558,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
81,98309,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
99,188,"Atlanta-Sandy Springs-Alpharetta, GA MSA"
--,126752,"Atlantic City-Hammonton, NJ MSA"
11,0,"Atlantic City-Hammonton, NJ MSA"
21,0,"Atlantic City-Hammonton, NJ MSA"
22,713,"Atlantic City-Hammonton, NJ MSA"
23,6720,"Atlantic City-Hammonton, NJ MSA"
31-33,3073,"Atlantic City-Hammonton, NJ MSA"
42,3596,"Atlantic City-Hammonton, NJ MSA"
44-45,17367,"Atlantic City-Hammonton, NJ MSA"
48-49,2274,"Atlantic City-Hammonton, NJ MSA"
51,0,"Atlantic City-Hammonton, NJ MSA"
52,3086,"Atlantic City-Hammonton, NJ MSA"
53,1912,"Atlantic City-Hammonton, NJ MSA"
54,5024,"Atlantic City-Hammonton, NJ MSA"
55,705,"Atlantic City-Hammonton, NJ MSA"
56,3624,"Atlantic City-Hammonton, NJ MSA"
61,904,"Atlantic City-Hammonton, NJ MSA"
62,16383,"Atlantic City-Hammonton, NJ MSA"
71,1300,"Atlantic City-Hammonton, NJ MSA"
72,54140,"Atlantic City-Hammonton, NJ MSA"
81,4491,"Atlantic City-Hammonton, NJ MSA"
99,0,"Atlantic City-Hammonton, NJ MSA"
--,39309,"Auburn-Opelika, AL MSA"
11,0,"Auburn-Opelika, AL MSA"
21,51,"Auburn-Opelika, AL MSA"
22,130,"Auburn-Opelika, AL MSA"
23,2829,"Auburn-Opelika, AL MSA"
31-33,6724,"Auburn-Opelika, AL MSA"
42,1128,"Auburn-Opelika, AL MSA"
44-45,6629,"Auburn-Opelika, AL MSA"
48-49,1596,"Auburn-Opelika, AL MSA"
51,769,"Auburn-Opelika, AL MSA"
52,900,"Auburn-Opelika, AL MSA"
53,626,"Auburn-Opelika, AL MSA"
54,1283,"Auburn-Opelika, AL MSA"
55,0,"Auburn-Opelika, AL MSA"
56,2835,"Auburn-Opelika, AL MSA"
61,234,"Auburn-Opelika, AL MSA"
62,6023,"Auburn-Opelika, AL MSA"
71,289,"Auburn-Opelika, AL MSA"
72,5438,"Auburn-Opelika, AL MSA"
81,1763,"Auburn-Opelika, AL MSA"
99,0,"Auburn-Opelika, AL MSA"
--,179965,"Augusta-Richmond County, GA-SC MSA"
11,570,"Augusta-Richmond County, GA-SC MSA"
21,301,"Augusta-Richmond County, GA-SC MSA"
22,0,"Augusta-Richmond County, GA-SC MSA"
23,11230,"Augusta-Richmond County, GA-SC MSA"
31-33,31465,"Augusta-Richmond County, GA-SC MSA"
42,4929,"Augusta-Richmond County, GA-SC MSA"
44-45,26035,"Augusta-Richmond County, GA-SC MSA"
48-49,5842,"Augusta-Richmond County, GA-SC MSA"
51,3843,"Augusta-Richmond County, GA-SC MSA"
52,4426,"Augusta-Richmond County, GA-SC MSA"
53,2568,"Augusta-Richmond County, GA-SC MSA"
54,8449,"Augusta-Richmond County, GA-SC MSA"
55,1023,"Augusta-Richmond County, GA-SC MSA"
56,14532,"Augusta-Richmond County, GA-SC MSA"
61,2039,"Augusta-Richmond County, GA-SC MSA"
62,31298,"Augusta-Richmond County, GA-SC MSA"
71,2987,"Augusta-Richmond County, GA-SC MSA"
72,18784,"Augusta-Richmond County, GA-SC MSA"
81,7865,"Augusta-Richmond County, GA-SC MSA"
99,26,"Augusta-Richmond County, GA-SC MSA"
--,639941,"Austin-Round Rock-Georgetown, TX MSA"
11,116,"Austin-Round Rock-Georgetown, TX MSA"
21,1668,"Austin-Round Rock-Georgetown, TX MSA"
22,1004,"Austin-Round Rock-Georgetown, TX MSA"
23,45461,"Austin-Round Rock-Georgetown, TX MSA"
31-33,48312,"Austin-Round Rock-Georgetown, TX MSA"
42,47199,"Austin-Round Rock-Georgetown, TX MSA"
44-45,87931,"Austin-Round Rock-Georgetown, TX MSA"
48-49,11339,"Austin-Round Rock-Georgetown, TX MSA"
51,24509,"Austin-Round Rock-Georgetown, TX MSA"
52,31890,"Austin-Round Rock-Georgetown, TX MSA"
53,15099,"Austin-Round Rock-Georgetown, TX MSA"
54,61307,"Austin-Round Rock-Georgetown, TX MSA"
55,18081,"Austin-Round Rock-Georgetown, TX MSA"
56,50711,"Austin-Round Rock-Georgetown, TX MSA"
61,11198,"Austin-Round Rock-Georgetown, TX MSA"
62,66476,"Austin-Round Rock-Georgetown, TX MSA"
71,9904,"Austin-Round Rock-Georgetown, TX MSA"
72,73950,"Austin-Round Rock-Georgetown, TX MSA"
81,33728,"Austin-Round Rock-Georgetown, TX MSA"
99,0,"Austin-Round Rock-Georgetown, TX MSA"
--,186395,"Bakersfield, CA MSA"
11,4582,"Bakersfield, CA MSA"
21,7167,"Bakersfield, CA MSA"
22,1504,"Bakersfield, CA MSA"
23,19124,"Bakersfield, CA MSA"
31-33,11591,"Bakersfield, CA MSA"
42,8567,"Bakersfield, CA MSA"
44-45,30749,"Bakersfield, CA MSA"
48-49,6822,"Bakersfield, CA MSA"
51,3526,"Bakersfield, CA MSA"
52,6652,"Bakersfield, CA MSA"
53,3462,"Bakersfield, CA MSA"
54,10208,"Bakersfield, CA MSA"
55,2208,"Bakersfield, CA MSA"
56,12194,"Bakersfield, CA MSA"
61,1769,"Bakersfield, CA MSA"
62,25282,"Bakersfield, CA MSA"
71,3428,"Bakersfield, CA MSA"
72,19316,"Bakersfield, CA MSA"
81,8222,"Bakersfield, CA MSA"
99,0,"Bakersfield, CA MSA"
--,1126742,"Baltimore-Columbia-Towson, MD MSA"
11,322,"Baltimore-Columbia-Towson, MD MSA"
21,446,"Baltimore-Columbia-Towson, MD MSA"
22,0,"Baltimore-Columbia-Towson, MD MSA"
23,82405,"Baltimore-Columbia-Towson, MD MSA"
31-33,71296,"Baltimore-Columbia-Towson, MD MSA"
42,53274,"Baltimore-Columbia-Towson, MD MSA"
44-45,144405,"Baltimore-Columbia-Towson, MD MSA"
48-49,39207,"Baltimore-Columbia-Towson, MD MSA"
51,25250,"Baltimore-Columbia-Towson, MD MSA"
52,66125,"Baltimore-Columbia-Towson, MD MSA"
53,23236,"Baltimore-Columbia-Towson, MD MSA"
54,104209,"Baltimore-Columbia-Towson, MD MSA"
55,31330,"Baltimore-Columbia-Towson, MD MSA"
56,75972,"Baltimore-Columbia-Towson, MD MSA"
61,50706,"Baltimore-Columbia-Towson, MD MSA"
62,172558,"Baltimore-Columbia-Towson, MD MSA"
71,19745,"Baltimore-Columbia-Towson, MD MSA"
72,97768,"Baltimore-Columbia-Towson, MD MSA"
81,63025,"Baltimore-Columbia-Towson, MD MSA"
99,0,"Baltimore-Columbia-Towson, MD MSA"
--,59437,"Bangor, ME MSA"
11,802,"Bangor, ME MSA"
22,0,"Bangor, ME MSA"
23,2503,"Bangor, ME MSA"
31-33,4051,"Bangor, ME MSA"
42,2310,"Bangor, ME MSA"
44-45,10920,"Bangor, ME MSA"
48-49,3096,"Bangor, ME MSA"
51,1630,"Bangor, ME MSA"
52,2216,"Bangor, ME MSA"
53,814,"Bangor, ME MSA"
54,1974,"Bangor, ME MSA"
55,1329,"Bangor, ME MSA"
56,3873,"Bangor, ME MSA"
61,1151,"Bangor, ME MSA"
62,13654,"Bangor, ME MSA"
71,761,"Bangor, ME MSA"
72,5327,"Bangor, ME MSA"
81,2746,"Bangor, ME MSA"
99,1,"Bangor, ME MSA"
--,75566,"Barnstable Town, MA MSA"
11,46,"Barnstable Town, MA MSA"
21,0,"Barnstable Town, MA MSA"
22,358,"Barnstable Town, MA MSA"
23,5454,"Barnstable Town, MA MSA"
31-33,2156,"Barnstable Town, MA MSA"
42,1545,"Barnstable Town, MA MSA"
44-45,15940,"Barnstable Town, MA MSA"
48-49,1874,"Barnstable Town, MA MSA"
51,2266,"Barnstable Town, MA MSA"
52,2571,"Barnstable Town, MA MSA"
53,1725,"Barnstable Town, MA MSA"
54,4204,"Barnstable Town, MA MSA"
55,814,"Barnstable Town, MA MSA"
56,3569,"Barnstable Town, MA MSA"
61,1335,"Barnstable Town, MA MSA"
62,15070,"Barnstable Town, MA MSA"
71,1727,"Barnstable Town, MA MSA"
72,10800,"Barnstable Town, MA MSA"
81,4019,"Barnstable Town, MA MSA"
99,0,"Barnstable Town, MA MSA"
--,318740,"Baton Rouge, LA MSA"
11,392,"Baton Rouge, LA MSA"
21,930,"Baton Rouge, LA MSA"
22,0,"Baton Rouge, LA MSA"
23,53403,"Baton Rouge, LA MSA"
31-33,23760,"Baton Rouge, LA MSA"
42,12737,"Baton Rouge, LA MSA"
44-45,43125,"Baton Rouge, LA MSA"
48-49,9115,"Baton Rouge, LA MSA"
51,5917,"Baton Rouge, LA MSA"
52,15192,"Baton Rouge, LA MSA"
53,4806,"Baton Rouge, LA MSA"
54,19851,"Baton Rouge, LA MSA"
55,2538,"Baton Rouge, LA MSA"
56,25783,"Baton Rouge, LA MSA"
61,4912,"Baton Rouge, LA MSA"
62,43585,"Baton Rouge, LA MSA"
71,4424,"Baton Rouge, LA MSA"
72,28696,"Baton Rouge, LA MSA"
81,16994,"Baton Rouge, LA MSA"
99,38,"Baton Rouge, LA MSA"
--,53434,"Battle Creek, MI MSA"
11,0,"Battle Creek, MI MSA"
21,59,"Battle Creek, MI MSA"
22,0,"Battle Creek, MI MSA"
23,1212,"Battle Creek, MI MSA"
31-33,13131,"Battle Creek, MI MSA"
42,1061,"Battle Creek, MI MSA"
44-45,7170,"Battle Creek, MI MSA"
48-49,1444,"Battle Creek, MI MSA"
51,571,"Battle Creek, MI MSA"
52,2568,"Battle Creek, MI MSA"
53,480,"Battle Creek, MI MSA"
54,1205,"Battle Creek, MI MSA"
55,2049,"Battle Creek, MI MSA"
56,4101,"Battle Creek, MI MSA"
61,0,"Battle Creek, MI MSA"
62,9173,"Battle Creek, MI MSA"
71,905,"Battle Creek, MI MSA"
72,4469,"Battle Creek, MI MSA"
81,2172,"Battle Creek, MI MSA"
99,0,"Battle Creek, MI MSA"
--,31581,"Bay City, MI MSA"
11,0,"Bay City, MI MSA"
21,180,"Bay City, MI MSA"
22,0,"Bay City, MI MSA"
23,1313,"Bay City, MI MSA"
31-33,3308,"Bay City, MI MSA"
42,1468,"Bay City, MI MSA"
44-45,5676,"Bay City, MI MSA"
48-49,392,"Bay City, MI MSA"
51,766,"Bay City, MI MSA"
52,1231,"Bay City, MI MSA"
53,298,"Bay City, MI MSA"
54,1237,"Bay City, MI MSA"
55,1516,"Bay City, MI MSA"
56,1300,"Bay City, MI MSA"
61,343,"Bay City, MI MSA"
62,6015,"Bay City, MI MSA"
71,292,"Bay City, MI MSA"
72,3964,"Bay City, MI MSA"
81,1796,"Bay City, MI MSA"
99,0,"Bay City, MI MSA"
--,134765,"Beaumont-Port Arthur, TX MSA"
11,127,"Beaumont-Port Arthur, TX MSA"
21,788,"Beaumont-Port Arthur, TX MSA"
22,0,"Beaumont-Port Arthur, TX MSA"
23,13969,"Beaumont-Port Arthur, TX MSA"
31-33,21117,"Beaumont-Port Arthur, TX MSA"
42,5489,"Beaumont-Port Arthur, TX MSA"
44-45,20115,"Beaumont-Port Arthur, TX MSA"
48-49,3633,"Beaumont-Port Arthur, TX MSA"
51,2249,"Beaumont-Port Arthur, TX MSA"
52,3320,"Beaumont-Port Arthur, TX MSA"
53,1928,"Beaumont-Port Arthur, TX MSA"
54,8204,"Beaumont-Port Arthur, TX MSA"
55,2349,"Beaumont-Port Arthur, TX MSA"
56,8338,"Beaumont-Port Arthur, TX MSA"
61,846,"Beaumont-Port Arthur, TX MSA"
62,20897,"Beaumont-Port Arthur, TX MSA"
71,1110,"Beaumont-Port Arthur, TX MSA"
72,12449,"Beaumont-Port Arthur, TX MSA"
81,7206,"Beaumont-Port Arthur, TX MSA"
99,0,"Beaumont-Port Arthur, TX MSA"
--,72966,"Bellingham, WA MSA"
11,289,"Bellingham, WA MSA"
21,127,"Bellingham, WA MSA"
22,169,"Bellingham, WA MSA"
23,8143,"Bellingham, WA MSA"
31-33,9356,"Bellingham, WA MSA"
42,3314,"Bellingham, WA MSA"
44-45,11043,"Bellingham, WA MSA"
48-49,2154,"Bellingham, WA MSA"
51,1473,"Bellingham, WA MSA"
52,3050,"Bellingham, WA MSA"
53,1279,"Bellingham, WA MSA"
54,3743,"Bellingham, WA MSA"
55,674,"Bellingham, WA MSA"
56,3206,"Bellingham, WA MSA"
61,1000,"Bellingham, WA MSA"
62,9994,"Bellingham, WA MSA"
71,2079,"Bellingham, WA MSA"
72,8141,"Bellingham, WA MSA"
81,3731,"Bellingham, WA MSA"
99,1,"Bellingham, WA MSA"
--,63614,"Bend, OR MSA"
11,135,"Bend, OR MSA"
21,100,"Bend, OR MSA"
22,326,"Bend, OR MSA"
23,8142,"Bend, OR MSA"
31-33,6039,"Bend, OR MSA"
42,2078,"Bend, OR MSA"
44-45,10922,"Bend, OR MSA"
48-49,1213,"Bend, OR MSA"
51,2894,"Bend, OR MSA"
52,2405,"Bend, OR MSA"
53,1770,"Bend, OR MSA"
54,3277,"Bend, OR MSA"
55,309,"Bend, OR MSA"
56,2739,"Bend, OR MSA"
61,692,"Bend, OR MSA"
62,7906,"Bend, OR MSA"
71,2179,"Bend, OR MSA"
72,7966,"Bend, OR MSA"
81,2519,"Bend, OR MSA"
99,3,"Bend, OR MSA"
--,68281,"Billings, MT MSA"
11,0,"Billings, MT MSA"
21,433,"Billings, MT MSA"
22,310,"Billings, MT MSA"
23,4869,"Billings, MT MSA"
31-33,3792,"Billings, MT MSA"
42,4908,"Billings, MT MSA"
44-45,10701,"Billings, MT MSA"
48-49,3035,"Billings, MT MSA"
51,1471,"Billings, MT MSA"
52,4132,"Billings, MT MSA"
53,910,"Billings, MT MSA"
54,3467,"Billings, MT MSA"
55,375,"Billings, MT MSA"
56,3950,"Billings, MT MSA"
61,664,"Billings, MT MSA"
62,12111,"Billings, MT MSA"
71,1884,"Billings, MT MSA"
72,8236,"Billings, MT MSA"
81,2999,"Billings, MT MSA"
99,3,"Billings, MT MSA"
--,90462,"Binghamton, NY MSA"
11,24,"Binghamton, NY MSA"
21,153,"Binghamton, NY MSA"
22,0,"Binghamton, NY MSA"
23,3349,"Binghamton, NY MSA"
31-33,14125,"Binghamton, NY MSA"
42,4830,"Binghamton, NY MSA"
44-45,13432,"Binghamton, NY MSA"
48-49,1662,"Binghamton, NY MSA"
51,3414,"Binghamton, NY MSA"
52,3553,"Binghamton, NY MSA"
53,1181,"Binghamton, NY MSA"
54,0,"Binghamton, NY MSA"
55,580,"Binghamton, NY MSA"
56,4703,"Binghamton, NY MSA"
61,759,"Binghamton, NY MSA"
62,15366,"Binghamton, NY MSA"
71,1198,"Binghamton, NY MSA"
72,8918,"Binghamton, NY MSA"
