FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
10020.0,"Abbeville, LA Micropolitan Statistical Area",--,Total,10053.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",0.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",546.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",22,Utilities,0.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",23,Construction,0.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",31-33,Manufacturing,479.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",42,Wholesale trade,379.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",44-45,Retail trade,2162.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",48-49,Transportation and warehousing,609.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",51,Information,159.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",52,Finance and insurance,473.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",53,Real estate and rental and leasing,369.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",54,"Professional, scientific, and technical services",329.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",55,Management of companies and enterprises,0.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",56,Administrative and support and waste management and remediation services,195.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",61,Educational services,109.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",62,Health care and social assistance,1760.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",71,"Arts, entertainment, and recreation",79.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",72,Accommodation and food services,847.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",81,Other services (except public administration),373.0
10020.0,"Abbeville, LA Micropolitan Statistical Area",99,Industries not classified,0.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",--,Total,18655.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",0.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",0.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",22,Utilities,134.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",23,Construction,889.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",31-33,Manufacturing,2360.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",42,Wholesale trade,1261.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",44-45,Retail trade,3099.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",48-49,Transportation and warehousing,287.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",51,Information,425.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",52,Finance and insurance,995.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",53,Real estate and rental and leasing,240.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",54,"Professional, scientific, and technical services",505.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",55,Management of companies and enterprises,0.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",56,Administrative and support and waste management and remediation services,586.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",61,Educational services,420.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",62,Health care and social assistance,3353.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",71,"Arts, entertainment, and recreation",0.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",72,Accommodation and food services,2766.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",81,Other services (except public administration),728.0
10100.0,"Aberdeen, SD Micropolitan Statistical Area",99,Industries not classified,5.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",--,Total,15872.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",661.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",0.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",22,Utilities,0.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",23,Construction,1006.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",31-33,Manufacturing,2410.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",42,Wholesale trade,533.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",44-45,Retail trade,2948.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",48-49,Transportation and warehousing,379.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",51,Information,226.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",52,Finance and insurance,684.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",53,Real estate and rental and leasing,267.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",54,"Professional, scientific, and technical services",440.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",55,Management of companies and enterprises,25.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",56,Administrative and support and waste management and remediation services,431.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",61,Educational services,0.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",62,Health care and social assistance,2818.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",71,"Arts, entertainment, and recreation",188.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",72,Accommodation and food services,2035.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",81,Other services (except public administration),787.0
10140.0,"Aberdeen, WA Micropolitan Statistical Area",99,Industries not classified,3.0
10180.0,"Abilene, TX Metropolitan Statistical Area",--,Total,55831.0
10180.0,"Abilene, TX Metropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",34.0
10180.0,"Abilene, TX Metropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",1410.0
10180.0,"Abilene, TX Metropolitan Statistical Area",22,Utilities,391.0
10180.0,"Abilene, TX Metropolitan Statistical Area",23,Construction,4294.0
10180.0,"Abilene, TX Metropolitan Statistical Area",31-33,Manufacturing,2210.0
10180.0,"Abilene, TX Metropolitan Statistical Area",42,Wholesale trade,2131.0
10180.0,"Abilene, TX Metropolitan Statistical Area",44-45,Retail trade,8424.0
10180.0,"Abilene, TX Metropolitan Statistical Area",48-49,Transportation and warehousing,1788.0
10180.0,"Abilene, TX Metropolitan Statistical Area",51,Information,1132.0
10180.0,"Abilene, TX Metropolitan Statistical Area",52,Finance and insurance,3072.0
10180.0,"Abilene, TX Metropolitan Statistical Area",53,Real estate and rental and leasing,825.0
10180.0,"Abilene, TX Metropolitan Statistical Area",54,"Professional, scientific, and technical services",1716.0
10180.0,"Abilene, TX Metropolitan Statistical Area",55,Management of companies and enterprises,392.0
10180.0,"Abilene, TX Metropolitan Statistical Area",56,Administrative and support and waste management and remediation services,2242.0
10180.0,"Abilene, TX Metropolitan Statistical Area",61,Educational services,3452.0
10180.0,"Abilene, TX Metropolitan Statistical Area",62,Health care and social assistance,12222.0
10180.0,"Abilene, TX Metropolitan Statistical Area",71,"Arts, entertainment, and recreation",690.0
10180.0,"Abilene, TX Metropolitan Statistical Area",72,Accommodation and food services,6437.0
10180.0,"Abilene, TX Metropolitan Statistical Area",81,Other services (except public administration),2961.0
10180.0,"Abilene, TX Metropolitan Statistical Area",99,Industries not classified,8.0
10220.0,"Ada, OK Micropolitan Statistical Area",--,Total,12725.0
10220.0,"Ada, OK Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",327.0
10220.0,"Ada, OK Micropolitan Statistical Area",22,Utilities,0.0
10220.0,"Ada, OK Micropolitan Statistical Area",23,Construction,406.0
10220.0,"Ada, OK Micropolitan Statistical Area",31-33,Manufacturing,1269.0
10220.0,"Ada, OK Micropolitan Statistical Area",42,Wholesale trade,421.0
10220.0,"Ada, OK Micropolitan Statistical Area",44-45,Retail trade,1797.0
10220.0,"Ada, OK Micropolitan Statistical Area",48-49,Transportation and warehousing,365.0
10220.0,"Ada, OK Micropolitan Statistical Area",51,Information,120.0
10220.0,"Ada, OK Micropolitan Statistical Area",52,Finance and insurance,1281.0
10220.0,"Ada, OK Micropolitan Statistical Area",53,Real estate and rental and leasing,258.0
10220.0,"Ada, OK Micropolitan Statistical Area",54,"Professional, scientific, and technical services",355.0
10220.0,"Ada, OK Micropolitan Statistical Area",55,Management of companies and enterprises,0.0
10220.0,"Ada, OK Micropolitan Statistical Area",56,Administrative and support and waste management and remediation services,0.0
10220.0,"Ada, OK Micropolitan Statistical Area",61,Educational services,0.0
10220.0,"Ada, OK Micropolitan Statistical Area",62,Health care and social assistance,3391.0
10220.0,"Ada, OK Micropolitan Statistical Area",71,"Arts, entertainment, and recreation",243.0
10220.0,"Ada, OK Micropolitan Statistical Area",72,Accommodation and food services,1262.0
10220.0,"Ada, OK Micropolitan Statistical Area",81,Other services (except public administration),518.0
10220.0,"Ada, OK Micropolitan Statistical Area",99,Industries not classified,2.0
10300.0,"Adrian, MI Micropolitan Statistical Area",--,Total,23816.0
10300.0,"Adrian, MI Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",0.0
10300.0,"Adrian, MI Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",0.0
10300.0,"Adrian, MI Micropolitan Statistical Area",22,Utilities,0.0
10300.0,"Adrian, MI Micropolitan Statistical Area",23,Construction,557.0
