FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
10020.0,"Abbeville, LA Micropolitan Statistical Area",--,Total,9829
10020.0,"Abbeville, LA Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",26
10020.0,"Abbeville, LA Micropolitan Statistical Area",21,Mining,341
10020.0,"Abbeville, LA Micropolitan Statistical Area",22,Utilities,47
10020.0,"Abbeville, LA Micropolitan Statistical Area",23,Construction,1081
10020.0,"Abbeville, LA Micropolitan Statistical Area",31-33,Manufacturing,955
10020.0,"Abbeville, LA Micropolitan Statistical Area",42,Wholesale Trade,500
10020.0,"Abbeville, LA Micropolitan Statistical Area",44-45,Retail Trade,2150
10020.0,"Abbeville, LA Micropolitan Statistical Area",48-49,Transportation and Warehousing,444
10020.0,"Abbeville, LA Micropolitan Statistical Area",51,Information,163
10020.0,"Abbeville, LA Micropolitan Statistical Area",52,Finance and Insurance,421
10020.0,"Abbeville, LA Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,86
10020.0,"Abbeville, LA Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",268
10020.0,"Abbeville, LA Micropolitan Statistical Area",55,Management of Companies and Enterprises,71
10020.0,"Abbeville, LA Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,182
10020.0,"Abbeville, LA Micropolitan Statistical Area",61,Educational Services,104
10020.0,"Abbeville, LA Micropolitan Statistical Area",62,Health Care and Social Assistance,1608
10020.0,"Abbeville, LA Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",77
10020.0,"Abbeville, LA Micropolitan Statistical Area",72,Accommodation and Food Services,918
10020.0,"Abbeville, LA Micropolitan Statistical Area",81,Other Services (except Public Administration),382
10020.0,"Abbeville, LA Micropolitan Statistical Area",99,Unclassified,5
10100.0,"Aberdeen, SD Micropolitan Statistical Area",--,Total,18005
10100.0,"Aberdeen, SD Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[a]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",21,Mining,[b]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",22,Utilities,[c]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",23,Construction,880
10100.0,"Aberdeen, SD Micropolitan Statistical Area",31-33,Manufacturing,[g]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",42,Wholesale Trade,1076
10100.0,"Aberdeen, SD Micropolitan Statistical Area",44-45,Retail Trade,3132
10100.0,"Aberdeen, SD Micropolitan Statistical Area",48-49,Transportation and Warehousing,[e]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",51,Information,[e]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",52,Finance and Insurance,1166
10100.0,"Aberdeen, SD Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,[e]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",482
10100.0,"Aberdeen, SD Micropolitan Statistical Area",55,Management of Companies and Enterprises,103
10100.0,"Aberdeen, SD Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,[g]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",61,Educational Services,[e]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",62,Health Care and Social Assistance,2875
10100.0,"Aberdeen, SD Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",[c]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",72,Accommodation and Food Services,2171
10100.0,"Aberdeen, SD Micropolitan Statistical Area",81,Other Services (except Public Administration),992
10100.0,"Aberdeen, SD Micropolitan Statistical Area",99,Unclassified,[a]
10140.0,"Aberdeen, WA Micropolitan Statistical Area",--,Total,19123
10140.0,"Aberdeen, WA Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",979
10140.0,"Aberdeen, WA Micropolitan Statistical Area",21,Mining,[a]
10140.0,"Aberdeen, WA Micropolitan Statistical Area",22,Utilities,[a]
10140.0,"Aberdeen, WA Micropolitan Statistical Area",23,Construction,1422
10140.0,"Aberdeen, WA Micropolitan Statistical Area",31-33,Manufacturing,3541
10140.0,"Aberdeen, WA Micropolitan Statistical Area",42,Wholesale Trade,912
10140.0,"Aberdeen, WA Micropolitan Statistical Area",44-45,Retail Trade,3154
10140.0,"Aberdeen, WA Micropolitan Statistical Area",48-49,Transportation and Warehousing,517
10140.0,"Aberdeen, WA Micropolitan Statistical Area",51,Information,367
10140.0,"Aberdeen, WA Micropolitan Statistical Area",52,Finance and Insurance,746
10140.0,"Aberdeen, WA Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,327
10140.0,"Aberdeen, WA Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",390
10140.0,"Aberdeen, WA Micropolitan Statistical Area",55,Management of Companies and Enterprises,59
10140.0,"Aberdeen, WA Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,472
10140.0,"Aberdeen, WA Micropolitan Statistical Area",61,Educational Services,[b]
10140.0,"Aberdeen, WA Micropolitan Statistical Area",62,Health Care and Social Assistance,2738
10140.0,"Aberdeen, WA Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",247
10140.0,"Aberdeen, WA Micropolitan Statistical Area",72,Accommodation and Food Services,2362
10140.0,"Aberdeen, WA Micropolitan Statistical Area",81,Other Services (except Public Administration),856
10140.0,"Aberdeen, WA Micropolitan Statistical Area",99,Unclassified,[a]
10180.0,"Abilene, TX Metropolitan Statistical Area",--,Total,55895
10180.0,"Abilene, TX Metropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[b]
10180.0,"Abilene, TX Metropolitan Statistical Area",21,Mining,1141
10180.0,"Abilene, TX Metropolitan Statistical Area",22,Utilities,[e]
10180.0,"Abilene, TX Metropolitan Statistical Area",23,Construction,3337
10180.0,"Abilene, TX Metropolitan Statistical Area",31-33,Manufacturing,2948
10180.0,"Abilene, TX Metropolitan Statistical Area",42,Wholesale Trade,[g]
10180.0,"Abilene, TX Metropolitan Statistical Area",44-45,Retail Trade,8820
10180.0,"Abilene, TX Metropolitan Statistical Area",48-49,Transportation and Warehousing,[g]
10180.0,"Abilene, TX Metropolitan Statistical Area",51,Information,[g]
10180.0,"Abilene, TX Metropolitan Statistical Area",52,Finance and Insurance,2986
10180.0,"Abilene, TX Metropolitan Statistical Area",53,Real Estate and Rental and Leasing,895
10180.0,"Abilene, TX Metropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",[g]
10180.0,"Abilene, TX Metropolitan Statistical Area",55,Management of Companies and Enterprises,[e]
