FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
160.0,"Albany--Schenectady--Troy, NY",44-45,Retail Trade,48812
160.0,"Albany--Schenectady--Troy, NY",48-49,Transportation & Warehousing,6756
160.0,"Albany--Schenectady--Troy, NY",51,Information,11580
160.0,"Albany--Schenectady--Troy, NY",52,Finance & insurance,24572
160.0,"Albany--Schenectady--Troy, NY",53,Real estate & rental & leasing,3955
160.0,"Albany--Schenectady--Troy, NY",54,"Professional, scientific, & technical services",20796
160.0,"Albany--Schenectady--Troy, NY",55,Management of companies & enterprises,6436
160.0,"Albany--Schenectady--Troy, NY",56,Administrative & support & waste management & remediation serv,16272
160.0,"Albany--Schenectady--Troy, NY",61,Educational services,17397
160.0,"Albany--Schenectady--Troy, NY",62,Health care & social assistance,54961
160.0,"Albany--Schenectady--Troy, NY",71,"Arts, entertainment, & recreation",3436
160.0,"Albany--Schenectady--Troy, NY",72,Accommodation & foodservices,24712
160.0,"Albany--Schenectady--Troy, NY",81,Other services (except public administration),17058
160.0,"Albany--Schenectady--Troy, NY",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",3453
160.0,"Albany--Schenectady--Troy, NY",99,Unclassified,[c]
200.0,"Albuquerque, NM",--,Total,276365
200.0,"Albuquerque, NM",11,"Agriculture, forestry, fishing, & hunting",[b]
200.0,"Albuquerque, NM",21,Mining,1009
200.0,"Albuquerque, NM",22,Utilities,2202
200.0,"Albuquerque, NM",23,Construction,21528
200.0,"Albuquerque, NM",31-33,Manufacturing,26064
200.0,"Albuquerque, NM",42,Wholesale trade,13184
200.0,"Albuquerque, NM",44-45,Retail Trade,39534
200.0,"Albuquerque, NM",48-49,Transportation & Warehousing,7453
200.0,"Albuquerque, NM",51,Information,7897
200.0,"Albuquerque, NM",52,Finance & insurance,12341
200.0,"Albuquerque, NM",53,Real estate & rental & leasing,4759
200.0,"Albuquerque, NM",54,"Professional, scientific, & technical services",25582
200.0,"Albuquerque, NM",55,Management of companies & enterprises,6239
200.0,"Albuquerque, NM",56,Administrative & support & waste management & remediation serv,21072
200.0,"Albuquerque, NM",61,Educational services,3639
200.0,"Albuquerque, NM",62,Health care & social assistance,36809
200.0,"Albuquerque, NM",71,"Arts, entertainment, & recreation",5537
200.0,"Albuquerque, NM",72,Accommodation & foodservices,27551
200.0,"Albuquerque, NM",81,Other services (except public administration),12773
200.0,"Albuquerque, NM",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[f]
200.0,"Albuquerque, NM",99,Unclassified,[c]
220.0,"Alexandria, LA",--,Total,45683
220.0,"Alexandria, LA",11,"Agriculture, forestry, fishing, & hunting",298
220.0,"Alexandria, LA",21,Mining,[b]
220.0,"Alexandria, LA",22,Utilities,[f]
220.0,"Alexandria, LA",23,Construction,3445
220.0,"Alexandria, LA",31-33,Manufacturing,3272
220.0,"Alexandria, LA",42,Wholesale trade,1880
220.0,"Alexandria, LA",44-45,Retail Trade,7490
220.0,"Alexandria, LA",48-49,Transportation & Warehousing,993
220.0,"Alexandria, LA",51,Information,1019
220.0,"Alexandria, LA",52,Finance & insurance,1741
220.0,"Alexandria, LA",53,Real estate & rental & leasing,799
220.0,"Alexandria, LA",54,"Professional, scientific, & technical services",1657
220.0,"Alexandria, LA",55,Management of companies & enterprises,70
220.0,"Alexandria, LA",56,Administrative & support & waste management & remediation serv,1939
220.0,"Alexandria, LA",61,Educational services,741
220.0,"Alexandria, LA",62,Health care & social assistance,12419
220.0,"Alexandria, LA",71,"Arts, entertainment, & recreation",[c]
220.0,"Alexandria, LA",72,Accommodation & foodservices,4158
220.0,"Alexandria, LA",81,Other services (except public administration),2656
220.0,"Alexandria, LA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[b]
220.0,"Alexandria, LA",99,Unclassified,[b]
240.0,"Allentown--Bethlehem--Easton, PA",--,Total,249627
240.0,"Allentown--Bethlehem--Easton, PA",11,"Agriculture, forestry, fishing, & hunting",[b]
240.0,"Allentown--Bethlehem--Easton, PA",21,Mining,139
240.0,"Allentown--Bethlehem--Easton, PA",22,Utilities,[i]
240.0,"Allentown--Bethlehem--Easton, PA",23,Construction,10564
240.0,"Allentown--Bethlehem--Easton, PA",31-33,Manufacturing,43559
240.0,"Allentown--Bethlehem--Easton, PA",42,Wholesale trade,11878
240.0,"Allentown--Bethlehem--Easton, PA",44-45,Retail Trade,30221
240.0,"Allentown--Bethlehem--Easton, PA",48-49,Transportation & Warehousing,5505
240.0,"Allentown--Bethlehem--Easton, PA",51,Information,6524
240.0,"Allentown--Bethlehem--Easton, PA",52,Finance & insurance,13486
240.0,"Allentown--Bethlehem--Easton, PA",53,Real estate & rental & leasing,2390
240.0,"Allentown--Bethlehem--Easton, PA",54,"Professional, scientific, & technical services",9744
240.0,"Allentown--Bethlehem--Easton, PA",55,Management of companies & enterprises,9987
240.0,"Allentown--Bethlehem--Easton, PA",56,Administrative & support & waste management & remediation serv,14972
240.0,"Allentown--Bethlehem--Easton, PA",61,Educational services,9970
240.0,"Allentown--Bethlehem--Easton, PA",62,Health care & social assistance,35585
240.0,"Allentown--Bethlehem--Easton, PA",71,"Arts, entertainment, & recreation",3502
240.0,"Allentown--Bethlehem--Easton, PA",72,Accommodation & foodservices,18814
240.0,"Allentown--Bethlehem--Easton, PA",81,Other services (except public administration),12423
240.0,"Allentown--Bethlehem--Easton, PA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[i]
240.0,"Allentown--Bethlehem--Easton, PA",99,Unclassified,[b]
280.0,"Altoona, PA",--,Total,49527
280.0,"Altoona, PA",11,"Agriculture, forestry, fishing, & hunting",[a]
280.0,"Altoona, PA",21,Mining,[c]
280.0,"Altoona, PA",22,Utilities,[c]
280.0,"Altoona, PA",23,Construction,2363
280.0,"Altoona, PA",31-33,Manufacturing,[i]
280.0,"Altoona, PA",42,Wholesale trade,2911
280.0,"Altoona, PA",44-45,Retail Trade,8207
280.0,"Altoona, PA",48-49,Transportation & Warehousing,1270
280.0,"Altoona, PA",51,Information,1616
280.0,"Altoona, PA",52,Finance & insurance,1819
280.0,"Altoona, PA",53,Real estate & rental & leasing,398
280.0,"Altoona, PA",54,"Professional, scientific, & technical services",2098
280.0,"Altoona, PA",55,Management of companies & enterprises,605
280.0,"Altoona, PA",56,Administrative & support & waste management & remediation serv,2429
280.0,"Altoona, PA",61,Educational services,[e]
280.0,"Altoona, PA",62,Health care & social assistance,8526
280.0,"Altoona, PA",71,"Arts, entertainment, & recreation",[f]
280.0,"Altoona, PA",72,Accommodation & foodservices,3994
280.0,"Altoona, PA",81,Other services (except public administration),2421
280.0,"Altoona, PA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",402
280.0,"Altoona, PA",99,Unclassified,[a]
320.0,"Amarillo, TX",--,Total,79684
320.0,"Amarillo, TX",11,"Agriculture, forestry, fishing, & hunting",322
320.0,"Amarillo, TX",21,Mining,277
320.0,"Amarillo, TX",22,Utilities,1051
320.0,"Amarillo, TX",23,Construction,5118
320.0,"Amarillo, TX",31-33,Manufacturing,11911
320.0,"Amarillo, TX",42,Wholesale trade,5366
320.0,"Amarillo, TX",44-45,Retail Trade,13036
320.0,"Amarillo, TX",48-49,Transportation & Warehousing,2309
320.0,"Amarillo, TX",51,Information,1939
320.0,"Amarillo, TX",52,Finance & insurance,3630
320.0,"Amarillo, TX",53,Real estate & rental & leasing,1219
320.0,"Amarillo, TX",54,"Professional, scientific, & technical services",3033
320.0,"Amarillo, TX",55,Management of companies & enterprises,860
320.0,"Amarillo, TX",56,Administrative & support & waste management & remediation serv,3347
320.0,"Amarillo, TX",61,Educational services,363
320.0,"Amarillo, TX",62,Health care & social assistance,11942
320.0,"Amarillo, TX",71,"Arts, entertainment, & recreation",924
320.0,"Amarillo, TX",72,Accommodation & foodservices,8002
320.0,"Amarillo, TX",81,Other services (except public administration),4893
320.0,"Amarillo, TX",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[b]
320.0,"Amarillo, TX",99,Unclassified,[b]
380.0,"Anchorage, AK",--,Total,107084
380.0,"Anchorage, AK",11,"Agriculture, forestry, fishing, & hunting",133
380.0,"Anchorage, AK",21,Mining,5753
380.0,"Anchorage, AK",22,Utilities,630
380.0,"Anchorage, AK",23,Construction,7538
380.0,"Anchorage, AK",31-33,Manufacturing,1718
380.0,"Anchorage, AK",42,Wholesale trade,5069
380.0,"Anchorage, AK",44-45,Retail Trade,14906
380.0,"Anchorage, AK",48-49,Transportation & Warehousing,10394
380.0,"Anchorage, AK",51,Information,3143
380.0,"Anchorage, AK",52,Finance & insurance,4830
380.0,"Anchorage, AK",53,Real estate & rental & leasing,2116
380.0,"Anchorage, AK",54,"Professional, scientific, & technical services",6892
380.0,"Anchorage, AK",55,Management of companies & enterprises,1663
380.0,"Anchorage, AK",56,Administrative & support & waste management & remediation serv,7284
380.0,"Anchorage, AK",61,Educational services,1404
380.0,"Anchorage, AK",62,Health care & social assistance,15075
380.0,"Anchorage, AK",71,"Arts, entertainment, & recreation",[g]
380.0,"Anchorage, AK",72,Accommodation & foodservices,10991
380.0,"Anchorage, AK",81,Other services (except public administration),5228
380.0,"Anchorage, AK",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[f]
380.0,"Anchorage, AK",99,Unclassified,[b]
440.0,"Ann Arbor, MI",--,Total,222798
440.0,"Ann Arbor, MI",11,"Agriculture, forestry, fishing, & hunting",[b]
440.0,"Ann Arbor, MI",21,Mining,[b]
440.0,"Ann Arbor, MI",22,Utilities,[f]
440.0,"Ann Arbor, MI",23,Construction,11011
440.0,"Ann Arbor, MI",31-33,Manufacturing,49734
440.0,"Ann Arbor, MI",42,Wholesale trade,6757
440.0,"Ann Arbor, MI",44-45,Retail Trade,30613
440.0,"Ann Arbor, MI",48-49,Transportation & Warehousing,4413
440.0,"Ann Arbor, MI",51,Information,5964
440.0,"Ann Arbor, MI",52,Finance & insurance,6507
440.0,"Ann Arbor, MI",53,Real estate & rental & leasing,2674
440.0,"Ann Arbor, MI",54,"Professional, scientific, & technical services",13548
440.0,"Ann Arbor, MI",55,Management of companies & enterprises,4464
440.0,"Ann Arbor, MI",56,Administrative & support & waste management & remediation serv,12327
440.0,"Ann Arbor, MI",61,Educational services,2888
440.0,"Ann Arbor, MI",62,Health care & social assistance,35721
440.0,"Ann Arbor, MI",71,"Arts, entertainment, & recreation",2723
440.0,"Ann Arbor, MI",72,Accommodation & foodservices,19475
440.0,"Ann Arbor, MI",81,Other services (except public administration),8683
440.0,"Ann Arbor, MI",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",4137
440.0,"Ann Arbor, MI",99,Unclassified,[e]
450.0,"Anniston, AL",--,Total,39928
450.0,"Anniston, AL",11,"Agriculture, forestry, fishing, & hunting",[b]
450.0,"Anniston, AL",21,Mining,55
450.0,"Anniston, AL",22,Utilities,[e]
450.0,"Anniston, AL",23,Construction,1604
450.0,"Anniston, AL",31-33,Manufacturing,11407
450.0,"Anniston, AL",42,Wholesale trade,1901
450.0,"Anniston, AL",44-45,Retail Trade,6418
450.0,"Anniston, AL",48-49,Transportation & Warehousing,720
450.0,"Anniston, AL",51,Information,762
450.0,"Anniston, AL",52,Finance & insurance,1045
450.0,"Anniston, AL",53,Real estate & rental & leasing,362
450.0,"Anniston, AL",54,"Professional, scientific, & technical services",892
450.0,"Anniston, AL",55,Management of companies & enterprises,[b]
450.0,"Anniston, AL",56,Administrative & support & waste management & remediation serv,2328
450.0,"Anniston, AL",61,Educational services,[c]
450.0,"Anniston, AL",62,Health care & social assistance,5189
450.0,"Anniston, AL",71,"Arts, entertainment, & recreation",[c]
450.0,"Anniston, AL",72,Accommodation & foodservices,3825
450.0,"Anniston, AL",81,Other services (except public administration),2030
450.0,"Anniston, AL",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[e]
450.0,"Anniston, AL",99,Unclassified,[a]
460.0,"Appleton--Oshkosh--Neenah, WI",--,Total,180515
460.0,"Appleton--Oshkosh--Neenah, WI",11,"Agriculture, forestry, fishing, & hunting",[b]
460.0,"Appleton--Oshkosh--Neenah, WI",21,Mining,[c]
460.0,"Appleton--Oshkosh--Neenah, WI",22,Utilities,[e]
460.0,"Appleton--Oshkosh--Neenah, WI",23,Construction,10549
460.0,"Appleton--Oshkosh--Neenah, WI",31-33,Manufacturing,54205
460.0,"Appleton--Oshkosh--Neenah, WI",42,Wholesale trade,7768
460.0,"Appleton--Oshkosh--Neenah, WI",44-45,Retail Trade,21969
460.0,"Appleton--Oshkosh--Neenah, WI",48-49,Transportation & Warehousing,5038
460.0,"Appleton--Oshkosh--Neenah, WI",51,Information,2548
460.0,"Appleton--Oshkosh--Neenah, WI",52,Finance & insurance,8746
460.0,"Appleton--Oshkosh--Neenah, WI",53,Real estate & rental & leasing,1556
460.0,"Appleton--Oshkosh--Neenah, WI",54,"Professional, scientific, & technical services",5053
460.0,"Appleton--Oshkosh--Neenah, WI",55,Management of companies & enterprises,8159
460.0,"Appleton--Oshkosh--Neenah, WI",56,Administrative & support & waste management & remediation serv,9241
460.0,"Appleton--Oshkosh--Neenah, WI",61,Educational services,2379
460.0,"Appleton--Oshkosh--Neenah, WI",62,Health care & social assistance,18391
460.0,"Appleton--Oshkosh--Neenah, WI",71,"Arts, entertainment, & recreation",1851
460.0,"Appleton--Oshkosh--Neenah, WI",72,Accommodation & foodservices,14128
460.0,"Appleton--Oshkosh--Neenah, WI",81,Other services (except public administration),7922
460.0,"Appleton--Oshkosh--Neenah, WI",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",449
460.0,"Appleton--Oshkosh--Neenah, WI",99,Unclassified,[b]
480.0,"Asheville, NC",--,Total,95337
480.0,"Asheville, NC",11,"Agriculture, forestry, fishing, & hunting",[b]
480.0,"Asheville, NC",21,Mining,[c]
480.0,"Asheville, NC",22,Utilities,404
480.0,"Asheville, NC",23,Construction,6091
480.0,"Asheville, NC",31-33,Manufacturing,19854
480.0,"Asheville, NC",42,Wholesale trade,4500
480.0,"Asheville, NC",44-45,Retail Trade,14098
480.0,"Asheville, NC",48-49,Transportation & Warehousing,1642
480.0,"Asheville, NC",51,Information,1894
480.0,"Asheville, NC",52,Finance & insurance,2248
480.0,"Asheville, NC",53,Real estate & rental & leasing,1152
480.0,"Asheville, NC",54,"Professional, scientific, & technical services",2914
480.0,"Asheville, NC",55,Management of companies & enterprises,669
480.0,"Asheville, NC",56,Administrative & support & waste management & remediation serv,4692
480.0,"Asheville, NC",61,Educational services,2436
480.0,"Asheville, NC",62,Health care & social assistance,16686
480.0,"Asheville, NC",71,"Arts, entertainment, & recreation",1495
480.0,"Asheville, NC",72,Accommodation & foodservices,9665
480.0,"Asheville, NC",81,Other services (except public administration),4604
480.0,"Asheville, NC",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[b]
480.0,"Asheville, NC",99,Unclassified,[b]
500.0,"Athens, GA",--,Total,51474
500.0,"Athens, GA",11,"Agriculture, forestry, fishing, & hunting",[b]
500.0,"Athens, GA",21,Mining,[b]
500.0,"Athens, GA",22,Utilities,288
500.0,"Athens, GA",23,Construction,[h]
500.0,"Athens, GA",31-33,Manufacturing,10943
500.0,"Athens, GA",42,Wholesale trade,2527
500.0,"Athens, GA",44-45,Retail Trade,9124
500.0,"Athens, GA",48-49,Transportation & Warehousing,658
500.0,"Athens, GA",51,Information,1178
500.0,"Athens, GA",52,Finance & insurance,1546
500.0,"Athens, GA",53,Real estate & rental & leasing,[f]
500.0,"Athens, GA",54,"Professional, scientific, & technical services",1683
500.0,"Athens, GA",55,Management of companies & enterprises,390
500.0,"Athens, GA",56,Administrative & support & waste management & remediation serv,[h]
500.0,"Athens, GA",61,Educational services,526
500.0,"Athens, GA",62,Health care & social assistance,6953
500.0,"Athens, GA",71,"Arts, entertainment, & recreation",515
500.0,"Athens, GA",72,Accommodation & foodservices,5797
500.0,"Athens, GA",81,Other services (except public administration),2312
500.0,"Athens, GA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[e]
500.0,"Athens, GA",99,Unclassified,[b]
520.0,"Atlanta, GA",--,Total,1894836
520.0,"Atlanta, GA",11,"Agriculture, forestry, fishing, & hunting",458
520.0,"Atlanta, GA",21,Mining,[g]
520.0,"Atlanta, GA",22,Utilities,11222
520.0,"Atlanta, GA",23,Construction,109096
520.0,"Atlanta, GA",31-33,Manufacturing,190581
520.0,"Atlanta, GA",42,Wholesale trade,143070
520.0,"Atlanta, GA",44-45,Retail Trade,230067
520.0,"Atlanta, GA",48-49,Transportation & Warehousing,88755
520.0,"Atlanta, GA",51,Information,82572
520.0,"Atlanta, GA",52,Finance & insurance,107431
520.0,"Atlanta, GA",53,Real estate & rental & leasing,37554
520.0,"Atlanta, GA",54,"Professional, scientific, & technical services",134268
520.0,"Atlanta, GA",55,Management of companies & enterprises,77064
520.0,"Atlanta, GA",56,Administrative & support & waste management & remediation serv,192167
520.0,"Atlanta, GA",61,Educational services,36274
520.0,"Atlanta, GA",62,Health care & social assistance,156095
520.0,"Atlanta, GA",71,"Arts, entertainment, & recreation",22267
520.0,"Atlanta, GA",72,Accommodation & foodservices,155250
520.0,"Atlanta, GA",81,Other services (except public administration),81783
520.0,"Atlanta, GA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",36305
520.0,"Atlanta, GA",99,Unclassified,[g]
560.0,"Atlantic--Cape May, NJ",--,Total,146021
560.0,"Atlantic--Cape May, NJ",11,"Agriculture, forestry, fishing, & hunting",[e]
560.0,"Atlantic--Cape May, NJ",21,Mining,[b]
560.0,"Atlantic--Cape May, NJ",22,Utilities,1718
560.0,"Atlantic--Cape May, NJ",23,Construction,7178
560.0,"Atlantic--Cape May, NJ",31-33,Manufacturing,5642
560.0,"Atlantic--Cape May, NJ",42,Wholesale trade,3064
560.0,"Atlantic--Cape May, NJ",44-45,Retail Trade,19805
560.0,"Atlantic--Cape May, NJ",48-49,Transportation & Warehousing,2992
560.0,"Atlantic--Cape May, NJ",51,Information,2504
560.0,"Atlantic--Cape May, NJ",52,Finance & insurance,3505
560.0,"Atlantic--Cape May, NJ",53,Real estate & rental & leasing,2764
560.0,"Atlantic--Cape May, NJ",54,"Professional, scientific, & technical services",4790
560.0,"Atlantic--Cape May, NJ",55,Management of companies & enterprises,971
560.0,"Atlantic--Cape May, NJ",56,Administrative & support & waste management & remediation serv,3774
560.0,"Atlantic--Cape May, NJ",61,Educational services,1136
560.0,"Atlantic--Cape May, NJ",62,Health care & social assistance,16352
560.0,"Atlantic--Cape May, NJ",71,"Arts, entertainment, & recreation",2240
560.0,"Atlantic--Cape May, NJ",72,Accommodation & foodservices,61758
560.0,"Atlantic--Cape May, NJ",81,Other services (except public administration),5038
560.0,"Atlantic--Cape May, NJ",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[e]
560.0,"Atlantic--Cape May, NJ",99,Unclassified,[b]
580.0,"Auburn--Opelika, AL",--,Total,30235
580.0,"Auburn--Opelika, AL",11,"Agriculture, forestry, fishing, & hunting",[c]
580.0,"Auburn--Opelika, AL",21,Mining,[b]
580.0,"Auburn--Opelika, AL",22,Utilities,101
580.0,"Auburn--Opelika, AL",23,Construction,1833
580.0,"Auburn--Opelika, AL",31-33,Manufacturing,6600
580.0,"Auburn--Opelika, AL",42,Wholesale trade,[f]
580.0,"Auburn--Opelika, AL",44-45,Retail Trade,5836
580.0,"Auburn--Opelika, AL",48-49,Transportation & Warehousing,511
580.0,"Auburn--Opelika, AL",51,Information,[f]
580.0,"Auburn--Opelika, AL",52,Finance & insurance,832
580.0,"Auburn--Opelika, AL",53,Real estate & rental & leasing,580
580.0,"Auburn--Opelika, AL",54,"Professional, scientific, & technical services",[f]
580.0,"Auburn--Opelika, AL",55,Management of companies & enterprises,[a]
580.0,"Auburn--Opelika, AL",56,Administrative & support & waste management & remediation serv,1641
580.0,"Auburn--Opelika, AL",61,Educational services,[b]
580.0,"Auburn--Opelika, AL",62,Health care & social assistance,4098
580.0,"Auburn--Opelika, AL",71,"Arts, entertainment, & recreation",[e]
580.0,"Auburn--Opelika, AL",72,Accommodation & foodservices,3986
580.0,"Auburn--Opelika, AL",81,Other services (except public administration),1459
580.0,"Auburn--Opelika, AL",99,Unclassified,[b]
600.0,"Augusta--Aiken, GA--SC",--,Total,165449
600.0,"Augusta--Aiken, GA--SC",11,"Agriculture, forestry, fishing, & hunting",[e]
600.0,"Augusta--Aiken, GA--SC",21,Mining,[e]
600.0,"Augusta--Aiken, GA--SC",22,Utilities,840
600.0,"Augusta--Aiken, GA--SC",23,Construction,9092
600.0,"Augusta--Aiken, GA--SC",31-33,Manufacturing,40870
600.0,"Augusta--Aiken, GA--SC",42,Wholesale trade,3942
600.0,"Augusta--Aiken, GA--SC",44-45,Retail Trade,24415
600.0,"Augusta--Aiken, GA--SC",48-49,Transportation & Warehousing,2183
600.0,"Augusta--Aiken, GA--SC",51,Information,2967
600.0,"Augusta--Aiken, GA--SC",52,Finance & insurance,4772
600.0,"Augusta--Aiken, GA--SC",53,Real estate & rental & leasing,1689
600.0,"Augusta--Aiken, GA--SC",54,"Professional, scientific, & technical services",6785
600.0,"Augusta--Aiken, GA--SC",55,Management of companies & enterprises,1107
600.0,"Augusta--Aiken, GA--SC",56,Administrative & support & waste management & remediation serv,11919
600.0,"Augusta--Aiken, GA--SC",61,Educational services,1572
600.0,"Augusta--Aiken, GA--SC",62,Health care & social assistance,26522
600.0,"Augusta--Aiken, GA--SC",71,"Arts, entertainment, & recreation",2259
600.0,"Augusta--Aiken, GA--SC",72,Accommodation & foodservices,14836
600.0,"Augusta--Aiken, GA--SC",81,Other services (except public administration),7349
600.0,"Augusta--Aiken, GA--SC",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[g]
600.0,"Augusta--Aiken, GA--SC",99,Unclassified,[c]
640.0,"Austin--San Marcos, TX",--,Total,479731
640.0,"Austin--San Marcos, TX",11,"Agriculture, forestry, fishing, & hunting",64
640.0,"Austin--San Marcos, TX",21,Mining,982
640.0,"Austin--San Marcos, TX",22,Utilities,1274
640.0,"Austin--San Marcos, TX",23,Construction,29820
640.0,"Austin--San Marcos, TX",31-33,Manufacturing,68002
640.0,"Austin--San Marcos, TX",42,Wholesale trade,22174
640.0,"Austin--San Marcos, TX",44-45,Retail Trade,64284
640.0,"Austin--San Marcos, TX",48-49,Transportation & Warehousing,6214
640.0,"Austin--San Marcos, TX",51,Information,20701
640.0,"Austin--San Marcos, TX",52,Finance & insurance,26545
640.0,"Austin--San Marcos, TX",53,Real estate & rental & leasing,8352
640.0,"Austin--San Marcos, TX",54,"Professional, scientific, & technical services",38481
640.0,"Austin--San Marcos, TX",55,Management of companies & enterprises,8664
640.0,"Austin--San Marcos, TX",56,Administrative & support & waste management & remediation serv,45995
640.0,"Austin--San Marcos, TX",61,Educational services,6902
640.0,"Austin--San Marcos, TX",62,Health care & social assistance,51285
640.0,"Austin--San Marcos, TX",71,"Arts, entertainment, & recreation",6043
640.0,"Austin--San Marcos, TX",72,Accommodation & foodservices,46548
640.0,"Austin--San Marcos, TX",81,Other services (except public administration),25302
640.0,"Austin--San Marcos, TX",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",1817
640.0,"Austin--San Marcos, TX",99,Unclassified,282
680.0,"Bakersfield, CA",--,Total,142507
680.0,"Bakersfield, CA",11,"Agriculture, forestry, fishing, & hunting",1524
680.0,"Bakersfield, CA",21,Mining,5847
680.0,"Bakersfield, CA",22,Utilities,1236
680.0,"Bakersfield, CA",23,Construction,8611
680.0,"Bakersfield, CA",31-33,Manufacturing,13257
