FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
10100.0,"Aberdeen, SD Micro Area",--,Total,19294.0
10100.0,"Aberdeen, SD Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",19.0
10100.0,"Aberdeen, SD Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
10100.0,"Aberdeen, SD Micro Area",22,Utilities,119.0
10100.0,"Aberdeen, SD Micro Area",23,Construction,848.0
10100.0,"Aberdeen, SD Micro Area",31-33,Manufacturing,3284.0
10100.0,"Aberdeen, SD Micro Area",42,Wholesale Trade,1459.0
10100.0,"Aberdeen, SD Micro Area",44-45,Retail Trade,3117.0
10100.0,"Aberdeen, SD Micro Area",48-49,Transportation and Warehousing,353.0
10100.0,"Aberdeen, SD Micro Area",51,Information,401.0
10100.0,"Aberdeen, SD Micro Area",52,Finance and Insurance,987.0
10100.0,"Aberdeen, SD Micro Area",53,Real Estate and Rental and Leasing,240.0
10100.0,"Aberdeen, SD Micro Area",54,"Professional, Scientific, and Technical Services",545.0
10100.0,"Aberdeen, SD Micro Area",55,Management of Companies and Enterprises,0.0
10100.0,"Aberdeen, SD Micro Area",56,Administrative and Support and Waste Management and Remediation Services,643.0
10100.0,"Aberdeen, SD Micro Area",61,Educational Services,461.0
10100.0,"Aberdeen, SD Micro Area",62,Health Care and Social Assistance,3067.0
10100.0,"Aberdeen, SD Micro Area",71,"Arts, Entertainment, and Recreation",0.0
10100.0,"Aberdeen, SD Micro Area",72,Accommodation and Food Services,2508.0
10100.0,"Aberdeen, SD Micro Area",81,Other Services (except Public Administration),725.0
10100.0,"Aberdeen, SD Micro Area",99,Industries not classified,0.0
10140.0,"Aberdeen, WA Micro Area",--,Total,15693.0
10140.0,"Aberdeen, WA Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",410.0
10140.0,"Aberdeen, WA Micro Area",22,Utilities,0.0
10140.0,"Aberdeen, WA Micro Area",23,Construction,1335.0
10140.0,"Aberdeen, WA Micro Area",31-33,Manufacturing,2272.0
10140.0,"Aberdeen, WA Micro Area",42,Wholesale Trade,594.0
10140.0,"Aberdeen, WA Micro Area",44-45,Retail Trade,2842.0
10140.0,"Aberdeen, WA Micro Area",48-49,Transportation and Warehousing,441.0
10140.0,"Aberdeen, WA Micro Area",51,Information,168.0
10140.0,"Aberdeen, WA Micro Area",52,Finance and Insurance,0.0
10140.0,"Aberdeen, WA Micro Area",53,Real Estate and Rental and Leasing,268.0
10140.0,"Aberdeen, WA Micro Area",54,"Professional, Scientific, and Technical Services",424.0
10140.0,"Aberdeen, WA Micro Area",55,Management of Companies and Enterprises,32.0
10140.0,"Aberdeen, WA Micro Area",56,Administrative and Support and Waste Management and Remediation Services,525.0
10140.0,"Aberdeen, WA Micro Area",61,Educational Services,0.0
10140.0,"Aberdeen, WA Micro Area",62,Health Care and Social Assistance,2716.0
10140.0,"Aberdeen, WA Micro Area",71,"Arts, Entertainment, and Recreation",204.0
10140.0,"Aberdeen, WA Micro Area",72,Accommodation and Food Services,1930.0
10140.0,"Aberdeen, WA Micro Area",81,Other Services (except Public Administration),824.0
10140.0,"Aberdeen, WA Micro Area",99,Industries not classified,0.0
10180.0,"Abilene, TX Metro Area",--,Total,57895.0
10180.0,"Abilene, TX Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",26.0
10180.0,"Abilene, TX Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",2044.0
10180.0,"Abilene, TX Metro Area",22,Utilities,412.0
10180.0,"Abilene, TX Metro Area",23,Construction,3004.0
10180.0,"Abilene, TX Metro Area",31-33,Manufacturing,2664.0
10180.0,"Abilene, TX Metro Area",42,Wholesale Trade,2586.0
10180.0,"Abilene, TX Metro Area",44-45,Retail Trade,8860.0
10180.0,"Abilene, TX Metro Area",48-49,Transportation and Warehousing,1673.0
10180.0,"Abilene, TX Metro Area",51,Information,1081.0
10180.0,"Abilene, TX Metro Area",52,Finance and Insurance,2922.0
10180.0,"Abilene, TX Metro Area",53,Real Estate and Rental and Leasing,852.0
10180.0,"Abilene, TX Metro Area",54,"Professional, Scientific, and Technical Services",2027.0
10180.0,"Abilene, TX Metro Area",55,Management of Companies and Enterprises,573.0
10180.0,"Abilene, TX Metro Area",56,Administrative and Support and Waste Management and Remediation Services,2661.0
10180.0,"Abilene, TX Metro Area",61,Educational Services,3375.0
10180.0,"Abilene, TX Metro Area",62,Health Care and Social Assistance,12334.0
10180.0,"Abilene, TX Metro Area",71,"Arts, Entertainment, and Recreation",700.0
10180.0,"Abilene, TX Metro Area",72,Accommodation and Food Services,7067.0
10180.0,"Abilene, TX Metro Area",81,Other Services (except Public Administration),3033.0
10180.0,"Abilene, TX Metro Area",99,Industries not classified,1.0
10220.0,"Ada, OK Micro Area",--,Total,12651.0
10220.0,"Ada, OK Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",431.0
10220.0,"Ada, OK Micro Area",22,Utilities,0.0
10220.0,"Ada, OK Micro Area",23,Construction,548.0
10220.0,"Ada, OK Micro Area",31-33,Manufacturing,1155.0
10220.0,"Ada, OK Micro Area",42,Wholesale Trade,468.0
10220.0,"Ada, OK Micro Area",44-45,Retail Trade,1766.0
10220.0,"Ada, OK Micro Area",48-49,Transportation and Warehousing,290.0
10220.0,"Ada, OK Micro Area",51,Information,0.0
10220.0,"Ada, OK Micro Area",52,Finance and Insurance,990.0
10220.0,"Ada, OK Micro Area",53,Real Estate and Rental and Leasing,182.0
10220.0,"Ada, OK Micro Area",54,"Professional, Scientific, and Technical Services",356.0
10220.0,"Ada, OK Micro Area",55,Management of Companies and Enterprises,0.0
10220.0,"Ada, OK Micro Area",56,Administrative and Support and Waste Management and Remediation Services,0.0
10220.0,"Ada, OK Micro Area",61,Educational Services,25.0
10220.0,"Ada, OK Micro Area",62,Health Care and Social Assistance,3546.0
10220.0,"Ada, OK Micro Area",71,"Arts, Entertainment, and Recreation",0.0
10220.0,"Ada, OK Micro Area",72,Accommodation and Food Services,1296.0
10220.0,"Ada, OK Micro Area",81,Other Services (except Public Administration),483.0
10220.0,"Ada, OK Micro Area",99,Industries not classified,0.0
10300.0,"Adrian, MI Micro Area",--,Total,22990.0
10300.0,"Adrian, MI Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",0.0
10300.0,"Adrian, MI Micro Area",22,Utilities,0.0
10300.0,"Adrian, MI Micro Area",23,Construction,621.0
10300.0,"Adrian, MI Micro Area",31-33,Manufacturing,4692.0
10300.0,"Adrian, MI Micro Area",42,Wholesale Trade,629.0
10300.0,"Adrian, MI Micro Area",44-45,Retail Trade,3639.0
10300.0,"Adrian, MI Micro Area",48-49,Transportation and Warehousing,452.0
10300.0,"Adrian, MI Micro Area",51,Information,319.0
10300.0,"Adrian, MI Micro Area",52,Finance and Insurance,835.0
10300.0,"Adrian, MI Micro Area",53,Real Estate and Rental and Leasing,190.0
10300.0,"Adrian, MI Micro Area",54,"Professional, Scientific, and Technical Services",482.0
10300.0,"Adrian, MI Micro Area",55,Management of Companies and Enterprises,117.0
10300.0,"Adrian, MI Micro Area",56,Administrative and Support and Waste Management and Remediation Services,1148.0
10300.0,"Adrian, MI Micro Area",61,Educational Services,1990.0
10300.0,"Adrian, MI Micro Area",62,Health Care and Social Assistance,3310.0
10300.0,"Adrian, MI Micro Area",71,"Arts, Entertainment, and Recreation",275.0
10300.0,"Adrian, MI Micro Area",72,Accommodation and Food Services,2564.0
10300.0,"Adrian, MI Micro Area",81,Other Services (except Public Administration),1601.0
10300.0,"Adrian, MI Micro Area",99,Industries not classified,0.0
10420.0,"Akron, OH Metro Area",--,Total,285016.0
10420.0,"Akron, OH Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",60.0
10420.0,"Akron, OH Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",351.0
10420.0,"Akron, OH Metro Area",22,Utilities,0.0
10420.0,"Akron, OH Metro Area",23,Construction,10871.0
10420.0,"Akron, OH Metro Area",31-33,Manufacturing,38801.0
10420.0,"Akron, OH Metro Area",42,Wholesale Trade,18034.0
10420.0,"Akron, OH Metro Area",44-45,Retail Trade,38144.0
10420.0,"Akron, OH Metro Area",48-49,Transportation and Warehousing,9378.0
