State,NAICS Code,Total Employment - 2013
District of Columbia,22,0
District of Columbia,23,7800
District of Columbia,31-33,1047
District of Columbia,42,4409
District of Columbia,44-45,20263
District of Columbia,48-49,2845
District of Columbia,51,20854
District of Columbia,52,16596
District of Columbia,53,9431
District of Columbia,54,97936
District of Columbia,55,10830
District of Columbia,56,32544
District of Columbia,61,52963
District of Columbia,62,65595
District of Columbia,71,7954
District of Columbia,72,63419
District of Columbia,81,74673
District of Columbia,99,48
Florida,--,7134644
Florida,11,9182
Florida,21,4185
Florida,22,27579
Florida,23,308407
Florida,31-33,281852
Florida,42,299427
Florida,44-45,985663
Florida,48-49,209498
Florida,51,155169
Florida,52,338792
Florida,53,149440
Florida,54,444688
Florida,55,134813
Florida,56,1307729
Florida,61,156060
Florida,62,1010544
Florida,71,178157
Florida,72,832085
Florida,81,300906
Florida,99,468
Georgia,--,3458050
Georgia,11,7708
Georgia,21,4822
Georgia,22,24184
Georgia,23,143503
Georgia,31-33,340638
Georgia,42,194332
Georgia,44-45,440474
Georgia,48-49,164898
Georgia,51,127080
Georgia,52,163566
Georgia,53,56405
Georgia,54,230143
Georgia,55,111363
Georgia,56,326206
Georgia,61,81003
Georgia,62,457707
Georgia,71,43360
Georgia,72,385392
Georgia,81,154956
Georgia,99,0
Hawaii,--,502530
Hawaii,11,138
Hawaii,21,101
Hawaii,22,3656
Hawaii,23,27075
Hawaii,31-33,12172
Hawaii,42,18852
Hawaii,44-45,70051
Hawaii,48-49,27868
Hawaii,51,8244
Hawaii,52,20125
Hawaii,53,12181
Hawaii,54,22384
Hawaii,55,6025
Hawaii,56,50261
Hawaii,61,17981
Hawaii,62,67974
Hawaii,71,11116
Hawaii,72,101216
Hawaii,81,25080
Hawaii,99,30
Idaho,--,509986
Idaho,11,3502
Idaho,21,2739
Idaho,22,0
Idaho,23,30110
Idaho,31-33,56982
Idaho,42,26651
Idaho,44-45,74858
Idaho,48-49,16858
Idaho,51,11996
Idaho,52,21335
Idaho,53,6587
Idaho,54,32485
Idaho,55,8132
Idaho,56,33933
Idaho,61,12439
Idaho,62,84446
Idaho,71,9228
Idaho,72,55230
Idaho,81,18557
Idaho,99,0
Illinois,--,5209070
Illinois,11,2128
Illinois,21,8981
Illinois,22,29655
Illinois,23,178055
Illinois,31-33,547259
Illinois,42,310789
Illinois,44-45,592779
Illinois,48-49,225959
Illinois,51,123824
Illinois,52,301696
Illinois,53,72322
Illinois,54,392549
Illinois,55,196054
Illinois,56,475212
Illinois,61,160971
Illinois,62,786018
Illinois,71,77456
Illinois,72,483056
Illinois,81,244036
Illinois,99,271
Indiana,--,2555979
Indiana,11,1599
Indiana,21,6031
Indiana,22,14649
Indiana,23,116325
Indiana,31-33,463363
Indiana,42,114092
Indiana,44-45,309333
Indiana,48-49,122587
Indiana,51,42217
Indiana,52,97071
Indiana,53,32383
Indiana,54,106114
Indiana,55,55794
Indiana,56,188003
Indiana,61,66135
Indiana,62,402148
Indiana,71,35202
Indiana,72,260662
Indiana,81,122171
Indiana,99,0
Iowa,--,1305216
Iowa,11,2526
Iowa,21,1904
Iowa,22,7913
Iowa,23,56983
Iowa,31-33,208190
Iowa,42,66659
Iowa,44-45,178668
Iowa,48-49,55443
Iowa,51,30432
Iowa,52,91984
Iowa,53,12298
Iowa,54,49897
Iowa,55,18880
Iowa,56,75407
Iowa,61,46470
Iowa,62,215820
Iowa,71,20346
Iowa,72,115365
Iowa,81,49910
Iowa,99,0
Kansas,--,1150401
Kansas,11,869
Kansas,21,10200
Kansas,22,7214
Kansas,23,57205
Kansas,31-33,160314
Kansas,42,62678
Kansas,44-45,147038
Kansas,48-49,49763
Kansas,51,38725
Kansas,52,62203
Kansas,53,14969
Kansas,54,60445
Kansas,55,19796
Kansas,56,72164
Kansas,61,21004
Kansas,62,191966
Kansas,71,15085
Kansas,72,108236
Kansas,81,50415
Kansas,99,0
Kentucky,--,1507375
Kentucky,11,1313
Kentucky,21,18369
Kentucky,22,8240
Kentucky,23,60412
Kentucky,31-33,218734
Kentucky,42,69635
Kentucky,44-45,202387
Kentucky,48-49,83574
Kentucky,51,32838
Kentucky,52,67665
Kentucky,53,19777
Kentucky,54,68412
Kentucky,55,28025
Kentucky,56,96582
Kentucky,61,29411
Kentucky,62,255846
Kentucky,71,17283
Kentucky,72,161738
Kentucky,81,66633
Kentucky,99,501
Louisiana,--,1687956
Louisiana,11,4030
Louisiana,21,52790
Louisiana,22,0
Louisiana,23,148151
Louisiana,31-33,126336
Louisiana,42,77477
Louisiana,44-45,226557
Louisiana,48-49,69766
Louisiana,51,25217
Louisiana,52,65224
Louisiana,53,32755
Louisiana,54,95612
Louisiana,55,22220
Louisiana,56,103842
Louisiana,61,41150
Louisiana,62,287471
Louisiana,71,26150
Louisiana,72,198301
Louisiana,81,73247
Louisiana,99,150
Maine,--,487313
Maine,11,3243
Maine,21,0
Maine,22,0
Maine,23,22036
Maine,31-33,48609
Maine,42,17974
Maine,44-45,80618
Maine,48-49,14649
Maine,51,11683
Maine,52,26773
Maine,53,6252
Maine,54,22911
Maine,55,8172
Maine,56,22071
Maine,61,17964
Maine,62,106533
Maine,71,7849
Maine,72,49264
Maine,81,18426
Maine,99,0
Maryland,--,2182260
Maryland,11,965
Maryland,21,1206
Maryland,22,10021
Maryland,23,140189
Maryland,31-33,100437
Maryland,42,87807
Maryland,44-45,286943
Maryland,48-49,64301
Maryland,51,53899
Maryland,52,99107
Maryland,53,43004
Maryland,54,266902
Maryland,55,51457
Maryland,56,179256
Maryland,61,80913
Maryland,62,353520
Maryland,71,39295
Maryland,72,210524
Maryland,81,112377
Maryland,99,0
Massachusetts,--,3070703
Massachusetts,11,1080
Massachusetts,21,892
Massachusetts,22,11705
Massachusetts,23,110531
Massachusetts,31-33,228032
Massachusetts,42,137620
Massachusetts,44-45,351560
Massachusetts,48-49,77211
Massachusetts,51,110581
Massachusetts,52,205419
Massachusetts,53,45777
Massachusetts,54,262207
Massachusetts,55,87740
Massachusetts,56,184572
Massachusetts,61,211726
Massachusetts,62,591520
Massachusetts,71,54051
Massachusetts,72,279346
Massachusetts,81,118619
Massachusetts,99,0
Michigan,--,3535685
Michigan,11,3294
Michigan,21,5614
Michigan,22,0
Michigan,23,114852
Michigan,31-33,525565
Michigan,42,167592
Michigan,44-45,448929
Michigan,48-49,100454
Michigan,51,71069
Michigan,52,150244
Michigan,53,49379
Michigan,54,242932
Michigan,55,106452
Michigan,56,311352
Michigan,61,74312
Michigan,62,590060
Michigan,71,43801
Michigan,72,354094
Michigan,81,153704
Michigan,99,368
Minnesota,--,2518268
Minnesota,11,2578
Minnesota,21,5809
Minnesota,22,0
Minnesota,23,100095
Minnesota,31-33,299567
Minnesota,42,131534
Minnesota,44-45,293281
Minnesota,48-49,77561
Minnesota,51,62114
Minnesota,52,158001
Minnesota,53,35786
Minnesota,54,136574
Minnesota,55,140778
Minnesota,56,160737
Minnesota,61,71439
Minnesota,62,444946
Minnesota,71,42026
Minnesota,72,226540
Minnesota,81,114827
Minnesota,99,0
Mississippi,--,902638
Mississippi,11,4720
Mississippi,21,6106
Mississippi,22,9368
Mississippi,23,41266
Mississippi,31-33,138335
Mississippi,42,34965
Mississippi,44-45,137076
Mississippi,48-49,33202
Mississippi,51,13011
Mississippi,52,33789
Mississippi,53,10100
Mississippi,54,31020
Mississippi,55,7993
Mississippi,56,51214
Mississippi,61,18535
Mississippi,62,164332
Mississippi,71,10614
Mississippi,72,118207
Mississippi,81,38692
Mississippi,99,0
Missouri,--,2355336
Missouri,11,1656
Missouri,21,3602
Missouri,22,16346
Missouri,23,105000
Missouri,31-33,244754
Missouri,42,120936
Missouri,44-45,305270
Missouri,48-49,81996
Missouri,51,55531
Missouri,52,129953
Missouri,53,34537
Missouri,54,160562
Missouri,55,74981
Missouri,56,153683
Missouri,61,75103
Missouri,62,399510
Missouri,71,38977
Missouri,72,242518
Missouri,81,109623
Missouri,99,0
Montana,--,350196
Montana,11,1043
Montana,21,7447
Montana,22,2951
Montana,23,21045
Montana,31-33,17196
Montana,42,15064
Montana,44-45,56008
Montana,48-49,12387
Montana,51,9043
Montana,52,15808
Montana,53,5492
Montana,54,17529
Montana,55,3680
Montana,56,19305
Montana,61,6184
Montana,62,66154
Montana,71,10284
Montana,72,47745
Montana,81,15795
Montana,99,36
Nebraska,--,830073
Nebraska,11,1082
Nebraska,21,977
Nebraska,22,0
Nebraska,23,39414
Nebraska,31-33,91328
Nebraska,42,42934
Nebraska,44-45,108268
Nebraska,48-49,27758
Nebraska,51,21085
Nebraska,52,60199
Nebraska,53,10905
Nebraska,54,88150
Nebraska,55,17982
Nebraska,56,58799
Nebraska,61,18431
Nebraska,62,121695
Nebraska,71,13319
Nebraska,72,70958
Nebraska,81,35699
Nebraska,99,0
Nevada,--,1047657
Nevada,11,0
Nevada,21,14526
Nevada,22,0
Nevada,23,52430
Nevada,31-33,39608
Nevada,42,33554
Nevada,44-45,135128
Nevada,48-49,46119
Nevada,51,16542
Nevada,52,34963
Nevada,53,24811
Nevada,54,54071
Nevada,55,15795
Nevada,56,99368
Nevada,61,10224
Nevada,62,107580
Nevada,71,28958
Nevada,72,297327
Nevada,81,31538
Nevada,99,100
New Hampshire,--,551793
New Hampshire,11,583
New Hampshire,21,220
New Hampshire,22,3507
New Hampshire,23,22522
New Hampshire,31-33,67915
New Hampshire,42,23774
New Hampshire,44-45,97039
New Hampshire,48-49,12309
New Hampshire,51,13984
New Hampshire,52,24348
New Hampshire,53,7043
New Hampshire,54,30621
New Hampshire,55,6988
New Hampshire,56,45070
New Hampshire,61,22587
New Hampshire,62,87050
New Hampshire,71,11280
New Hampshire,72,53756
New Hampshire,81,21156
New Hampshire,99,0
New Jersey,--,3492216
New Jersey,11,2013
New Jersey,21,1329
New Jersey,22,19059
New Jersey,23,138817
New Jersey,31-33,221052
New Jersey,42,257654
New Jersey,44-45,445176
New Jersey,48-49,158946
New Jersey,51,94715
New Jersey,52,198540
New Jersey,53,53733
New Jersey,54,307495
New Jersey,55,130785
New Jersey,56,303691
New Jersey,61,100489
New Jersey,62,553578
New Jersey,71,56971
New Jersey,72,297477
New Jersey,81,150477
New Jersey,99,219
New Mexico,--,597988
New Mexico,11,374
New Mexico,21,19163
New Mexico,22,4986
New Mexico,23,37593
New Mexico,31-33,27766
New Mexico,42,24837
New Mexico,44-45,92607
New Mexico,48-49,17620
New Mexico,51,11644
New Mexico,52,21410
New Mexico,53,9930
New Mexico,54,44745
New Mexico,55,7140
New Mexico,56,31812
New Mexico,61,9074
New Mexico,62,115028
New Mexico,71,13320
New Mexico,72,82392
New Mexico,81,26490
New Mexico,99,0
New York,--,7688492
New York,11,2626
New York,21,4123
New York,22,39502
New York,23,311669
New York,31-33,429298
New York,42,365674
New York,44-45,920848
New York,48-49,233149
New York,51,272164
New York,52,533082
New York,53,165008
New York,54,603392
New York,55,181086
New York,56,544960
New York,61,397212
New York,62,1445220
New York,71,162727
New York,72,708551
New York,81,367519
New York,99,682
North Carolina,--,3421195
North Carolina,11,4595
North Carolina,21,3243
North Carolina,22,21991
North Carolina,23,163454
North Carolina,31-33,408390
North Carolina,42,178427
North Carolina,44-45,457694
North Carolina,48-49,107649
North Carolina,51,79105
North Carolina,52,169983
North Carolina,53,48885
North Carolina,54,201818
North Carolina,55,81295
North Carolina,56,272162
North Carolina,61,93771
North Carolina,62,553390
North Carolina,71,58859
North Carolina,72,368698
North Carolina,81,147511
North Carolina,99,0
North Dakota,--,342747
North Dakota,11,489
North Dakota,21,22075
North Dakota,22,0
North Dakota,23,22027
North Dakota,31-33,23441
North Dakota,42,22666
North Dakota,44-45,48790
North Dakota,48-49,18846
North Dakota,51,6651
North Dakota,52,16925
North Dakota,53,5128
North Dakota,54,14063
North Dakota,55,4142
North Dakota,56,14085
North Dakota,61,4788
North Dakota,62,59341
North Dakota,71,5861
North Dakota,72,36349
North Dakota,81,13768
North Dakota,99,17
Ohio,--,4587136
Ohio,11,1295
Ohio,21,10943
Ohio,22,24064
Ohio,23,165294
Ohio,31-33,632722
Ohio,42,224287
Ohio,44-45,553457
Ohio,48-49,158169
Ohio,51,86491
Ohio,52,252885
Ohio,53,62925
Ohio,54,234066
Ohio,55,156325
Ohio,56,369007
Ohio,61,118207
Ohio,62,815279
Ohio,71,62858
Ohio,72,453078
Ohio,81,205485
Ohio,99,299
Oklahoma,--,1325927
Oklahoma,11,956
Oklahoma,21,58081
Oklahoma,22,8362
Oklahoma,23,68175
Oklahoma,31-33,133191
Oklahoma,42,60737
Oklahoma,44-45,175150
Oklahoma,48-49,46789
Oklahoma,51,28119
Oklahoma,52,58032
Oklahoma,53,22718
Oklahoma,54,68636
Oklahoma,55,33554
Oklahoma,56,95158
Oklahoma,61,21315
Oklahoma,62,215114
Oklahoma,71,27215
Oklahoma,72,142451
Oklahoma,81,62076
Oklahoma,99,0
Oregon,--,1396563
Oregon,11,11497
Oregon,21,1335
Oregon,22,8011
Oregon,23,68383
Oregon,31-33,151532
Oregon,42,78156
Oregon,44-45,190891
Oregon,48-49,50836
Oregon,51,37062
Oregon,52,58985
Oregon,53,27481
Oregon,54,84411
Oregon,55,43833
Oregon,56,88427
Oregon,61,34915
Oregon,62,218688
Oregon,71,24726
Oregon,72,154988
Oregon,81,62201
Oregon,99,205
Pennsylvania,--,5180805
Pennsylvania,11,2575
Pennsylvania,21,33228
Pennsylvania,22,29612
Pennsylvania,23,217920
Pennsylvania,31-33,539575
Pennsylvania,42,246563
Pennsylvania,44-45,655853
Pennsylvania,48-49,206938
Pennsylvania,51,116681
Pennsylvania,52,265897
Pennsylvania,53,60940
Pennsylvania,54,320473
Pennsylvania,55,174287
Pennsylvania,56,306581
Pennsylvania,61,257804
Pennsylvania,62,960789
Pennsylvania,71,101846
Pennsylvania,72,444226
Pennsylvania,81,238856
Pennsylvania,99,0
Rhode Island,--,408489
Rhode Island,11,0
Rhode Island,21,146
Rhode Island,22,1008
Rhode Island,23,15558
Rhode Island,31-33,37438
Rhode Island,42,20645
Rhode Island,44-45,47348
Rhode Island,48-49,10103
Rhode Island,51,7259
Rhode Island,52,24198
Rhode Island,53,5422
Rhode Island,54,22047
Rhode Island,55,0
Rhode Island,56,22465
Rhode Island,61,26684
Rhode Island,62,86042
Rhode Island,71,9029
Rhode Island,72,45158
Rhode Island,81,16610
Rhode Island,99,0
South Carolina,--,1583213
South Carolina,11,3776
South Carolina,21,1018
South Carolina,22,11816
South Carolina,23,68067
South Carolina,31-33,214541
South Carolina,42,66633
South Carolina,44-45,223958
South Carolina,48-49,52756
South Carolina,51,34328
South Carolina,52,67543
South Carolina,53,23714
South Carolina,54,81697
South Carolina,55,26348
South Carolina,56,162511
South Carolina,61,30548
South Carolina,62,218379
South Carolina,71,25025
South Carolina,72,191082
South Carolina,81,79359
South Carolina,99,0
South Dakota,--,340485
South Dakota,11,379
South Dakota,21,1085
South Dakota,22,2151
South Dakota,23,17872
South Dakota,31-33,43702
South Dakota,42,18431
South Dakota,44-45,50992
South Dakota,48-49,9686
South Dakota,51,6676
South Dakota,52,26758
South Dakota,53,3840
South Dakota,54,11268
South Dakota,55,4851
South Dakota,56,10342
South Dakota,61,7975
South Dakota,62,65548
South Dakota,71,5632
South Dakota,72,38827
South Dakota,81,14425
South Dakota,99,45
Tennessee,--,2394068
Tennessee,11,1844
Tennessee,21,3328
Tennessee,22,3200
Tennessee,23,99972
Tennessee,31-33,299961
Tennessee,42,110168
Tennessee,44-45,310904
Tennessee,48-49,125010
Tennessee,51,49615
Tennessee,52,110322
Tennessee,53,31391
Tennessee,54,101423
Tennessee,55,82005
Tennessee,56,227146
Tennessee,61,56609
Tennessee,62,389848
Tennessee,71,32248
Tennessee,72,251193
Tennessee,81,107749
Tennessee,99,132
Texas,--,9663567
Texas,11,6706
Texas,21,234893
Texas,22,50050
Texas,23,587842
Texas,31-33,789812
Texas,42,500704
Texas,44-45,1206760
Texas,48-49,390221
Texas,51,226590
Texas,52,491299
Texas,53,176674
Texas,54,647105
Texas,55,297511
Texas,56,945320
Texas,61,172075
Texas,62,1360812
Texas,71,124710
Texas,72,1021740
Texas,81,431924
Texas,99,819
Utah,--,1101557
Utah,11,533
Utah,21,11086
Utah,22,0
Utah,23,63222
Utah,31-33,112234
Utah,42,53158
Utah,44-45,137665
Utah,48-49,47856
Utah,51,37863
Utah,52,56886
Utah,53,17589
Utah,54,87039
Utah,55,18462
Utah,56,119021
Utah,61,43222
Utah,62,127970
Utah,71,20773
Utah,72,100021
Utah,81,42504
Utah,99,0
Vermont,--,262474
Vermont,11,499
Vermont,21,468
Vermont,22,0
Vermont,23,12831
Vermont,31-33,30480
Vermont,42,11051
Vermont,44-45,37633
Vermont,48-49,6266
Vermont,51,6777
Vermont,52,9071
Vermont,53,3239
Vermont,54,22480
Vermont,55,2438
Vermont,56,6965
Vermont,61,14989
Vermont,62,46343
Vermont,71,8255
Vermont,72,31413
Vermont,81,9172
Vermont,99,41
Virginia,--,3131723
Virginia,11,3941
Virginia,21,8667
Virginia,22,14041
Virginia,23,167463
Virginia,31-33,232762
Virginia,42,104358
Virginia,44-45,415557
Virginia,48-49,95463
Virginia,51,92779
Virginia,52,160979
Virginia,53,53307
Virginia,54,438370
Virginia,55,65611
Virginia,56,244879
Virginia,61,75206
Virginia,62,416774
Virginia,71,55512
Virginia,72,323113
Virginia,81,162661
Virginia,99,0
Washington,--,2444098
Washington,11,12763
Washington,21,2361
Washington,22,0
Washington,23,137831
Washington,31-33,246382
Washington,42,124713
Washington,44-45,312494
Washington,48-49,86375
Washington,51,123018
Washington,52,98936
Washington,53,45375
Washington,54,193509
Washington,55,71595
Washington,56,139248
Washington,61,53095
Washington,62,375679
Washington,71,60590
Washington,72,240639
Washington,81,109597
Washington,99,0
West Virginia,--,575987
West Virginia,11,756
West Virginia,21,33574
West Virginia,22,0
West Virginia,23,25569
West Virginia,31-33,49475
West Virginia,42,21606
West Virginia,44-45,86476
West Virginia,48-49,13857
West Virginia,51,11225
West Virginia,52,17880
West Virginia,53,6151
West Virginia,54,25086
West Virginia,55,5350
West Virginia,56,33003
West Virginia,61,9997
West Virginia,62,130136
West Virginia,71,9610
West Virginia,72,65591
West Virginia,81,25054
West Virginia,99,68
Wisconsin,--,2401032
Wisconsin,11,2906
Wisconsin,21,2456
Wisconsin,22,13701
Wisconsin,23,93208
Wisconsin,31-33,434460
Wisconsin,42,112855
Wisconsin,44-45,298106
Wisconsin,48-49,93997
Wisconsin,51,54393
Wisconsin,52,137769
Wisconsin,53,24693
Wisconsin,54,100940
Wisconsin,55,71501
Wisconsin,56,145641
Wisconsin,61,56023
Wisconsin,62,387964
Wisconsin,71,41824
Wisconsin,72,223278
Wisconsin,81,105079
Wisconsin,99,0
Wyoming,--,212635
Wyoming,11,228
Wyoming,21,26557
Wyoming,22,0
Wyoming,23,17240
Wyoming,31-33,9986
Wyoming,42,8554
Wyoming,44-45,30004
Wyoming,48-49,9935
Wyoming,51,4139
Wyoming,52,6652
Wyoming,53,4446
Wyoming,54,9301
Wyoming,55,1233
Wyoming,56,6485
Wyoming,61,2186
Wyoming,62,32229
Wyoming,71,4344
Wyoming,72,27684
Wyoming,81,8758
Wyoming,99,55
