State,NAICS Code,NAICS Description,Total Employment
California,31-33,Manufacturing,1162646.0
California,42,Wholesale Trade,854203.0
California,44-45,Retail Trade,1690005.0
California,48-49,Transportation and Warehousing,486149.0
California,51,Information,684853.0
California,52,Finance and Insurance,591037.0
California,53,Real Estate and Rental and Leasing,286606.0
California,54,"Professional, Scientific, and Technical Services",1258225.0
California,55,Management of Companies and Enterprises,315604.0
California,56,Administrative and Support and Waste Management and Remediation Services,1389206.0
California,61,Educational Services,414712.0
California,62,Health Care and Social Assistance,1873857.0
California,71,"Arts, Entertainment, and Recreation",332743.0
California,72,Accommodation and Food Services,1609306.0
California,81,Other Services (except Public Administration),575034.0
California,99,Industries not classified,4050.0
Colorado,--,Total,2253795.0
Colorado,11,"Agriculture, Forestry, Fishing and Hunting",1548.0
Colorado,21,"Mining, Quarrying, and Oil and Gas Extraction",30018.0
Colorado,22,Utilities,10592.0
Colorado,23,Construction,145088.0
Colorado,31-33,Manufacturing,121335.0
Colorado,42,Wholesale Trade,100067.0
Colorado,44-45,Retail Trade,272567.0
Colorado,48-49,Transportation and Warehousing,69739.0
Colorado,51,Information,81017.0
Colorado,52,Finance and Insurance,105193.0
Colorado,53,Real Estate and Rental and Leasing,43329.0
Colorado,54,"Professional, Scientific, and Technical Services",191456.0
Colorado,55,Management of Companies and Enterprises,57014.0
Colorado,56,Administrative and Support and Waste Management and Remediation Services,251026.0
Colorado,61,Educational Services,50283.0
Colorado,62,Health Care and Social Assistance,292970.0
Colorado,71,"Arts, Entertainment, and Recreation",55061.0
Colorado,72,Accommodation and Food Services,270647.0
Colorado,81,Other Services (except Public Administration),104477.0
Colorado,99,Industries not classified,368.0
Connecticut,--,Total,1503102.0
Connecticut,11,"Agriculture, Forestry, Fishing and Hunting",281.0
Connecticut,21,"Mining, Quarrying, and Oil and Gas Extraction",902.0
Connecticut,22,Utilities,7542.0
Connecticut,23,Construction,54690.0
Connecticut,31-33,Manufacturing,149359.0
Connecticut,42,Wholesale Trade,72994.0
Connecticut,44-45,Retail Trade,184465.0
Connecticut,48-49,Transportation and Warehousing,41807.0
Connecticut,51,Information,40729.0
Connecticut,52,Finance and Insurance,122420.0
Connecticut,53,Real Estate and Rental and Leasing,19902.0
Connecticut,54,"Professional, Scientific, and Technical Services",108017.0
Connecticut,55,Management of Companies and Enterprises,33327.0
Connecticut,56,Administrative and Support and Waste Management and Remediation Services,85640.0
Connecticut,61,Educational Services,74626.0
Connecticut,62,Health Care and Social Assistance,277966.0
Connecticut,71,"Arts, Entertainment, and Recreation",27767.0
Connecticut,72,Accommodation and Food Services,141384.0
Connecticut,81,Other Services (except Public Administration),59036.0
Connecticut,99,Industries not classified,248.0
Delaware,--,Total,397385.0
Delaware,11,"Agriculture, Forestry, Fishing and Hunting",131.0
Delaware,21,"Mining, Quarrying, and Oil and Gas Extraction",213.0
Delaware,22,Utilities,2374.0
Delaware,23,Construction,19468.0
Delaware,31-33,Manufacturing,26420.0
Delaware,42,Wholesale Trade,15520.0
Delaware,44-45,Retail Trade,55070.0
Delaware,48-49,Transportation and Warehousing,14153.0
Delaware,51,Information,6684.0
Delaware,52,Finance and Insurance,42783.0
Delaware,53,Real Estate and Rental and Leasing,6095.0
Delaware,54,"Professional, Scientific, and Technical Services",31486.0
Delaware,55,Management of Companies and Enterprises,12337.0
Delaware,56,Administrative and Support and Waste Management and Remediation Services,28429.0
Delaware,61,Educational Services,6925.0
Delaware,62,Health Care and Social Assistance,66496.0
Delaware,71,"Arts, Entertainment, and Recreation",8650.0
Delaware,72,Accommodation and Food Services,39289.0
Delaware,81,Other Services (except Public Administration),14798.0
Delaware,99,Industries not classified,64.0
District of Columbia,--,Total,513002.0
District of Columbia,11,"Agriculture, Forestry, Fishing and Hunting",0.0
District of Columbia,21,"Mining, Quarrying, and Oil and Gas Extraction",6.0
District of Columbia,22,Utilities,2106.0
District of Columbia,23,Construction,9314.0
District of Columbia,31-33,Manufacturing,1013.0
District of Columbia,42,Wholesale Trade,4455.0
District of Columbia,44-45,Retail Trade,21999.0
District of Columbia,48-49,Transportation and Warehousing,3076.0
District of Columbia,51,Information,24055.0
District of Columbia,52,Finance and Insurance,17156.0
District of Columbia,53,Real Estate and Rental and Leasing,11067.0
District of Columbia,54,"Professional, Scientific, and Technical Services",100443.0
District of Columbia,55,Management of Companies and Enterprises,14734.0
District of Columbia,56,Administrative and Support and Waste Management and Remediation Services,32087.0
District of Columbia,61,Educational Services,53247.0
District of Columbia,62,Health Care and Social Assistance,66439.0
District of Columbia,71,"Arts, Entertainment, and Recreation",7801.0
District of Columbia,72,Accommodation and Food Services,68875.0
District of Columbia,81,Other Services (except Public Administration),75051.0
District of Columbia,99,Industries not classified,77.0
Florida,--,Total,7777990.0
Florida,11,"Agriculture, Forestry, Fishing and Hunting",9271.0
Florida,21,"Mining, Quarrying, and Oil and Gas Extraction",3943.0
Florida,22,Utilities,27063.0
Florida,23,Construction,363780.0
Florida,31-33,Manufacturing,298117.0
Florida,42,Wholesale Trade,313865.0
Florida,44-45,Retail Trade,1070533.0
Florida,48-49,Transportation and Warehousing,238271.0
Florida,51,Information,165788.0
Florida,52,Finance and Insurance,344804.0
Florida,53,Real Estate and Rental and Leasing,163133.0
Florida,54,"Professional, Scientific, and Technical Services",487877.0
Florida,55,Management of Companies and Enterprises,145099.0
Florida,56,Administrative and Support and Waste Management and Remediation Services,1509292.0
Florida,61,Educational Services,170670.0
Florida,62,Health Care and Social Assistance,1049304.0
Florida,71,"Arts, Entertainment, and Recreation",192635.0
Florida,72,Accommodation and Food Services,908180.0
Florida,81,Other Services (except Public Administration),315424.0
Florida,99,Industries not classified,941.0
Georgia,--,Total,3692490.0
Georgia,11,"Agriculture, Forestry, Fishing and Hunting",7530.0
Georgia,21,"Mining, Quarrying, and Oil and Gas Extraction",5435.0
Georgia,22,Utilities,24886.0
Georgia,23,Construction,164767.0
Georgia,31-33,Manufacturing,365088.0
Georgia,42,Wholesale Trade,204669.0
Georgia,44-45,Retail Trade,468517.0
Georgia,48-49,Transportation and Warehousing,176600.0
Georgia,51,Information,118864.0
Georgia,52,Finance and Insurance,173080.0
Georgia,53,Real Estate and Rental and Leasing,59555.0
Georgia,54,"Professional, Scientific, and Technical Services",252351.0
Georgia,55,Management of Companies and Enterprises,124169.0
Georgia,56,Administrative and Support and Waste Management and Remediation Services,377195.0
Georgia,61,Educational Services,83713.0
Georgia,62,Health Care and Social Assistance,478276.0
Georgia,71,"Arts, Entertainment, and Recreation",46741.0
Georgia,72,Accommodation and Food Services,403873.0
Georgia,81,Other Services (except Public Administration),156605.0
Georgia,99,Industries not classified,576.0
Hawaii,--,Total,523677.0
Hawaii,11,"Agriculture, Forestry, Fishing and Hunting",165.0
Hawaii,21,"Mining, Quarrying, and Oil and Gas Extraction",167.0
Hawaii,22,Utilities,3688.0
Hawaii,23,Construction,29518.0
Hawaii,31-33,Manufacturing,12449.0
Hawaii,42,Wholesale Trade,18856.0
Hawaii,44-45,Retail Trade,71688.0
Hawaii,48-49,Transportation and Warehousing,29911.0
Hawaii,51,Information,8116.0
Hawaii,52,Finance and Insurance,18975.0
Hawaii,53,Real Estate and Rental and Leasing,12735.0
Hawaii,54,"Professional, Scientific, and Technical Services",22734.0
Hawaii,55,Management of Companies and Enterprises,6258.0
Hawaii,56,Administrative and Support and Waste Management and Remediation Services,60148.0
Hawaii,61,Educational Services,16832.0
Hawaii,62,Health Care and Social Assistance,69873.0
Hawaii,71,"Arts, Entertainment, and Recreation",11289.0
Hawaii,72,Accommodation and Food Services,104743.0
Hawaii,81,Other Services (except Public Administration),25471.0
Hawaii,99,Industries not classified,61.0
Idaho,--,Total,546524.0
Idaho,11,"Agriculture, Forestry, Fishing and Hunting",3431.0
Idaho,21,"Mining, Quarrying, and Oil and Gas Extraction",2832.0
Idaho,22,Utilities,3606.0
Idaho,23,Construction,34903.0
Idaho,31-33,Manufacturing,57884.0
Idaho,42,Wholesale Trade,30283.0
Idaho,44-45,Retail Trade,82400.0
Idaho,48-49,Transportation and Warehousing,18419.0
Idaho,51,Information,11917.0
Idaho,52,Finance and Insurance,21637.0
Idaho,53,Real Estate and Rental and Leasing,7190.0
Idaho,54,"Professional, Scientific, and Technical Services",33003.0
Idaho,55,Management of Companies and Enterprises,8368.0
Idaho,56,Administrative and Support and Waste Management and Remediation Services,39518.0
Idaho,61,Educational Services,13649.0
Idaho,62,Health Care and Social Assistance,89070.0
Idaho,71,"Arts, Entertainment, and Recreation",9180.0
Idaho,72,Accommodation and Food Services,59491.0
Idaho,81,Other Services (except Public Administration),19631.0
Idaho,99,Industries not classified,112.0
Illinois,--,Total,5427549.0
Illinois,11,"Agriculture, Forestry, Fishing and Hunting",1988.0
Illinois,21,"Mining, Quarrying, and Oil and Gas Extraction",9497.0
Illinois,22,Utilities,28014.0
Illinois,23,Construction,198152.0
Illinois,31-33,Manufacturing,540999.0
Illinois,42,Wholesale Trade,316297.0
Illinois,44-45,Retail Trade,626903.0
Illinois,48-49,Transportation and Warehousing,242399.0
Illinois,51,Information,123407.0
Illinois,52,Finance and Insurance,334298.0
Illinois,53,Real Estate and Rental and Leasing,76489.0
Illinois,54,"Professional, Scientific, and Technical Services",403049.0
Illinois,55,Management of Companies and Enterprises,208258.0
Illinois,56,Administrative and Support and Waste Management and Remediation Services,518574.0
Illinois,61,Educational Services,167097.0
Illinois,62,Health Care and Social Assistance,796016.0
Illinois,71,"Arts, Entertainment, and Recreation",79139.0
Illinois,72,Accommodation and Food Services,506747.0
Illinois,81,Other Services (except Public Administration),249650.0
Illinois,99,Industries not classified,576.0
Indiana,--,Total,2660503.0
Indiana,11,"Agriculture, Forestry, Fishing and Hunting",1445.0
Indiana,21,"Mining, Quarrying, and Oil and Gas Extraction",6036.0
Indiana,22,Utilities,15667.0
Indiana,23,Construction,117203.0
Indiana,31-33,Manufacturing,489137.0
Indiana,42,Wholesale Trade,129252.0
Indiana,44-45,Retail Trade,317863.0
Indiana,48-49,Transportation and Warehousing,123332.0
Indiana,51,Information,42870.0
Indiana,52,Finance and Insurance,98502.0
Indiana,53,Real Estate and Rental and Leasing,32599.0
Indiana,54,"Professional, Scientific, and Technical Services",111959.0
Indiana,55,Management of Companies and Enterprises,51319.0
Indiana,56,Administrative and Support and Waste Management and Remediation Services,206965.0
Indiana,61,Educational Services,68282.0
Indiana,62,Health Care and Social Assistance,418733.0
Indiana,71,"Arts, Entertainment, and Recreation",33471.0
Indiana,72,Accommodation and Food Services,269899.0
Indiana,81,Other Services (except Public Administration),125707.0
Indiana,99,Industries not classified,262.0
Iowa,--,Total,1338418.0
Iowa,11,"Agriculture, Forestry, Fishing and Hunting",2574.0
Iowa,21,"Mining, Quarrying, and Oil and Gas Extraction",2003.0
Iowa,22,Utilities,8012.0
Iowa,23,Construction,64083.0
Iowa,31-33,Manufacturing,211610.0
Iowa,42,Wholesale Trade,67914.0
Iowa,44-45,Retail Trade,184663.0
Iowa,48-49,Transportation and Warehousing,55985.0
Iowa,51,Information,30607.0
Iowa,52,Finance and Insurance,93674.0
Iowa,53,Real Estate and Rental and Leasing,12891.0
Iowa,54,"Professional, Scientific, and Technical Services",55059.0
Iowa,55,Management of Companies and Enterprises,24037.0
Iowa,56,Administrative and Support and Waste Management and Remediation Services,77330.0
Iowa,61,Educational Services,37085.0
Iowa,62,Health Care and Social Assistance,219531.0
Iowa,71,"Arts, Entertainment, and Recreation",19792.0
Iowa,72,Accommodation and Food Services,118733.0
Iowa,81,Other Services (except Public Administration),52699.0
Iowa,99,Industries not classified,136.0
Kansas,--,Total,1189876.0
Kansas,11,"Agriculture, Forestry, Fishing and Hunting",1011.0
Kansas,21,"Mining, Quarrying, and Oil and Gas Extraction",10012.0
Kansas,22,Utilities,7291.0
Kansas,23,Construction,63486.0
Kansas,31-33,Manufacturing,167014.0
Kansas,42,Wholesale Trade,63422.0
Kansas,44-45,Retail Trade,150465.0
Kansas,48-49,Transportation and Warehousing,52669.0
Kansas,51,Information,34674.0
Kansas,52,Finance and Insurance,61271.0
Kansas,53,Real Estate and Rental and Leasing,14950.0
Kansas,54,"Professional, Scientific, and Technical Services",64246.0
Kansas,55,Management of Companies and Enterprises,26671.0
Kansas,56,Administrative and Support and Waste Management and Remediation Services,77049.0
Kansas,61,Educational Services,20871.0
Kansas,62,Health Care and Social Assistance,193684.0
Kansas,71,"Arts, Entertainment, and Recreation",15304.0
Kansas,72,Accommodation and Food Services,113938.0
Kansas,81,Other Services (except Public Administration),51664.0
Kansas,99,Industries not classified,184.0
Kentucky,--,Total,1579477.0
Kentucky,11,"Agriculture, Forestry, Fishing and Hunting",1313.0
Kentucky,21,"Mining, Quarrying, and Oil and Gas Extraction",14068.0
Kentucky,22,Utilities,8413.0
Kentucky,23,Construction,65891.0
Kentucky,31-33,Manufacturing,232007.0
Kentucky,42,Wholesale Trade,72254.0
Kentucky,44-45,Retail Trade,207315.0
Kentucky,48-49,Transportation and Warehousing,92858.0
Kentucky,51,Information,35992.0
Kentucky,52,Finance and Insurance,73587.0
Kentucky,53,Real Estate and Rental and Leasing,17217.0
Kentucky,54,"Professional, Scientific, and Technical Services",72731.0
Kentucky,55,Management of Companies and Enterprises,30671.0
Kentucky,56,Administrative and Support and Waste Management and Remediation Services,119443.0
Kentucky,61,Educational Services,28599.0
Kentucky,62,Health Care and Social Assistance,253185.0
Kentucky,71,"Arts, Entertainment, and Recreation",16931.0
Kentucky,72,Accommodation and Food Services,170344.0
Kentucky,81,Other Services (except Public Administration),65799.0
Kentucky,99,Industries not classified,859.0
Louisiana,--,Total,1724973.0
Louisiana,11,"Agriculture, Forestry, Fishing and Hunting",4156.0
Louisiana,21,"Mining, Quarrying, and Oil and Gas Extraction",54643.0
Louisiana,22,Utilities,11082.0
Louisiana,23,Construction,138482.0
Louisiana,31-33,Manufacturing,125354.0
Louisiana,42,Wholesale Trade,78235.0
Louisiana,44-45,Retail Trade,238174.0
Louisiana,48-49,Transportation and Warehousing,72841.0
Louisiana,51,Information,26261.0
Louisiana,52,Finance and Insurance,63015.0
Louisiana,53,Real Estate and Rental and Leasing,31900.0
Louisiana,54,"Professional, Scientific, and Technical Services",105778.0
Louisiana,55,Management of Companies and Enterprises,23468.0
Louisiana,56,Administrative and Support and Waste Management and Remediation Services,104599.0
Louisiana,61,Educational Services,44026.0
Louisiana,62,Health Care and Social Assistance,289548.0
Louisiana,71,"Arts, Entertainment, and Recreation",25160.0
Louisiana,72,Accommodation and Food Services,212407.0
Louisiana,81,Other Services (except Public Administration),75598.0
Louisiana,99,Industries not classified,246.0
Maine,--,Total,500549.0
Maine,11,"Agriculture, Forestry, Fishing and Hunting",3358.0
Maine,21,"Mining, Quarrying, and Oil and Gas Extraction",77.0
Maine,22,Utilities,2121.0
Maine,23,Construction,23601.0
Maine,31-33,Manufacturing,50316.0
Maine,42,Wholesale Trade,17643.0
Maine,44-45,Retail Trade,82303.0
Maine,48-49,Transportation and Warehousing,15160.0
Maine,51,Information,11250.0
Maine,52,Finance and Insurance,27149.0
Maine,53,Real Estate and Rental and Leasing,6323.0
Maine,54,"Professional, Scientific, and Technical Services",22832.0
Maine,55,Management of Companies and Enterprises,8888.0
Maine,56,Administrative and Support and Waste Management and Remediation Services,23346.0
Maine,61,Educational Services,18543.0
Maine,62,Health Care and Social Assistance,109725.0
Maine,71,"Arts, Entertainment, and Recreation",7948.0
Maine,72,Accommodation and Food Services,51406.0
Maine,81,Other Services (except Public Administration),18425.0
Maine,99,Industries not classified,135.0
Maryland,--,Total,2239817.0
Maryland,11,"Agriculture, Forestry, Fishing and Hunting",1253.0
Maryland,21,"Mining, Quarrying, and Oil and Gas Extraction",1077.0
Maryland,22,Utilities,9515.0
Maryland,23,Construction,143706.0
Maryland,31-33,Manufacturing,97575.0
Maryland,42,Wholesale Trade,87739.0
Maryland,44-45,Retail Trade,290304.0
Maryland,48-49,Transportation and Warehousing,69414.0
Maryland,51,Information,50918.0
Maryland,52,Finance and Insurance,100070.0
Maryland,53,Real Estate and Rental and Leasing,44031.0
Maryland,54,"Professional, Scientific, and Technical Services",273594.0
Maryland,55,Management of Companies and Enterprises,51252.0
Maryland,56,Administrative and Support and Waste Management and Remediation Services,191693.0
Maryland,61,Educational Services,82558.0
Maryland,62,Health Care and Social Assistance,366774.0
Maryland,71,"Arts, Entertainment, and Recreation",42519.0
Maryland,72,Accommodation and Food Services,220945.0
Maryland,81,Other Services (except Public Administration),114523.0
Maryland,99,Industries not classified,357.0
Massachusetts,--,Total,3167329.0
Massachusetts,11,"Agriculture, Forestry, Fishing and Hunting",1028.0
Massachusetts,21,"Mining, Quarrying, and Oil and Gas Extraction",855.0
Massachusetts,22,Utilities,12572.0
Massachusetts,23,Construction,124019.0
Massachusetts,31-33,Manufacturing,221773.0
Massachusetts,42,Wholesale Trade,140387.0
Massachusetts,44-45,Retail Trade,366046.0
Massachusetts,48-49,Transportation and Warehousing,82451.0
Massachusetts,51,Information,113375.0
Massachusetts,52,Finance and Insurance,182925.0
Massachusetts,53,Real Estate and Rental and Leasing,46623.0
Massachusetts,54,"Professional, Scientific, and Technical Services",276712.0
Massachusetts,55,Management of Companies and Enterprises,91357.0
Massachusetts,56,Administrative and Support and Waste Management and Remediation Services,199815.0
Massachusetts,61,Educational Services,216515.0
Massachusetts,62,Health Care and Social Assistance,620843.0
Massachusetts,71,"Arts, Entertainment, and Recreation",56464.0
Massachusetts,72,Accommodation and Food Services,288078.0
Massachusetts,81,Other Services (except Public Administration),124628.0
Massachusetts,99,Industries not classified,863.0
Michigan,--,Total,3725280.0
Michigan,11,"Agriculture, Forestry, Fishing and Hunting",3803.0
Michigan,21,"Mining, Quarrying, and Oil and Gas Extraction",5298.0
Michigan,22,Utilities,22078.0
Michigan,23,Construction,132230.0
Michigan,31-33,Manufacturing,566793.0
Michigan,42,Wholesale Trade,176798.0
Michigan,44-45,Retail Trade,465941.0
Michigan,48-49,Transportation and Warehousing,112260.0
Michigan,51,Information,69379.0
Michigan,52,Finance and Insurance,151233.0
Michigan,53,Real Estate and Rental and Leasing,51755.0
Michigan,54,"Professional, Scientific, and Technical Services",263238.0
Michigan,55,Management of Companies and Enterprises,120315.0
Michigan,56,Administrative and Support and Waste Management and Remediation Services,334014.0
Michigan,61,Educational Services,72957.0
Michigan,62,Health Care and Social Assistance,601090.0
Michigan,71,"Arts, Entertainment, and Recreation",46486.0
Michigan,72,Accommodation and Food Services,371152.0
Michigan,81,Other Services (except Public Administration),157538.0
Michigan,99,Industries not classified,922.0
Minnesota,--,Total,2612314.0
Minnesota,11,"Agriculture, Forestry, Fishing and Hunting",2525.0
Minnesota,21,"Mining, Quarrying, and Oil and Gas Extraction",5968.0
Minnesota,22,Utilities,14207.0
Minnesota,23,Construction,113779.0
Minnesota,31-33,Manufacturing,304497.0
Minnesota,42,Wholesale Trade,134535.0
Minnesota,44-45,Retail Trade,300197.0
Minnesota,48-49,Transportation and Warehousing,80299.0
Minnesota,51,Information,57814.0
Minnesota,52,Finance and Insurance,152797.0
Minnesota,53,Real Estate and Rental and Leasing,38106.0
Minnesota,54,"Professional, Scientific, and Technical Services",179196.0
Minnesota,55,Management of Companies and Enterprises,137964.0
Minnesota,56,Administrative and Support and Waste Management and Remediation Services,163693.0
Minnesota,61,Educational Services,73523.0
Minnesota,62,Health Care and Social Assistance,452260.0
Minnesota,71,"Arts, Entertainment, and Recreation",47068.0
Minnesota,72,Accommodation and Food Services,236077.0
Minnesota,81,Other Services (except Public Administration),117495.0
Minnesota,99,Industries not classified,314.0
Mississippi,--,Total,926391.0
Mississippi,11,"Agriculture, Forestry, Fishing and Hunting",4975.0
Mississippi,21,"Mining, Quarrying, and Oil and Gas Extraction",5939.0
Mississippi,22,Utilities,9346.0
Mississippi,23,Construction,43531.0
Mississippi,31-33,Manufacturing,141189.0
Mississippi,42,Wholesale Trade,36738.0
Mississippi,44-45,Retail Trade,142817.0
Mississippi,48-49,Transportation and Warehousing,37193.0
Mississippi,51,Information,13773.0
Mississippi,52,Finance and Insurance,33059.0
Mississippi,53,Real Estate and Rental and Leasing,10289.0
Mississippi,54,"Professional, Scientific, and Technical Services",30736.0
Mississippi,55,Management of Companies and Enterprises,8256.0
Mississippi,56,Administrative and Support and Waste Management and Remediation Services,56761.0
Mississippi,61,Educational Services,17857.0
Mississippi,62,Health Care and Social Assistance,162749.0
Mississippi,71,"Arts, Entertainment, and Recreation",8770.0
Mississippi,72,Accommodation and Food Services,123946.0
Mississippi,81,Other Services (except Public Administration),38186.0
Mississippi,99,Industries not classified,281.0
Missouri,--,Total,2442316.0
Missouri,11,"Agriculture, Forestry, Fishing and Hunting",1653.0
Missouri,21,"Mining, Quarrying, and Oil and Gas Extraction",3682.0
Missouri,22,Utilities,15717.0
Missouri,23,Construction,114231.0
Missouri,31-33,Manufacturing,259969.0
Missouri,42,Wholesale Trade,125652.0
Missouri,44-45,Retail Trade,315657.0
Missouri,48-49,Transportation and Warehousing,81944.0
Missouri,51,Information,56075.0
Missouri,52,Finance and Insurance,128444.0
Missouri,53,Real Estate and Rental and Leasing,36180.0
Missouri,54,"Professional, Scientific, and Technical Services",157455.0
Missouri,55,Management of Companies and Enterprises,84174.0
Missouri,56,Administrative and Support and Waste Management and Remediation Services,168313.0
Missouri,61,Educational Services,75205.0
Missouri,62,Health Care and Social Assistance,411306.0
Missouri,71,"Arts, Entertainment, and Recreation",40745.0
Missouri,72,Accommodation and Food Services,254254.0
Missouri,81,Other Services (except Public Administration),109894.0
Missouri,99,Industries not classified,1766.0
Montana,--,Total,375041.0
Montana,11,"Agriculture, Forestry, Fishing and Hunting",1061.0
Montana,21,"Mining, Quarrying, and Oil and Gas Extraction",7141.0
Montana,22,Utilities,3094.0
Montana,23,Construction,24836.0
Montana,31-33,Manufacturing,17937.0
Montana,42,Wholesale Trade,16366.0
Montana,44-45,Retail Trade,59901.0
Montana,48-49,Transportation and Warehousing,13838.0
Montana,51,Information,8724.0
Montana,52,Finance and Insurance,16728.0
Montana,53,Real Estate and Rental and Leasing,5755.0
Montana,54,"Professional, Scientific, and Technical Services",19801.0
Montana,55,Management of Companies and Enterprises,3686.0
Montana,56,Administrative and Support and Waste Management and Remediation Services,24787.0
Montana,61,Educational Services,6151.0
Montana,62,Health Care and Social Assistance,67806.0
Montana,71,"Arts, Entertainment, and Recreation",11352.0
Montana,72,Accommodation and Food Services,49771.0
Montana,81,Other Services (except Public Administration),16232.0
Montana,99,Industries not classified,74.0
Nebraska,--,Total,870279.0
Nebraska,11,"Agriculture, Forestry, Fishing and Hunting",1215.0
