FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
10300.0,"Adrian, MI Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",0.0
10300.0,"Adrian, MI Micropolitan Statistical Area",22,Utilities,0.0
10300.0,"Adrian, MI Micropolitan Statistical Area",23,Construction,560.0
10300.0,"Adrian, MI Micropolitan Statistical Area",31-33,Manufacturing,4387.0
10300.0,"Adrian, MI Micropolitan Statistical Area",42,Wholesale trade,0.0
10300.0,"Adrian, MI Micropolitan Statistical Area",44-45,Retail trade,4121.0
10300.0,"Adrian, MI Micropolitan Statistical Area",48-49,Transportation and warehousing,372.0
10300.0,"Adrian, MI Micropolitan Statistical Area",51,Information,334.0
10300.0,"Adrian, MI Micropolitan Statistical Area",52,Finance and insurance,825.0
10300.0,"Adrian, MI Micropolitan Statistical Area",53,Real estate and rental and leasing,149.0
10300.0,"Adrian, MI Micropolitan Statistical Area",54,"Professional, scientific, and technical services",531.0
10300.0,"Adrian, MI Micropolitan Statistical Area",55,Management of companies and enterprises,100.0
10300.0,"Adrian, MI Micropolitan Statistical Area",56,Administrative and support and waste management and remediation services,811.0
10300.0,"Adrian, MI Micropolitan Statistical Area",61,Educational services,2034.0
10300.0,"Adrian, MI Micropolitan Statistical Area",62,Health care and social assistance,3330.0
10300.0,"Adrian, MI Micropolitan Statistical Area",71,"Arts, entertainment, and recreation",276.0
10300.0,"Adrian, MI Micropolitan Statistical Area",72,Accommodation and food services,2521.0
10300.0,"Adrian, MI Micropolitan Statistical Area",81,Other services (except public administration),1512.0
10300.0,"Adrian, MI Micropolitan Statistical Area",99,Industries not classified,0.0
10420.0,"Akron, OH Metropolitan Statistical Area",--,Total,277410.0
10420.0,"Akron, OH Metropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",0.0
10420.0,"Akron, OH Metropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",267.0
10420.0,"Akron, OH Metropolitan Statistical Area",22,Utilities,0.0
10420.0,"Akron, OH Metropolitan Statistical Area",23,Construction,12295.0
10420.0,"Akron, OH Metropolitan Statistical Area",31-33,Manufacturing,36071.0
10420.0,"Akron, OH Metropolitan Statistical Area",42,Wholesale trade,17115.0
10420.0,"Akron, OH Metropolitan Statistical Area",44-45,Retail trade,36960.0
10420.0,"Akron, OH Metropolitan Statistical Area",48-49,Transportation and warehousing,8559.0
10420.0,"Akron, OH Metropolitan Statistical Area",51,Information,5378.0
10420.0,"Akron, OH Metropolitan Statistical Area",52,Finance and insurance,10453.0
10420.0,"Akron, OH Metropolitan Statistical Area",53,Real estate and rental and leasing,2954.0
10420.0,"Akron, OH Metropolitan Statistical Area",54,"Professional, scientific, and technical services",16872.0
10420.0,"Akron, OH Metropolitan Statistical Area",55,Management of companies and enterprises,11637.0
10420.0,"Akron, OH Metropolitan Statistical Area",56,Administrative and support and waste management and remediation services,18210.0
10420.0,"Akron, OH Metropolitan Statistical Area",61,Educational services,4966.0
10420.0,"Akron, OH Metropolitan Statistical Area",62,Health care and social assistance,50262.0
10420.0,"Akron, OH Metropolitan Statistical Area",71,"Arts, entertainment, and recreation",3640.0
10420.0,"Akron, OH Metropolitan Statistical Area",72,Accommodation and food services,25287.0
10420.0,"Akron, OH Metropolitan Statistical Area",81,Other services (except public administration),13546.0
10420.0,"Akron, OH Metropolitan Statistical Area",99,Industries not classified,47.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",--,Total,12504.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",0.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",11.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",22,Utilities,119.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",23,Construction,982.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",31-33,Manufacturing,163.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",42,Wholesale trade,158.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",44-45,Retail trade,2710.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",48-49,Transportation and warehousing,362.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",51,Information,206.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",52,Finance and insurance,438.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",53,Real estate and rental and leasing,0.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",54,"Professional, scientific, and technical services",660.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",55,Management of companies and enterprises,22.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",56,Administrative and support and waste management and remediation services,245.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",61,Educational services,0.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",62,Health care and social assistance,2406.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",71,"Arts, entertainment, and recreation",0.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",72,Accommodation and food services,2485.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",81,Other services (except public administration),659.0
10460.0,"Alamogordo, NM Micropolitan Statistical Area",99,Industries not classified,0.0
10500.0,"Albany, GA Metropolitan Statistical Area",--,Total,44963.0
10500.0,"Albany, GA Metropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",375.0
10500.0,"Albany, GA Metropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",0.0
10500.0,"Albany, GA Metropolitan Statistical Area",22,Utilities,0.0
10500.0,"Albany, GA Metropolitan Statistical Area",23,Construction,2320.0
10500.0,"Albany, GA Metropolitan Statistical Area",31-33,Manufacturing,3876.0
10500.0,"Albany, GA Metropolitan Statistical Area",42,Wholesale trade,2284.0
10500.0,"Albany, GA Metropolitan Statistical Area",44-45,Retail trade,7825.0
10500.0,"Albany, GA Metropolitan Statistical Area",48-49,Transportation and warehousing,1477.0
10500.0,"Albany, GA Metropolitan Statistical Area",51,Information,883.0
10500.0,"Albany, GA Metropolitan Statistical Area",52,Finance and insurance,1514.0
10500.0,"Albany, GA Metropolitan Statistical Area",53,Real estate and rental and leasing,644.0
10500.0,"Albany, GA Metropolitan Statistical Area",54,"Professional, scientific, and technical services",2603.0
10500.0,"Albany, GA Metropolitan Statistical Area",55,Management of companies and enterprises,197.0
10500.0,"Albany, GA Metropolitan Statistical Area",56,Administrative and support and waste management and remediation services,3657.0
10500.0,"Albany, GA Metropolitan Statistical Area",61,Educational services,320.0
10500.0,"Albany, GA Metropolitan Statistical Area",62,Health care and social assistance,9466.0
10500.0,"Albany, GA Metropolitan Statistical Area",71,"Arts, entertainment, and recreation",0.0
10500.0,"Albany, GA Metropolitan Statistical Area",72,Accommodation and food services,4747.0
10500.0,"Albany, GA Metropolitan Statistical Area",81,Other services (except public administration),2217.0
10500.0,"Albany, GA Metropolitan Statistical Area",99,Industries not classified,7.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",--,Total,31723.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",568.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",0.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",22,Utilities,0.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",23,Construction,1907.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",31-33,Manufacturing,6314.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",42,Wholesale trade,1461.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",44-45,Retail trade,4530.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",48-49,Transportation and warehousing,2512.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",51,Information,351.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",52,Finance and insurance,838.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",53,Real estate and rental and leasing,405.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",54,"Professional, scientific, and technical services",990.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",55,Management of companies and enterprises,0.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",56,Administrative and support and waste management and remediation services,2155.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",61,Educational services,348.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",62,Health care and social assistance,4482.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",71,"Arts, entertainment, and recreation",303.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",72,Accommodation and food services,2583.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",81,Other services (except public administration),1510.0
10540.0,"Albany-Lebanon, OR Micropolitan Statistical Area",99,Industries not classified,0.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",--,Total,325375.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",160.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",356.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",22,Utilities,1565.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",23,Construction,15299.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",31-33,Manufacturing,19235.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",42,Wholesale trade,11739.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",44-45,Retail trade,45707.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",48-49,Transportation and warehousing,9750.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",51,Information,9997.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",52,Finance and insurance,20429.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",53,Real estate and rental and leasing,4831.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",54,"Professional, scientific, and technical services",27041.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",55,Management of companies and enterprises,7264.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",56,Administrative and support and waste management and remediation services,16244.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",61,Educational services,20502.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",62,Health care and social assistance,62268.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",71,"Arts, entertainment, and recreation",7005.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",72,Accommodation and food services,31108.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",81,Other services (except public administration),14820.0
10580.0,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",99,Industries not classified,55.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",--,Total,15534.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",62.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",0.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",22,Utilities,0.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",23,Construction,829.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",31-33,Manufacturing,3179.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",42,Wholesale trade,325.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",44-45,Retail trade,2837.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",48-49,Transportation and warehousing,53.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",51,Information,144.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",52,Finance and insurance,394.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",53,Real estate and rental and leasing,153.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",54,"Professional, scientific, and technical services",305.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",55,Management of companies and enterprises,185.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",56,Administrative and support and waste management and remediation services,526.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",61,Educational services,0.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",62,Health care and social assistance,3344.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",71,"Arts, entertainment, and recreation",225.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",72,Accommodation and food services,1649.0
10620.0,"Albemarle, NC Micropolitan Statistical Area",81,Other services (except public administration),767.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",--,Total,11148.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",0.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",0.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",22,Utilities,83.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",23,Construction,358.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",31-33,Manufacturing,2518.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",42,Wholesale trade,482.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",44-45,Retail trade,1763.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",48-49,Transportation and warehousing,239.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",51,Information,0.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",52,Finance and insurance,469.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",53,Real estate and rental and leasing,0.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",54,"Professional, scientific, and technical services",247.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",55,Management of companies and enterprises,0.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",56,Administrative and support and waste management and remediation services,356.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",61,Educational services,0.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",62,Health care and social assistance,0.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",71,"Arts, entertainment, and recreation",98.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",72,Accommodation and food services,991.0
10660.0,"Albert Lea, MN Micropolitan Statistical Area",81,Other services (except public administration),697.0
10700.0,"Albertville, AL Micropolitan Statistical Area",--,Total,31089.0
10700.0,"Albertville, AL Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",0.0
10700.0,"Albertville, AL Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",0.0
10700.0,"Albertville, AL Micropolitan Statistical Area",22,Utilities,0.0
10700.0,"Albertville, AL Micropolitan Statistical Area",23,Construction,1092.0
10700.0,"Albertville, AL Micropolitan Statistical Area",31-33,Manufacturing,9932.0
10700.0,"Albertville, AL Micropolitan Statistical Area",42,Wholesale trade,2256.0
10700.0,"Albertville, AL Micropolitan Statistical Area",44-45,Retail trade,4660.0
10700.0,"Albertville, AL Micropolitan Statistical Area",48-49,Transportation and warehousing,700.0
10700.0,"Albertville, AL Micropolitan Statistical Area",51,Information,479.0
10700.0,"Albertville, AL Micropolitan Statistical Area",52,Finance and insurance,821.0
10700.0,"Albertville, AL Micropolitan Statistical Area",53,Real estate and rental and leasing,0.0
10700.0,"Albertville, AL Micropolitan Statistical Area",54,"Professional, scientific, and technical services",730.0
10700.0,"Albertville, AL Micropolitan Statistical Area",55,Management of companies and enterprises,511.0
10700.0,"Albertville, AL Micropolitan Statistical Area",56,Administrative and support and waste management and remediation services,1778.0
10700.0,"Albertville, AL Micropolitan Statistical Area",61,Educational services,0.0
10700.0,"Albertville, AL Micropolitan Statistical Area",62,Health care and social assistance,3681.0
10700.0,"Albertville, AL Micropolitan Statistical Area",71,"Arts, entertainment, and recreation",110.0
10700.0,"Albertville, AL Micropolitan Statistical Area",72,Accommodation and food services,2680.0
10700.0,"Albertville, AL Micropolitan Statistical Area",81,Other services (except public administration),894.0
10700.0,"Albertville, AL Micropolitan Statistical Area",99,Industries not classified,2.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",--,Total,276731.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",78.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",245.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",22,Utilities,0.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",23,Construction,19807.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",31-33,Manufacturing,16645.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",42,Wholesale trade,11249.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",44-45,Retail trade,41475.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",48-49,Transportation and warehousing,7398.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",51,Information,8351.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",52,Finance and insurance,11827.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",53,Real estate and rental and leasing,4690.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",54,"Professional, scientific, and technical services",23750.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",55,Management of companies and enterprises,4459.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",56,Administrative and support and waste management and remediation services,17125.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",61,Educational services,4734.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",62,Health care and social assistance,48591.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",71,"Arts, entertainment, and recreation",6707.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",72,Accommodation and food services,34744.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",81,Other services (except public administration),12862.0
10740.0,"Albuquerque, NM Metropolitan Statistical Area",99,Industries not classified,0.0
10760.0,"Alexander City, AL Micropolitan Statistical Area",--,Total,10595.0
10760.0,"Alexander City, AL Micropolitan Statistical Area",11,"Agriculture, forestry, fishing and hunting",74.0
10760.0,"Alexander City, AL Micropolitan Statistical Area",21,"Mining, quarrying, and oil and gas extraction",0.0
10760.0,"Alexander City, AL Micropolitan Statistical Area",22,Utilities,0.0
10760.0,"Alexander City, AL Micropolitan Statistical Area",23,Construction,423.0
10760.0,"Alexander City, AL Micropolitan Statistical Area",31-33,Manufacturing,2306.0
10760.0,"Alexander City, AL Micropolitan Statistical Area",42,Wholesale trade,0.0
