State,NAICS Code,NAICS Description,Total Employment
Colorado,54,"Professional, Scientific, and Technical Services",182594.0
Colorado,55,Management of Companies and Enterprises,51769.0
Colorado,56,Administrative and Support and Waste Management and Remediation Services,226550.0
Colorado,61,Educational Services,46683.0
Colorado,62,Health Care and Social Assistance,265893.0
Colorado,71,"Arts, Entertainment, and Recreation",49448.0
Colorado,72,Accommodation and Food Services,249594.0
Colorado,81,Other Services (except Public Administration),99456.0
Colorado,99,Industries not classified,0.0
Connecticut,--,Total,1473605.0
Connecticut,11,"Agriculture, Forestry, Fishing and Hunting",360.0
Connecticut,21,"Mining, Quarrying, and Oil and Gas Extraction",1243.0
Connecticut,22,Utilities,0.0
Connecticut,23,Construction,50684.0
Connecticut,31-33,Manufacturing,153370.0
Connecticut,42,Wholesale Trade,72044.0
Connecticut,44-45,Retail Trade,183805.0
Connecticut,48-49,Transportation and Warehousing,40491.0
Connecticut,51,Information,39120.0
Connecticut,52,Finance and Insurance,118693.0
Connecticut,53,Real Estate and Rental and Leasing,18709.0
Connecticut,54,"Professional, Scientific, and Technical Services",105226.0
Connecticut,55,Management of Companies and Enterprises,34687.0
Connecticut,56,Administrative and Support and Waste Management and Remediation Services,86670.0
Connecticut,61,Educational Services,66749.0
Connecticut,62,Health Care and Social Assistance,271611.0
Connecticut,71,"Arts, Entertainment, and Recreation",25792.0
Connecticut,72,Accommodation and Food Services,136558.0
Connecticut,81,Other Services (except Public Administration),59126.0
Connecticut,99,Industries not classified,0.0
Delaware,--,Total,382128.0
Delaware,11,"Agriculture, Forestry, Fishing and Hunting",120.0
Delaware,21,"Mining, Quarrying, and Oil and Gas Extraction",211.0
Delaware,22,Utilities,2343.0
Delaware,23,Construction,17838.0
Delaware,31-33,Manufacturing,26239.0
Delaware,42,Wholesale Trade,15144.0
Delaware,44-45,Retail Trade,52945.0
Delaware,48-49,Transportation and Warehousing,11804.0
Delaware,51,Information,6372.0
Delaware,52,Finance and Insurance,39196.0
Delaware,53,Real Estate and Rental and Leasing,5317.0
Delaware,54,"Professional, Scientific, and Technical Services",31437.0
Delaware,55,Management of Companies and Enterprises,15022.0
Delaware,56,Administrative and Support and Waste Management and Remediation Services,30523.0
Delaware,61,Educational Services,6877.0
Delaware,62,Health Care and Social Assistance,61496.0
Delaware,71,"Arts, Entertainment, and Recreation",8153.0
Delaware,72,Accommodation and Food Services,36671.0
Delaware,81,Other Services (except Public Administration),14370.0
Delaware,99,Industries not classified,0.0
District of Columbia,--,Total,491130.0
District of Columbia,11,"Agriculture, Forestry, Fishing and Hunting",0.0
District of Columbia,21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
District of Columbia,22,Utilities,0.0
District of Columbia,23,Construction,7800.0
District of Columbia,31-33,Manufacturing,1047.0
District of Columbia,42,Wholesale Trade,4409.0
District of Columbia,44-45,Retail Trade,20263.0
District of Columbia,48-49,Transportation and Warehousing,2845.0
District of Columbia,51,Information,20854.0
District of Columbia,52,Finance and Insurance,16596.0
District of Columbia,53,Real Estate and Rental and Leasing,9431.0
District of Columbia,54,"Professional, Scientific, and Technical Services",97936.0
District of Columbia,55,Management of Companies and Enterprises,10830.0
District of Columbia,56,Administrative and Support and Waste Management and Remediation Services,32544.0
District of Columbia,61,Educational Services,52963.0
District of Columbia,62,Health Care and Social Assistance,65595.0
District of Columbia,71,"Arts, Entertainment, and Recreation",7954.0
District of Columbia,72,Accommodation and Food Services,63419.0
District of Columbia,81,Other Services (except Public Administration),74673.0
District of Columbia,99,Industries not classified,48.0
Florida,--,Total,7134644.0
Florida,11,"Agriculture, Forestry, Fishing and Hunting",9182.0
Florida,21,"Mining, Quarrying, and Oil and Gas Extraction",4185.0
Florida,22,Utilities,27579.0
Florida,23,Construction,308407.0
Florida,31-33,Manufacturing,281852.0
Florida,42,Wholesale Trade,299427.0
Florida,44-45,Retail Trade,985663.0
Florida,48-49,Transportation and Warehousing,209498.0
Florida,51,Information,155169.0
Florida,52,Finance and Insurance,338792.0
Florida,53,Real Estate and Rental and Leasing,149440.0
Florida,54,"Professional, Scientific, and Technical Services",444688.0
Florida,55,Management of Companies and Enterprises,134813.0
Florida,56,Administrative and Support and Waste Management and Remediation Services,1307729.0
Florida,61,Educational Services,156060.0
Florida,62,Health Care and Social Assistance,1010544.0
Florida,71,"Arts, Entertainment, and Recreation",178157.0
Florida,72,Accommodation and Food Services,832085.0
Florida,81,Other Services (except Public Administration),300906.0
Florida,99,Industries not classified,468.0
Georgia,--,Total,3458050.0
Georgia,11,"Agriculture, Forestry, Fishing and Hunting",7708.0
Georgia,21,"Mining, Quarrying, and Oil and Gas Extraction",4822.0
Georgia,22,Utilities,24184.0
Georgia,23,Construction,143503.0
Georgia,31-33,Manufacturing,340638.0
Georgia,42,Wholesale Trade,194332.0
Georgia,44-45,Retail Trade,440474.0
Georgia,48-49,Transportation and Warehousing,164898.0
Georgia,51,Information,127080.0
Georgia,52,Finance and Insurance,163566.0
Georgia,53,Real Estate and Rental and Leasing,56405.0
Georgia,54,"Professional, Scientific, and Technical Services",230143.0
Georgia,55,Management of Companies and Enterprises,111363.0
Georgia,56,Administrative and Support and Waste Management and Remediation Services,326206.0
Georgia,61,Educational Services,81003.0
Georgia,62,Health Care and Social Assistance,457707.0
Georgia,71,"Arts, Entertainment, and Recreation",43360.0
Georgia,72,Accommodation and Food Services,385392.0
Georgia,81,Other Services (except Public Administration),154956.0
Georgia,99,Industries not classified,0.0
Hawaii,--,Total,502530.0
Hawaii,11,"Agriculture, Forestry, Fishing and Hunting",138.0
Hawaii,21,"Mining, Quarrying, and Oil and Gas Extraction",101.0
Hawaii,22,Utilities,3656.0
Hawaii,23,Construction,27075.0
Hawaii,31-33,Manufacturing,12172.0
Hawaii,42,Wholesale Trade,18852.0
Hawaii,44-45,Retail Trade,70051.0
Hawaii,48-49,Transportation and Warehousing,27868.0
Hawaii,51,Information,8244.0
Hawaii,52,Finance and Insurance,20125.0
Hawaii,53,Real Estate and Rental and Leasing,12181.0
Hawaii,54,"Professional, Scientific, and Technical Services",22384.0
Hawaii,55,Management of Companies and Enterprises,6025.0
Hawaii,56,Administrative and Support and Waste Management and Remediation Services,50261.0
Hawaii,61,Educational Services,17981.0
Hawaii,62,Health Care and Social Assistance,67974.0
Hawaii,71,"Arts, Entertainment, and Recreation",11116.0
Hawaii,72,Accommodation and Food Services,101216.0
Hawaii,81,Other Services (except Public Administration),25080.0
Hawaii,99,Industries not classified,30.0
Idaho,--,Total,509986.0
Idaho,11,"Agriculture, Forestry, Fishing and Hunting",3502.0
Idaho,21,"Mining, Quarrying, and Oil and Gas Extraction",2739.0
Idaho,22,Utilities,0.0
Idaho,23,Construction,30110.0
Idaho,31-33,Manufacturing,56982.0
Idaho,42,Wholesale Trade,26651.0
Idaho,44-45,Retail Trade,74858.0
Idaho,48-49,Transportation and Warehousing,16858.0
Idaho,51,Information,11996.0
Idaho,52,Finance and Insurance,21335.0
Idaho,53,Real Estate and Rental and Leasing,6587.0
Idaho,54,"Professional, Scientific, and Technical Services",32485.0
Idaho,55,Management of Companies and Enterprises,8132.0
Idaho,56,Administrative and Support and Waste Management and Remediation Services,33933.0
Idaho,61,Educational Services,12439.0
Idaho,62,Health Care and Social Assistance,84446.0
Idaho,71,"Arts, Entertainment, and Recreation",9228.0
Idaho,72,Accommodation and Food Services,55230.0
Idaho,81,Other Services (except Public Administration),18557.0
Idaho,99,Industries not classified,0.0
Illinois,--,Total,5209070.0
Illinois,11,"Agriculture, Forestry, Fishing and Hunting",2128.0
Illinois,21,"Mining, Quarrying, and Oil and Gas Extraction",8981.0
Illinois,22,Utilities,29655.0
Illinois,23,Construction,178055.0
Illinois,31-33,Manufacturing,547259.0
Illinois,42,Wholesale Trade,310789.0
Illinois,44-45,Retail Trade,592779.0
Illinois,48-49,Transportation and Warehousing,225959.0
Illinois,51,Information,123824.0
Illinois,52,Finance and Insurance,301696.0
Illinois,53,Real Estate and Rental and Leasing,72322.0
Illinois,54,"Professional, Scientific, and Technical Services",392549.0
Illinois,55,Management of Companies and Enterprises,196054.0
Illinois,56,Administrative and Support and Waste Management and Remediation Services,475212.0
Illinois,61,Educational Services,160971.0
Illinois,62,Health Care and Social Assistance,786018.0
Illinois,71,"Arts, Entertainment, and Recreation",77456.0
Illinois,72,Accommodation and Food Services,483056.0
Illinois,81,Other Services (except Public Administration),244036.0
Illinois,99,Industries not classified,271.0
Indiana,--,Total,2555979.0
Indiana,11,"Agriculture, Forestry, Fishing and Hunting",1599.0
Indiana,21,"Mining, Quarrying, and Oil and Gas Extraction",6031.0
Indiana,22,Utilities,14649.0
Indiana,23,Construction,116325.0
Indiana,31-33,Manufacturing,463363.0
Indiana,42,Wholesale Trade,114092.0
Indiana,44-45,Retail Trade,309333.0
Indiana,48-49,Transportation and Warehousing,122587.0
Indiana,51,Information,42217.0
Indiana,52,Finance and Insurance,97071.0
Indiana,53,Real Estate and Rental and Leasing,32383.0
Indiana,54,"Professional, Scientific, and Technical Services",106114.0
Indiana,55,Management of Companies and Enterprises,55794.0
Indiana,56,Administrative and Support and Waste Management and Remediation Services,188003.0
Indiana,61,Educational Services,66135.0
Indiana,62,Health Care and Social Assistance,402148.0
Indiana,71,"Arts, Entertainment, and Recreation",35202.0
Indiana,72,Accommodation and Food Services,260662.0
Indiana,81,Other Services (except Public Administration),122171.0
Indiana,99,Industries not classified,0.0
Iowa,--,Total,1305216.0
Iowa,11,"Agriculture, Forestry, Fishing and Hunting",2526.0
Iowa,21,"Mining, Quarrying, and Oil and Gas Extraction",1904.0
Iowa,22,Utilities,7913.0
Iowa,23,Construction,56983.0
Iowa,31-33,Manufacturing,208190.0
Iowa,42,Wholesale Trade,66659.0
Iowa,44-45,Retail Trade,178668.0
Iowa,48-49,Transportation and Warehousing,55443.0
Iowa,51,Information,30432.0
Iowa,52,Finance and Insurance,91984.0
Iowa,53,Real Estate and Rental and Leasing,12298.0
Iowa,54,"Professional, Scientific, and Technical Services",49897.0
Iowa,55,Management of Companies and Enterprises,18880.0
Iowa,56,Administrative and Support and Waste Management and Remediation Services,75407.0
Iowa,61,Educational Services,46470.0
Iowa,62,Health Care and Social Assistance,215820.0
Iowa,71,"Arts, Entertainment, and Recreation",20346.0
Iowa,72,Accommodation and Food Services,115365.0
Iowa,81,Other Services (except Public Administration),49910.0
Iowa,99,Industries not classified,0.0
Kansas,--,Total,1150401.0
Kansas,11,"Agriculture, Forestry, Fishing and Hunting",869.0
Kansas,21,"Mining, Quarrying, and Oil and Gas Extraction",10200.0
Kansas,22,Utilities,7214.0
Kansas,23,Construction,57205.0
Kansas,31-33,Manufacturing,160314.0
Kansas,42,Wholesale Trade,62678.0
Kansas,44-45,Retail Trade,147038.0
Kansas,48-49,Transportation and Warehousing,49763.0
Kansas,51,Information,38725.0
Kansas,52,Finance and Insurance,62203.0
Kansas,53,Real Estate and Rental and Leasing,14969.0
Kansas,54,"Professional, Scientific, and Technical Services",60445.0
Kansas,55,Management of Companies and Enterprises,19796.0
Kansas,56,Administrative and Support and Waste Management and Remediation Services,72164.0
Kansas,61,Educational Services,21004.0
Kansas,62,Health Care and Social Assistance,191966.0
Kansas,71,"Arts, Entertainment, and Recreation",15085.0
Kansas,72,Accommodation and Food Services,108236.0
Kansas,81,Other Services (except Public Administration),50415.0
Kansas,99,Industries not classified,0.0
Kentucky,--,Total,1507375.0
Kentucky,11,"Agriculture, Forestry, Fishing and Hunting",1313.0
Kentucky,21,"Mining, Quarrying, and Oil and Gas Extraction",18369.0
Kentucky,22,Utilities,8240.0
Kentucky,23,Construction,60412.0
Kentucky,31-33,Manufacturing,218734.0
Kentucky,42,Wholesale Trade,69635.0
Kentucky,44-45,Retail Trade,202387.0
Kentucky,48-49,Transportation and Warehousing,83574.0
Kentucky,51,Information,32838.0
Kentucky,52,Finance and Insurance,67665.0
Kentucky,53,Real Estate and Rental and Leasing,19777.0
Kentucky,54,"Professional, Scientific, and Technical Services",68412.0
Kentucky,55,Management of Companies and Enterprises,28025.0
Kentucky,56,Administrative and Support and Waste Management and Remediation Services,96582.0
Kentucky,61,Educational Services,29411.0
Kentucky,62,Health Care and Social Assistance,255846.0
Kentucky,71,"Arts, Entertainment, and Recreation",17283.0
Kentucky,72,Accommodation and Food Services,161738.0
Kentucky,81,Other Services (except Public Administration),66633.0
Kentucky,99,Industries not classified,501.0
Louisiana,--,Total,1687956.0
Louisiana,11,"Agriculture, Forestry, Fishing and Hunting",4030.0
Louisiana,21,"Mining, Quarrying, and Oil and Gas Extraction",52790.0
Louisiana,22,Utilities,0.0
Louisiana,23,Construction,148151.0
Louisiana,31-33,Manufacturing,126336.0
Louisiana,42,Wholesale Trade,77477.0
Louisiana,44-45,Retail Trade,226557.0
Louisiana,48-49,Transportation and Warehousing,69766.0
Louisiana,51,Information,25217.0
Louisiana,52,Finance and Insurance,65224.0
Louisiana,53,Real Estate and Rental and Leasing,32755.0
Louisiana,54,"Professional, Scientific, and Technical Services",95612.0
Louisiana,55,Management of Companies and Enterprises,22220.0
Louisiana,56,Administrative and Support and Waste Management and Remediation Services,103842.0
Louisiana,61,Educational Services,41150.0
Louisiana,62,Health Care and Social Assistance,287471.0
Louisiana,71,"Arts, Entertainment, and Recreation",26150.0
Louisiana,72,Accommodation and Food Services,198301.0
Louisiana,81,Other Services (except Public Administration),73247.0
Louisiana,99,Industries not classified,150.0
Maine,--,Total,487313.0
Maine,11,"Agriculture, Forestry, Fishing and Hunting",3243.0
Maine,21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
Maine,22,Utilities,0.0
Maine,23,Construction,22036.0
Maine,31-33,Manufacturing,48609.0
Maine,42,Wholesale Trade,17974.0
Maine,44-45,Retail Trade,80618.0
Maine,48-49,Transportation and Warehousing,14649.0
Maine,51,Information,11683.0
Maine,52,Finance and Insurance,26773.0
Maine,53,Real Estate and Rental and Leasing,6252.0
Maine,54,"Professional, Scientific, and Technical Services",22911.0
Maine,55,Management of Companies and Enterprises,8172.0
Maine,56,Administrative and Support and Waste Management and Remediation Services,22071.0
Maine,61,Educational Services,17964.0
Maine,62,Health Care and Social Assistance,106533.0
Maine,71,"Arts, Entertainment, and Recreation",7849.0
Maine,72,Accommodation and Food Services,49264.0
Maine,81,Other Services (except Public Administration),18426.0
Maine,99,Industries not classified,0.0
Maryland,--,Total,2182260.0
Maryland,11,"Agriculture, Forestry, Fishing and Hunting",965.0
Maryland,21,"Mining, Quarrying, and Oil and Gas Extraction",1206.0
Maryland,22,Utilities,10021.0
Maryland,23,Construction,140189.0
Maryland,31-33,Manufacturing,100437.0
Maryland,42,Wholesale Trade,87807.0
Maryland,44-45,Retail Trade,286943.0
Maryland,48-49,Transportation and Warehousing,64301.0
Maryland,51,Information,53899.0
Maryland,52,Finance and Insurance,99107.0
Maryland,53,Real Estate and Rental and Leasing,43004.0
Maryland,54,"Professional, Scientific, and Technical Services",266902.0
Maryland,55,Management of Companies and Enterprises,51457.0
Maryland,56,Administrative and Support and Waste Management and Remediation Services,179256.0
Maryland,61,Educational Services,80913.0
Maryland,62,Health Care and Social Assistance,353520.0
Maryland,71,"Arts, Entertainment, and Recreation",39295.0
Maryland,72,Accommodation and Food Services,210524.0
Maryland,81,Other Services (except Public Administration),112377.0
Maryland,99,Industries not classified,0.0
Massachusetts,--,Total,3070703.0
Massachusetts,11,"Agriculture, Forestry, Fishing and Hunting",1080.0
Massachusetts,21,"Mining, Quarrying, and Oil and Gas Extraction",892.0
Massachusetts,22,Utilities,11705.0
Massachusetts,23,Construction,110531.0
Massachusetts,31-33,Manufacturing,228032.0
Massachusetts,42,Wholesale Trade,137620.0
Massachusetts,44-45,Retail Trade,351560.0
Massachusetts,48-49,Transportation and Warehousing,77211.0
Massachusetts,51,Information,110581.0
Massachusetts,52,Finance and Insurance,205419.0
Massachusetts,53,Real Estate and Rental and Leasing,45777.0
Massachusetts,54,"Professional, Scientific, and Technical Services",262207.0
Massachusetts,55,Management of Companies and Enterprises,87740.0
Massachusetts,56,Administrative and Support and Waste Management and Remediation Services,184572.0
Massachusetts,61,Educational Services,211726.0
Massachusetts,62,Health Care and Social Assistance,591520.0
Massachusetts,71,"Arts, Entertainment, and Recreation",54051.0
Massachusetts,72,Accommodation and Food Services,279346.0
Massachusetts,81,Other Services (except Public Administration),118619.0
Massachusetts,99,Industries not classified,0.0
Michigan,--,Total,3535685.0
Michigan,11,"Agriculture, Forestry, Fishing and Hunting",3294.0
Michigan,21,"Mining, Quarrying, and Oil and Gas Extraction",5614.0
Michigan,22,Utilities,0.0
Michigan,23,Construction,114852.0
Michigan,31-33,Manufacturing,525565.0
Michigan,42,Wholesale Trade,167592.0
Michigan,44-45,Retail Trade,448929.0
Michigan,48-49,Transportation and Warehousing,100454.0
Michigan,51,Information,71069.0
Michigan,52,Finance and Insurance,150244.0
Michigan,53,Real Estate and Rental and Leasing,49379.0
Michigan,54,"Professional, Scientific, and Technical Services",242932.0
Michigan,55,Management of Companies and Enterprises,106452.0
Michigan,56,Administrative and Support and Waste Management and Remediation Services,311352.0
Michigan,61,Educational Services,74312.0
Michigan,62,Health Care and Social Assistance,590060.0
Michigan,71,"Arts, Entertainment, and Recreation",43801.0
Michigan,72,Accommodation and Food Services,354094.0
Michigan,81,Other Services (except Public Administration),153704.0
Michigan,99,Industries not classified,368.0
Minnesota,--,Total,2518268.0
Minnesota,11,"Agriculture, Forestry, Fishing and Hunting",2578.0
Minnesota,21,"Mining, Quarrying, and Oil and Gas Extraction",5809.0
Minnesota,22,Utilities,0.0
Minnesota,23,Construction,100095.0
Minnesota,31-33,Manufacturing,299567.0
Minnesota,42,Wholesale Trade,131534.0
Minnesota,44-45,Retail Trade,293281.0
Minnesota,48-49,Transportation and Warehousing,77561.0
Minnesota,51,Information,62114.0
Minnesota,52,Finance and Insurance,158001.0
Minnesota,53,Real Estate and Rental and Leasing,35786.0
Minnesota,54,"Professional, Scientific, and Technical Services",136574.0
Minnesota,55,Management of Companies and Enterprises,140778.0
Minnesota,56,Administrative and Support and Waste Management and Remediation Services,160737.0
Minnesota,61,Educational Services,71439.0
Minnesota,62,Health Care and Social Assistance,444946.0
Minnesota,71,"Arts, Entertainment, and Recreation",42026.0
Minnesota,72,Accommodation and Food Services,226540.0
Minnesota,81,Other Services (except Public Administration),114827.0
Minnesota,99,Industries not classified,0.0
Mississippi,--,Total,902638.0
Mississippi,11,"Agriculture, Forestry, Fishing and Hunting",4720.0
Mississippi,21,"Mining, Quarrying, and Oil and Gas Extraction",6106.0
Mississippi,22,Utilities,9368.0
Mississippi,23,Construction,41266.0
Mississippi,31-33,Manufacturing,138335.0
Mississippi,42,Wholesale Trade,34965.0
Mississippi,44-45,Retail Trade,137076.0
Mississippi,48-49,Transportation and Warehousing,33202.0
Mississippi,51,Information,13011.0
Mississippi,52,Finance and Insurance,33789.0
Mississippi,53,Real Estate and Rental and Leasing,10100.0
Mississippi,54,"Professional, Scientific, and Technical Services",31020.0
Mississippi,55,Management of Companies and Enterprises,7993.0
Mississippi,56,Administrative and Support and Waste Management and Remediation Services,51214.0
Mississippi,61,Educational Services,18535.0
Mississippi,62,Health Care and Social Assistance,164332.0
Mississippi,71,"Arts, Entertainment, and Recreation",10614.0
Mississippi,72,Accommodation and Food Services,118207.0
Mississippi,81,Other Services (except Public Administration),38692.0
Mississippi,99,Industries not classified,0.0
Missouri,--,Total,2355336.0
Missouri,11,"Agriculture, Forestry, Fishing and Hunting",1656.0
Missouri,21,"Mining, Quarrying, and Oil and Gas Extraction",3602.0
Missouri,22,Utilities,16346.0
Missouri,23,Construction,105000.0
Missouri,31-33,Manufacturing,244754.0
Missouri,42,Wholesale Trade,120936.0
Missouri,44-45,Retail Trade,305270.0
Missouri,48-49,Transportation and Warehousing,81996.0
Missouri,51,Information,55531.0
Missouri,52,Finance and Insurance,129953.0
Missouri,53,Real Estate and Rental and Leasing,34537.0
Missouri,54,"Professional, Scientific, and Technical Services",160562.0
Missouri,55,Management of Companies and Enterprises,74981.0
Missouri,56,Administrative and Support and Waste Management and Remediation Services,153683.0
Missouri,61,Educational Services,75103.0
Missouri,62,Health Care and Social Assistance,399510.0
Missouri,71,"Arts, Entertainment, and Recreation",38977.0
Missouri,72,Accommodation and Food Services,242518.0
Missouri,81,Other Services (except Public Administration),109623.0
Missouri,99,Industries not classified,0.0
Montana,--,Total,350196.0
Montana,11,"Agriculture, Forestry, Fishing and Hunting",1043.0
Montana,21,"Mining, Quarrying, and Oil and Gas Extraction",7447.0
Montana,22,Utilities,2951.0
Montana,23,Construction,21045.0
Montana,31-33,Manufacturing,17196.0
Montana,42,Wholesale Trade,15064.0
Montana,44-45,Retail Trade,56008.0
Montana,48-49,Transportation and Warehousing,12387.0
Montana,51,Information,9043.0
Montana,52,Finance and Insurance,15808.0
Montana,53,Real Estate and Rental and Leasing,5492.0
Montana,54,"Professional, Scientific, and Technical Services",17529.0
Montana,55,Management of Companies and Enterprises,3680.0
Montana,56,Administrative and Support and Waste Management and Remediation Services,19305.0
Montana,61,Educational Services,6184.0
Montana,62,Health Care and Social Assistance,66154.0
Montana,71,"Arts, Entertainment, and Recreation",10284.0
Montana,72,Accommodation and Food Services,47745.0
Montana,81,Other Services (except Public Administration),15795.0
Montana,99,Industries not classified,36.0
Nebraska,--,Total,830073.0
Nebraska,11,"Agriculture, Forestry, Fishing and Hunting",1082.0
Nebraska,21,"Mining, Quarrying, and Oil and Gas Extraction",977.0
