NAICS Code,Total Employment - 2003,State
--,113398043.0,United States
11,180673.0,United States
21,454550.0,United States
22,675938.0,United States
23,6381404.0,United States
31-33,14132020.0,United States
42,5863860.0,United States
44-45,14867825.0,United States
48-49,4067935.0,United States
51,3599902.0,United States
52,6463706.0,United States
53,2044738.0,United States
54,7340246.0,United States
55,2879156.0,United States
56,8511138.0,United States
61,2776615.0,United States
62,15472183.0,United States
71,1832985.0,United States
72,10439651.0,United States
81,5367166.0,United States
99,46352.0,United States
--,1597529.0,Alabama
11,7739.0,Alabama
21,7132.0,Alabama
22,14635.0,Alabama
23,98639.0,Alabama
31-33,279074.0,Alabama
42,75990.0,Alabama
44-45,229384.0,Alabama
48-49,52505.0,Alabama
51,39624.0,Alabama
52,72365.0,Alabama
53,23584.0,Alabama
54,86091.0,Alabama
55,17084.0,Alabama
56,115074.0,Alabama
61,20699.0,Alabama
62,221475.0,Alabama
71,14304.0,Alabama
72,139440.0,Alabama
81,82239.0,Alabama
99,452.0,Alabama
--,216807.0,Alaska
21,6916.0,Alaska
22,1666.0,Alaska
23,16267.0,Alaska
31-33,9934.0,Alaska
42,7472.0,Alaska
44-45,33625.0,Alaska
48-49,17561.0,Alaska
51,7016.0,Alaska
52,6962.0,Alaska
53,4513.0,Alaska
54,11722.0,Alaska
55,2800.0,Alaska
56,11400.0,Alaska
61,2740.0,Alaska
62,37352.0,Alaska
71,4044.0,Alaska
72,23205.0,Alaska
81,10409.0,Alaska
--,1998795.0,Arizona
11,1809.0,Arizona
21,7638.0,Arizona
22,10164.0,Arizona
23,164914.0,Arizona
31-33,165057.0,Arizona
42,89647.0,Arizona
44-45,280048.0,Arizona
48-49,86711.0,Arizona
51,55835.0,Arizona
52,113555.0,Arizona
53,42267.0,Arizona
54,107194.0,Arizona
55,53763.0,Arizona
56,227324.0,Arizona
61,31827.0,Arizona
62,227592.0,Arizona
71,39196.0,Arizona
72,212157.0,Arizona
81,81406.0,Arizona
99,691.0,Arizona
--,988941.0,Arkansas
21,3323.0,Arkansas
22,8102.0,Arkansas
23,45333.0,Arkansas
31-33,208843.0,Arkansas
42,44166.0,Arkansas
44-45,135479.0,Arkansas
48-49,62250.0,Arkansas
51,30047.0,Arkansas
52,34748.0,Arkansas
53,12071.0,Arkansas
54,32614.0,Arkansas
55,25845.0,Arkansas
56,46844.0,Arkansas
61,12468.0,Arkansas
62,146594.0,Arkansas
71,8467.0,Arkansas
72,80522.0,Arkansas
81,44890.0,Arkansas
--,12991795.0,California
11,24724.0,California
21,18148.0,California
22,66035.0,California
23,808013.0,California
31-33,1510049.0,California
42,794340.0,California
44-45,1592087.0,California
48-49,447703.0,California
51,515192.0,California
52,673798.0,California
53,295717.0,California
54,1159053.0,California
55,283673.0,California
56,980716.0,California
61,291560.0,California
62,1477149.0,California
71,276864.0,California
72,1197880.0,California
81,572785.0,California
99,6309.0,California
--,1884500.0,Colorado
21,12402.0,Colorado
22,9027.0,Colorado
23,149856.0,Colorado
31-33,138642.0,Colorado
42,97340.0,Colorado
44-45,245758.0,Colorado
48-49,55241.0,Colorado
51,91101.0,Colorado
