FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
10700.0,"Albertville, AL Micro Area",56,Administrative and Support and Waste Management and Remediation Services,1284.0
10700.0,"Albertville, AL Micro Area",61,Educational Services,0.0
10700.0,"Albertville, AL Micro Area",62,Health Care and Social Assistance,3638.0
10700.0,"Albertville, AL Micro Area",71,"Arts, Entertainment, and Recreation",0.0
10700.0,"Albertville, AL Micro Area",72,Accommodation and Food Services,2803.0
10700.0,"Albertville, AL Micro Area",81,Other Services (except Public Administration),946.0
10740.0,"Albuquerque, NM Metro Area",--,Total,276851.0
10740.0,"Albuquerque, NM Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",0.0
10740.0,"Albuquerque, NM Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",274.0
10740.0,"Albuquerque, NM Metro Area",22,Utilities,0.0
10740.0,"Albuquerque, NM Metro Area",23,Construction,18033.0
10740.0,"Albuquerque, NM Metro Area",31-33,Manufacturing,16633.0
10740.0,"Albuquerque, NM Metro Area",42,Wholesale Trade,12600.0
10740.0,"Albuquerque, NM Metro Area",44-45,Retail Trade,40369.0
10740.0,"Albuquerque, NM Metro Area",48-49,Transportation and Warehousing,7410.0
10740.0,"Albuquerque, NM Metro Area",51,Information,7874.0
10740.0,"Albuquerque, NM Metro Area",52,Finance and Insurance,11909.0
10740.0,"Albuquerque, NM Metro Area",53,Real Estate and Rental and Leasing,4482.0
10740.0,"Albuquerque, NM Metro Area",54,"Professional, Scientific, and Technical Services",19971.0
10740.0,"Albuquerque, NM Metro Area",55,Management of Companies and Enterprises,4703.0
10740.0,"Albuquerque, NM Metro Area",56,Administrative and Support and Waste Management and Remediation Services,17762.0
10740.0,"Albuquerque, NM Metro Area",61,Educational Services,4644.0
10740.0,"Albuquerque, NM Metro Area",62,Health Care and Social Assistance,52919.0
10740.0,"Albuquerque, NM Metro Area",71,"Arts, Entertainment, and Recreation",5786.0
10740.0,"Albuquerque, NM Metro Area",72,Accommodation and Food Services,36865.0
10740.0,"Albuquerque, NM Metro Area",81,Other Services (except Public Administration),12797.0
10740.0,"Albuquerque, NM Metro Area",99,Industries not classified,0.0
10780.0,"Alexandria, LA Metro Area",--,Total,48037.0
10780.0,"Alexandria, LA Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",343.0
10780.0,"Alexandria, LA Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
10780.0,"Alexandria, LA Metro Area",22,Utilities,0.0
10780.0,"Alexandria, LA Metro Area",23,Construction,3481.0
10780.0,"Alexandria, LA Metro Area",31-33,Manufacturing,3977.0
10780.0,"Alexandria, LA Metro Area",42,Wholesale Trade,1821.0
10780.0,"Alexandria, LA Metro Area",44-45,Retail Trade,7955.0
10780.0,"Alexandria, LA Metro Area",48-49,Transportation and Warehousing,1055.0
10780.0,"Alexandria, LA Metro Area",51,Information,647.0
10780.0,"Alexandria, LA Metro Area",52,Finance and Insurance,1613.0
10780.0,"Alexandria, LA Metro Area",53,Real Estate and Rental and Leasing,584.0
10780.0,"Alexandria, LA Metro Area",54,"Professional, Scientific, and Technical Services",2048.0
10780.0,"Alexandria, LA Metro Area",55,Management of Companies and Enterprises,0.0
10780.0,"Alexandria, LA Metro Area",56,Administrative and Support and Waste Management and Remediation Services,1614.0
10780.0,"Alexandria, LA Metro Area",61,Educational Services,1001.0
10780.0,"Alexandria, LA Metro Area",62,Health Care and Social Assistance,13752.0
10780.0,"Alexandria, LA Metro Area",71,"Arts, Entertainment, and Recreation",201.0
10780.0,"Alexandria, LA Metro Area",72,Accommodation and Food Services,4392.0
10780.0,"Alexandria, LA Metro Area",81,Other Services (except Public Administration),2519.0
10820.0,"Alexandria, MN Micro Area",--,Total,17091.0
10820.0,"Alexandria, MN Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",0.0
10820.0,"Alexandria, MN Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
10820.0,"Alexandria, MN Micro Area",22,Utilities,0.0
10820.0,"Alexandria, MN Micro Area",23,Construction,726.0
10820.0,"Alexandria, MN Micro Area",31-33,Manufacturing,3208.0
10820.0,"Alexandria, MN Micro Area",42,Wholesale Trade,1110.0
10820.0,"Alexandria, MN Micro Area",44-45,Retail Trade,3096.0
10820.0,"Alexandria, MN Micro Area",48-49,Transportation and Warehousing,250.0
10820.0,"Alexandria, MN Micro Area",51,Information,265.0
10820.0,"Alexandria, MN Micro Area",52,Finance and Insurance,453.0
10820.0,"Alexandria, MN Micro Area",53,Real Estate and Rental and Leasing,143.0
10820.0,"Alexandria, MN Micro Area",54,"Professional, Scientific, and Technical Services",490.0
10820.0,"Alexandria, MN Micro Area",55,Management of Companies and Enterprises,0.0
10820.0,"Alexandria, MN Micro Area",56,Administrative and Support and Waste Management and Remediation Services,839.0
10820.0,"Alexandria, MN Micro Area",61,Educational Services,60.0
10820.0,"Alexandria, MN Micro Area",62,Health Care and Social Assistance,3538.0
10820.0,"Alexandria, MN Micro Area",71,"Arts, Entertainment, and Recreation",97.0
10820.0,"Alexandria, MN Micro Area",72,Accommodation and Food Services,1962.0
10820.0,"Alexandria, MN Micro Area",81,Other Services (except Public Administration),739.0
10860.0,"Alice, TX Micro Area",--,Total,16631.0
10860.0,"Alice, TX Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",0.0
10860.0,"Alice, TX Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",3378.0
10860.0,"Alice, TX Micro Area",22,Utilities,0.0
10860.0,"Alice, TX Micro Area",23,Construction,525.0
10860.0,"Alice, TX Micro Area",31-33,Manufacturing,659.0
10860.0,"Alice, TX Micro Area",42,Wholesale Trade,716.0
10860.0,"Alice, TX Micro Area",44-45,Retail Trade,1726.0
10860.0,"Alice, TX Micro Area",48-49,Transportation and Warehousing,897.0
10860.0,"Alice, TX Micro Area",51,Information,0.0
10860.0,"Alice, TX Micro Area",52,Finance and Insurance,360.0
10860.0,"Alice, TX Micro Area",53,Real Estate and Rental and Leasing,502.0
10860.0,"Alice, TX Micro Area",54,"Professional, Scientific, and Technical Services",286.0
10860.0,"Alice, TX Micro Area",55,Management of Companies and Enterprises,0.0
10860.0,"Alice, TX Micro Area",56,Administrative and Support and Waste Management and Remediation Services,265.0
10860.0,"Alice, TX Micro Area",61,Educational Services,61.0
10860.0,"Alice, TX Micro Area",62,Health Care and Social Assistance,4828.0
10860.0,"Alice, TX Micro Area",71,"Arts, Entertainment, and Recreation",52.0
10860.0,"Alice, TX Micro Area",72,Accommodation and Food Services,1285.0
10860.0,"Alice, TX Micro Area",81,Other Services (except Public Administration),555.0
10860.0,"Alice, TX Micro Area",99,Industries not classified,0.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",--,Total,307103.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",28.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",244.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",22,Utilities,0.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",23,Construction,11098.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",31-33,Manufacturing,32387.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",42,Wholesale Trade,20738.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",44-45,Retail Trade,42103.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",48-49,Transportation and Warehousing,14240.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",51,Information,6743.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",52,Finance and Insurance,11573.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",53,Real Estate and Rental and Leasing,2617.0
10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",54,"Professional, Scientific, and Technical Services",12191.0
