State,NAICS Code,Total Employment - 2014
United States,--,121069944
United States,11,156363
United States,21,758971
United States,22,637840
United States,23,5705146
United States,31-33,11424251
United States,42,5966747
United States,44-45,15372632
United States,48-49,4406767
United States,51,3364530
United States,52,6078713
United States,53,2021372
United States,54,8619574
United States,55,3235958
United States,56,10579324
United States,61,3562364
United States,62,18852038
United States,71,2170121
United States,72,12791928
United States,81,5347121
United States,99,0
Alabama,--,1604016
Alabama,11,6413
Alabama,21,7001
Alabama,22,0
Alabama,23,77743
Alabama,31-33,243899
Alabama,42,71724
Alabama,44-45,227977
Alabama,48-49,59186
Alabama,51,33189
Alabama,52,70052
Alabama,53,22975
Alabama,54,93495
Alabama,55,18500
Alabama,56,129311
Alabama,61,25217
Alabama,62,236675
Alabama,71,17030
Alabama,72,165836
Alabama,81,80861
Alabama,99,0
Alaska,--,266886
Alaska,11,1003
Alaska,21,12752
Alaska,22,2085
Alaska,23,20222
Alaska,31-33,12846
Alaska,42,9479
Alaska,44-45,33677
Alaska,48-49,18678
Alaska,51,6799
Alaska,52,7512
Alaska,53,4420
Alaska,54,18959
Alaska,55,7359
Alaska,56,18321
Alaska,61,2825
Alaska,62,47152
Alaska,71,4950
Alaska,72,27694
Alaska,81,10116
Alaska,99,0
Arizona,--,2241077
Arizona,11,1430
Arizona,21,11920
Arizona,22,12265
Arizona,23,131133
Arizona,31-33,140517
Arizona,42,91700
Arizona,44-45,306601
Arizona,48-49,84449
Arizona,51,46118
Arizona,52,136738
Arizona,53,43538
Arizona,54,142438
Arizona,55,47891
Arizona,56,257224
Arizona,61,60583
Arizona,62,325753
Arizona,71,42507
Arizona,72,272779
Arizona,81,85244
Arizona,99,0
Arkansas,--,992201
Arkansas,11,4538
Arkansas,21,8101
Arkansas,22,7478
Arkansas,23,41363
Arkansas,31-33,153715
Arkansas,42,43907
Arkansas,44-45,141256
Arkansas,48-49,50142
Arkansas,51,25782
Arkansas,52,36294
Arkansas,53,13397
Arkansas,54,37324
Arkansas,55,36533
Arkansas,56,57121
Arkansas,61,15849
Arkansas,62,170306
Arkansas,71,9215
Arkansas,72,98592
Arkansas,81,41124
Arkansas,99,0
California,--,13838702
California,11,26328
California,21,27276
California,22,0
California,23,644977
California,31-33,1149707
California,42,840397
California,44-45,1638332
California,48-49,463483
California,51,645036
California,52,585304
California,53,281169
California,54,1226321
California,55,302742
California,56,1300624
California,61,395407
California,62,1818568
California,71,321658
California,72,1537438
California,81,568661
California,99,0
Colorado,--,2181455
Colorado,11,1693
Colorado,21,30741
Colorado,22,0
Colorado,23,135889
Colorado,31-33,120963
Colorado,42,94793
Colorado,44-45,262395
Colorado,48-49,65352
Colorado,51,83495
Colorado,52,103532
Colorado,53,41061
Colorado,54,193812
Colorado,55,55878
Colorado,56,236838
Colorado,61,50399
Colorado,62,279544
Colorado,71,52402
Colorado,72,260852
Colorado,81,101857
Colorado,99,0
Connecticut,--,1485426
Connecticut,11,288
Connecticut,21,1903
Connecticut,22,0
Connecticut,23,51805
Connecticut,31-33,151363
Connecticut,42,71695
Connecticut,44-45,186153
Connecticut,48-49,41152
Connecticut,51,40951
Connecticut,52,113514
Connecticut,53,19023
Connecticut,54,103077
Connecticut,55,34685
Connecticut,56,85222
Connecticut,61,74744
Connecticut,62,276251
Connecticut,71,27620
Connecticut,72,138818
Connecticut,81,59213
Connecticut,99,0
Delaware,--,391636
Delaware,11,120
Delaware,21,161
Delaware,22,2375
Delaware,23,18489
Delaware,31-33,25665
Delaware,42,16148
Delaware,44-45,54479
Delaware,48-49,13313
Delaware,51,8280
Delaware,52,39140
Delaware,53,6135
Delaware,54,33125
Delaware,55,15455
Delaware,56,26555
Delaware,61,6668
Delaware,62,64183
Delaware,71,8758
Delaware,72,37808
Delaware,81,14740
Delaware,99,0
District of Columbia,--,495453
District of Columbia,11,0
District of Columbia,21,0
District of Columbia,22,0
District of Columbia,23,9131
District of Columbia,31-33,940
District of Columbia,42,4429
District of Columbia,44-45,21074
District of Columbia,48-49,2861
District of Columbia,51,22222
District of Columbia,52,17363
District of Columbia,53,10850
District of Columbia,54,99978
District of Columbia,55,11760
District of Columbia,56,30590
District of Columbia,61,49292
District of Columbia,62,66564
District of Columbia,71,7207
District of Columbia,72,64885
District of Columbia,81,74269
District of Columbia,99,0
Florida,--,7441584
Florida,11,9051
Florida,21,4343
Florida,22,26665
Florida,23,336909
Florida,31-33,290647
Florida,42,310776
Florida,44-45,1026295
Florida,48-49,213677
Florida,51,168244
Florida,52,343371
Florida,53,157285
Florida,54,469687
Florida,55,138780
Florida,56,1405377
Florida,61,157870
Florida,62,1026665
Florida,71,184054
Florida,72,864137
Florida,81,306951
Florida,99,0
Georgia,--,3551163
Georgia,11,7625
Georgia,21,4845
Georgia,22,23042
Georgia,23,154932
Georgia,31-33,352455
Georgia,42,199360
Georgia,44-45,453396
Georgia,48-49,167898
Georgia,51,117588
Georgia,52,167775
Georgia,53,58814
Georgia,54,247331
Georgia,55,119770
Georgia,56,341747
Georgia,61,81980
Georgia,62,462968
Georgia,71,44990
Georgia,72,390371
Georgia,81,153866
Georgia,99,410
Hawaii,--,519130
Hawaii,11,143
Hawaii,21,152
Hawaii,22,3648
Hawaii,23,27802
Hawaii,31-33,11958
Hawaii,42,19068
Hawaii,44-45,70860
Hawaii,48-49,29238
Hawaii,51,8228
Hawaii,52,19244
Hawaii,53,12186
Hawaii,54,23499
Hawaii,55,6348
Hawaii,56,57775
Hawaii,61,18687
Hawaii,62,68461
Hawaii,71,11344
Hawaii,72,104888
Hawaii,81,25549
Hawaii,99,52
Idaho,--,530490
Idaho,11,3019
Idaho,21,2978
Idaho,22,0
Idaho,23,32405
Idaho,31-33,55281
Idaho,42,29464
Idaho,44-45,79518
Idaho,48-49,17500
Idaho,51,11994
Idaho,52,22628
Idaho,53,6926
Idaho,54,34193
Idaho,55,7902
Idaho,56,36605
Idaho,61,12851
Idaho,62,87810
Idaho,71,8973
Idaho,72,57533
Idaho,81,18959
Idaho,99,0
Illinois,--,5312290
Illinois,11,2020
Illinois,21,9089
Illinois,22,28412
Illinois,23,182749
Illinois,31-33,544488
Illinois,42,314398
Illinois,44-45,605655
Illinois,48-49,231473
Illinois,51,124909
Illinois,52,328292
Illinois,53,76466
Illinois,54,419062
Illinois,55,199481
Illinois,56,471702
Illinois,61,164407
Illinois,62,787928
Illinois,71,78114
Illinois,72,498190
Illinois,81,244981
Illinois,99,0
Indiana,--,2602895
Indiana,11,1469
Indiana,21,6008
Indiana,22,14853
Indiana,23,115070
Indiana,31-33,475831
Indiana,42,116315
Indiana,44-45,314603
Indiana,48-49,119402
Indiana,51,43512
Indiana,52,98648
Indiana,53,31845
Indiana,54,110540
Indiana,55,58492
Indiana,56,197122
Indiana,61,67208
Indiana,62,403393
Indiana,71,34015
Indiana,72,268596
Indiana,81,125785
Indiana,99,0
Iowa,--,1316447
Iowa,11,2581
