FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
120.0,"Albany, GA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[b]
120.0,"Albany, GA",99,Unclassified,58
160.0,"Albany--Schenectady--Troy, NY",--,Total,335866
160.0,"Albany--Schenectady--Troy, NY",11,"Agriculture, forestry, fishing, & hunting",[c]
160.0,"Albany--Schenectady--Troy, NY",21,Mining,[c]
160.0,"Albany--Schenectady--Troy, NY",22,Utilities,[g]
160.0,"Albany--Schenectady--Troy, NY",23,Construction,15783
160.0,"Albany--Schenectady--Troy, NY",31-33,Manufacturing,31960
160.0,"Albany--Schenectady--Troy, NY",42,Wholesale trade,15659
160.0,"Albany--Schenectady--Troy, NY",44-45,Retail Trade,48987
160.0,"Albany--Schenectady--Troy, NY",48-49,Transportation & Warehousing,[i]
160.0,"Albany--Schenectady--Troy, NY",51,Information,[j]
160.0,"Albany--Schenectady--Troy, NY",52,Finance & insurance,23926
160.0,"Albany--Schenectady--Troy, NY",53,Real estate & rental & leasing,4433
160.0,"Albany--Schenectady--Troy, NY",54,"Professional, scientific, & technical services",22817
160.0,"Albany--Schenectady--Troy, NY",55,Management of companies & enterprises,[i]
160.0,"Albany--Schenectady--Troy, NY",56,Administrative & support & waste management & remediation serv,[j]
160.0,"Albany--Schenectady--Troy, NY",61,Educational services,18109
160.0,"Albany--Schenectady--Troy, NY",62,Health care & social assistance,55702
160.0,"Albany--Schenectady--Troy, NY",71,"Arts, entertainment, & recreation",3991
160.0,"Albany--Schenectady--Troy, NY",72,Accommodation & foodservices,25414
160.0,"Albany--Schenectady--Troy, NY",81,Other services (except public administration),17442
160.0,"Albany--Schenectady--Troy, NY",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[h]
160.0,"Albany--Schenectady--Troy, NY",99,Unclassified,[e]
200.0,"Albuquerque, NM",--,Total,278980
200.0,"Albuquerque, NM",11,"Agriculture, forestry, fishing, & hunting",[b]
200.0,"Albuquerque, NM",21,Mining,[e]
200.0,"Albuquerque, NM",22,Utilities,[g]
200.0,"Albuquerque, NM",23,Construction,22213
200.0,"Albuquerque, NM",31-33,Manufacturing,24669
200.0,"Albuquerque, NM",42,Wholesale trade,13588
200.0,"Albuquerque, NM",44-45,Retail Trade,39269
200.0,"Albuquerque, NM",48-49,Transportation & Warehousing,7318
200.0,"Albuquerque, NM",51,Information,[i]
200.0,"Albuquerque, NM",52,Finance & insurance,14223
200.0,"Albuquerque, NM",53,Real estate & rental & leasing,[h]
200.0,"Albuquerque, NM",54,"Professional, scientific, & technical services",26183
200.0,"Albuquerque, NM",55,Management of companies & enterprises,[i]
200.0,"Albuquerque, NM",56,Administrative & support & waste management & remediation serv,22907
200.0,"Albuquerque, NM",61,Educational services,[h]
200.0,"Albuquerque, NM",62,Health care & social assistance,34889
200.0,"Albuquerque, NM",71,"Arts, entertainment, & recreation",5525
200.0,"Albuquerque, NM",72,Accommodation & foodservices,29148
200.0,"Albuquerque, NM",81,Other services (except public administration),12225
200.0,"Albuquerque, NM",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[g]
200.0,"Albuquerque, NM",99,Unclassified,[e]
220.0,"Alexandria, LA",--,Total,48286
220.0,"Alexandria, LA",11,"Agriculture, forestry, fishing, & hunting",314
220.0,"Alexandria, LA",21,Mining,[b]
220.0,"Alexandria, LA",22,Utilities,[g]
220.0,"Alexandria, LA",23,Construction,4503
220.0,"Alexandria, LA",31-33,Manufacturing,3210
220.0,"Alexandria, LA",42,Wholesale trade,1940
220.0,"Alexandria, LA",44-45,Retail Trade,7838
220.0,"Alexandria, LA",48-49,Transportation & Warehousing,972
220.0,"Alexandria, LA",51,Information,1211
220.0,"Alexandria, LA",52,Finance & insurance,1955
220.0,"Alexandria, LA",53,Real estate & rental & leasing,743
220.0,"Alexandria, LA",54,"Professional, scientific, & technical services",1994
220.0,"Alexandria, LA",55,Management of companies & enterprises,142
220.0,"Alexandria, LA",56,Administrative & support & waste management & remediation serv,2277
220.0,"Alexandria, LA",61,Educational services,837
220.0,"Alexandria, LA",62,Health care & social assistance,11746
220.0,"Alexandria, LA",71,"Arts, entertainment, & recreation",[e]
220.0,"Alexandria, LA",72,Accommodation & foodservices,3910
220.0,"Alexandria, LA",81,Other services (except public administration),2784
220.0,"Alexandria, LA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",78
220.0,"Alexandria, LA",99,Unclassified,[b]
240.0,"Allentown--Bethlehem--Easton, PA",--,Total,256214
240.0,"Allentown--Bethlehem--Easton, PA",11,"Agriculture, forestry, fishing, & hunting",[b]
240.0,"Allentown--Bethlehem--Easton, PA",21,Mining,[c]
240.0,"Allentown--Bethlehem--Easton, PA",22,Utilities,[h]
240.0,"Allentown--Bethlehem--Easton, PA",23,Construction,11891
240.0,"Allentown--Bethlehem--Easton, PA",31-33,Manufacturing,43401
240.0,"Allentown--Bethlehem--Easton, PA",42,Wholesale trade,12330
240.0,"Allentown--Bethlehem--Easton, PA",44-45,Retail Trade,31861
240.0,"Allentown--Bethlehem--Easton, PA",48-49,Transportation & Warehousing,6838
240.0,"Allentown--Bethlehem--Easton, PA",51,Information,7464
240.0,"Allentown--Bethlehem--Easton, PA",52,Finance & insurance,12838
240.0,"Allentown--Bethlehem--Easton, PA",53,Real estate & rental & leasing,2620
240.0,"Allentown--Bethlehem--Easton, PA",54,"Professional, scientific, & technical services",8454
240.0,"Allentown--Bethlehem--Easton, PA",55,Management of companies & enterprises,10507
240.0,"Allentown--Bethlehem--Easton, PA",56,Administrative & support & waste management & remediation serv,18301
240.0,"Allentown--Bethlehem--Easton, PA",61,Educational services,10182
240.0,"Allentown--Bethlehem--Easton, PA",62,Health care & social assistance,35720
240.0,"Allentown--Bethlehem--Easton, PA",71,"Arts, entertainment, & recreation",[h]
240.0,"Allentown--Bethlehem--Easton, PA",72,Accommodation & foodservices,19934
240.0,"Allentown--Bethlehem--Easton, PA",81,Other services (except public administration),12730
240.0,"Allentown--Bethlehem--Easton, PA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",4587
240.0,"Allentown--Bethlehem--Easton, PA",99,Unclassified,[c]
280.0,"Altoona, PA",--,Total,51851
280.0,"Altoona, PA",11,"Agriculture, forestry, fishing, & hunting",9
280.0,"Altoona, PA",21,Mining,151
280.0,"Altoona, PA",22,Utilities,197
280.0,"Altoona, PA",23,Construction,2481
280.0,"Altoona, PA",31-33,Manufacturing,8959
280.0,"Altoona, PA",42,Wholesale trade,2784
280.0,"Altoona, PA",44-45,Retail Trade,8839
280.0,"Altoona, PA",48-49,Transportation & Warehousing,1632
280.0,"Altoona, PA",51,Information,1704
280.0,"Altoona, PA",52,Finance & insurance,1855
280.0,"Altoona, PA",53,Real estate & rental & leasing,392
280.0,"Altoona, PA",54,"Professional, scientific, & technical services",2216
280.0,"Altoona, PA",55,Management of companies & enterprises,698
280.0,"Altoona, PA",56,Administrative & support & waste management & remediation serv,2837
280.0,"Altoona, PA",61,Educational services,328
280.0,"Altoona, PA",62,Health care & social assistance,8787
280.0,"Altoona, PA",71,"Arts, entertainment, & recreation",627
280.0,"Altoona, PA",72,Accommodation & foodservices,4261
280.0,"Altoona, PA",81,Other services (except public administration),2482
280.0,"Altoona, PA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",593
280.0,"Altoona, PA",99,Unclassified,19
320.0,"Amarillo, TX",--,Total,83423
320.0,"Amarillo, TX",11,"Agriculture, forestry, fishing, & hunting",[e]
320.0,"Amarillo, TX",21,Mining,234
320.0,"Amarillo, TX",22,Utilities,[f]
320.0,"Amarillo, TX",23,Construction,5689
320.0,"Amarillo, TX",31-33,Manufacturing,11085
320.0,"Amarillo, TX",42,Wholesale trade,6176
320.0,"Amarillo, TX",44-45,Retail Trade,12582
320.0,"Amarillo, TX",48-49,Transportation & Warehousing,2349
320.0,"Amarillo, TX",51,Information,2152
320.0,"Amarillo, TX",52,Finance & insurance,4305
320.0,"Amarillo, TX",53,Real estate & rental & leasing,1279
320.0,"Amarillo, TX",54,"Professional, scientific, & technical services",3364
320.0,"Amarillo, TX",55,Management of companies & enterprises,1410
320.0,"Amarillo, TX",56,Administrative & support & waste management & remediation serv,3893
320.0,"Amarillo, TX",61,Educational services,385
320.0,"Amarillo, TX",62,Health care & social assistance,12905
320.0,"Amarillo, TX",71,"Arts, entertainment, & recreation",882
320.0,"Amarillo, TX",72,Accommodation & foodservices,8258
320.0,"Amarillo, TX",81,Other services (except public administration),5173
320.0,"Amarillo, TX",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[b]
320.0,"Amarillo, TX",99,Unclassified,71
380.0,"Anchorage, AK",--,Total,112764
380.0,"Anchorage, AK",11,"Agriculture, forestry, fishing, & hunting",258
380.0,"Anchorage, AK",21,Mining,4909
380.0,"Anchorage, AK",22,Utilities,660
380.0,"Anchorage, AK",23,Construction,8718
380.0,"Anchorage, AK",31-33,Manufacturing,1665
380.0,"Anchorage, AK",42,Wholesale trade,5025
380.0,"Anchorage, AK",44-45,Retail Trade,15928
380.0,"Anchorage, AK",48-49,Transportation & Warehousing,10757
380.0,"Anchorage, AK",51,Information,3720
380.0,"Anchorage, AK",52,Finance & insurance,4051
380.0,"Anchorage, AK",53,Real estate & rental & leasing,2240
380.0,"Anchorage, AK",54,"Professional, scientific, & technical services",8115
380.0,"Anchorage, AK",55,Management of companies & enterprises,2040
380.0,"Anchorage, AK",56,Administrative & support & waste management & remediation serv,7779
380.0,"Anchorage, AK",61,Educational services,1586
380.0,"Anchorage, AK",62,Health care & social assistance,15511
380.0,"Anchorage, AK",71,"Arts, entertainment, & recreation",1422
380.0,"Anchorage, AK",72,Accommodation & foodservices,12109
380.0,"Anchorage, AK",81,Other services (except public administration),5682
380.0,"Anchorage, AK",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",367
380.0,"Anchorage, AK",99,Unclassified,222
440.0,"Ann Arbor, MI",--,Total,232376
440.0,"Ann Arbor, MI",11,"Agriculture, forestry, fishing, & hunting",[c]
440.0,"Ann Arbor, MI",21,Mining,[b]
440.0,"Ann Arbor, MI",22,Utilities,[f]
440.0,"Ann Arbor, MI",23,Construction,11773
440.0,"Ann Arbor, MI",31-33,Manufacturing,48925
440.0,"Ann Arbor, MI",42,Wholesale trade,7174
440.0,"Ann Arbor, MI",44-45,Retail Trade,32168
440.0,"Ann Arbor, MI",48-49,Transportation & Warehousing,4513
440.0,"Ann Arbor, MI",51,Information,6411
440.0,"Ann Arbor, MI",52,Finance & insurance,6364
440.0,"Ann Arbor, MI",53,Real estate & rental & leasing,2957
440.0,"Ann Arbor, MI",54,"Professional, scientific, & technical services",14174
440.0,"Ann Arbor, MI",55,Management of companies & enterprises,7013
440.0,"Ann Arbor, MI",56,Administrative & support & waste management & remediation serv,14415
440.0,"Ann Arbor, MI",61,Educational services,3333
440.0,"Ann Arbor, MI",62,Health care & social assistance,34259
440.0,"Ann Arbor, MI",71,"Arts, entertainment, & recreation",2721
440.0,"Ann Arbor, MI",72,Accommodation & foodservices,19314
440.0,"Ann Arbor, MI",81,Other services (except public administration),9073
440.0,"Ann Arbor, MI",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[i]
440.0,"Ann Arbor, MI",99,Unclassified,[e]
450.0,"Anniston, AL",--,Total,40614
450.0,"Anniston, AL",11,"Agriculture, forestry, fishing, & hunting",41
450.0,"Anniston, AL",21,Mining,[b]
450.0,"Anniston, AL",22,Utilities,[e]
450.0,"Anniston, AL",23,Construction,1680
450.0,"Anniston, AL",31-33,Manufacturing,11053
450.0,"Anniston, AL",42,Wholesale trade,1744
450.0,"Anniston, AL",44-45,Retail Trade,6217
450.0,"Anniston, AL",48-49,Transportation & Warehousing,782
450.0,"Anniston, AL",51,Information,1056
450.0,"Anniston, AL",52,Finance & insurance,1033
450.0,"Anniston, AL",53,Real estate & rental & leasing,424
450.0,"Anniston, AL",54,"Professional, scientific, & technical services",1068
450.0,"Anniston, AL",55,Management of companies & enterprises,87
450.0,"Anniston, AL",56,Administrative & support & waste management & remediation serv,2294
450.0,"Anniston, AL",61,Educational services,270
450.0,"Anniston, AL",62,Health care & social assistance,5357
450.0,"Anniston, AL",71,"Arts, entertainment, & recreation",191
450.0,"Anniston, AL",72,Accommodation & foodservices,4143
450.0,"Anniston, AL",81,Other services (except public administration),2087
450.0,"Anniston, AL",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",659
450.0,"Anniston, AL",99,Unclassified,76
460.0,"Appleton--Oshkosh--Neenah, WI",--,Total,191208
460.0,"Appleton--Oshkosh--Neenah, WI",11,"Agriculture, forestry, fishing, & hunting",[b]
460.0,"Appleton--Oshkosh--Neenah, WI",21,Mining,320
460.0,"Appleton--Oshkosh--Neenah, WI",22,Utilities,[e]
460.0,"Appleton--Oshkosh--Neenah, WI",23,Construction,12211
460.0,"Appleton--Oshkosh--Neenah, WI",31-33,Manufacturing,55347
460.0,"Appleton--Oshkosh--Neenah, WI",42,Wholesale trade,8530
460.0,"Appleton--Oshkosh--Neenah, WI",44-45,Retail Trade,23742
460.0,"Appleton--Oshkosh--Neenah, WI",48-49,Transportation & Warehousing,5664
460.0,"Appleton--Oshkosh--Neenah, WI",51,Information,2859
460.0,"Appleton--Oshkosh--Neenah, WI",52,Finance & insurance,9893
460.0,"Appleton--Oshkosh--Neenah, WI",53,Real estate & rental & leasing,1645
460.0,"Appleton--Oshkosh--Neenah, WI",54,"Professional, scientific, & technical services",5195
460.0,"Appleton--Oshkosh--Neenah, WI",55,Management of companies & enterprises,[i]
460.0,"Appleton--Oshkosh--Neenah, WI",56,Administrative & support & waste management & remediation serv,11375
460.0,"Appleton--Oshkosh--Neenah, WI",61,Educational services,2702
460.0,"Appleton--Oshkosh--Neenah, WI",62,Health care & social assistance,19072
460.0,"Appleton--Oshkosh--Neenah, WI",71,"Arts, entertainment, & recreation",2006
460.0,"Appleton--Oshkosh--Neenah, WI",72,Accommodation & foodservices,13951
460.0,"Appleton--Oshkosh--Neenah, WI",81,Other services (except public administration),8150
460.0,"Appleton--Oshkosh--Neenah, WI",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",697
460.0,"Appleton--Oshkosh--Neenah, WI",99,Unclassified,[c]
480.0,"Asheville, NC",--,Total,102192
480.0,"Asheville, NC",11,"Agriculture, forestry, fishing, & hunting",[b]
480.0,"Asheville, NC",21,Mining,[c]
480.0,"Asheville, NC",22,Utilities,[e]
480.0,"Asheville, NC",23,Construction,6957
480.0,"Asheville, NC",31-33,Manufacturing,17512
480.0,"Asheville, NC",42,Wholesale trade,[h]
480.0,"Asheville, NC",44-45,Retail Trade,14472
480.0,"Asheville, NC",48-49,Transportation & Warehousing,[g]
480.0,"Asheville, NC",51,Information,[g]
480.0,"Asheville, NC",52,Finance & insurance,[h]
480.0,"Asheville, NC",53,Real estate & rental & leasing,[g]
480.0,"Asheville, NC",54,"Professional, scientific, & technical services",[h]
480.0,"Asheville, NC",55,Management of companies & enterprises,[f]
480.0,"Asheville, NC",56,Administrative & support & waste management & remediation serv,[i]
480.0,"Asheville, NC",61,Educational services,[h]
480.0,"Asheville, NC",62,Health care & social assistance,17460
480.0,"Asheville, NC",71,"Arts, entertainment, & recreation",[g]
480.0,"Asheville, NC",72,Accommodation & foodservices,11350
480.0,"Asheville, NC",81,Other services (except public administration),5028
480.0,"Asheville, NC",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",538
480.0,"Asheville, NC",99,Unclassified,[b]
500.0,"Athens, GA",--,Total,53579
500.0,"Athens, GA",11,"Agriculture, forestry, fishing, & hunting",[b]
500.0,"Athens, GA",21,Mining,[b]
500.0,"Athens, GA",22,Utilities,[e]
500.0,"Athens, GA",23,Construction,2779
500.0,"Athens, GA",31-33,Manufacturing,10862
500.0,"Athens, GA",42,Wholesale trade,2575
500.0,"Athens, GA",44-45,Retail Trade,9942
500.0,"Athens, GA",48-49,Transportation & Warehousing,[f]
500.0,"Athens, GA",51,Information,1289
500.0,"Athens, GA",52,Finance & insurance,1677
500.0,"Athens, GA",53,Real estate & rental & leasing,[f]
500.0,"Athens, GA",54,"Professional, scientific, & technical services",2002
500.0,"Athens, GA",55,Management of companies & enterprises,[e]
500.0,"Athens, GA",56,Administrative & support & waste management & remediation serv,2855
500.0,"Athens, GA",61,Educational services,[f]
500.0,"Athens, GA",62,Health care & social assistance,7652
500.0,"Athens, GA",71,"Arts, entertainment, & recreation",[f]
500.0,"Athens, GA",72,Accommodation & foodservices,5568
500.0,"Athens, GA",81,Other services (except public administration),2788
500.0,"Athens, GA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[c]
500.0,"Athens, GA",99,Unclassified,24
520.0,"Atlanta, GA",--,Total,2111505
520.0,"Atlanta, GA",11,"Agriculture, forestry, fishing, & hunting",[f]
520.0,"Atlanta, GA",21,Mining,[g]
520.0,"Atlanta, GA",22,Utilities,13401
520.0,"Atlanta, GA",23,Construction,129279
520.0,"Atlanta, GA",31-33,Manufacturing,183832
520.0,"Atlanta, GA",42,Wholesale trade,146297
520.0,"Atlanta, GA",44-45,Retail Trade,253198
520.0,"Atlanta, GA",48-49,Transportation & Warehousing,101457
520.0,"Atlanta, GA",51,Information,111687
520.0,"Atlanta, GA",52,Finance & insurance,114070
520.0,"Atlanta, GA",53,Real estate & rental & leasing,43377
520.0,"Atlanta, GA",54,"Professional, scientific, & technical services",166353
520.0,"Atlanta, GA",55,Management of companies & enterprises,82232
520.0,"Atlanta, GA",56,Administrative & support & waste management & remediation serv,229358
520.0,"Atlanta, GA",61,Educational services,[k]
520.0,"Atlanta, GA",62,Health care & social assistance,167812
520.0,"Atlanta, GA",71,"Arts, entertainment, & recreation",[j]
520.0,"Atlanta, GA",72,Accommodation & foodservices,173067
520.0,"Atlanta, GA",81,Other services (except public administration),87402
520.0,"Atlanta, GA",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",38933
520.0,"Atlanta, GA",99,Unclassified,[g]
560.0,"Atlantic--Cape May, NJ",--,Total,146503
560.0,"Atlantic--Cape May, NJ",11,"Agriculture, forestry, fishing, & hunting",[c]
560.0,"Atlantic--Cape May, NJ",21,Mining,[b]
560.0,"Atlantic--Cape May, NJ",22,Utilities,[g]
560.0,"Atlantic--Cape May, NJ",23,Construction,7960
560.0,"Atlantic--Cape May, NJ",31-33,Manufacturing,5317
560.0,"Atlantic--Cape May, NJ",42,Wholesale trade,3153
560.0,"Atlantic--Cape May, NJ",44-45,Retail Trade,20774
560.0,"Atlantic--Cape May, NJ",48-49,Transportation & Warehousing,2720
560.0,"Atlantic--Cape May, NJ",51,Information,2237
560.0,"Atlantic--Cape May, NJ",52,Finance & insurance,3179
560.0,"Atlantic--Cape May, NJ",53,Real estate & rental & leasing,2784
560.0,"Atlantic--Cape May, NJ",54,"Professional, scientific, & technical services",5841
560.0,"Atlantic--Cape May, NJ",55,Management of companies & enterprises,[f]
560.0,"Atlantic--Cape May, NJ",56,Administrative & support & waste management & remediation serv,5223
560.0,"Atlantic--Cape May, NJ",61,Educational services,1383
560.0,"Atlantic--Cape May, NJ",62,Health care & social assistance,16208
560.0,"Atlantic--Cape May, NJ",71,"Arts, entertainment, & recreation",2103
560.0,"Atlantic--Cape May, NJ",72,Accommodation & foodservices,59564
560.0,"Atlantic--Cape May, NJ",81,Other services (except public administration),5406
560.0,"Atlantic--Cape May, NJ",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[e]
560.0,"Atlantic--Cape May, NJ",99,Unclassified,[c]
580.0,"Auburn--Opelika, AL",--,Total,32271
580.0,"Auburn--Opelika, AL",11,"Agriculture, forestry, fishing, & hunting",110
580.0,"Auburn--Opelika, AL",21,Mining,[b]
580.0,"Auburn--Opelika, AL",22,Utilities,104
580.0,"Auburn--Opelika, AL",23,Construction,2116
580.0,"Auburn--Opelika, AL",31-33,Manufacturing,6890
580.0,"Auburn--Opelika, AL",42,Wholesale trade,806
580.0,"Auburn--Opelika, AL",44-45,Retail Trade,5298
580.0,"Auburn--Opelika, AL",48-49,Transportation & Warehousing,471
580.0,"Auburn--Opelika, AL",51,Information,595
580.0,"Auburn--Opelika, AL",52,Finance & insurance,846
580.0,"Auburn--Opelika, AL",53,Real estate & rental & leasing,608
580.0,"Auburn--Opelika, AL",54,"Professional, scientific, & technical services",694
580.0,"Auburn--Opelika, AL",55,Management of companies & enterprises,11
580.0,"Auburn--Opelika, AL",56,Administrative & support & waste management & remediation serv,2079
580.0,"Auburn--Opelika, AL",61,Educational services,99
580.0,"Auburn--Opelika, AL",62,Health care & social assistance,4434
580.0,"Auburn--Opelika, AL",71,"Arts, entertainment, & recreation",418
580.0,"Auburn--Opelika, AL",72,Accommodation & foodservices,4876
580.0,"Auburn--Opelika, AL",81,Other services (except public administration),1535
580.0,"Auburn--Opelika, AL",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[c]
580.0,"Auburn--Opelika, AL",99,Unclassified,60
600.0,"Augusta--Aiken, GA--SC",--,Total,171843
600.0,"Augusta--Aiken, GA--SC",11,"Agriculture, forestry, fishing, & hunting",544
600.0,"Augusta--Aiken, GA--SC",21,Mining,[e]
600.0,"Augusta--Aiken, GA--SC",22,Utilities,812
600.0,"Augusta--Aiken, GA--SC",23,Construction,10424
600.0,"Augusta--Aiken, GA--SC",31-33,Manufacturing,42951
600.0,"Augusta--Aiken, GA--SC",42,Wholesale trade,3889
600.0,"Augusta--Aiken, GA--SC",44-45,Retail Trade,25319
600.0,"Augusta--Aiken, GA--SC",48-49,Transportation & Warehousing,[h]
600.0,"Augusta--Aiken, GA--SC",51,Information,3451
600.0,"Augusta--Aiken, GA--SC",52,Finance & insurance,4366
600.0,"Augusta--Aiken, GA--SC",53,Real estate & rental & leasing,2346
600.0,"Augusta--Aiken, GA--SC",54,"Professional, scientific, & technical services",7090
600.0,"Augusta--Aiken, GA--SC",55,Management of companies & enterprises,1719
600.0,"Augusta--Aiken, GA--SC",56,Administrative & support & waste management & remediation serv,13509
600.0,"Augusta--Aiken, GA--SC",61,Educational services,[g]
600.0,"Augusta--Aiken, GA--SC",62,Health care & social assistance,23660
600.0,"Augusta--Aiken, GA--SC",71,"Arts, entertainment, & recreation",2666
600.0,"Augusta--Aiken, GA--SC",72,Accommodation & foodservices,[j]
600.0,"Augusta--Aiken, GA--SC",81,Other services (except public administration),7777
600.0,"Augusta--Aiken, GA--SC",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[g]
600.0,"Augusta--Aiken, GA--SC",99,Unclassified,[c]
640.0,"Austin--San Marcos, TX",--,Total,550418
640.0,"Austin--San Marcos, TX",11,"Agriculture, forestry, fishing, & hunting",[b]
640.0,"Austin--San Marcos, TX",21,Mining,[g]
640.0,"Austin--San Marcos, TX",22,Utilities,1216
640.0,"Austin--San Marcos, TX",23,Construction,37137
640.0,"Austin--San Marcos, TX",31-33,Manufacturing,75788
640.0,"Austin--San Marcos, TX",42,Wholesale trade,24480
640.0,"Austin--San Marcos, TX",44-45,Retail Trade,70222
640.0,"Austin--San Marcos, TX",48-49,Transportation & Warehousing,7832
640.0,"Austin--San Marcos, TX",51,Information,24260
640.0,"Austin--San Marcos, TX",52,Finance & insurance,28626
640.0,"Austin--San Marcos, TX",53,Real estate & rental & leasing,9431
640.0,"Austin--San Marcos, TX",54,"Professional, scientific, & technical services",45018
640.0,"Austin--San Marcos, TX",55,Management of companies & enterprises,[j]
640.0,"Austin--San Marcos, TX",56,Administrative & support & waste management & remediation serv,[l]
640.0,"Austin--San Marcos, TX",61,Educational services,[i]
640.0,"Austin--San Marcos, TX",62,Health care & social assistance,53709
640.0,"Austin--San Marcos, TX",71,"Arts, entertainment, & recreation",7078
640.0,"Austin--San Marcos, TX",72,Accommodation & foodservices,54403
640.0,"Austin--San Marcos, TX",81,Other services (except public administration),26773
640.0,"Austin--San Marcos, TX",95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",[g]
640.0,"Austin--San Marcos, TX",99,Unclassified,[f]
680.0,"Bakersfield, CA",--,Total,150310
680.0,"Bakersfield, CA",11,"Agriculture, forestry, fishing, & hunting",1735
680.0,"Bakersfield, CA",21,Mining,5455
680.0,"Bakersfield, CA",22,Utilities,1366
