NAICS Code,Total Employment - 2009,State
11,24774,California
21,22125,California
22,0,California
23,669488,California
31-33,1246464,California
42,826614,California
44-45,1544327,California
48-49,428840,California
51,527757,California
52,609858,California
53,283107,California
54,1134051,California
55,264877,California
56,989410,California
61,341474,California
62,1678778,California
71,295880,California
72,1333237,California
81,550894,California
99,2649,California
--,2005578,Colorado
11,1392,Colorado
21,25127,Colorado
22,8941,Colorado
23,141420,Colorado
31-33,121919,Colorado
42,97732,Colorado
44-45,246697,Colorado
48-49,59775,Colorado
51,79749,Colorado
52,99049,Colorado
53,43204,Colorado
54,168070,Colorado
55,44093,Colorado
56,205462,Colorado
61,42338,Colorado
62,252797,Colorado
71,46894,Colorado
72,224562,Colorado
81,96032,Colorado
99,325,Colorado
--,1468291,Connecticut
11,291,Connecticut
21,745,Connecticut
22,0,Connecticut
23,53079,Connecticut
31-33,166398,Connecticut
42,75632,Connecticut
44-45,180143,Connecticut
48-49,39162,Connecticut
51,37301,Connecticut
52,124950,Connecticut
53,21496,Connecticut
54,95334,Connecticut
55,38788,Connecticut
56,84177,Connecticut
61,64404,Connecticut
62,259507,Connecticut
71,24415,Connecticut
72,129737,Connecticut
81,63031,Connecticut
99,187,Connecticut
--,370846,Delaware
11,152,Delaware
21,34,Delaware
22,2622,Delaware
23,20509,Delaware
31-33,30410,Delaware
42,17857,Delaware
44-45,51130,Delaware
48-49,12643,Delaware
51,8331,Delaware
52,38986,Delaware
53,6436,Delaware
54,23308,Delaware
55,14004,Delaware
56,25890,Delaware
61,7155,Delaware
62,57485,Delaware
71,6641,Delaware
72,32589,Delaware
81,14615,Delaware
99,0,Delaware
--,466550,District of Columbia
11,0,District of Columbia
21,0,District of Columbia
22,0,District of Columbia
23,6511,District of Columbia
31-33,1800,District of Columbia
42,5056,District of Columbia
44-45,19122,District of Columbia
48-49,3110,District of Columbia
51,21728,District of Columbia
52,16939,District of Columbia
53,9075,District of Columbia
54,89927,District of Columbia
55,7216,District of Columbia
56,35116,District of Columbia
61,48409,District of Columbia
62,67587,District of Columbia
71,6555,District of Columbia
72,54967,District of Columbia
81,71424,District of Columbia
99,0,District of Columbia
--,6861612,Florida
11,13489,Florida
21,5114,Florida
22,28384,Florida
23,341614,Florida
31-33,294519,Florida
42,287665,Florida
44-45,921514,Florida
48-49,207407,Florida
51,156305,Florida
52,338098,Florida
53,157738,Florida
54,430886,Florida
55,130523,Florida
56,1287394,Florida
61,138431,Florida
62,943823,Florida
71,155028,Florida
72,728819,Florida
81,294216,Florida
99,0,Florida
--,3410505,Georgia
11,7346,Georgia
21,5304,Georgia
22,0,Georgia
23,175310,Georgia
31-33,351203,Georgia
42,191424,Georgia
44-45,440334,Georgia
48-49,152477,Georgia
51,126735,Georgia
52,168206,Georgia
53,61066,Georgia
54,239870,Georgia
55,106154,Georgia
56,299129,Georgia
61,77208,Georgia
62,431360,Georgia
71,42037,Georgia
72,351142,Georgia
81,158720,Georgia
99,297,Georgia
--,488403,Hawaii
11,262,Hawaii
21,223,Hawaii
22,3133,Hawaii
23,29530,Hawaii
31-33,12854,Hawaii
42,19045,Hawaii
44-45,66960,Hawaii
48-49,25498,Hawaii
51,9380,Hawaii
52,19220,Hawaii
53,14179,Hawaii
54,23245,Hawaii
55,6019,Hawaii
56,47069,Hawaii
61,19327,Hawaii
62,64995,Hawaii
71,10271,Hawaii
72,91963,Hawaii
81,25168,Hawaii
99,0,Hawaii
--,500226,Idaho
11,3045,Idaho
21,2354,Idaho
22,3607,Idaho
23,32820,Idaho
31-33,55345,Idaho
42,24109,Idaho
44-45,74343,Idaho
48-49,16854,Idaho
51,13500,Idaho
52,21364,Idaho
53,7107,Idaho
54,31391,Idaho
55,7752,Idaho
56,37342,Idaho
61,9813,Idaho
62,78519,Idaho
71,8658,Idaho
72,53349,Idaho
81,18872,Idaho
99,0,Idaho
--,5120970,Illinois
11,1715,Illinois
21,8608,Illinois
22,28602,Illinois
23,206452,Illinois
31-33,566887,Illinois
42,304994,Illinois
44-45,600315,Illinois
48-49,219414,Illinois
51,126128,Illinois
52,324750,Illinois
53,81321,Illinois
54,359119,Illinois
55,174726,Illinois
56,450855,Illinois
61,151647,Illinois
62,732836,Illinois
71,77873,Illinois
72,457084,Illinois
81,247266,Illinois
99,378,Illinois
--,2449980,Indiana
11,2063,Indiana
21,5874,Indiana
22,16144,Indiana
23,118482,Indiana
31-33,442399,Indiana
42,109027,Indiana
44-45,314411,Indiana
48-49,110692,Indiana
51,44488,Indiana
52,101674,Indiana
53,34015,Indiana
54,102098,Indiana
55,46811,Indiana
56,149704,Indiana
61,59519,Indiana
62,381999,Indiana
71,35292,Indiana
72,250379,Indiana
81,124678,Indiana
99,231,Indiana
--,1283769,Iowa
11,1795,Iowa
21,1901,Iowa
22,0,Iowa
23,59574,Iowa
31-33,203998,Iowa
42,65820,Iowa
44-45,177640,Iowa
48-49,56219,Iowa
51,34225,Iowa
52,93462,Iowa
53,14747,Iowa
54,47310,Iowa
55,19793,Iowa
56,68468,Iowa
61,38339,Iowa
62,205387,Iowa
71,21696,Iowa
72,113745,Iowa
81,52095,Iowa
99,83,Iowa
--,1146263,Kansas
11,704,Kansas
21,9419,Kansas
22,7391,Kansas
23,61554,Kansas
31-33,167416,Kansas
42,60722,Kansas
44-45,147288,Kansas
48-49,45845,Kansas
51,48005,Kansas
52,60227,Kansas
53,14524,Kansas
54,60099,Kansas
55,21255,Kansas
56,64671,Kansas
61,18798,Kansas
62,185280,Kansas
71,14397,Kansas
72,105794,Kansas
81,52772,Kansas
99,102,Kansas
--,1486545,Kentucky
11,1674,Kentucky
21,22690,Kentucky
22,8167,Kentucky
23,70840,Kentucky
31-33,214746,Kentucky
42,71819,Kentucky
44-45,222354,Kentucky
48-49,83900,Kentucky
51,33469,Kentucky
52,68613,Kentucky
53,18447,Kentucky
54,64883,Kentucky
55,24939,Kentucky
56,76781,Kentucky
61,27631,Kentucky
62,238447,Kentucky
71,17580,Kentucky
72,153398,Kentucky
81,66010,Kentucky
99,0,Kentucky
--,1639104,Louisiana
11,3891,Louisiana
21,50500,Louisiana
22,0,Louisiana
23,133424,Louisiana
31-33,134803,Louisiana
42,77035,Louisiana
44-45,229875,Louisiana
48-49,67933,Louisiana
51,28017,Louisiana
52,64200,Louisiana
53,30576,Louisiana
54,89774,Louisiana
55,17729,Louisiana
56,105814,Louisiana
61,33174,Louisiana
62,276553,Louisiana
71,24608,Louisiana
72,183712,Louisiana
81,75673,Louisiana
99,138,Louisiana
--,488932,Maine
11,3498,Maine
21,98,Maine
22,0,Maine
23,23384,Maine
31-33,53059,Maine
42,17824,Maine
44-45,80297,Maine
48-49,15289,Maine
51,12889,Maine
52,26966,Maine
53,6596,Maine
54,23832,Maine
55,7654,Maine
56,22244,Maine
61,15016,Maine
62,107183,Maine
71,7366,Maine
72,44954,Maine
81,18448,Maine
99,60,Maine
--,2122388,Maryland
11,922,Maryland
21,1484,Maryland
22,10485,Maryland
23,156153,Maryland
31-33,111657,Maryland
42,91290,Maryland
44-45,277332,Maryland
48-49,62747,Maryland
51,56648,Maryland
52,109188,Maryland
53,45737,Maryland
54,227003,Maryland
55,49440,Maryland
56,175308,Maryland
61,75930,Maryland
62,331581,Maryland
71,36509,Maryland
72,193155,Maryland
81,109577,Maryland
99,242,Maryland
--,2967877,Massachusetts
11,1246,Massachusetts
21,1193,Massachusetts
22,12660,Massachusetts
23,114232,Massachusetts
31-33,239914,Massachusetts
42,135386,Massachusetts
44-45,343226,Massachusetts
48-49,77281,Massachusetts
51,100551,Massachusetts
52,209550,Massachusetts
53,43746,Massachusetts
54,251629,Massachusetts
55,83045,Massachusetts
56,185750,Massachusetts
61,191345,Massachusetts
62,549052,Massachusetts
71,51227,Massachusetts
72,256302,Massachusetts
81,119796,Massachusetts
99,746,Massachusetts
--,3383615,Michigan
11,2993,Michigan
21,5738,Michigan
22,0,Michigan
23,116417,Michigan
31-33,470900,Michigan
42,158543,Michigan
44-45,448068,Michigan
48-49,96228,Michigan
51,73316,Michigan
52,156163,Michigan
53,51173,Michigan
54,240983,Michigan
55,100522,Michigan
56,264366,Michigan
61,69748,Michigan
62,568492,Michigan
71,51721,Michigan
72,327911,Michigan
81,157741,Michigan
99,1176,Michigan
--,2417174,Minnesota
11,2462,Minnesota
21,4703,Minnesota
22,0,Minnesota
23,99101,Minnesota
31-33,307822,Minnesota
42,131638,Minnesota
44-45,291328,Minnesota
48-49,75384,Minnesota
51,64096,Minnesota
52,148621,Minnesota
53,36296,Minnesota
54,139270,Minnesota
55,118124,Minnesota
56,123915,Minnesota
61,66458,Minnesota
62,421935,Minnesota
71,39550,Minnesota
72,213136,Minnesota
81,119334,Minnesota
99,290,Minnesota
--,904037,Mississippi
11,4231,Mississippi
21,5252,Mississippi
22,9342,Mississippi
23,46548,Mississippi
31-33,149363,Mississippi
42,35055,Mississippi
44-45,137660,Mississippi
48-49,33954,Mississippi
51,14146,Mississippi
52,35142,Mississippi
53,10397,Mississippi
54,32607,Mississippi
55,7591,Mississippi
56,46331,Mississippi
61,17375,Mississippi
62,154190,Mississippi
71,8158,Mississippi
72,116644,Mississippi
81,39954,Mississippi
99,97,Mississippi
--,2358706,Missouri
11,1405,Missouri
21,3666,Missouri
22,16732,Missouri
23,127958,Missouri
31-33,259237,Missouri
42,124339,Missouri
44-45,307984,Missouri
48-49,83821,Missouri
51,66288,Missouri
52,131275,Missouri
53,36525,Missouri
54,144024,Missouri
55,73906,Missouri
56,147091,Missouri
61,69064,Missouri
62,373344,Missouri
71,39411,Missouri
72,235862,Missouri
81,113661,Missouri
99,0,Missouri
--,341357,Montana
11,1127,Montana
21,6044,Montana
22,2907,Montana
23,22616,Montana
31-33,17226,Montana
42,13972,Montana
44-45,56989,Montana
48-49,10990,Montana
51,9366,Montana
52,18201,Montana
53,5906,Montana
54,17194,Montana
55,2623,Montana
56,18980,Montana
61,5239,Montana
62,61813,Montana
71,10138,Montana
72,44964,Montana
81,15023,Montana
99,0,Montana
--,779508,Nebraska
11,1005,Nebraska
21,934,Nebraska
22,0,Nebraska
23,42327,Nebraska
31-33,93831,Nebraska
42,39429,Nebraska
44-45,106713,Nebraska
48-49,39710,Nebraska
51,20034,Nebraska
52,60412,Nebraska
53,9968,Nebraska
54,49650,Nebraska
55,14222,Nebraska
56,48465,Nebraska
61,18245,Nebraska
62,117081,Nebraska
71,11545,Nebraska
72,68905,Nebraska
81,35757,Nebraska
99,0,Nebraska
--,1042166,Nevada
11,0,Nevada
21,11291,Nevada
22,0,Nevada
23,87889,Nevada
31-33,42775,Nevada
42,35406,Nevada
44-45,131285,Nevada
48-49,42974,Nevada
51,16784,Nevada
52,37257,Nevada
53,28760,Nevada
54,52666,Nevada
55,12130,Nevada
56,89838,Nevada
61,8984,Nevada
62,97368,Nevada
71,26382,Nevada
72,283211,Nevada
81,31458,Nevada
99,121,Nevada
--,568043,New Hampshire
11,539,New Hampshire
21,181,New Hampshire
22,3487,New Hampshire
23,24112,New Hampshire
31-33,71259,New Hampshire
42,25195,New Hampshire
44-45,97524,New Hampshire
48-49,12295,New Hampshire
51,15123,New Hampshire
52,25617,New Hampshire
53,6636,New Hampshire
54,31241,New Hampshire
55,9949,New Hampshire
56,45511,New Hampshire
61,29670,New Hampshire
62,84913,New Hampshire
71,13032,New Hampshire
72,50848,New Hampshire
81,20866,New Hampshire
99,45,New Hampshire
--,3443211,New Jersey
11,1557,New Jersey
21,1354,New Jersey
22,18014,New Jersey
23,144254,New Jersey
31-33,252418,New Jersey
42,256966,New Jersey
44-45,444550,New Jersey
48-49,157812,New Jersey
51,104497,New Jersey
52,201941,New Jersey
53,60291,New Jersey
54,325784,New Jersey
55,127570,New Jersey
56,261766,New Jersey
61,92523,New Jersey
62,514099,New Jersey
71,52128,New Jersey
72,277222,New Jersey
81,148178,New Jersey
99,0,New Jersey
--,615879,New Mexico
11,468,New Mexico
21,17424,New Mexico
22,5194,New Mexico
23,47354,New Mexico
31-33,28623,New Mexico
42,21779,New Mexico
44-45,97027,New Mexico
48-49,16830,New Mexico
51,13704,New Mexico
52,24255,New Mexico
53,10836,New Mexico
54,47801,New Mexico
55,6187,New Mexico
56,41906,New Mexico
61,9855,New Mexico
62,106196,New Mexico
71,14338,New Mexico
72,78904,New Mexico
81,27129,New Mexico
99,69,New Mexico
--,7332392,New York
11,3271,New York
21,3626,New York
22,40787,New York
23,319755,New York
31-33,462496,New York
42,369767,New York
44-45,859320,New York
48-49,225441,New York
51,278367,New York
52,545967,New York
53,164510,New York
54,580129,New York
55,172163,New York
56,470973,New York
61,363805,New York
62,1364923,New York
71,153017,New York
72,603709,New York
81,349276,New York
99,0,New York
--,3353931,North Carolina
11,4208,North Carolina
21,3097,North Carolina
22,18677,North Carolina
23,197282,North Carolina
31-33,439637,North Carolina
42,168381,North Carolina
44-45,447417,North Carolina
48-49,108082,North Carolina
51,77163,North Carolina
52,169721,North Carolina
53,48187,North Carolina
54,180238,North Carolina
55,75895,North Carolina
56,246195,North Carolina
61,84944,North Carolina
62,539670,North Carolina
71,55117,North Carolina
72,343309,North Carolina
81,146319,North Carolina
99,0,North Carolina
--,296083,North Dakota
11,466,North Dakota
21,6920,North Dakota
22,0,North Dakota
23,16952,North Dakota
31-33,24350,North Dakota
42,18698,North Dakota
44-45,44573,North Dakota
48-49,11644,North Dakota
51,7635,North Dakota
52,18066,North Dakota
53,3709,North Dakota
54,10648,North Dakota
55,9354,North Dakota
56,11819,North Dakota
61,4548,North Dakota
62,53196,North Dakota
71,5003,North Dakota
72,31533,North Dakota
81,12930,North Dakota
99,0,North Dakota
--,4460553,Ohio
11,1280,Ohio
21,9784,Ohio
22,0,Ohio
23,178933,Ohio
31-33,638489,Ohio
42,218619,Ohio
44-45,560684,Ohio
48-49,154071,Ohio
51,93948,Ohio
52,248027,Ohio
53,62513,Ohio
54,231276,Ohio
55,143767,Ohio
56,301903,Ohio
61,110631,Ohio
62,779678,Ohio
71,59596,Ohio
72,431343,Ohio
81,208666,Ohio
99,0,Ohio
--,1290278,Oklahoma
11,916,Oklahoma
21,43778,Oklahoma
22,9799,Oklahoma
23,72601,Oklahoma
31-33,134603,Oklahoma
42,59935,Oklahoma
44-45,173845,Oklahoma
48-49,43718,Oklahoma
51,30299,Oklahoma
52,62339,Oklahoma
53,24969,Oklahoma
54,64443,Oklahoma
55,28878,Oklahoma
56,90074,Oklahoma
61,19016,Oklahoma
62,206966,Oklahoma
71,28422,Oklahoma
72,133853,Oklahoma
81,61627,Oklahoma
99,0,Oklahoma
--,1363826,Oregon
11,10560,Oregon
21,1352,Oregon
22,7772,Oregon
23,76311,Oregon
31-33,152428,Oregon
42,83014,Oregon
44-45,186447,Oregon
48-49,52312,Oregon
51,36633,Oregon
52,62617,Oregon
53,27815,Oregon
54,79963,Oregon
55,38118,Oregon
56,73434,Oregon
61,40930,Oregon
62,202862,Oregon
71,24071,Oregon
72,145213,Oregon
81,61781,Oregon
99,0,Oregon
--,5044648,Pennsylvania
11,2804,Pennsylvania
21,20519,Pennsylvania
22,31960,Pennsylvania
23,233626,Pennsylvania
31-33,574683,Pennsylvania
42,239033,Pennsylvania
44-45,654782,Pennsylvania
48-49,197104,Pennsylvania
51,125923,Pennsylvania
52,271629,Pennsylvania
53,63863,Pennsylvania
54,313439,Pennsylvania
55,143068,Pennsylvania
56,268898,Pennsylvania
61,241017,Pennsylvania
62,917808,Pennsylvania
71,82903,Pennsylvania
72,420075,Pennsylvania
81,241149,Pennsylvania
99,0,Pennsylvania
--,413584,Rhode Island
11,0,Rhode Island
21,135,Rhode Island
22,1157,Rhode Island
23,18354,Rhode Island
31-33,44008,Rhode Island
42,21369,Rhode Island
44-45,47032,Rhode Island
48-49,10086,Rhode Island
51,7412,Rhode Island
52,27763,Rhode Island
53,6775,Rhode Island
54,23351,Rhode Island
55,11028,Rhode Island
56,21855,Rhode Island
61,25122,Rhode Island
62,81450,Rhode Island
71,7841,Rhode Island
72,41255,Rhode Island
81,17454,Rhode Island
99,42,Rhode Island
--,1542825,South Carolina
11,4011,South Carolina
21,1104,South Carolina
22,12113,South Carolina
23,95350,South Carolina
31-33,223092,South Carolina
42,62299,South Carolina
44-45,224033,South Carolina
48-49,52543,South Carolina
51,34417,South Carolina
52,67278,South Carolina
53,26554,South Carolina
54,76487,South Carolina
55,23945,South Carolina
56,115782,South Carolina
61,29943,South Carolina
62,212766,South Carolina
71,23950,South Carolina
72,179928,South Carolina
81,77056,South Carolina
99,174,South Carolina
--,330517,South Dakota
11,508,South Dakota
21,854,South Dakota
22,2177,South Dakota
23,18280,South Dakota
31-33,40477,South Dakota
42,16367,South Dakota
44-45,50335,South Dakota
48-49,9068,South Dakota
51,7501,South Dakota
52,27542,South Dakota
53,3642,South Dakota
54,11048,South Dakota
55,5367,South Dakota
56,11688,South Dakota
61,7724,South Dakota
62,60812,South Dakota
71,6241,South Dakota
72,36242,South Dakota
81,14577,South Dakota
99,67,South Dakota
--,2317986,Tennessee
11,1271,Tennessee
21,3348,Tennessee
22,3551,Tennessee
23,104214,Tennessee
31-33,311239,Tennessee
42,114284,Tennessee
44-45,307847,Tennessee
48-49,127380,Tennessee
51,49981,Tennessee
52,114742,Tennessee
53,34264,Tennessee
54,100676,Tennessee
55,71201,Tennessee
56,181927,Tennessee
61,54329,Tennessee
62,362000,Tennessee
71,30478,Tennessee
72,234900,Tennessee
81,110045,Tennessee
99,309,Tennessee
--,8925096,Texas
11,6918,Texas
21,170230,Texas
22,47930,Texas
23,592147,Texas
31-33,784367,Texas
42,479142,Texas
44-45,1149349,Texas
48-49,358887,Texas
51,236864,Texas
52,460870,Texas
53,169509,Texas
54,568061,Texas
55,262792,Texas
56,841590,Texas
61,145473,Texas
62,1216496,Texas
71,115179,Texas
72,912191,Texas
81,404937,Texas
99,2164,Texas
--,1059722,Utah
11,432,Utah
21,10068,Utah
22,4555,Utah
23,66485,Utah
31-33,110538,Utah
42,53733,Utah
44-45,139792,Utah
48-49,48396,Utah
51,33677,Utah
52,63831,Utah
53,19263,Utah
54,66916,Utah
55,17363,Utah
56,112342,Utah
61,36641,Utah
62,117747,Utah
71,17446,Utah
72,93017,Utah
81,47367,Utah
99,0,Utah
--,264766,Vermont
11,414,Vermont
21,0,Vermont
22,1855,Vermont
23,13172,Vermont
31-33,32504,Vermont
42,10585,Vermont
44-45,38752,Vermont
48-49,6037,Vermont
51,5604,Vermont
52,12531,Vermont
53,2983,Vermont
54,20779,Vermont
55,2949,Vermont
56,7256,Vermont
61,14189,Vermont
62,48986,Vermont
71,6660,Vermont
72,30040,Vermont
81,8873,Vermont
99,0,Vermont
--,3061186,Virginia
11,3842,Virginia
21,10215,Virginia
22,14727,Virginia
23,185651,Virginia
31-33,252213,Virginia
42,106047,Virginia
44-45,412600,Virginia
48-49,90549,Virginia
51,99825,Virginia
52,158692,Virginia
53,55846,Virginia
54,407365,Virginia
55,58205,Virginia
56,234295,Virginia
61,68106,Virginia
62,384352,Virginia
71,51020,Virginia
72,302874,Virginia
81,164431,Virginia
99,331,Virginia
--,2385282,Washington
11,12296,Washington
21,2845,Washington
22,7890,Washington
23,158331,Washington
31-33,234232,Washington
42,127188,Washington
44-45,309936,Washington
48-49,83629,Washington
51,115015,Washington
52,104647,Washington
53,48790,Washington
54,163100,Washington
55,79848,Washington
56,129478,Washington
61,48589,Washington
62,360487,Washington
71,60516,Washington
72,230637,Washington
81,107371,Washington
99,0,Washington
--,572960,West Virginia
11,868,West Virginia
21,31552,West Virginia
22,6488,West Virginia
23,27824,West Virginia
31-33,55357,West Virginia
42,19337,West Virginia
44-45,89919,West Virginia
48-49,15498,West Virginia
51,10666,West Virginia
52,20027,West Virginia
53,6376,West Virginia
54,24670,West Virginia
55,4586,West Virginia
56,30529,West Virginia
61,7677,West Virginia
62,122596,West Virginia
71,11370,West Virginia
72,61316,West Virginia
81,26253,West Virginia
99,51,West Virginia
--,2355879,Wisconsin
11,2968,Wisconsin
21,2275,Wisconsin
22,14370,Wisconsin
23,93989,Wisconsin
31-33,431014,Wisconsin
42,109275,Wisconsin
44-45,301908,Wisconsin
48-49,97648,Wisconsin
51,50062,Wisconsin
52,145343,Wisconsin
53,25709,Wisconsin
54,101541,Wisconsin
55,64900,Wisconsin
56,116187,Wisconsin
61,52836,Wisconsin
62,377578,Wisconsin
71,40387,Wisconsin
72,217633,Wisconsin
81,109937,Wisconsin
99,0,Wisconsin
--,214715,Wyoming
11,0,Wyoming
21,24682,Wyoming
22,2455,Wyoming
23,19751,Wyoming
31-33,10453,Wyoming
42,8456,Wyoming
44-45,31960,Wyoming
48-49,9874,Wyoming
51,4151,Wyoming
52,7176,Wyoming
53,4393,Wyoming
54,9322,Wyoming
55,1183,Wyoming
56,6808,Wyoming
61,1831,Wyoming
62,30963,Wyoming
71,4425,Wyoming
72,27607,Wyoming
81,8875,Wyoming
99,124,Wyoming
