FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
10020.0,"Abbeville, LA Micropolitan Statistical Area",--,Total,9111
10020.0,"Abbeville, LA Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",54
10020.0,"Abbeville, LA Micropolitan Statistical Area",21,Mining,418
10020.0,"Abbeville, LA Micropolitan Statistical Area",22,Utilities,[b]
10020.0,"Abbeville, LA Micropolitan Statistical Area",23,Construction,723
10020.0,"Abbeville, LA Micropolitan Statistical Area",31-33,Manufacturing,797
10020.0,"Abbeville, LA Micropolitan Statistical Area",42,Wholesale Trade,437
10020.0,"Abbeville, LA Micropolitan Statistical Area",44-45,Retail Trade,2065
10020.0,"Abbeville, LA Micropolitan Statistical Area",48-49,Transportation and Warehousing,405
10020.0,"Abbeville, LA Micropolitan Statistical Area",51,Information,141
10020.0,"Abbeville, LA Micropolitan Statistical Area",52,Finance and Insurance,380
10020.0,"Abbeville, LA Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,90
10020.0,"Abbeville, LA Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",309
10020.0,"Abbeville, LA Micropolitan Statistical Area",55,Management of Companies and Enterprises,50
10020.0,"Abbeville, LA Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,140
10020.0,"Abbeville, LA Micropolitan Statistical Area",61,Educational Services,101
10020.0,"Abbeville, LA Micropolitan Statistical Area",62,Health Care and Social Assistance,1519
10020.0,"Abbeville, LA Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",92
10020.0,"Abbeville, LA Micropolitan Statistical Area",72,Accommodation and Food Services,851
10020.0,"Abbeville, LA Micropolitan Statistical Area",81,Other Services (except Public Administration),490
10020.0,"Abbeville, LA Micropolitan Statistical Area",99,Unclassified,[a]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",--,Total,17439
10100.0,"Aberdeen, SD Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[a]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",21,Mining,[b]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",22,Utilities,[c]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",23,Construction,766
10100.0,"Aberdeen, SD Micropolitan Statistical Area",31-33,Manufacturing,[g]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",42,Wholesale Trade,899
10100.0,"Aberdeen, SD Micropolitan Statistical Area",44-45,Retail Trade,2963
10100.0,"Aberdeen, SD Micropolitan Statistical Area",48-49,Transportation and Warehousing,271
10100.0,"Aberdeen, SD Micropolitan Statistical Area",51,Information,[e]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",52,Finance and Insurance,1312
10100.0,"Aberdeen, SD Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,220
10100.0,"Aberdeen, SD Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",457
10100.0,"Aberdeen, SD Micropolitan Statistical Area",55,Management of Companies and Enterprises,[c]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,[g]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",61,Educational Services,[e]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",62,Health Care and Social Assistance,2891
10100.0,"Aberdeen, SD Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",[c]
10100.0,"Aberdeen, SD Micropolitan Statistical Area",72,Accommodation and Food Services,1683
10100.0,"Aberdeen, SD Micropolitan Statistical Area",81,Other Services (except Public Administration),1029
10100.0,"Aberdeen, SD Micropolitan Statistical Area",99,Unclassified,24
10140.0,"Aberdeen, WA Micropolitan Statistical Area",--,Total,17705
10140.0,"Aberdeen, WA Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",1213
10140.0,"Aberdeen, WA Micropolitan Statistical Area",22,Utilities,[a]
10140.0,"Aberdeen, WA Micropolitan Statistical Area",23,Construction,1161
10140.0,"Aberdeen, WA Micropolitan Statistical Area",31-33,Manufacturing,3135
10140.0,"Aberdeen, WA Micropolitan Statistical Area",42,Wholesale Trade,845
10140.0,"Aberdeen, WA Micropolitan Statistical Area",44-45,Retail Trade,3063
10140.0,"Aberdeen, WA Micropolitan Statistical Area",48-49,Transportation and Warehousing,490
10140.0,"Aberdeen, WA Micropolitan Statistical Area",51,Information,407
10140.0,"Aberdeen, WA Micropolitan Statistical Area",52,Finance and Insurance,645
10140.0,"Aberdeen, WA Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,268
10140.0,"Aberdeen, WA Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",388
10140.0,"Aberdeen, WA Micropolitan Statistical Area",55,Management of Companies and Enterprises,[b]
10140.0,"Aberdeen, WA Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,314
10140.0,"Aberdeen, WA Micropolitan Statistical Area",61,Educational Services,23
10140.0,"Aberdeen, WA Micropolitan Statistical Area",62,Health Care and Social Assistance,2535
10140.0,"Aberdeen, WA Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",225
10140.0,"Aberdeen, WA Micropolitan Statistical Area",72,Accommodation and Food Services,2119
10140.0,"Aberdeen, WA Micropolitan Statistical Area",81,Other Services (except Public Administration),819
10140.0,"Aberdeen, WA Micropolitan Statistical Area",99,Unclassified,5
10180.0,"Abilene, TX Metropolitan Statistical Area",--,Total,57108
10180.0,"Abilene, TX Metropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[b]
10180.0,"Abilene, TX Metropolitan Statistical Area",21,Mining,875
10180.0,"Abilene, TX Metropolitan Statistical Area",22,Utilities,[e]
10180.0,"Abilene, TX Metropolitan Statistical Area",23,Construction,3670
10180.0,"Abilene, TX Metropolitan Statistical Area",31-33,Manufacturing,3487
10180.0,"Abilene, TX Metropolitan Statistical Area",42,Wholesale Trade,[g]
10180.0,"Abilene, TX Metropolitan Statistical Area",44-45,Retail Trade,8472
10180.0,"Abilene, TX Metropolitan Statistical Area",48-49,Transportation and Warehousing,1475
10180.0,"Abilene, TX Metropolitan Statistical Area",51,Information,[g]
10180.0,"Abilene, TX Metropolitan Statistical Area",52,Finance and Insurance,2909
10180.0,"Abilene, TX Metropolitan Statistical Area",53,Real Estate and Rental and Leasing,[f]
10180.0,"Abilene, TX Metropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",[g]
10180.0,"Abilene, TX Metropolitan Statistical Area",55,Management of Companies and Enterprises,[e]
10180.0,"Abilene, TX Metropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,[h]
10180.0,"Abilene, TX Metropolitan Statistical Area",61,Educational Services,[h]
10180.0,"Abilene, TX Metropolitan Statistical Area",62,Health Care and Social Assistance,12808
10180.0,"Abilene, TX Metropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",[f]
10180.0,"Abilene, TX Metropolitan Statistical Area",72,Accommodation and Food Services,5509
10180.0,"Abilene, TX Metropolitan Statistical Area",81,Other Services (except Public Administration),3585
10180.0,"Abilene, TX Metropolitan Statistical Area",99,Unclassified,[a]
10220.0,"Ada, OK Micropolitan Statistical Area",--,Total,11987
10220.0,"Ada, OK Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",[a]
10220.0,"Ada, OK Micropolitan Statistical Area",21,Mining,160
10220.0,"Ada, OK Micropolitan Statistical Area",22,Utilities,147
10220.0,"Ada, OK Micropolitan Statistical Area",23,Construction,366
10220.0,"Ada, OK Micropolitan Statistical Area",31-33,Manufacturing,1725
10220.0,"Ada, OK Micropolitan Statistical Area",42,Wholesale Trade,468
10220.0,"Ada, OK Micropolitan Statistical Area",44-45,Retail Trade,1906
10220.0,"Ada, OK Micropolitan Statistical Area",48-49,Transportation and Warehousing,144
10220.0,"Ada, OK Micropolitan Statistical Area",51,Information,147
10220.0,"Ada, OK Micropolitan Statistical Area",52,Finance and Insurance,376
10220.0,"Ada, OK Micropolitan Statistical Area",53,Real Estate and Rental and Leasing,105
10220.0,"Ada, OK Micropolitan Statistical Area",54,"Professional, Scientific, and Technical Services",1564
10220.0,"Ada, OK Micropolitan Statistical Area",55,Management of Companies and Enterprises,[a]
10220.0,"Ada, OK Micropolitan Statistical Area",56,Administrative and Support and Waste Management and Remediation Services,195
10220.0,"Ada, OK Micropolitan Statistical Area",61,Educational Services,[c]
10220.0,"Ada, OK Micropolitan Statistical Area",62,Health Care and Social Assistance,2721
10220.0,"Ada, OK Micropolitan Statistical Area",71,"Arts, Entertainment, and Recreation",[c]
10220.0,"Ada, OK Micropolitan Statistical Area",72,Accommodation and Food Services,1154
10220.0,"Ada, OK Micropolitan Statistical Area",81,Other Services (except Public Administration),550
10220.0,"Ada, OK Micropolitan Statistical Area",99,Unclassified,[a]
10300.0,"Adrian, MI Micropolitan Statistical Area",--,Total,29954
10300.0,"Adrian, MI Micropolitan Statistical Area",11,"Forestry, Fishing, Hunting, and Agriculture Support",16
10300.0,"Adrian, MI Micropolitan Statistical Area",21,Mining,[a]
10300.0,"Adrian, MI Micropolitan Statistical Area",22,Utilities,[c]
10300.0,"Adrian, MI Micropolitan Statistical Area",23,Construction,1376
