State,NAICS Code,NAICS Description,Total Employment
Alaska,48-49,Transportation & Warehousing,16835
Alaska,51,Information,5882
Alaska,52,Finance & insurance,7161
Alaska,53,Real estate & rental & leasing,3816
Alaska,54,"Professional, scientific, & technical services",9612
Alaska,55,Management of companies & enterprises,2008
Alaska,56,Administrative & support & waste management & remediation serv,9260
Alaska,61,Educational services,2365
Alaska,62,Health care & social assistance,30371
Alaska,71,"Arts, entertainment, & recreation",2596
Alaska,72,Accommodation & foodservices,20804
Alaska,81,Other services (except public administration),10298
Alaska,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",907
Alaska,99,Unclassified,302
Arizona,--,Total,1838277
Arizona,11,"Agriculture, forestry, fishing, & hunting",2242
Arizona,21,Mining,12027
Arizona,22,Utilities,10532
Arizona,23,Construction,160496
Arizona,31-33,Manufacturing,192594
Arizona,42,Wholesale trade,85835
Arizona,44-45,Retail Trade,248866
Arizona,48-49,Transportation & Warehousing,65369
Arizona,51,Information,50630
Arizona,52,Finance & insurance,103628
Arizona,53,Real estate & rental & leasing,38807
Arizona,54,"Professional, scientific, & technical services",104827
Arizona,55,Management of companies & enterprises,40267
Arizona,56,Administrative & support & waste management & remediation serv,186152
Arizona,61,Educational services,21718
Arizona,62,Health care & social assistance,194047
Arizona,71,"Arts, entertainment, & recreation",32389
Arizona,72,Accommodation & foodservices,195111
Arizona,81,Other services (except public administration),76800
Arizona,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",14169
Arizona,99,Unclassified,1771
Arkansas,--,Total,954948
Arkansas,11,"Agriculture, forestry, fishing, & hunting",6468
Arkansas,21,Mining,3046
Arkansas,22,Utilities,7994
Arkansas,23,Construction,45538
Arkansas,31-33,Manufacturing,229628
Arkansas,42,Wholesale trade,42410
Arkansas,44-45,Retail Trade,131257
Arkansas,48-49,Transportation & Warehousing,41261
Arkansas,51,Information,21478
Arkansas,52,Finance & insurance,33064
Arkansas,53,Real estate & rental & leasing,10480
Arkansas,54,"Professional, scientific, & technical services",29663
Arkansas,55,Management of companies & enterprises,19443
Arkansas,56,Administrative & support & waste management & remediation serv,56244
Arkansas,61,Educational services,10621
Arkansas,62,Health care & social assistance,129260
Arkansas,71,"Arts, entertainment, & recreation",7513
Arkansas,72,Accommodation & foodservices,74493
Arkansas,81,Other services (except public administration),39922
Arkansas,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",14556
Arkansas,99,Unclassified,609
California,--,Total,12356363
California,11,"Agriculture, forestry, fishing, & hunting",26574
California,21,Mining,19489
California,22,Utilities,50360
California,23,Construction,705552
California,31-33,Manufacturing,1792190
California,42,Wholesale trade,773142
California,44-45,Retail Trade,1421434
California,48-49,Transportation & Warehousing,397230
California,51,Information,470149
California,52,Finance & insurance,627195
California,53,Real estate & rental & leasing,267632
California,54,"Professional, scientific, & technical services",975340
California,55,Management of companies & enterprises,283319
California,56,Administrative & support & waste management & remediation serv,1049453
California,61,Educational services,247418
California,62,Health care & social assistance,1288744
California,71,"Arts, entertainment, & recreation",235683
California,72,Accommodation & foodservices,1079478
California,81,Other services (except public administration),538752
California,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",91521
California,99,Unclassified,15708
Colorado,--,Total,1821717
Colorado,11,"Agriculture, forestry, fishing, & hunting",1181
Colorado,21,Mining,11621
Colorado,22,Utilities,7812
Colorado,23,Construction,143076
Colorado,31-33,Manufacturing,164792
Colorado,42,Wholesale trade,94637
Colorado,44-45,Retail Trade,240821
Colorado,48-49,Transportation & Warehousing,54003
Colorado,51,Information,86752
Colorado,52,Finance & insurance,100979
Colorado,53,Real estate & rental & leasing,41013
Colorado,54,"Professional, scientific, & technical services",132906
Colorado,55,Management of companies & enterprises,36232
Colorado,56,Administrative & support & waste management & remediation serv,156259
Colorado,61,Educational services,24244
Colorado,62,Health care & social assistance,187962
Colorado,71,"Arts, entertainment, & recreation",39013
Colorado,72,Accommodation & foodservices,198577
Colorado,81,Other services (except public administration),85573
Colorado,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",12922
Colorado,99,Unclassified,1342
Connecticut,--,Total,1530539
Connecticut,11,"Agriculture, forestry, fishing, & hunting",364
Connecticut,21,Mining,680
Connecticut,22,Utilities,11330
Connecticut,23,Construction,62095
Connecticut,31-33,Manufacturing,238085
Connecticut,42,Wholesale trade,75745
Connecticut,44-45,Retail Trade,194237
Connecticut,48-49,Transportation & Warehousing,33398
Connecticut,51,Information,48013
Connecticut,52,Finance & insurance,128290
Connecticut,53,Real estate & rental & leasing,21220
Connecticut,54,"Professional, scientific, & technical services",87130
Connecticut,55,Management of companies & enterprises,48028
Connecticut,56,Administrative & support & waste management & remediation serv,106462
Connecticut,61,Educational services,51404
Connecticut,62,Health care & social assistance,213240
Connecticut,71,"Arts, entertainment, & recreation",36590
Connecticut,72,Accommodation & foodservices,96985
Connecticut,81,Other services (except public administration),62132
Connecticut,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",14116
Connecticut,99,Unclassified,995
Delaware,--,Total,360735
Delaware,11,"Agriculture, forestry, fishing, & hunting",[e]
Delaware,21,Mining,[c]
Delaware,22,Utilities,[g]
Delaware,23,Construction,21289
Delaware,31-33,Manufacturing,41407
Delaware,42,Wholesale trade,16326
Delaware,44-45,Retail Trade,50116
Delaware,48-49,Transportation & Warehousing,7870
Delaware,51,Information,8068
Delaware,52,Finance & insurance,38190
Delaware,53,Real estate & rental & leasing,4877
Delaware,54,"Professional, scientific, & technical services",18862
Delaware,55,Management of companies & enterprises,21087
Delaware,56,Administrative & support & waste management & remediation serv,29006
Delaware,61,Educational services,[i]
Delaware,62,Health care & social assistance,41163
Delaware,71,"Arts, entertainment, & recreation",6814
Delaware,72,Accommodation & foodservices,26260
Delaware,81,Other services (except public administration),15830
Delaware,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",5726
Delaware,99,Unclassified,[e]
District of Columbia,--,Total,404372
District of Columbia,11,"Agriculture, forestry, fishing, & hunting",[a]
District of Columbia,21,Mining,[a]
District of Columbia,22,Utilities,2562
District of Columbia,23,Construction,7079
District of Columbia,31-33,Manufacturing,2899
District of Columbia,42,Wholesale trade,5183
District of Columbia,44-45,Retail Trade,18693
District of Columbia,48-49,Transportation & Warehousing,3532
District of Columbia,51,Information,24045
District of Columbia,52,Finance & insurance,16504
District of Columbia,53,Real estate & rental & leasing,9031
District of Columbia,54,"Professional, scientific, & technical services",74430
District of Columbia,55,Management of companies & enterprises,4402
District of Columbia,56,Administrative & support & waste management & remediation serv,31282
District of Columbia,61,Educational services,40363
District of Columbia,62,Health care & social assistance,58299
District of Columbia,71,"Arts, entertainment, & recreation",4852
District of Columbia,72,Accommodation & foodservices,41122
District of Columbia,81,Other services (except public administration),57805
District of Columbia,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",1806
District of Columbia,99,Unclassified,[e]
Florida,--,Total,5954982
Florida,11,"Agriculture, forestry, fishing, & hunting",13934
Florida,21,Mining,6741
Florida,22,Utilities,27703
Florida,23,Construction,357962
Florida,31-33,Manufacturing,420214
Florida,42,Wholesale trade,302210
Florida,44-45,Retail Trade,888690
Florida,48-49,Transportation & Warehousing,202564
Florida,51,Information,155751
Florida,52,Finance & insurance,315278
Florida,53,Real estate & rental & leasing,127762
Florida,54,"Professional, scientific, & technical services",338128
Florida,55,Management of companies & enterprises,117137
Florida,56,Administrative & support & waste management & remediation serv,788656
Florida,61,Educational services,87345
Florida,62,Health care & social assistance,731229
Florida,71,"Arts, entertainment, & recreation",136955
Florida,72,Accommodation & foodservices,594448
Florida,81,Other services (except public administration),295523
Florida,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",40144
Florida,99,Unclassified,6608
Georgia,--,Total,3363797
Georgia,11,"Agriculture, forestry, fishing, & hunting",8828
Georgia,21,Mining,6888
Georgia,22,Utilities,22804
Georgia,23,Construction,189794
Georgia,31-33,Manufacturing,530742
Georgia,42,Wholesale trade,197503
Georgia,44-45,Retail Trade,440893
Georgia,48-49,Transportation & Warehousing,126979
Georgia,51,Information,115618
Georgia,52,Finance & insurance,161789
Georgia,53,Real estate & rental & leasing,54606
Georgia,54,"Professional, scientific, & technical services",185219
Georgia,55,Management of companies & enterprises,98592
Georgia,56,Administrative & support & waste management & remediation serv,310614
Georgia,61,Educational services,59871
Georgia,62,Health care & social assistance,337591
Georgia,71,"Arts, entertainment, & recreation",35007
Georgia,72,Accommodation & foodservices,286264
Georgia,81,Other services (except public administration),142470
Georgia,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",48816
Georgia,99,Unclassified,2909
Hawaii,--,Total,419047
Hawaii,11,"Agriculture, forestry, fishing, & hunting",518
Hawaii,21,Mining,[b]
Hawaii,22,Utilities,2448
Hawaii,23,Construction,21518
Hawaii,31-33,Manufacturing,14512
Hawaii,42,Wholesale trade,18219
Hawaii,44-45,Retail Trade,60266
Hawaii,48-49,Transportation & Warehousing,22812
Hawaii,51,Information,8026
Hawaii,52,Finance & insurance,19540
Hawaii,53,Real estate & rental & leasing,14138
Hawaii,54,"Professional, scientific, & technical services",18137
Hawaii,55,Management of companies & enterprises,5366
Hawaii,56,Administrative & support & waste management & remediation serv,31299
Hawaii,61,Educational services,12248
Hawaii,62,Health care & social assistance,49343
Hawaii,71,"Arts, entertainment, & recreation",9721
Hawaii,72,Accommodation & foodservices,84214
Hawaii,81,Other services (except public administration),22308
Hawaii,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",4073
Hawaii,99,Unclassified,[e]
Idaho,--,Total,434461
Idaho,11,"Agriculture, forestry, fishing, & hunting",4990
Idaho,21,Mining,2277
Idaho,22,Utilities,3368
Idaho,23,Construction,37436
Idaho,31-33,Manufacturing,65992
Idaho,42,Wholesale trade,23998
Idaho,44-45,Retail Trade,67227
Idaho,48-49,Transportation & Warehousing,12267
Idaho,51,Information,10482
Idaho,52,Finance & insurance,17071
Idaho,53,Real estate & rental & leasing,5399
Idaho,54,"Professional, scientific, & technical services",22432
Idaho,55,Management of companies & enterprises,7536
Idaho,56,Administrative & support & waste management & remediation serv,27242
Idaho,61,Educational services,6693
Idaho,62,Health care & social assistance,51281
Idaho,71,"Arts, entertainment, & recreation",5615
Idaho,72,Accommodation & foodservices,43725
Idaho,81,Other services (except public administration),16648
Idaho,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",2312
Idaho,99,Unclassified,470
Illinois,--,Total,5342675
Illinois,11,"Agriculture, forestry, fishing, & hunting",3284
Illinois,21,Mining,9465
Illinois,22,Utilities,33184
Illinois,23,Construction,244296
Illinois,31-33,Manufacturing,861541
Illinois,42,Wholesale trade,338196
Illinois,44-45,Retail Trade,635558
Illinois,48-49,Transportation & Warehousing,201899
Illinois,51,Information,132972
Illinois,52,Finance & insurance,346596
Illinois,53,Real estate & rental & leasing,81902
Illinois,54,"Professional, scientific, & technical services",337445
Illinois,55,Management of companies & enterprises,167463
Illinois,56,Administrative & support & waste management & remediation serv,441437
Illinois,61,Educational services,115128
Illinois,62,Health care & social assistance,622309
Illinois,71,"Arts, entertainment, & recreation",65825
Illinois,72,Accommodation & foodservices,405927
Illinois,81,Other services (except public administration),251245
Illinois,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",44266
Illinois,99,Unclassified,2737
Indiana,--,Total,2580408
Indiana,11,"Agriculture, forestry, fishing, & hunting",2118
Indiana,21,Mining,6014
Indiana,22,Utilities,16847
Indiana,23,Construction,142986
Indiana,31-33,Manufacturing,637426
Indiana,42,Wholesale trade,118785
Indiana,44-45,Retail Trade,347998
Indiana,48-49,Transportation & Warehousing,89418
Indiana,51,Information,45107
Indiana,52,Finance & insurance,112357
Indiana,53,Real estate & rental & leasing,33215
Indiana,54,"Professional, scientific, & technical services",85974
Indiana,55,Management of companies & enterprises,44904
Indiana,56,Administrative & support & waste management & remediation serv,140081
Indiana,61,Educational services,43318
Indiana,62,Health care & social assistance,314164
Indiana,71,"Arts, entertainment, & recreation",37469
Indiana,72,Accommodation & foodservices,216472
Indiana,81,Other services (except public administration),126495
Indiana,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",18290
Indiana,99,Unclassified,970
Iowa,--,Total,1239354
Iowa,11,"Agriculture, forestry, fishing, & hunting",2289
Iowa,21,Mining,1804
Iowa,22,Utilities,7538
Iowa,23,Construction,61269
Iowa,31-33,Manufacturing,246016
Iowa,42,Wholesale trade,64895
Iowa,44-45,Retail Trade,179815
Iowa,48-49,Transportation & Warehousing,39701
Iowa,51,Information,38877
Iowa,52,Finance & insurance,80441
Iowa,53,Real estate & rental & leasing,13913
Iowa,54,"Professional, scientific, & technical services",37151
Iowa,55,Management of companies & enterprises,17311
Iowa,56,Administrative & support & waste management & remediation serv,59642
Iowa,61,Educational services,30909
Iowa,62,Health care & social assistance,175284
Iowa,71,"Arts, entertainment, & recreation",18434
Iowa,72,Accommodation & foodservices,104419
Iowa,81,Other services (except public administration),52110
Iowa,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",6933
Iowa,99,Unclassified,603
Kansas,--,Total,1111884
Kansas,11,"Agriculture, forestry, fishing, & hunting",[f]
Kansas,21,Mining,6003
Kansas,22,Utilities,7862
Kansas,23,Construction,66338
Kansas,31-33,Manufacturing,196166
Kansas,42,Wholesale trade,65292
Kansas,44-45,Retail Trade,149998
Kansas,48-49,Transportation & Warehousing,35285
Kansas,51,Information,36554
Kansas,52,Finance & insurance,53828
Kansas,53,Real estate & rental & leasing,15274
Kansas,54,"Professional, scientific, & technical services",52418
Kansas,55,Management of companies & enterprises,23642
Kansas,56,Administrative & support & waste management & remediation serv,65142
Kansas,61,Educational services,16035
Kansas,62,Health care & social assistance,152261
Kansas,71,"Arts, entertainment, & recreation",12562
Kansas,72,Accommodation & foodservices,93943
Kansas,81,Other services (except public administration),52772
Kansas,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",9043
Kansas,99,Unclassified,[f]
Kentucky,--,Total,1469315
Kentucky,11,"Agriculture, forestry, fishing, & hunting",2231
Kentucky,21,Mining,20798
Kentucky,22,Utilities,10496
Kentucky,23,Construction,81996
Kentucky,31-33,Manufacturing,292206
Kentucky,42,Wholesale trade,72525
Kentucky,44-45,Retail Trade,216211
Kentucky,48-49,Transportation & Warehousing,66537
Kentucky,51,Information,28091
Kentucky,52,Finance & insurance,61430
Kentucky,53,Real estate & rental & leasing,18136
Kentucky,54,"Professional, scientific, & technical services",50705
Kentucky,55,Management of companies & enterprises,27359
Kentucky,56,Administrative & support & waste management & remediation serv,75212
Kentucky,61,Educational services,24041
Kentucky,62,Health care & social assistance,199385
Kentucky,71,"Arts, entertainment, & recreation",14931
Kentucky,72,Accommodation & foodservices,129217
Kentucky,81,Other services (except public administration),64588
Kentucky,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",12227
Kentucky,99,Unclassified,993
Louisiana,--,Total,1579949
Louisiana,11,"Agriculture, forestry, fishing, & hunting",5493
Louisiana,21,Mining,44053
Louisiana,22,Utilities,12014
Louisiana,23,Construction,131366
Louisiana,31-33,Manufacturing,165079
Louisiana,42,Wholesale trade,79297
Louisiana,44-45,Retail Trade,230720
Louisiana,48-49,Transportation & Warehousing,66307
Louisiana,51,Information,27575
Louisiana,52,Finance & insurance,68566
Louisiana,53,Real estate & rental & leasing,28780
Louisiana,54,"Professional, scientific, & technical services",75438
Louisiana,55,Management of companies & enterprises,15120
Louisiana,56,Administrative & support & waste management & remediation serv,97089
Louisiana,61,Educational services,30534
Louisiana,62,Health care & social assistance,231349
Louisiana,71,"Arts, entertainment, & recreation",25376
Louisiana,72,Accommodation & foodservices,159610
Louisiana,81,Other services (except public administration),78656
Louisiana,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",6098
Louisiana,99,Unclassified,1429
Maine,--,Total,475149
Maine,11,"Agriculture, forestry, fishing, & hunting",3942
Maine,21,Mining,[b]
Maine,22,Utilities,3207
Maine,23,Construction,26136
Maine,31-33,Manufacturing,80973
Maine,42,Wholesale trade,22332
Maine,44-45,Retail Trade,74881
Maine,48-49,Transportation & Warehousing,10358
Maine,51,Information,10077
Maine,52,Finance & insurance,22723
Maine,53,Real estate & rental & leasing,5864
Maine,54,"Professional, scientific, & technical services",18677
Maine,55,Management of companies & enterprises,5927
Maine,56,Administrative & support & waste management & remediation serv,24625
Maine,61,Educational services,11900
Maine,62,Health care & social assistance,82951
Maine,71,"Arts, entertainment, & recreation",5910
Maine,72,Accommodation & foodservices,42184
Maine,81,Other services (except public administration),17974
Maine,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",4056
Maine,99,Unclassified,[e]
Maryland,--,Total,1988950
Maryland,11,"Agriculture, forestry, fishing, & hunting",1531
Maryland,21,Mining,1831
Maryland,22,Utilities,12101
Maryland,23,Construction,148082
Maryland,31-33,Manufacturing,159307
Maryland,42,Wholesale trade,94494
Maryland,44-45,Retail Trade,279135
Maryland,48-49,Transportation & Warehousing,54191
Maryland,51,Information,62145
Maryland,52,Finance & insurance,108424
Maryland,53,Real estate & rental & leasing,44258
Maryland,54,"Professional, scientific, & technical services",182531
Maryland,55,Management of companies & enterprises,46792
Maryland,56,Administrative & support & waste management & remediation serv,163256
Maryland,61,Educational services,51798
Maryland,62,Health care & social assistance,261433
Maryland,71,"Arts, entertainment, & recreation",27961
Maryland,72,Accommodation & foodservices,160095
Maryland,81,Other services (except public administration),107901
Maryland,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",19963
Maryland,99,Unclassified,1721
Massachusetts,--,Total,2971052
Massachusetts,11,"Agriculture, forestry, fishing, & hunting",1010
Massachusetts,21,Mining,1080
Massachusetts,22,Utilities,14707
Massachusetts,23,Construction,111489
Massachusetts,31-33,Manufacturing,404495
Massachusetts,42,Wholesale trade,148348
Massachusetts,44-45,Retail Trade,349741
Massachusetts,48-49,Transportation & Warehousing,71203
Massachusetts,51,Information,115593
Massachusetts,52,Finance & insurance,207677
Massachusetts,53,Real estate & rental & leasing,44466
Massachusetts,54,"Professional, scientific, & technical services",214495
Massachusetts,55,Management of companies & enterprises,78509
Massachusetts,56,Administrative & support & waste management & remediation serv,188040
Massachusetts,61,Educational services,156481
Massachusetts,62,Health care & social assistance,444092
Massachusetts,71,"Arts, entertainment, & recreation",39613
Massachusetts,72,Accommodation & foodservices,233332
Massachusetts,81,Other services (except public administration),116772
Massachusetts,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",20964
Massachusetts,99,Unclassified,8945
Michigan,--,Total,3996300
Michigan,11,"Agriculture, forestry, fishing, & hunting",3736
Michigan,21,Mining,6788
Michigan,22,Utilities,24941
Michigan,23,Construction,189303
Michigan,31-33,Manufacturing,816625
Michigan,42,Wholesale trade,189534
Michigan,44-45,Retail Trade,541841
Michigan,48-49,Transportation & Warehousing,95562
Michigan,51,Information,93828
Michigan,52,Finance & insurance,169065
Michigan,53,Real estate & rental & leasing,57107
Michigan,54,"Professional, scientific, & technical services",202469
Michigan,55,Management of companies & enterprises,148486
Michigan,56,Administrative & support & waste management & remediation serv,285768
Michigan,61,Educational services,55867
Michigan,62,Health care & social assistance,492761
Michigan,71,"Arts, entertainment, & recreation",44633
Michigan,72,Accommodation & foodservices,322205
Michigan,81,Other services (except public administration),180587
Michigan,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",69529
Michigan,99,Unclassified,5665
Minnesota,--,Total,2338642
Minnesota,11,"Agriculture, forestry, fishing, & hunting",2060
Minnesota,21,Mining,6876
Minnesota,22,Utilities,12784
Minnesota,23,Construction,107864
Minnesota,31-33,Manufacturing,378953
Minnesota,42,Wholesale trade,137891
Minnesota,44-45,Retail Trade,297066
Minnesota,48-49,Transportation & Warehousing,75781
Minnesota,51,Information,57654
Minnesota,52,Finance & insurance,140283
Minnesota,53,Real estate & rental & leasing,33494
Minnesota,54,"Professional, scientific, & technical services",115887
Minnesota,55,Management of companies & enterprises,105441
Minnesota,56,Administrative & support & waste management & remediation serv,150105
Minnesota,61,Educational services,45317
Minnesota,62,Health care & social assistance,313049
Minnesota,71,"Arts, entertainment, & recreation",37725
Minnesota,72,Accommodation & foodservices,187691
Minnesota,81,Other services (except public administration),116292
Minnesota,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",15062
Minnesota,99,Unclassified,1367
Mississippi,--,Total,948883
Mississippi,11,"Agriculture, forestry, fishing, & hunting",5909
Mississippi,21,Mining,3901
Mississippi,22,Utilities,7982
Mississippi,23,Construction,56409
Mississippi,31-33,Manufacturing,223302
Mississippi,42,Wholesale trade,39444
Mississippi,44-45,Retail Trade,138089
Mississippi,48-49,Transportation & Warehousing,25839
Mississippi,51,Information,15192
Mississippi,52,Finance & insurance,34574
Mississippi,53,Real estate & rental & leasing,8942
Mississippi,54,"Professional, scientific, & technical services",26586
Mississippi,55,Management of companies & enterprises,10239
Mississippi,56,Administrative & support & waste management & remediation serv,49490
Mississippi,61,Educational services,14643
Mississippi,62,Health care & social assistance,124477
Mississippi,71,"Arts, entertainment, & recreation",21041
Mississippi,72,Accommodation & foodservices,96429
Mississippi,81,Other services (except public administration),39703
Mississippi,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",6037
Mississippi,99,Unclassified,655
Missouri,--,Total,2350965
Missouri,11,"Agriculture, forestry, fishing, & hunting",1502
Missouri,21,Mining,4475
Missouri,22,Utilities,16828
Missouri,23,Construction,131626
Missouri,31-33,Manufacturing,372771
Missouri,42,Wholesale trade,134329
Missouri,44-45,Retail Trade,308065
Missouri,48-49,Transportation & Warehousing,84305
Missouri,51,Information,77072
Missouri,52,Finance & insurance,128811
Missouri,53,Real estate & rental & leasing,37480
Missouri,54,"Professional, scientific, & technical services",112157
Missouri,55,Management of companies & enterprises,65240
Missouri,56,Administrative & support & waste management & remediation serv,136684
Missouri,61,Educational services,57555
Missouri,62,Health care & social assistance,319287
Missouri,71,"Arts, entertainment, & recreation",30138
Missouri,72,Accommodation & foodservices,204696
Missouri,81,Other services (except public administration),113618
Missouri,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",12851
Missouri,99,Unclassified,1475
Montana,--,Total,288358
Montana,11,"Agriculture, forestry, fishing, & hunting",1839
Montana,21,Mining,4553
Montana,22,Utilities,3331
Montana,23,Construction,18205
Montana,31-33,Manufacturing,20631
Montana,42,Wholesale trade,15009
Montana,44-45,Retail Trade,51148
Montana,48-49,Transportation & Warehousing,8982
Montana,51,Information,7676
Montana,52,Finance & insurance,13877
Montana,53,Real estate & rental & leasing,4487
Montana,54,"Professional, scientific, & technical services",13502
Montana,55,Management of companies & enterprises,1976
Montana,56,Administrative & support & waste management & remediation serv,11987
Montana,61,Educational services,4848
Montana,62,Health care & social assistance,46901
Montana,71,"Arts, entertainment, & recreation",7258
Montana,72,Accommodation & foodservices,37818
Montana,81,Other services (except public administration),13652
Montana,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",426
Montana,99,Unclassified,252
Nebraska,--,Total,733905
Nebraska,11,"Agriculture, forestry, fishing, & hunting",[f]
Nebraska,21,Mining,[f]
Nebraska,22,Utilities,[g]
Nebraska,23,Construction,41246
Nebraska,31-33,Manufacturing,108807
Nebraska,42,Wholesale trade,41276
Nebraska,44-45,Retail Trade,104595
Nebraska,48-49,Transportation & Warehousing,27540
Nebraska,51,Information,29029
Nebraska,52,Finance & insurance,52533
Nebraska,53,Real estate & rental & leasing,8978
Nebraska,54,"Professional, scientific, & technical services",31144
Nebraska,55,Management of companies & enterprises,13401
Nebraska,56,Administrative & support & waste management & remediation serv,50374
Nebraska,61,Educational services,13903
Nebraska,62,Health care & social assistance,98651
Nebraska,71,"Arts, entertainment, & recreation",8394
Nebraska,72,Accommodation & foodservices,60908
Nebraska,81,Other services (except public administration),35095
Nebraska,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",3958
Nebraska,99,Unclassified,[e]
Nevada,--,Total,854358
Nevada,11,"Agriculture, forestry, fishing, & hunting",131
Nevada,21,Mining,12013
Nevada,22,Utilities,5309
Nevada,23,Construction,87447
Nevada,31-33,Manufacturing,38833
Nevada,42,Wholesale trade,30257
Nevada,44-45,Retail Trade,101922
Nevada,48-49,Transportation & Warehousing,29369
Nevada,51,Information,15508
Nevada,52,Finance & insurance,29551
Nevada,53,Real estate & rental & leasing,18655
Nevada,54,"Professional, scientific, & technical services",36692
Nevada,55,Management of companies & enterprises,8118
Nevada,56,Administrative & support & waste management & remediation serv,60030
Nevada,61,Educational services,3618
Nevada,62,Health care & social assistance,62186
Nevada,71,"Arts, entertainment, & recreation",24920
Nevada,72,Accommodation & foodservices,257264
Nevada,81,Other services (except public administration),26913
Nevada,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",4656
Nevada,99,Unclassified,966
New Hampshire,--,Total,528902
New Hampshire,11,"Agriculture, forestry, fishing, & hunting",856
New Hampshire,21,Mining,495
New Hampshire,22,Utilities,3281
New Hampshire,23,Construction,24253
New Hampshire,31-33,Manufacturing,97217
New Hampshire,42,Wholesale trade,23739
New Hampshire,44-45,Retail Trade,90647
New Hampshire,48-49,Transportation & Warehousing,15615
New Hampshire,51,Information,13421
New Hampshire,52,Finance & insurance,23796
New Hampshire,53,Real estate & rental & leasing,7457
New Hampshire,54,"Professional, scientific, & technical services",22565
New Hampshire,55,Management of companies & enterprises,8785
New Hampshire,56,Administrative & support & waste management & remediation serv,30136
New Hampshire,61,Educational services,21020
New Hampshire,62,Health care & social assistance,68310
New Hampshire,71,"Arts, entertainment, & recreation",7995
New Hampshire,72,Accommodation & foodservices,46376
New Hampshire,81,Other services (except public administration),20667
New Hampshire,95,"Auxiliaries, exc corp, subsidiary, & regional managing offices",1943
New Hampshire,99,Unclassified,328
New Jersey,--,Total,3440721
New Jersey,11,"Agriculture, forestry, fishing, & hunting",744
