NAICS Code,Total Employment - 2010,State
22,8310,Kentucky
23,64267,Kentucky
31-33,202990,Kentucky
42,67931,Kentucky
44-45,217746,Kentucky
48-49,79895,Kentucky
51,31808,Kentucky
52,66811,Kentucky
53,18045,Kentucky
54,65537,Kentucky
55,25386,Kentucky
56,81964,Kentucky
61,27931,Kentucky
62,241385,Kentucky
71,17032,Kentucky
72,150583,Kentucky
81,65690,Kentucky
99,431,Kentucky
--,1599551,Louisiana
11,4058,Louisiana
21,49736,Louisiana
22,0,Louisiana
23,131672,Louisiana
31-33,124979,Louisiana
42,74042,Louisiana
44-45,222787,Louisiana
48-49,64565,Louisiana
51,24267,Louisiana
52,64292,Louisiana
53,30065,Louisiana
54,87743,Louisiana
55,18390,Louisiana
56,100980,Louisiana
61,35159,Louisiana
62,279436,Louisiana
71,24001,Louisiana
72,177712,Louisiana
81,73676,Louisiana
99,175,Louisiana
--,480932,Maine
11,3493,Maine
21,82,Maine
22,2311,Maine
23,23266,Maine
31-33,50458,Maine
42,17294,Maine
44-45,79837,Maine
48-49,14334,Maine
51,10998,Maine
52,26799,Maine
53,6455,Maine
54,23133,Maine
55,8111,Maine
56,21726,Maine
61,14686,Maine
62,106197,Maine
71,7376,Maine
72,46347,Maine
81,17976,Maine
99,0,Maine
--,2075507,Maryland
11,953,Maryland
21,1267,Maryland
22,10494,Maryland
23,141519,Maryland
31-33,104560,Maryland
42,87672,Maryland
44-45,271687,Maryland
48-49,61553,Maryland
51,55933,Maryland
52,100239,Maryland
53,42530,Maryland
54,232819,Maryland
55,49747,Maryland
56,170165,Maryland
61,77181,Maryland
62,332605,Maryland
71,35707,Maryland
72,190930,Maryland
81,107681,Maryland
99,0,Maryland
--,2928545,Massachusetts
11,1061,Massachusetts
21,1039,Massachusetts
22,12861,Massachusetts
23,102086,Massachusetts
31-33,226698,Massachusetts
42,129557,Massachusetts
44-45,343890,Massachusetts
48-49,75037,Massachusetts
51,96450,Massachusetts
52,197247,Massachusetts
53,41659,Massachusetts
54,247470,Massachusetts
55,84941,Massachusetts
56,191267,Massachusetts
61,192514,Massachusetts
62,564011,Massachusetts
71,51323,Massachusetts
72,252157,Massachusetts
81,116647,Massachusetts
99,630,Massachusetts
--,3288456,Michigan
11,3087,Michigan
21,5242,Michigan
22,0,Michigan
23,107449,Michigan
31-33,445322,Michigan
42,153933,Michigan
44-45,437906,Michigan
48-49,91418,Michigan
51,66635,Michigan
52,147749,Michigan
53,47315,Michigan
54,233841,Michigan
55,97073,Michigan
56,268339,Michigan
61,71782,Michigan
62,562949,Michigan
71,49775,Michigan
72,323814,Michigan
81,152752,Michigan
99,0,Michigan
--,2357971,Minnesota
11,2404,Minnesota
21,5164,Minnesota
22,0,Minnesota
23,93425,Minnesota
31-33,286707,Minnesota
42,125455,Minnesota
44-45,284703,Minnesota
48-49,72865,Minnesota
51,60664,Minnesota
52,144914,Minnesota
53,35139,Minnesota
54,134532,Minnesota
55,100127,Minnesota
56,130151,Minnesota
61,69230,Minnesota
62,431296,Minnesota
71,40896,Minnesota
72,210150,Minnesota
81,116495,Minnesota
99,0,Minnesota
--,882181,Mississippi
11,4463,Mississippi
21,5044,Mississippi
22,9338,Mississippi
23,44057,Mississippi
31-33,139450,Mississippi
42,34469,Mississippi
44-45,136148,Mississippi
48-49,32655,Mississippi
51,13218,Mississippi
52,33764,Mississippi
53,10211,Mississippi
54,31505,Mississippi
55,8054,Mississippi
56,44882,Mississippi
61,18392,Mississippi
62,155636,Mississippi
71,8190,Mississippi
72,113180,Mississippi
81,39368,Mississippi
99,157,Mississippi
--,2292551,Missouri
11,1387,Missouri
21,3386,Missouri
22,16665,Missouri
23,108311,Missouri
31-33,239250,Missouri
42,119024,Missouri
44-45,305860,Missouri
48-49,79372,Missouri
51,60401,Missouri
52,128064,Missouri
53,35499,Missouri
54,139294,Missouri
55,70910,Missouri
56,143951,Missouri
61,71376,Missouri
62,380717,Missouri
71,39857,Missouri
72,230856,Missouri
81,113423,Missouri
99,0,Missouri
--,338405,Montana
11,1123,Montana
21,5962,Montana
22,2972,Montana
23,21981,Montana
31-33,15835,Montana
42,13768,Montana
44-45,55858,Montana
48-49,11083,Montana
51,9235,Montana
52,16277,Montana
53,5623,Montana
54,17126,Montana
55,2735,Montana
56,18948,Montana
61,5615,Montana
62,64545,Montana
71,9994,Montana
72,44570,Montana
81,15115,Montana
99,0,Montana
--,769436,Nebraska
11,1004,Nebraska
21,889,Nebraska
22,0,Nebraska
23,39369,Nebraska
31-33,88847,Nebraska
42,39618,Nebraska
44-45,104124,Nebraska
48-49,37613,Nebraska
51,19746,Nebraska
52,61259,Nebraska
53,9732,Nebraska
54,49957,Nebraska
55,15464,Nebraska
56,46125,Nebraska
61,18480,Nebraska
62,120265,Nebraska
71,11504,Nebraska
72,67436,Nebraska
81,36728,Nebraska
99,0,Nebraska
--,1002956,Nevada
11,0,Nevada
21,10922,Nevada
22,0,Nevada
23,61036,Nevada
31-33,39351,Nevada
42,34429,Nevada
44-45,128844,Nevada
48-49,42471,Nevada
51,15188,Nevada
52,34434,Nevada
53,25735,Nevada
54,52119,Nevada
55,12712,Nevada
56,84229,Nevada
61,9866,Nevada
62,98544,Nevada
71,27375,Nevada
72,288588,Nevada
81,31556,Nevada
99,121,Nevada
--,562505,New Hampshire
11,554,New Hampshire
21,210,New Hampshire
22,3492,New Hampshire
23,22692,New Hampshire
31-33,68104,New Hampshire
42,23924,New Hampshire
44-45,95002,New Hampshire
48-49,12184,New Hampshire
51,13139,New Hampshire
52,24287,New Hampshire
53,6652,New Hampshire
54,29444,New Hampshire
55,16872,New Hampshire
56,47610,New Hampshire
61,27428,New Hampshire
62,86333,New Hampshire
71,11914,New Hampshire
72,51678,New Hampshire
81,20919,New Hampshire
99,67,New Hampshire
--,3367169,New Jersey
11,1721,New Jersey
21,1255,New Jersey
22,18018,New Jersey
23,132555,New Jersey
31-33,235161,New Jersey
42,251510,New Jersey
44-45,429216,New Jersey
48-49,152675,New Jersey
51,98038,New Jersey
52,195280,New Jersey
53,56005,New Jersey
54,317389,New Jersey
55,128542,New Jersey
56,257218,New Jersey
61,94563,New Jersey
62,524392,New Jersey
71,53121,New Jersey
72,274955,New Jersey
81,145248,New Jersey
99,0,New Jersey
--,600165,New Mexico
11,489,New Mexico
21,14575,New Mexico
22,5017,New Mexico
23,41359,New Mexico
31-33,27873,New Mexico
42,20663,New Mexico
44-45,94428,New Mexico
48-49,15757,New Mexico
51,13032,New Mexico
52,24013,New Mexico
53,9898,New Mexico
54,47224,New Mexico
55,6066,New Mexico
56,40576,New Mexico
61,9946,New Mexico
62,109432,New Mexico
71,14007,New Mexico
72,78767,New Mexico
81,26929,New Mexico
99,114,New Mexico
--,7266189,New York
11,3227,New York
21,3919,New York
22,42155,New York
23,301502,New York
31-33,434298,New York
42,346864,New York
44-45,864561,New York
48-49,221820,New York
51,267747,New York
52,528801,New York
53,160109,New York
54,565721,New York
55,177547,New York
56,465186,New York
61,375801,New York
62,1388458,New York
71,152476,New York
72,616416,New York
81,348605,New York
99,0,New York
--,3234595,North Carolina
11,4370,North Carolina
21,2848,North Carolina
22,19636,North Carolina
23,174629,North Carolina
31-33,399897,North Carolina
42,161807,North Carolina
44-45,438438,North Carolina
48-49,104465,North Carolina
51,74249,North Carolina
52,164353,North Carolina
53,47256,North Carolina
54,179899,North Carolina
55,73497,North Carolina
56,223603,North Carolina
61,86822,North Carolina
62,541331,North Carolina
71,54834,North Carolina
72,337988,North Carolina
81,144035,North Carolina
99,0,North Carolina
--,294907,North Dakota
11,429,North Dakota
21,8396,North Dakota
22,0,North Dakota
23,18728,North Dakota
31-33,21996,North Dakota
42,19104,North Dakota
44-45,44904,North Dakota
48-49,12188,North Dakota
51,7309,North Dakota
52,17109,North Dakota
53,3699,North Dakota
54,11212,North Dakota
55,4529,North Dakota
56,11454,North Dakota
61,4723,North Dakota
62,54873,North Dakota
71,5238,North Dakota
72,31961,North Dakota
81,13474,North Dakota
99,0,North Dakota
--,4352481,Ohio
11,1333,Ohio
21,9043,Ohio
22,0,Ohio
23,161336,Ohio
31-33,599130,Ohio
42,210536,Ohio
44-45,543051,Ohio
48-49,148593,Ohio
51,88566,Ohio
52,245566,Ohio
53,59899,Ohio
54,228364,Ohio
55,143743,Ohio
56,304019,Ohio
61,107451,Ohio
62,789118,Ohio
71,58819,Ohio
72,422103,Ohio
81,205668,Ohio
99,357,Ohio
--,1241168,Oklahoma
11,949,Oklahoma
21,41007,Oklahoma
22,7850,Oklahoma
23,63241,Oklahoma
31-33,119236,Oklahoma
42,56752,Oklahoma
44-45,168850,Oklahoma
48-49,43072,Oklahoma
51,29860,Oklahoma
52,60236,Oklahoma
53,23465,Oklahoma
54,63021,Oklahoma
55,27316,Oklahoma
56,89001,Oklahoma
61,19335,Oklahoma
62,209144,Oklahoma
71,26345,Oklahoma
72,130838,Oklahoma
81,61419,Oklahoma
99,0,Oklahoma
--,1351164,Oregon
11,11717,Oregon
21,1456,Oregon
22,7395,Oregon
23,66906,Oregon
31-33,143556,Oregon
42,80074,Oregon
44-45,182579,Oregon
48-49,49871,Oregon
51,34533,Oregon
52,59102,Oregon
53,27505,Oregon
54,95378,Oregon
55,37247,Oregon
56,76362,Oregon
61,40308,Oregon
62,207944,Oregon
71,24064,Oregon
72,143753,Oregon
81,61096,Oregon
99,318,Oregon
--,4976193,Pennsylvania
11,3029,Pennsylvania
21,22685,Pennsylvania
22,31133,Pennsylvania
23,220945,Pennsylvania
31-33,542667,Pennsylvania
42,233670,Pennsylvania
44-45,645005,Pennsylvania
48-49,190039,Pennsylvania
51,115761,Pennsylvania
52,261779,Pennsylvania
53,63592,Pennsylvania
54,308837,Pennsylvania
55,141752,Pennsylvania
56,273357,Pennsylvania
61,244712,Pennsylvania
62,929267,Pennsylvania
71,85568,Pennsylvania
72,421772,Pennsylvania
81,240206,Pennsylvania
99,0,Pennsylvania
--,399000,Rhode Island
11,98,Rhode Island
21,144,Rhode Island
22,1136,Rhode Island
23,16079,Rhode Island
31-33,40628,Rhode Island
42,18239,Rhode Island
44-45,46006,Rhode Island
48-49,9617,Rhode Island
51,7061,Rhode Island
52,25850,Rhode Island
53,5575,Rhode Island
54,23097,Rhode Island
55,8868,Rhode Island
56,21048,Rhode Island
61,25550,Rhode Island
62,83998,Rhode Island
71,8124,Rhode Island
72,41059,Rhode Island
81,16767,Rhode Island
99,0,Rhode Island
--,1502853,South Carolina
11,4277,South Carolina
21,999,South Carolina
22,11831,South Carolina
23,85283,South Carolina
31-33,204251,South Carolina
42,59186,South Carolina
44-45,217558,South Carolina
48-49,48546,South Carolina
51,32330,South Carolina
52,67508,South Carolina
53,25128,South Carolina
54,78343,South Carolina
55,23840,South Carolina
56,122322,South Carolina
61,30005,South Carolina
62,215865,South Carolina
71,23794,South Carolina
72,174563,South Carolina
81,76953,South Carolina
99,271,South Carolina
--,329163,South Dakota
11,546,South Dakota
21,868,South Dakota
22,2198,South Dakota
23,17868,South Dakota
31-33,39100,South Dakota
42,16717,South Dakota
44-45,50598,South Dakota
48-49,9004,South Dakota
51,7066,South Dakota
52,25630,South Dakota
53,3577,South Dakota
54,10753,South Dakota
55,5378,South Dakota
56,11203,South Dakota
61,7787,South Dakota
62,61993,South Dakota
71,6203,South Dakota
72,37620,South Dakota
81,15006,South Dakota
99,0,South Dakota
--,2264032,Tennessee
11,1335,Tennessee
21,3306,Tennessee
22,3536,Tennessee
23,98191,Tennessee
31-33,286974,Tennessee
42,113040,Tennessee
44-45,301748,Tennessee
48-49,113438,Tennessee
51,47899,Tennessee
52,110546,Tennessee
53,32827,Tennessee
54,101186,Tennessee
55,71222,Tennessee
56,185464,Tennessee
61,57016,Tennessee
62,367826,Tennessee
71,29833,Tennessee
72,229482,Tennessee
81,108894,Tennessee
99,0,Tennessee
--,8785238,Texas
11,6419,Texas
21,162655,Texas
22,47548,Texas
23,539542,Texas
31-33,730551,Texas
42,455290,Texas
44-45,1127032,Texas
48-49,351410,Texas
51,230235,Texas
52,452435,Texas
53,169123,Texas
54,565564,Texas
55,257114,Texas
56,830284,Texas
61,150414,Texas
62,1280332,Texas
71,113755,Texas
72,908665,Texas
81,405132,Texas
99,1738,Texas
--,1021143,Utah
11,505,Utah
21,9369,Utah
22,4633,Utah
23,59767,Utah
31-33,106959,Utah
42,52770,Utah
44-45,136346,Utah
48-49,42717,Utah
51,33156,Utah
52,58122,Utah
53,18927,Utah
54,66628,Utah
55,17546,Utah
56,101857,Utah
61,37300,Utah
62,118505,Utah
71,18021,Utah
72,91134,Utah
81,46785,Utah
99,96,Utah
--,264099,Vermont
11,434,Vermont
21,0,Vermont
22,2067,Vermont
23,12847,Vermont
31-33,30798,Vermont
42,10619,Vermont
44-45,38707,Vermont
48-49,5816,Vermont
51,5355,Vermont
52,12324,Vermont
53,2899,Vermont
54,21099,Vermont
55,2665,Vermont
56,7517,Vermont
61,14217,Vermont
62,50747,Vermont
71,6878,Vermont
72,29516,Vermont
81,9053,Vermont
99,91,Vermont
--,2998278,Virginia
11,3533,Virginia
21,8926,Virginia
22,15050,Virginia
23,174092,Virginia
31-33,234714,Virginia
42,102277,Virginia
44-45,401313,Virginia
48-49,89696,Virginia
51,92955,Virginia
52,148525,Virginia
53,53742,Virginia
54,414977,Virginia
55,55387,Virginia
56,232151,Virginia
61,70638,Virginia
62,387252,Virginia
71,49224,Virginia
72,300711,Virginia
81,162682,Virginia
99,0,Virginia
--,2326731,Washington
11,11847,Washington
21,2868,Washington
22,8291,Washington
23,140964,Washington
31-33,220380,Washington
42,119768,Washington
44-45,303625,Washington
48-49,79233,Washington
51,112522,Washington
52,96379,Washington
53,46782,Washington
54,160632,Washington
55,84864,Washington
56,124643,Washington
61,50771,Washington
62,370406,Washington
71,60345,Washington
72,223706,Washington
81,108237,Washington
99,0,Washington
--,560450,West Virginia
11,869,West Virginia
21,30091,West Virginia
22,6444,West Virginia
23,26373,West Virginia
31-33,52054,West Virginia
42,18681,West Virginia
44-45,86760,West Virginia
48-49,14517,West Virginia
51,10357,West Virginia
52,18626,West Virginia
53,6394,West Virginia
54,24367,West Virginia
55,5202,West Virginia
56,29701,West Virginia
61,7479,West Virginia
62,124688,West Virginia
71,11051,West Virginia
72,60663,West Virginia
81,26079,West Virginia
99,54,West Virginia
--,2320696,Wisconsin
11,2846,Wisconsin
21,2330,Wisconsin
22,13484,Wisconsin
23,88779,Wisconsin
31-33,409220,Wisconsin
42,105552,Wisconsin
44-45,293502,Wisconsin
48-49,93555,Wisconsin
51,53333,Wisconsin
52,142277,Wisconsin
53,23518,Wisconsin
54,101932,Wisconsin
55,62323,Wisconsin
56,123346,Wisconsin
61,54121,Wisconsin
62,382914,Wisconsin
71,40391,Wisconsin
72,218280,Wisconsin
81,108680,Wisconsin
99,0,Wisconsin
--,205046,Wyoming
11,209,Wyoming
21,23581,Wyoming
22,2492,Wyoming
23,17797,Wyoming
31-33,9746,Wyoming
42,7632,Wyoming
44-45,30608,Wyoming
48-49,9115,Wyoming
51,3957,Wyoming
52,6932,Wyoming
53,4293,Wyoming
54,8999,Wyoming
55,846,Wyoming
56,5862,Wyoming
61,2063,Wyoming
62,31820,Wyoming
71,4290,Wyoming
72,26089,Wyoming
81,8648,Wyoming
99,67,Wyoming
