FIPS Code,MSA Description,NAICS Code,NAICS Description,Total Employment
10100.0,"Aberdeen, SD Micro Area",--,Total,19778.0
10100.0,"Aberdeen, SD Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",20.0
10100.0,"Aberdeen, SD Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",0.0
10100.0,"Aberdeen, SD Micro Area",22,Utilities,125.0
10100.0,"Aberdeen, SD Micro Area",23,Construction,884.0
10100.0,"Aberdeen, SD Micro Area",31-33,Manufacturing,3042.0
10100.0,"Aberdeen, SD Micro Area",42,Wholesale Trade,1548.0
10100.0,"Aberdeen, SD Micro Area",44-45,Retail Trade,3182.0
10100.0,"Aberdeen, SD Micro Area",48-49,Transportation and Warehousing,378.0
10100.0,"Aberdeen, SD Micro Area",51,Information,304.0
10100.0,"Aberdeen, SD Micro Area",52,Finance and Insurance,1049.0
10100.0,"Aberdeen, SD Micro Area",53,Real Estate and Rental and Leasing,299.0
10100.0,"Aberdeen, SD Micro Area",54,"Professional, Scientific, and Technical Services",535.0
10100.0,"Aberdeen, SD Micro Area",55,Management of Companies and Enterprises,148.0
10100.0,"Aberdeen, SD Micro Area",56,Administrative and Support and Waste Management and Remediation Services,614.0
10100.0,"Aberdeen, SD Micro Area",61,Educational Services,466.0
10100.0,"Aberdeen, SD Micro Area",62,Health Care and Social Assistance,3404.0
10100.0,"Aberdeen, SD Micro Area",71,"Arts, Entertainment, and Recreation",410.0
10100.0,"Aberdeen, SD Micro Area",72,Accommodation and Food Services,2606.0
10100.0,"Aberdeen, SD Micro Area",81,Other Services (except Public Administration),741.0
10100.0,"Aberdeen, SD Micro Area",99,Industries not classified,4.0
10140.0,"Aberdeen, WA Micro Area",--,Total,15448.0
10140.0,"Aberdeen, WA Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",381.0
10140.0,"Aberdeen, WA Micro Area",22,Utilities,0.0
10140.0,"Aberdeen, WA Micro Area",23,Construction,1275.0
10140.0,"Aberdeen, WA Micro Area",31-33,Manufacturing,2009.0
10140.0,"Aberdeen, WA Micro Area",42,Wholesale Trade,553.0
10140.0,"Aberdeen, WA Micro Area",44-45,Retail Trade,2861.0
10140.0,"Aberdeen, WA Micro Area",48-49,Transportation and Warehousing,435.0
10140.0,"Aberdeen, WA Micro Area",51,Information,168.0
10140.0,"Aberdeen, WA Micro Area",52,Finance and Insurance,545.0
10140.0,"Aberdeen, WA Micro Area",53,Real Estate and Rental and Leasing,306.0
10140.0,"Aberdeen, WA Micro Area",54,"Professional, Scientific, and Technical Services",391.0
10140.0,"Aberdeen, WA Micro Area",55,Management of Companies and Enterprises,29.0
10140.0,"Aberdeen, WA Micro Area",56,Administrative and Support and Waste Management and Remediation Services,601.0
10140.0,"Aberdeen, WA Micro Area",61,Educational Services,7.0
10140.0,"Aberdeen, WA Micro Area",62,Health Care and Social Assistance,2723.0
10140.0,"Aberdeen, WA Micro Area",71,"Arts, Entertainment, and Recreation",220.0
10140.0,"Aberdeen, WA Micro Area",72,Accommodation and Food Services,2028.0
10140.0,"Aberdeen, WA Micro Area",81,Other Services (except Public Administration),876.0
10140.0,"Aberdeen, WA Micro Area",99,Industries not classified,3.0
10180.0,"Abilene, TX Metro Area",--,Total,59998.0
10180.0,"Abilene, TX Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",20.0
10180.0,"Abilene, TX Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",1825.0
10180.0,"Abilene, TX Metro Area",22,Utilities,451.0
10180.0,"Abilene, TX Metro Area",23,Construction,4415.0
10180.0,"Abilene, TX Metro Area",31-33,Manufacturing,2903.0
10180.0,"Abilene, TX Metro Area",42,Wholesale Trade,2565.0
10180.0,"Abilene, TX Metro Area",44-45,Retail Trade,8764.0
10180.0,"Abilene, TX Metro Area",48-49,Transportation and Warehousing,1686.0
10180.0,"Abilene, TX Metro Area",51,Information,1138.0
10180.0,"Abilene, TX Metro Area",52,Finance and Insurance,2668.0
10180.0,"Abilene, TX Metro Area",53,Real Estate and Rental and Leasing,884.0
10180.0,"Abilene, TX Metro Area",54,"Professional, Scientific, and Technical Services",1923.0
10180.0,"Abilene, TX Metro Area",55,Management of Companies and Enterprises,724.0
10180.0,"Abilene, TX Metro Area",56,Administrative and Support and Waste Management and Remediation Services,2181.0
10180.0,"Abilene, TX Metro Area",61,Educational Services,3454.0
10180.0,"Abilene, TX Metro Area",62,Health Care and Social Assistance,13052.0
10180.0,"Abilene, TX Metro Area",71,"Arts, Entertainment, and Recreation",737.0
10180.0,"Abilene, TX Metro Area",72,Accommodation and Food Services,7529.0
10180.0,"Abilene, TX Metro Area",81,Other Services (except Public Administration),3071.0
10180.0,"Abilene, TX Metro Area",99,Industries not classified,8.0
10220.0,"Ada, OK Micro Area",--,Total,12654.0
10220.0,"Ada, OK Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",0.0
10220.0,"Ada, OK Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",337.0
10220.0,"Ada, OK Micro Area",22,Utilities,154.0
10220.0,"Ada, OK Micro Area",23,Construction,494.0
10220.0,"Ada, OK Micro Area",31-33,Manufacturing,1192.0
10220.0,"Ada, OK Micro Area",42,Wholesale Trade,520.0
10220.0,"Ada, OK Micro Area",44-45,Retail Trade,1727.0
10220.0,"Ada, OK Micro Area",48-49,Transportation and Warehousing,383.0
10220.0,"Ada, OK Micro Area",51,Information,110.0
10220.0,"Ada, OK Micro Area",52,Finance and Insurance,494.0
10220.0,"Ada, OK Micro Area",53,Real Estate and Rental and Leasing,152.0
10220.0,"Ada, OK Micro Area",54,"Professional, Scientific, and Technical Services",907.0
10220.0,"Ada, OK Micro Area",55,Management of Companies and Enterprises,0.0
10220.0,"Ada, OK Micro Area",56,Administrative and Support and Waste Management and Remediation Services,642.0
10220.0,"Ada, OK Micro Area",61,Educational Services,31.0
10220.0,"Ada, OK Micro Area",62,Health Care and Social Assistance,3359.0
10220.0,"Ada, OK Micro Area",71,"Arts, Entertainment, and Recreation",182.0
10220.0,"Ada, OK Micro Area",72,Accommodation and Food Services,1301.0
10220.0,"Ada, OK Micro Area",81,Other Services (except Public Administration),554.0
10220.0,"Ada, OK Micro Area",99,Industries not classified,5.0
10300.0,"Adrian, MI Micro Area",--,Total,23100.0
10300.0,"Adrian, MI Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",0.0
10300.0,"Adrian, MI Micro Area",22,Utilities,108.0
10300.0,"Adrian, MI Micro Area",23,Construction,670.0
10300.0,"Adrian, MI Micro Area",31-33,Manufacturing,5223.0
10300.0,"Adrian, MI Micro Area",42,Wholesale Trade,559.0
10300.0,"Adrian, MI Micro Area",44-45,Retail Trade,3647.0
10300.0,"Adrian, MI Micro Area",48-49,Transportation and Warehousing,610.0
10300.0,"Adrian, MI Micro Area",51,Information,344.0
10300.0,"Adrian, MI Micro Area",52,Finance and Insurance,815.0
10300.0,"Adrian, MI Micro Area",53,Real Estate and Rental and Leasing,180.0
10300.0,"Adrian, MI Micro Area",54,"Professional, Scientific, and Technical Services",502.0
10300.0,"Adrian, MI Micro Area",55,Management of Companies and Enterprises,132.0
10300.0,"Adrian, MI Micro Area",56,Administrative and Support and Waste Management and Remediation Services,758.0
10300.0,"Adrian, MI Micro Area",61,Educational Services,1861.0
10300.0,"Adrian, MI Micro Area",62,Health Care and Social Assistance,3150.0
10300.0,"Adrian, MI Micro Area",71,"Arts, Entertainment, and Recreation",368.0
10300.0,"Adrian, MI Micro Area",72,Accommodation and Food Services,2532.0
10300.0,"Adrian, MI Micro Area",81,Other Services (except Public Administration),1575.0
10300.0,"Adrian, MI Micro Area",99,Industries not classified,3.0
10420.0,"Akron, OH Metro Area",--,Total,294127.0
10420.0,"Akron, OH Metro Area",11,"Agriculture, Forestry, Fishing and Hunting",42.0
10420.0,"Akron, OH Metro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",217.0
10420.0,"Akron, OH Metro Area",22,Utilities,0.0
10420.0,"Akron, OH Metro Area",23,Construction,12124.0
10420.0,"Akron, OH Metro Area",31-33,Manufacturing,39977.0
10420.0,"Akron, OH Metro Area",42,Wholesale Trade,19650.0
10420.0,"Akron, OH Metro Area",44-45,Retail Trade,38811.0
10420.0,"Akron, OH Metro Area",48-49,Transportation and Warehousing,9761.0
10420.0,"Akron, OH Metro Area",51,Information,5599.0
10420.0,"Akron, OH Metro Area",52,Finance and Insurance,11133.0
10420.0,"Akron, OH Metro Area",53,Real Estate and Rental and Leasing,3407.0
10420.0,"Akron, OH Metro Area",54,"Professional, Scientific, and Technical Services",15871.0
10420.0,"Akron, OH Metro Area",55,Management of Companies and Enterprises,13661.0
10420.0,"Akron, OH Metro Area",56,Administrative and Support and Waste Management and Remediation Services,17250.0
10420.0,"Akron, OH Metro Area",61,Educational Services,5528.0
10420.0,"Akron, OH Metro Area",62,Health Care and Social Assistance,51990.0
10420.0,"Akron, OH Metro Area",71,"Arts, Entertainment, and Recreation",4535.0
10420.0,"Akron, OH Metro Area",72,Accommodation and Food Services,28143.0
10420.0,"Akron, OH Metro Area",81,Other Services (except Public Administration),13612.0
10420.0,"Akron, OH Metro Area",99,Industries not classified,16.0
10460.0,"Alamogordo, NM Micro Area",--,Total,11931.0
10460.0,"Alamogordo, NM Micro Area",11,"Agriculture, Forestry, Fishing and Hunting",0.0
10460.0,"Alamogordo, NM Micro Area",21,"Mining, Quarrying, and Oil and Gas Extraction",93.0
