NAICS Code,Total Employment - 2008,State
48-49,64718,Colorado
51,82984,Colorado
52,107453,Colorado
53,63464,Colorado
54,164509,Colorado
55,41250,Colorado
56,206620,Colorado
61,42462,Colorado
62,245626,Colorado
71,49808,Colorado
72,237950,Colorado
81,98535,Colorado
99,168,Colorado
--,1551305,Connecticut
11,363,Connecticut
21,876,Connecticut
22,0,Connecticut
23,62026,Connecticut
31-33,178239,Connecticut
42,78379,Connecticut
44-45,192625,Connecticut
48-49,44112,Connecticut
51,40245,Connecticut
52,128897,Connecticut
53,22257,Connecticut
54,99532,Connecticut
55,38045,Connecticut
56,103773,Connecticut
61,64246,Connecticut
62,259593,Connecticut
71,24366,Connecticut
72,137609,Connecticut
81,66002,Connecticut
99,0,Connecticut
--,389510,Delaware
11,150,Delaware
21,186,Delaware
22,2576,Delaware
23,24099,Delaware
31-33,32956,Delaware
42,18957,Delaware
44-45,55233,Delaware
48-49,13354,Delaware
51,7093,Delaware
52,41899,Delaware
53,6192,Delaware
54,24410,Delaware
55,12758,Delaware
56,29587,Delaware
61,7012,Delaware
62,56702,Delaware
71,6897,Delaware
72,33543,Delaware
81,15867,Delaware
99,39,Delaware
--,466050,District of Columbia
11,0,District of Columbia
21,0,District of Columbia
22,0,District of Columbia
23,6952,District of Columbia
31-33,2011,District of Columbia
42,5161,District of Columbia
44-45,20062,District of Columbia
48-49,3249,District of Columbia
51,23164,District of Columbia
52,17246,District of Columbia
53,10015,District of Columbia
54,89366,District of Columbia
55,7938,District of Columbia
56,37952,District of Columbia
61,46859,District of Columbia
62,61240,District of Columbia
71,7610,District of Columbia
72,54064,District of Columbia
81,71216,District of Columbia
99,0,District of Columbia
--,7366571,Florida
11,14279,Florida
21,6313,Florida
22,26954,Florida
23,435084,Florida
31-33,341607,Florida
42,317717,Florida
44-45,995711,Florida
48-49,220924,Florida
51,163099,Florida
52,386983,Florida
53,174401,Florida
54,437666,Florida
55,147819,Florida
56,1394356,Florida
61,135906,Florida
62,924875,Florida
71,162094,Florida
72,769323,Florida
81,310725,Florida
99,735,Florida
--,3633431,Georgia
11,7747,Georgia
21,5808,Georgia
22,0,Georgia
23,213662,Georgia
31-33,397930,Georgia
42,205130,Georgia
44-45,475961,Georgia
48-49,163013,Georgia
51,123932,Georgia
52,175568,Georgia
53,64021,Georgia
54,229494,Georgia
55,115303,Georgia
56,348437,Georgia
61,75869,Georgia
62,426279,Georgia
71,43125,Georgia
72,370559,Georgia
81,166929,Georgia
99,0,Georgia
--,518168,Hawaii
11,313,Hawaii
21,235,Hawaii
22,3054,Hawaii
23,34031,Hawaii
31-33,14190,Hawaii
42,20567,Hawaii
44-45,71373,Hawaii
48-49,30183,Hawaii
51,9976,Hawaii
52,19363,Hawaii
53,15727,Hawaii
54,24064,Hawaii
55,6469,Hawaii
56,47554,Hawaii
61,19159,Hawaii
62,64801,Hawaii
71,10893,Hawaii
72,99856,Hawaii
81,26319,Hawaii
99,0,Hawaii
--,537952,Idaho
11,3243,Idaho
21,2907,Idaho
22,3688,Idaho
23,43509,Idaho
31-33,63460,Idaho
42,25883,Idaho
44-45,81646,Idaho
48-49,17054,Idaho
51,14446,Idaho
52,23245,Idaho
53,8106,Idaho
54,32256,Idaho
55,8695,Idaho
56,38194,Idaho
61,9724,Idaho
62,76735,Idaho
71,8785,Idaho
72,56682,Idaho
81,19649,Idaho
99,45,Idaho
--,5464130,Illinois
11,1657,Illinois
21,8735,Illinois
22,27267,Illinois
23,245083,Illinois
31-33,644978,Illinois
42,317823,Illinois
44-45,652695,Illinois
48-49,236928,Illinois
51,131708,Illinois
52,347076,Illinois
53,85793,Illinois
54,375470,Illinois
55,180539,Illinois
56,523196,Illinois
61,144164,Illinois
62,727055,Illinois
71,78301,Illinois
72,479019,Illinois
81,256327,Illinois
99,0,Illinois
--,2619140,Indiana
11,2122,Indiana
21,6099,Indiana
22,15940,Indiana
23,139637,Indiana
31-33,523683,Indiana
42,117077,Indiana
44-45,330870,Indiana
48-49,116888,Indiana
51,45587,Indiana
52,105914,Indiana
53,34654,Indiana
54,103335,Indiana
55,50022,Indiana
56,171403,Indiana
61,57226,Indiana
62,375781,Indiana
71,34859,Indiana
72,260410,Indiana
81,127430,Indiana
99,203,Indiana
--,1317121,Iowa
11,1692,Iowa
21,1684,Iowa
22,0,Iowa
23,62669,Iowa
31-33,228190,Iowa
42,65980,Iowa
44-45,180264,Iowa
48-49,54023,Iowa
51,34610,Iowa
52,94461,Iowa
53,14681,Iowa
54,46566,Iowa
55,21091,Iowa
56,75987,Iowa
61,35686,Iowa
62,200776,Iowa
71,22824,Iowa
72,115069,Iowa
81,53097,Iowa
99,297,Iowa
--,1185777,Kansas
11,708,Kansas
21,11070,Kansas
22,7314,Kansas
23,68070,Kansas
31-33,183411,Kansas
42,60531,Kansas
44-45,151317,Kansas
48-49,47620,Kansas
51,50125,Kansas
52,61211,Kansas
53,15533,Kansas
54,57164,Kansas
55,21899,Kansas
56,74272,Kansas
61,19286,Kansas
62,179672,Kansas
71,14987,Kansas
72,108086,Kansas
81,53386,Kansas
99,115,Kansas
--,1570800,Kentucky
11,1854,Kentucky
21,22359,Kentucky
22,7958,Kentucky
23,78878,Kentucky
31-33,247611,Kentucky
42,74882,Kentucky
44-45,230483,Kentucky
48-49,85853,Kentucky
51,33861,Kentucky
52,68352,Kentucky
53,19668,Kentucky
54,65732,Kentucky
55,26820,Kentucky
56,97277,Kentucky
61,26551,Kentucky
62,239448,Kentucky
71,18391,Kentucky
72,156668,Kentucky
81,68004,Kentucky
99,0,Kentucky
--,1655151,Louisiana
11,4315,Louisiana
21,52052,Louisiana
22,0,Louisiana
23,135151,Louisiana
31-33,143245,Louisiana
42,77336,Louisiana
44-45,233973,Louisiana
48-49,68511,Louisiana
51,28476,Louisiana
52,64296,Louisiana
53,31365,Louisiana
54,88290,Louisiana
55,17284,Louisiana
56,111379,Louisiana
61,32116,Louisiana
62,269184,Louisiana
71,25415,Louisiana
72,185782,Louisiana
81,75100,Louisiana
99,164,Louisiana
--,509093,Maine
11,3642,Maine
21,0,Maine
22,0,Maine
23,27711,Maine
31-33,58774,Maine
42,18961,Maine
44-45,85002,Maine
48-49,15861,Maine
51,13167,Maine
52,27181,Maine
53,7298,Maine
54,23429,Maine
55,7946,Maine
56,23032,Maine
61,14482,Maine
62,105736,Maine
71,7222,Maine
72,47710,Maine
81,19142,Maine
99,60,Maine
--,2232490,Maryland
11,1018,Maryland
21,1603,Maryland
22,10446,Maryland
23,182309,Maryland
31-33,122213,Maryland
42,97730,Maryland
44-45,294131,Maryland
48-49,66020,Maryland
51,61376,Maryland
52,114721,Maryland
53,48434,Maryland
54,236580,Maryland
55,48353,Maryland
56,193819,Maryland
61,75526,Maryland
62,325200,Maryland
71,37528,Maryland
72,201671,Maryland
81,113536,Maryland
99,276,Maryland
--,3074569,Massachusetts
11,1121,Massachusetts
21,1253,Massachusetts
22,12744,Massachusetts
23,130933,Massachusetts
31-33,263538,Massachusetts
42,142838,Massachusetts
44-45,360885,Massachusetts
48-49,79730,Massachusetts
51,104825,Massachusetts
52,221263,Massachusetts
53,46020,Massachusetts
54,258607,Massachusetts
55,87452,Massachusetts
56,203889,Massachusetts
61,185030,Massachusetts
62,536378,Massachusetts
71,52268,Massachusetts
72,264045,Massachusetts
81,121059,Massachusetts
99,691,Massachusetts
--,3636241,Michigan
11,3006,Michigan
21,5727,Michigan
22,0,Michigan
23,145960,Michigan
31-33,560342,Michigan
42,170557,Michigan
44-45,466350,Michigan
48-49,103942,Michigan
51,76673,Michigan
52,170315,Michigan
53,53233,Michigan
54,256261,Michigan
55,114528,Michigan
56,306339,Michigan
61,67641,Michigan
62,558609,Michigan
71,49788,Michigan
72,340197,Michigan
81,162141,Michigan
99,710,Michigan
--,2517356,Minnesota
11,2274,Minnesota
21,5270,Minnesota
22,0,Minnesota
23,119776,Minnesota
31-33,333501,Minnesota
42,138175,Minnesota
44-45,304368,Minnesota
48-49,80398,Minnesota
51,72408,Minnesota
52,153756,Minnesota
53,41758,Minnesota
54,146747,Minnesota
55,91304,Minnesota
56,141079,Minnesota
61,64543,Minnesota
62,396082,Minnesota
71,44543,Minnesota
72,221789,Minnesota
81,145845,Minnesota
99,0,Minnesota
--,944747,Mississippi
11,4436,Mississippi
21,5369,Mississippi
22,8963,Mississippi
23,53375,Mississippi
31-33,162615,Mississippi
42,37199,Mississippi
44-45,145355,Mississippi
48-49,34351,Mississippi
51,15877,Mississippi
52,35876,Mississippi
53,11028,Mississippi
54,31719,Mississippi
55,7399,Mississippi
56,50709,Mississippi
61,18238,Mississippi
62,150058,Mississippi
71,8439,Mississippi
72,123216,Mississippi
81,40442,Mississippi
99,0,Mississippi
--,2472902,Missouri
11,1428,Missouri
21,4386,Missouri
22,16531,Missouri
23,144370,Missouri
31-33,291156,Missouri
42,130530,Missouri
44-45,319127,Missouri
48-49,88836,Missouri
51,73839,Missouri
52,138493,Missouri
53,40548,Missouri
54,144044,Missouri
55,73487,Missouri
56,163512,Missouri
61,68371,Missouri
62,368522,Missouri
71,40798,Missouri
72,247180,Missouri
81,115670,Missouri
99,0,Missouri
--,359812,Montana
11,1644,Montana
21,6834,Montana
22,2901,Montana
23,29449,Montana
31-33,20156,Montana
42,14630,Montana
44-45,60438,Montana
48-49,12179,Montana
51,9143,Montana
52,17391,Montana
53,6182,Montana
54,18228,Montana
55,2417,Montana
56,19704,Montana
61,5495,Montana
62,60681,Montana
71,9953,Montana
72,47158,Montana
81,15176,Montana
99,0,Montana
--,805791,Nebraska
11,842,Nebraska
21,884,Nebraska
22,1435,Nebraska
23,44005,Nebraska
31-33,104997,Nebraska
42,41712,Nebraska
44-45,109495,Nebraska
48-49,32238,Nebraska
51,21550,Nebraska
52,60795,Nebraska
53,10481,Nebraska
54,49626,Nebraska
55,14757,Nebraska
56,60123,Nebraska
61,17382,Nebraska
62,117298,Nebraska
71,11783,Nebraska
72,70190,Nebraska
81,36089,Nebraska
99,0,Nebraska
--,1156080,Nevada
11,103,Nevada
21,11447,Nevada
22,0,Nevada
23,112494,Nevada
31-33,49972,Nevada
42,40264,Nevada
44-45,141638,Nevada
48-49,47072,Nevada
51,18257,Nevada
52,38739,Nevada
53,31057,Nevada
54,58325,Nevada
55,15359,Nevada
56,103851,Nevada
61,9669,Nevada
62,95370,Nevada
71,30660,Nevada
72,312072,Nevada
81,34092,Nevada
99,181,Nevada
--,595384,New Hampshire
11,520,New Hampshire
21,312,New Hampshire
22,3234,New Hampshire
23,26638,New Hampshire
31-33,83459,New Hampshire
42,26418,New Hampshire
44-45,101591,New Hampshire
48-49,13011,New Hampshire
51,15977,New Hampshire
52,28756,New Hampshire
53,7597,New Hampshire
54,29687,New Hampshire
55,11889,New Hampshire
56,43917,New Hampshire
61,27823,New Hampshire
62,84669,New Hampshire
71,12669,New Hampshire
72,55966,New Hampshire
81,21211,New Hampshire
99,40,New Hampshire
--,3640654,New Jersey
11,1584,New Jersey
21,1591,New Jersey
22,17318,New Jersey
23,172004,New Jersey
31-33,284494,New Jersey
42,270479,New Jersey
44-45,464718,New Jersey
48-49,173918,New Jersey
51,112608,New Jersey
52,213451,New Jersey
53,65168,New Jersey
54,330843,New Jersey
55,136635,New Jersey
56,293867,New Jersey
61,94002,New Jersey
62,511344,New Jersey
71,52767,New Jersey
72,291237,New Jersey
81,152291,New Jersey
99,335,New Jersey
--,640894,New Mexico
11,598,New Mexico
21,18549,New Mexico
22,5143,New Mexico
23,54940,New Mexico
31-33,34925,New Mexico
42,23015,New Mexico
44-45,100588,New Mexico
48-49,17405,New Mexico
51,14049,New Mexico
52,25035,New Mexico
53,11274,New Mexico
54,42955,New Mexico
55,10960,New Mexico
56,44089,New Mexico
61,10225,New Mexico
62,103891,New Mexico
71,14508,New Mexico
72,81079,New Mexico
81,27616,New Mexico
99,50,New Mexico
--,7617164,New York
11,3328,New York
21,4678,New York
22,39688,New York
23,350934,New York
31-33,511209,New York
42,394390,New York
44-45,892335,New York
48-49,240237,New York
51,289745,New York
52,594917,New York
53,169939,New York
54,582925,New York
55,175450,New York
56,518877,New York
61,361429,New York
62,1345569,New York
71,158890,New York
72,626195,New York
81,355505,New York
99,0,New York
--,3585123,North Carolina
11,4595,North Carolina
21,3371,North Carolina
22,20876,North Carolina
23,239555,North Carolina
31-33,502878,North Carolina
42,180647,North Carolina
44-45,476759,North Carolina
48-49,116697,North Carolina
51,77995,North Carolina
52,174697,North Carolina
53,53416,North Carolina
54,190374,North Carolina
55,75099,North Carolina
56,281859,North Carolina
61,82688,North Carolina
62,532077,North Carolina
71,57605,North Carolina
72,363146,North Carolina
81,150301,North Carolina
99,488,North Carolina
--,304906,North Dakota
11,402,North Dakota
21,6203,North Dakota
22,0,North Dakota
23,17886,North Dakota
31-33,27755,North Dakota
42,18841,North Dakota
44-45,44968,North Dakota
48-49,11469,North Dakota
51,7718,North Dakota
52,19153,North Dakota
53,3766,North Dakota
54,11133,North Dakota
55,12598,North Dakota
56,12529,North Dakota
61,4736,North Dakota
62,51935,North Dakota
71,4777,North Dakota
72,32192,North Dakota
81,13291,North Dakota
99,22,North Dakota
--,4728416,Ohio
11,1219,Ohio
21,9663,Ohio
22,26974,Ohio
23,207520,Ohio
31-33,742787,Ohio
42,232035,Ohio
44-45,585496,Ohio
48-49,170893,Ohio
51,96447,Ohio
52,267122,Ohio
53,67304,Ohio
54,236177,Ohio
55,147337,Ohio
56,346084,Ohio
61,109742,Ohio
62,766608,Ohio
71,62511,Ohio
72,435067,Ohio
81,216973,Ohio
99,457,Ohio
--,1335622,Oklahoma
11,961,Oklahoma
21,47517,Oklahoma
22,9303,Oklahoma
23,76667,Oklahoma
31-33,148669,Oklahoma
42,61825,Oklahoma
44-45,177757,Oklahoma
48-49,47907,Oklahoma
51,30025,Oklahoma
52,63708,Oklahoma
53,25841,Oklahoma
54,69486,Oklahoma
55,27425,Oklahoma
56,101745,Oklahoma
61,18371,Oklahoma
62,204374,Oklahoma
71,26662,Oklahoma
72,134151,Oklahoma
81,63089,Oklahoma
99,0,Oklahoma
--,1482968,Oregon
11,12723,Oregon
21,1905,Oregon
22,7576,Oregon
23,97399,Oregon
31-33,182031,Oregon
42,77208,Oregon
44-45,205779,Oregon
48-49,57184,Oregon
51,38541,Oregon
52,65467,Oregon
53,30543,Oregon
54,89198,Oregon
55,38939,Oregon
56,92064,Oregon
61,40127,Oregon
62,200989,Oregon
71,25254,Oregon
72,155990,Oregon
81,63828,Oregon
99,0,Oregon
--,5231026,Pennsylvania
11,2893,Pennsylvania
21,21052,Pennsylvania
22,30941,Pennsylvania
23,257229,Pennsylvania
31-33,638681,Pennsylvania
42,247957,Pennsylvania
44-45,676811,Pennsylvania
48-49,209328,Pennsylvania
51,128262,Pennsylvania
52,276899,Pennsylvania
53,68505,Pennsylvania
54,313614,Pennsylvania
55,146770,Pennsylvania
56,307181,Pennsylvania
61,235908,Pennsylvania
62,905622,Pennsylvania
71,85211,Pennsylvania
72,432215,Pennsylvania
81,245690,Pennsylvania
99,257,Pennsylvania
--,433562,Rhode Island
11,130,Rhode Island
21,201,Rhode Island
22,0,Rhode Island
23,19852,Rhode Island
31-33,49585,Rhode Island
42,20747,Rhode Island
44-45,50391,Rhode Island
48-49,10660,Rhode Island
51,7701,Rhode Island
52,29764,Rhode Island
53,6792,Rhode Island
54,24133,Rhode Island
55,8832,Rhode Island
56,25494,Rhode Island
61,24769,Rhode Island
62,82696,Rhode Island
71,8322,Rhode Island
72,43629,Rhode Island
81,18705,Rhode Island
99,0,Rhode Island
--,1654414,South Carolina
11,4551,South Carolina
21,1220,South Carolina
22,12030,South Carolina
23,111971,South Carolina
31-33,256729,South Carolina
42,67040,South Carolina
44-45,236741,South Carolina
48-49,57024,South Carolina
51,35150,South Carolina
52,69830,South Carolina
53,29560,South Carolina
54,80101,South Carolina
55,25878,South Carolina
56,132317,South Carolina
61,29493,South Carolina
62,204184,South Carolina
71,27689,South Carolina
72,192649,South Carolina
81,80072,South Carolina
99,0,South Carolina
--,337816,South Dakota
11,523,South Dakota
21,1062,South Dakota
22,2154,South Dakota
23,20133,South Dakota
31-33,43276,South Dakota
42,16492,South Dakota
44-45,50711,South Dakota
48-49,9212,South Dakota
51,7717,South Dakota
52,29035,South Dakota
53,4017,South Dakota
54,10956,South Dakota
55,4797,South Dakota
56,12566,South Dakota
61,7675,South Dakota
62,59398,South Dakota
71,6256,South Dakota
72,37338,South Dakota
81,14473,South Dakota
99,0,South Dakota
--,2492746,Tennessee
11,1385,Tennessee
21,4052,Tennessee
22,3473,Tennessee
23,126890,Tennessee
31-33,363793,Tennessee
42,127140,Tennessee
44-45,326762,Tennessee
48-49,138774,Tennessee
51,50046,Tennessee
52,115356,Tennessee
53,36549,Tennessee
54,109006,Tennessee
55,73589,Tennessee
56,209318,Tennessee
61,52957,Tennessee
62,358884,Tennessee
71,34751,Tennessee
72,246650,Tennessee
81,113092,Tennessee
99,279,Tennessee
--,9231955,Texas
11,7982,Texas
21,181505,Texas
22,47235,Texas
23,633006,Texas
31-33,849300,Texas
42,490966,Texas
44-45,1170986,Texas
48-49,376447,Texas
51,253358,Texas
52,471406,Texas
53,177908,Texas
54,601517,Texas
55,253570,Texas
56,945065,Texas
61,142177,Texas
62,1188296,Texas
71,113450,Texas
72,909350,Texas
81,417368,Texas
99,1063,Texas
--,1114716,Utah
11,452,Utah
21,10514,Utah
22,4542,Utah
23,87267,Utah
31-33,123684,Utah
42,56425,Utah
44-45,147690,Utah
48-49,49700,Utah
51,34558,Utah
52,55635,Utah
53,22023,Utah
54,72218,Utah
55,17519,Utah
56,120124,Utah
61,36029,Utah
62,113528,Utah
71,17599,Utah
72,96627,Utah
81,48481,Utah
99,101,Utah
--,272488,Vermont
11,435,Vermont
21,0,Vermont
22,1997,Vermont
23,14743,Vermont
31-33,36500,Vermont
42,11079,Vermont
44-45,40642,Vermont
48-49,6230,Vermont
51,5695,Vermont
52,9636,Vermont
53,3180,Vermont
54,20244,Vermont
55,3309,Vermont
56,8835,Vermont
61,14012,Vermont
62,48862,Vermont
71,6613,Vermont
72,30718,Vermont
81,9106,Vermont
99,53,Vermont
--,3184234,Virginia
11,4072,Virginia
21,10671,Virginia
22,15935,Virginia
23,219552,Virginia
31-33,277232,Virginia
42,113921,Virginia
44-45,433582,Virginia
48-49,97831,Virginia
51,103756,Virginia
52,167456,Virginia
53,58946,Virginia
54,392484,Virginia
55,57715,Virginia
56,254069,Virginia
61,65932,Virginia
62,380264,Virginia
71,52145,Virginia
72,312069,Virginia
81,166234,Virginia
99,0,Virginia
--,2536645,Washington
11,14227,Washington
21,3298,Washington
22,7453,Washington
23,198559,Washington
31-33,253102,Washington
42,137976,Washington
44-45,332049,Washington
48-49,89643,Washington
51,117742,Washington
52,112071,Washington
53,52064,Washington
54,163770,Washington
55,62025,Washington
56,173209,Washington
61,49781,Washington
62,353362,Washington
71,60337,Washington
72,244068,Washington
81,111503,Washington
99,0,Washington
--,592022,West Virginia
11,978,West Virginia
21,28934,West Virginia
22,6516,West Virginia
23,32154,West Virginia
31-33,59700,West Virginia
42,20510,West Virginia
44-45,92821,West Virginia
48-49,17176,West Virginia
51,10702,West Virginia
52,20731,West Virginia
53,6883,West Virginia
54,28903,West Virginia
55,4071,West Virginia
56,31834,West Virginia
61,8156,West Virginia
62,120273,West Virginia
71,11691,West Virginia
72,63145,West Virginia
81,26782,West Virginia
99,0,West Virginia
--,2496850,Wisconsin
11,3274,Wisconsin
21,2575,Wisconsin
22,14970,Wisconsin
23,112171,Wisconsin
31-33,482775,Wisconsin
42,114705,Wisconsin
44-45,319348,Wisconsin
48-49,105556,Wisconsin
51,54047,Wisconsin
52,146664,Wisconsin
53,26420,Wisconsin
54,102811,Wisconsin
55,64725,Wisconsin
56,139707,Wisconsin
61,51831,Wisconsin
62,375367,Wisconsin
71,40674,Wisconsin
72,227239,Wisconsin
81,111785,Wisconsin
99,0,Wisconsin
--,221971,Wyoming
11,0,Wyoming
21,25250,Wyoming
22,2402,Wyoming
23,23540,Wyoming
31-33,11435,Wyoming
42,8388,Wyoming
44-45,33235,Wyoming
48-49,9716,Wyoming
51,4241,Wyoming
52,7882,Wyoming
53,4638,Wyoming
54,9304,Wyoming
55,1098,Wyoming
56,6732,Wyoming
61,1809,Wyoming
62,29705,Wyoming
71,4675,Wyoming
72,28812,Wyoming
81,8801,Wyoming
99,59,Wyoming
