State,NAICS Code,NAICS Description,Total Employment
United States,--,Total,115938468.0
United States,11,"Agriculture, Forestry, Fishing and Hunting",161077.0
United States,21,"Mining, Quarrying, and Oil and Gas Extraction",727626.0
United States,22,Utilities,641063.0
United States,23,Construction,5260942.0
United States,31-33,Manufacturing,11192043.0
United States,42,Wholesale Trade,5776243.0
United States,44-45,Retail Trade,14807958.0
United States,48-49,Transportation and Warehousing,4233381.0
United States,51,Information,3136025.0
United States,52,Finance and Insurance,5979661.0
United States,53,Real Estate and Rental and Leasing,1940681.0
United States,54,"Professional, Scientific, and Technical Services",8016181.0
United States,55,Management of Companies and Enterprises,3037299.0
United States,56,Administrative and Support and Waste Management and Remediation Services,9866296.0
United States,61,Educational Services,3477047.0
United States,62,Health Care and Social Assistance,18378342.0
United States,71,"Arts, Entertainment, and Recreation",2057290.0
United States,72,Accommodation and Food Services,11985274.0
United States,81,Other Services (except Public Administration),5256250.0
United States,99,Industries not classified,0.0
Alabama,--,Total,1585761.0
Alabama,11,"Agriculture, Forestry, Fishing and Hunting",6028.0
Alabama,21,"Mining, Quarrying, and Oil and Gas Extraction",9388.0
Alabama,22,Utilities,16342.0
Alabama,23,Construction,77901.0
Alabama,31-33,Manufacturing,232510.0
Alabama,42,Wholesale Trade,71121.0
Alabama,44-45,Retail Trade,222992.0
Alabama,48-49,Transportation and Warehousing,56594.0
Alabama,51,Information,31770.0
Alabama,52,Finance and Insurance,70913.0
Alabama,53,Real Estate and Rental and Leasing,22689.0
Alabama,54,"Professional, Scientific, and Technical Services",90224.0
Alabama,55,Management of Companies and Enterprises,19756.0
Alabama,56,Administrative and Support and Waste Management and Remediation Services,138781.0
Alabama,61,Educational Services,28889.0
Alabama,62,Health Care and Social Assistance,237705.0
Alabama,71,"Arts, Entertainment, and Recreation",17540.0
Alabama,72,Accommodation and Food Services,155254.0
Alabama,81,Other Services (except Public Administration),79302.0
Alabama,99,Industries not classified,0.0
Alaska,--,Total,258219.0
Alaska,11,"Agriculture, Forestry, Fishing and Hunting",1029.0
Alaska,21,"Mining, Quarrying, and Oil and Gas Extraction",12833.0
Alaska,22,Utilities,2063.0
Alaska,23,Construction,18058.0
Alaska,31-33,Manufacturing,11935.0
Alaska,42,Wholesale Trade,8533.0
Alaska,44-45,Retail Trade,32888.0
Alaska,48-49,Transportation and Warehousing,17617.0
Alaska,51,Information,6645.0
Alaska,52,Finance and Insurance,7377.0
Alaska,53,Real Estate and Rental and Leasing,4548.0
Alaska,54,"Professional, Scientific, and Technical Services",17455.0
Alaska,55,Management of Companies and Enterprises,6257.0
Alaska,56,Administrative and Support and Waste Management and Remediation Services,19285.0
Alaska,61,Educational Services,3361.0
Alaska,62,Health Care and Social Assistance,47453.0
Alaska,71,"Arts, Entertainment, and Recreation",4877.0
Alaska,72,Accommodation and Food Services,26160.0
Alaska,81,Other Services (except Public Administration),9837.0
Alaska,99,Industries not classified,0.0
Arizona,--,Total,2134252.0
Arizona,11,"Agriculture, Forestry, Fishing and Hunting",1490.0
Arizona,21,"Mining, Quarrying, and Oil and Gas Extraction",10839.0
Arizona,22,Utilities,12905.0
Arizona,23,Construction,118824.0
Arizona,31-33,Manufacturing,138205.0
Arizona,42,Wholesale Trade,92425.0
Arizona,44-45,Retail Trade,287369.0
Arizona,48-49,Transportation and Warehousing,79507.0
Arizona,51,Information,44531.0
Arizona,52,Finance and Insurance,131233.0
Arizona,53,Real Estate and Rental and Leasing,42434.0
Arizona,54,"Professional, Scientific, and Technical Services",124293.0
Arizona,55,Management of Companies and Enterprises,46803.0
Arizona,56,Administrative and Support and Waste Management and Remediation Services,228209.0
Arizona,61,Educational Services,77837.0
Arizona,62,Health Care and Social Assistance,317929.0
Arizona,71,"Arts, Entertainment, and Recreation",40197.0
Arizona,72,Accommodation and Food Services,255022.0
Arizona,81,Other Services (except Public Administration),84101.0
Arizona,99,Industries not classified,0.0
Arkansas,--,Total,978519.0
Arkansas,11,"Agriculture, Forestry, Fishing and Hunting",4444.0
Arkansas,21,"Mining, Quarrying, and Oil and Gas Extraction",9488.0
Arkansas,22,Utilities,7552.0
Arkansas,23,Construction,43079.0
Arkansas,31-33,Manufacturing,155336.0
Arkansas,42,Wholesale Trade,43431.0
Arkansas,44-45,Retail Trade,137209.0
Arkansas,48-49,Transportation and Warehousing,49281.0
Arkansas,51,Information,22863.0
Arkansas,52,Finance and Insurance,36374.0
Arkansas,53,Real Estate and Rental and Leasing,12945.0
Arkansas,54,"Professional, Scientific, and Technical Services",32693.0
Arkansas,55,Management of Companies and Enterprises,39242.0
Arkansas,56,Administrative and Support and Waste Management and Remediation Services,55266.0
Arkansas,61,Educational Services,17297.0
Arkansas,62,Health Care and Social Assistance,165215.0
Arkansas,71,"Arts, Entertainment, and Recreation",9026.0
Arkansas,72,Accommodation and Food Services,95396.0
Arkansas,81,Other Services (except Public Administration),42312.0
Arkansas,99,Industries not classified,0.0
California,--,Total,12952818.0
California,11,"Agriculture, Forestry, Fishing and Hunting",27692.0
California,21,"Mining, Quarrying, and Oil and Gas Extraction",24459.0
California,22,Utilities,0.0
California,23,Construction,566131.0
California,31-33,Manufacturing,1138370.0
