State,NAICS Code,Total Employment - 2016
New Mexico,31-33,25757
New Mexico,42,21080
New Mexico,44-45,97171
New Mexico,48-49,17226
New Mexico,51,15080
New Mexico,52,24135
New Mexico,53,9637
New Mexico,54,57997
New Mexico,55,6516
New Mexico,56,31881
New Mexico,61,8812
New Mexico,62,121840
New Mexico,71,13611
New Mexico,72,89698
New Mexico,81,26494
New Mexico,99,109
New York,--,8178455
New York,11,2898
New York,21,3798
New York,22,40325
New York,23,360410
New York,31-33,418987
New York,42,363200
New York,44-45,945066
New York,48-49,252127
New York,51,296728
New York,52,553058
New York,53,180174
New York,54,647503
New York,55,184213
New York,56,594408
New York,61,423370
New York,62,1544405
New York,71,184485
New York,72,786423
New York,81,395244
New York,99,1633
North Carolina,--,3794926
North Carolina,11,4854
North Carolina,21,2587
North Carolina,22,19579
North Carolina,23,187294
North Carolina,31-33,432538
North Carolina,42,191054
North Carolina,44-45,496375
North Carolina,48-49,123215
North Carolina,51,83205
North Carolina,52,182063
North Carolina,53,53183
North Carolina,54,220467
North Carolina,55,93361
North Carolina,56,382424
North Carolina,61,98030
North Carolina,62,582346
North Carolina,71,65049
North Carolina,72,419128
North Carolina,81,157474
North Carolina,99,700
North Dakota,--,346947
North Dakota,11,442
North Dakota,21,16424
North Dakota,22,3546
North Dakota,23,23362
North Dakota,31-33,23984
North Dakota,42,22893
North Dakota,44-45,50760
North Dakota,48-49,15806
North Dakota,51,7274
North Dakota,52,17843
North Dakota,53,5479
North Dakota,54,15817
North Dakota,55,5472
North Dakota,56,14294
North Dakota,61,4403
North Dakota,62,61322
North Dakota,71,5659
North Dakota,72,38071
North Dakota,81,14024
North Dakota,99,72
Ohio,--,4790178
Ohio,11,1207
Ohio,21,10575
Ohio,22,23488
Ohio,23,188864
Ohio,31-33,662428
Ohio,42,232886
Ohio,44-45,573837
Ohio,48-49,176312
Ohio,51,84760
Ohio,52,255131
Ohio,53,66391
Ohio,54,250766
Ohio,55,150837
Ohio,56,397162
Ohio,61,121226
Ohio,62,840716
Ohio,71,68762
Ohio,72,481956
Ohio,81,202431
Ohio,99,443
Oklahoma,--,1360379
Oklahoma,11,733
Oklahoma,21,40201
Oklahoma,22,8725
Oklahoma,23,72570
Oklahoma,31-33,129975
Oklahoma,42,58394
Oklahoma,44-45,186499
Oklahoma,48-49,47463
Oklahoma,51,27919
Oklahoma,52,60301
Oklahoma,53,22786
Oklahoma,54,73514
Oklahoma,55,38100
Oklahoma,56,102931
Oklahoma,61,21515
Oklahoma,62,221349
Oklahoma,71,29878
Oklahoma,72,154255
Oklahoma,81,63126
Oklahoma,99,145
Oregon,--,1551192
Oregon,11,12433
Oregon,21,1399
Oregon,22,7769
Oregon,23,86202
Oregon,31-33,163707
Oregon,42,83938
Oregon,44-45,208523
Oregon,48-49,57040
Oregon,51,38361
Oregon,52,60828
Oregon,53,28670
Oregon,54,91071
Oregon,55,50810
Oregon,56,102612
Oregon,61,38780
Oregon,62,245776
Oregon,71,27470
Oregon,72,176965
Oregon,81,68407
Oregon,99,431
Pennsylvania,--,5354964
Pennsylvania,11,2539
Pennsylvania,21,21919
Pennsylvania,22,30417
Pennsylvania,23,237738
Pennsylvania,31-33,540072
Pennsylvania,42,248232
Pennsylvania,44-45,667206
Pennsylvania,48-49,222332
Pennsylvania,51,111248
Pennsylvania,52,273515
Pennsylvania,53,66325
Pennsylvania,54,324440
Pennsylvania,55,176458
Pennsylvania,56,331715
Pennsylvania,61,267345
Pennsylvania,62,1005144
Pennsylvania,71,108287
Pennsylvania,72,475598
Pennsylvania,81,243806
Pennsylvania,99,628
Rhode Island,--,435148
Rhode Island,11,148
Rhode Island,21,146
Rhode Island,22,1181
Rhode Island,23,18015
Rhode Island,31-33,40132
Rhode Island,42,20245
Rhode Island,44-45,48978
Rhode Island,48-49,11503
Rhode Island,51,7035
Rhode Island,52,27255
Rhode Island,53,5346
Rhode Island,54,23771
Rhode Island,55,10565
Rhode Island,56,25249
Rhode Island,61,30170
Rhode Island,62,88587
Rhode Island,71,11042
Rhode Island,72,48316
Rhode Island,81,17402
Rhode Island,99,62
South Carolina,--,1716496
South Carolina,11,3920
South Carolina,21,1171
South Carolina,22,11972
South Carolina,23,79827
South Carolina,31-33,228268
South Carolina,42,73208
South Carolina,44-45,244946
South Carolina,48-49,60392
South Carolina,51,36207
South Carolina,52,69856
South Carolina,53,26063
South Carolina,54,89194
South Carolina,55,26402
South Carolina,56,171845
South Carolina,61,32531
South Carolina,62,230608
South Carolina,71,27281
South Carolina,72,220891
South Carolina,81,81622
South Carolina,99,292
South Dakota,--,357950
South Dakota,11,376
South Dakota,21,1061
South Dakota,22,2230
South Dakota,23,20279
South Dakota,31-33,44429
South Dakota,42,19138
South Dakota,44-45,54400
South Dakota,48-49,10672
South Dakota,51,7208
South Dakota,52,26276
South Dakota,53,4160
South Dakota,54,12163
South Dakota,55,7034
South Dakota,56,11803
South Dakota,61,7863
South Dakota,62,67218
South Dakota,71,6410
South Dakota,72,40482
South Dakota,81,14715
South Dakota,99,33
Tennessee,--,2592600
Tennessee,11,1927
Tennessee,21,3220
Tennessee,22,3263
Tennessee,23,111297
Tennessee,31-33,319674
Tennessee,42,116291
Tennessee,44-45,329760
Tennessee,48-49,141880
Tennessee,51,48714
Tennessee,52,122885
Tennessee,53,34562
Tennessee,54,117580
Tennessee,55,89073
Tennessee,56,252322
Tennessee,61,61135
Tennessee,62,411490
Tennessee,71,35331
Tennessee,72,280012
Tennessee,81,111800
Tennessee,99,384
Texas,--,10429924
Texas,11,7127
Texas,21,199207
Texas,22,55504
Texas,23,674150
Texas,31-33,768921
Texas,42,520508
Texas,44-45,1304467
Texas,48-49,445428
Texas,51,241572
Texas,52,535456
Texas,53,191473
Texas,54,708331
Texas,55,325375
Texas,56,979748
Texas,61,193774
Texas,62,1509548
Texas,71,144598
Texas,72,1177398
Texas,81,445847
Texas,99,1492
Utah,--,1239348
Utah,11,440
Utah,21,8361
Utah,22,4295
Utah,23,78557
Utah,31-33,120947
Utah,42,57696
Utah,44-45,156070
Utah,48-49,56433
Utah,51,46034
Utah,52,65259
Utah,53,19956
Utah,54,88760
Utah,55,24214
Utah,56,133666
Utah,61,48608
Utah,62,138929
Utah,71,22359
Utah,72,116119
Utah,81,52540
Utah,99,105
Vermont,--,262705
Vermont,11,460
Vermont,21,410
Vermont,22,1573
Vermont,23,13912
Vermont,31-33,29913
Vermont,42,11909
Vermont,44-45,39998
Vermont,48-49,5893
Vermont,51,7041
Vermont,52,9539
Vermont,53,3430
Vermont,54,12916
Vermont,55,2182
Vermont,56,8158
Vermont,61,15560
Vermont,62,48818
Vermont,71,7665
Vermont,72,33099
Vermont,81,10184
Vermont,99,45
Virginia,--,3254172
Virginia,11,4186
Virginia,21,7750
Virginia,22,15151
Virginia,23,178228
Virginia,31-33,240375
Virginia,42,106045
Virginia,44-45,430293
Virginia,48-49,104296
Virginia,51,87084
Virginia,52,153431
Virginia,53,55031
Virginia,54,460280
Virginia,55,70063
Virginia,56,245131
Virginia,61,79710
Virginia,62,438562
Virginia,71,61118
Virginia,72,352666
Virginia,81,164222
Virginia,99,550
Washington,--,2685355
Washington,11,12969
Washington,21,2550
Washington,22,9246
Washington,23,175002
Washington,31-33,265401
Washington,42,134403
Washington,44-45,336572
Washington,48-49,99199
Washington,51,132733
Washington,52,98196
Washington,53,48351
Washington,54,201766
Washington,55,90880
Washington,56,155830
Washington,61,54997
Washington,62,407355
Washington,71,61784
Washington,72,280232
Washington,81,117245
Washington,99,644
West Virginia,--,558905
West Virginia,11,886
West Virginia,21,19766
West Virginia,22,6465
West Virginia,23,24133
West Virginia,31-33,47274
West Virginia,42,18455
West Virginia,44-45,86580
West Virginia,48-49,14882
West Virginia,51,10492
West Virginia,52,17092
West Virginia,53,6569
West Virginia,54,25026
West Virginia,55,5396
West Virginia,56,33332
West Virginia,61,8831
West Virginia,62,134188
West Virginia,71,7430
West Virginia,72,68310
West Virginia,81,23682
West Virginia,99,116
Wisconsin,--,2524329
Wisconsin,11,3314
Wisconsin,21,3254
Wisconsin,22,12704
Wisconsin,23,108099
Wisconsin,31-33,452798
Wisconsin,42,120411
Wisconsin,44-45,314425
Wisconsin,48-49,103910
Wisconsin,51,55771
Wisconsin,52,138232
Wisconsin,53,26415
Wisconsin,54,107316
Wisconsin,55,80072
Wisconsin,56,154684
Wisconsin,61,56291
Wisconsin,62,395239
Wisconsin,71,45105
Wisconsin,72,238224
Wisconsin,81,107710
Wisconsin,99,355
Wyoming,--,208440
Wyoming,11,274
Wyoming,21,18876
Wyoming,22,2616
Wyoming,23,18597
Wyoming,31-33,9183
Wyoming,42,7910
Wyoming,44-45,31157
Wyoming,48-49,10332
Wyoming,51,3945
Wyoming,52,6668
Wyoming,53,4516
Wyoming,54,9720
Wyoming,55,1063
Wyoming,56,6135
Wyoming,61,2033
Wyoming,62,33429
Wyoming,71,4871
Wyoming,72,28484
Wyoming,81,8470
Wyoming,99,161
